InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;Accelerometer RUA^ accX;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RLA gyroY
-495;912;818.0;?;429;319;-554.0;-429;-225.0;-161.0;912;997.0
-552;944;520.0;-631;434;312;?;-434;-302.0;336.0;?;860.0
-653;1033;476.0;-709;?;?;-266.0;-523;?;250.0;1033;?
157;162;459.0;-34;-261;81;-273.0;?;-338.0;-477.0;?;325.0
543;-635;380.0;227;?;16;-52.0;526;-505.0;?;-635;?
231;-799;213.0;-131;-34;183;-59.0;34;?;463.0;-799;186.0
197;-845;186.0;-31;-150;27;-111.0;150;-255.0;885.0;?;350.0
184;-558;4.0;?;-335;-47;-91.0;335;-305.0;387.0;-558;591.0
266;-551;-207.0;-52;-513;?;?;513;-308.0;-150.0;-551;557.0
?;-738;?;-38;-608;19;-234.0;608;-388.0;36.0;-738;375.0
181;-608;-413.0;-198;-396;?;-193.0;396;-375.0;-221.0;-608;47.0
154;-516;-373.0;-341;?;215;-170.0;432;-293.0;-584.0;-516;-17.0
181;-358;219.0;-286;-296;173;-95.0;?;-199.0;-1054.0;-358;197.0
?;9;689.0;-208;148;100;57.0;-148;?;-734.0;9;341.0
233;65;748.0;-207;180;102;?;-180;-216.0;-201.0;65;115.0
207;-52;729.0;-191;215;?;?;-215;-158.0;85.0;-52;-420.0
?;-36;657.0;-191;142;34;192.0;-142;-295.0;36.0;-36;-492.0
96;-4;609.0;-243;-48;53;306.0;48;-262.0;-19.0;-4;-327.0
144;30;340.0;-220;-99;54;414.0;99;-221.0;-55.0;30;-103.0
246;29;306.0;-167;-248;64;238.0;248;-161.0;?;29;?
191;-2;?;-218;-143;75;?;143;-131.0;-358.0;-2;-136.0
168;-27;202.0;-211;-206;45;106.0;206;?;-364.0;-27;-135.0
221;6;?;-171;-420;32;52.0;420;-204.0;-190.0;6;?
236;-22;94.0;-178;-315;56;22.0;315;?;-22.0;-22;39.0
244;-26;69.0;-217;-206;103;-101.0;206;-189.0;-82.0;-26;118.0
275;126;-128.0;-203;-45;88;-247.0;45;-178.0;-155.0;126;215.0
379;613;?;-51;-73;-22;-331.0;73;-198.0;-249.0;613;205.0
345;1755;-108.0;-115;?;-1;-294.0;786;?;-284.0;1755;186.0
62;2439;-86.0;-408;-1265;164;-297.0;1265;-124.0;-226.0;2439;?
-96;1886;-245.0;-476;-961;170;-358.0;961;-293.0;?;1886;?
17;730;?;?;-411;108;-295.0;?;-255.0;-342.0;730;137.0
131;-129;-191.0;-375;?;126;-323.0;36;-255.0;-398.0;-129;42.0
179;-157;-320.0;-306;-123;67;-551.0;123;-269.0;-340.0;-157;-264.0
198;-74;-516.0;-280;-244;44;-817.0;244;-212.0;-282.0;-74;-413.0
185;-70;-447.0;?;-147;?;-1014.0;147;-101.0;-223.0;-70;-488.0
201;63;-282.0;?;-81;-14;-1198.0;81;-111.0;-424.0;63;-663.0
211;102;-368.0;-247;0;44;-1087.0;0;-165.0;-332.0;102;-1112.0
193;152;-436.0;-258;55;16;-884.0;-55;-352.0;-272.0;?;-1564.0
206;52;-789.0;?;35;?;-529.0;-35;-367.0;-259.0;52;-1890.0
206;?;-651.0;-225;-8;32;-216.0;8;-257.0;-404.0;-37;-1555.0
192;3;-305.0;-260;43;60;?;-43;-150.0;?;3;-929.0
175;34;-85.0;-241;112;35;524.0;-112;-39.0;?;34;-379.0
156;48;-107.0;-264;67;50;753.0;-67;-275.0;-522.0;48;-86.0
175;-23;-149.0;?;34;39;713.0;-34;-278.0;-57.0;-23;408.0
166;-24;-64.0;-251;60;45;292.0;-60;-298.0;273.0;-24;397.0
160;12;-252.0;-246;61;38;-75.0;-61;-376.0;286.0;12;186.0
166;2;-252.0;-215;42;12;-239.0;-42;-414.0;-126.0;2;209.0
165;-4;-165.0;-237;?;?;-351.0;-65;-378.0;-395.0;-4;377.0
167;6;-349.0;-242;97;39;-367.0;-97;-460.0;-343.0;6;582.0
144;29;-434.0;-238;53;30;-410.0;-53;-437.0;-409.0;29;379.0
152;-2;-237.0;-226;7;24;-340.0;-7;-343.0;-349.0;-2;165.0
147;-11;-145.0;-231;55;27;-292.0;-55;-324.0;-411.0;-11;300.0
137;-5;-236.0;-233;107;29;-313.0;-107;?;-396.0;-5;213.0
138;2;-78.0;-215;?;15;-229.0;-91;-221.0;?;2;88.0
?;37;17.0;-215;40;7;-140.0;-40;-269.0;-352.0;37;333.0
136;?;-95.0;-208;?;14;-174.0;45;-313.0;-304.0;-8;362.0
124;-33;-99.0;-217;-79;25;-289.0;79;-304.0;-200.0;-33;180.0
70;13;52.0;-241;2;30;-293.0;-2;-302.0;-166.0;13;111.0
65;25;-6.0;-232;81;20;-318.0;-81;-348.0;-181.0;25;?
63;4;?;-225;23;13;-301.0;-23;-315.0;-323.0;4;73.0
48;-13;-10.0;-234;-53;18;-323.0;?;-295.0;-289.0;-13;29.0
47;?;-88.0;-226;11;?;-261.0;-11;-380.0;-297.0;-2;-50.0
33;29;-133.0;-218;71;1;-258.0;-71;-378.0;-299.0;29;-59.0
13;35;-97.0;-218;51;-6;-254.0;-51;-388.0;-247.0;35;-45.0
23;7;?;-215;19;-3;?;-19;-381.0;-208.0;7;10.0
29;-15;-100.0;-228;?;13;-116.0;-5;-355.0;-230.0;-15;96.0
19;-32;-122.0;-235;-19;?;-71.0;?;-396.0;-247.0;-32;133.0
14;-42;-56.0;-222;-51;0;-71.0;51;-360.0;-258.0;-42;102.0
1;-7;49.0;-227;0;0;13.0;0;-358.0;-187.0;-7;133.0
?;7;130.0;-231;28;0;17.0;-28;-327.0;-220.0;7;212.0
1;12;46.0;-221;?;-7;58.0;?;-324.0;-261.0;12;84.0
?;38;-47.0;-232;-25;4;-15.0;25;-331.0;-261.0;38;-90.0
6;22;-13.0;-241;-36;18;-45.0;36;-335.0;?;22;-110.0
8;-8;-8.0;-228;15;4;?;-15;-378.0;-192.0;-8;-81.0
5;-21;-58.0;-223;10;-5;-2.0;-10;-381.0;-214.0;-21;?
5;-22;-13.0;-230;-37;4;?;37;-376.0;?;-22;?
0;-13;?;-232;?;3;31.0;0;-376.0;-276.0;?;-110.0
-1;-25;107.0;-232;5;1;29.0;-5;-394.0;-260.0;-25;-160.0
11;-35;?;-228;-25;?;?;25;-406.0;-210.0;-35;-180.0
13;-20;80.0;-224;?;0;85.0;-14;-406.0;-227.0;-20;-165.0
?;-8;76.0;-234;17;0;146.0;-17;-397.0;?;-8;?
0;-3;28.0;-233;?;1;80.0;29;-415.0;-227.0;-3;8.0
7;-20;-11.0;-229;?;-4;-45.0;15;-374.0;-245.0;-20;28.0
-2;-24;86.0;-238;6;-2;-102.0;-6;-351.0;-246.0;-24;98.0
4;21;46.0;-233;-26;-1;-81.0;26;-318.0;-252.0;21;195.0
8;30;?;?;-44;-4;-96.0;44;?;-252.0;30;224.0
0;31;89.0;-237;9;4;8.0;?;-319.0;-258.0;31;208.0
-10;35;116.0;-243;69;1;138.0;-69;-343.0;-291.0;35;342.0
-7;13;278.0;-236;-7;-4;192.0;7;-360.0;-221.0;13;420.0
8;17;377.0;-229;-64;8;96.0;64;-336.0;?;17;185.0
7;28;?;-228;9;8;-25.0;-9;-357.0;-231.0;28;-1.0
-2;15;255.0;-231;-14;-3;-48.0;14;-338.0;-188.0;15;-33.0
-19;-5;173.0;-245;-31;?;-69.0;31;-321.0;?;-5;-33.0
-14;-18;80.0;-240;-35;-6;-80.0;?;-290.0;-316.0;-18;12.0
18;-24;43.0;-218;?;?;-1.0;59;-238.0;-275.0;-24;?
14;-5;44.0;-224;24;22;-36.0;-24;-226.0;-223.0;-5;-7.0
-10;26;-37.0;-236;32;-5;-13.0;-32;-198.0;-201.0;26;?
?;23;-173.0;-235;-1;?;-13.0;1;-207.0;-180.0;?;-20.0
?;38;-379.0;-238;?;-9;-42.0;-40;-199.0;-190.0;38;190.0
-7;8;-320.0;?;-13;-11;-63.0;13;-213.0;-188.0;8;314.0
8;-21;-271.0;-222;?;-6;-126.0;37;-280.0;-202.0;-21;-41.0
3;6;?;-226;-2;-3;-115.0;2;?;-205.0;6;-436.0
3;-15;-407.0;-227;-75;-2;1.0;75;-342.0;-260.0;-15;-236.0
11;?;-348.0;-217;-41;0;9.0;41;-313.0;-231.0;22;98.0
?;17;-138.0;-216;?;0;-50.0;-5;-330.0;-279.0;17;231.0
2;-29;86.0;-229;?;3;-118.0;?;-384.0;-208.0;-29;338.0
3;10;72.0;-229;?;0;-189.0;-18;?;-224.0;10;252.0
4;18;-199.0;-228;8;-1;?;-8;?;-222.0;18;-262.0
-8;14;-405.0;-239;17;2;?;-17;-376.0;-250.0;14;?
1;-31;-511.0;?;4;-2;-214.0;-4;-310.0;-344.0;?;-300.0
-7;-51;120.0;-239;28;5;-194.0;-28;-218.0;-335.0;-51;-259.0
-13;-1;?;-245;?;7;-110.0;-20;-282.0;-162.0;-1;?
14;?;-122.0;-219;-31;-6;118.0;31;-241.0;-211.0;-6;54.0
6;-24;-371.0;-228;?;1;107.0;-30;-216.0;?;-24;155.0
-8;-4;-123.0;-243;9;5;?;?;-298.0;-327.0;-4;4.0
0;20;-67.0;?;-24;-3;?;24;-270.0;-264.0;20;53.0
4;8;18.0;-227;13;-12;162.0;-13;-438.0;-329.0;?;256.0
11;14;-39.0;-224;14;?;102.0;-14;?;-334.0;14;199.0
10;38;-267.0;-226;7;6;36.0;?;?;?;?;-173.0
3;?;-42.0;-222;21;-9;?;-21;?;-373.0;37;-34.0
18;38;-105.0;-207;74;-5;360.0;-74;-240.0;?;38;162.0
24;?;-228.0;-205;94;9;475.0;-94;-305.0;-302.0;-3;?
-10;?;-112.0;-235;99;0;449.0;?;-181.0;?;-4;337.0
-12;-2;175.0;?;41;-17;406.0;-41;-188.0;-321.0;-2;323.0
16;-56;270.0;-213;-65;-8;404.0;?;?;-287.0;-56;337.0
-1;-41;47.0;-235;?;10;376.0;27;-324.0;-317.0;-41;325.0
-22;-18;-276.0;-249;-5;-10;371.0;5;-324.0;-342.0;-18;275.0
-14;-2;-44.0;-240;-93;?;138.0;93;-330.0;-326.0;-2;79.0
13;1;119.0;-221;-94;8;90.0;94;-243.0;-332.0;1;102.0
19;-27;61.0;-213;?;9;-31.0;-22;-248.0;?;-27;103.0
-7;7;-180.0;-240;87;19;-41.0;-87;-270.0;-280.0;7;277.0
-11;32;-106.0;-243;98;22;79.0;-98;-361.0;-333.0;32;291.0
-1;-3;69.0;-230;171;7;124.0;-171;-371.0;-317.0;-3;?
?;22;194.0;-229;204;1;?;-204;-288.0;-382.0;?;?
-1;49;246.0;-223;?;-11;85.0;-175;-283.0;-455.0;49;48.0
3;23;283.0;-216;140;-18;156.0;-140;-347.0;-332.0;23;?
1;7;361.0;-224;117;-2;81.0;-117;-431.0;-322.0;7;128.0
-11;?;380.0;-235;?;-1;121.0;-110;-379.0;-320.0;-7;-39.0
-6;?;494.0;-218;6;-15;-7.0;-6;-238.0;-287.0;27;-297.0
20;25;436.0;-194;-58;?;108.0;58;-245.0;-168.0;25;-83.0
14;-11;42.0;-209;18;4;137.0;-18;-323.0;?;-11;91.0
-22;-1;?;-240;?;3;112.0;?;-264.0;-140.0;-1;-107.0
-27;?;?;-241;27;?;?;?;-301.0;-189.0;26;-129.0
-6;52;298.0;-220;76;12;311.0;-76;-349.0;-310.0;52;-37.0
12;4;367.0;-199;156;?;241.0;-156;-321.0;-317.0;4;-187.0
16;-33;545.0;-188;212;-10;215.0;-212;-297.0;-298.0;-33;-241.0
-15;-22;491.0;-217;227;2;299.0;-227;-284.0;-274.0;?;-257.0
-21;-22;403.0;-220;215;0;327.0;-215;-361.0;-257.0;-22;-254.0
-5;23;554.0;-190;190;-32;302.0;-190;-273.0;-313.0;23;-292.0
-13;79;523.0;-195;134;-18;399.0;-134;?;-232.0;?;-240.0
13;107;264.0;-170;?;-6;396.0;-93;-196.0;-168.0;107;-35.0
5;91;166.0;-165;87;-24;386.0;-87;-220.0;?;91;69.0
-9;-3;195.0;-176;83;-19;359.0;-83;-273.0;-245.0;-3;-71.0
-4;-6;258.0;-174;42;-8;267.0;?;-265.0;?;-6;-287.0
-39;39;222.0;-210;33;6;196.0;-33;-317.0;-281.0;39;-304.0
-12;-5;209.0;-185;58;5;181.0;-58;-330.0;-192.0;-5;?
4;?;?;-147;-68;-34;177.0;68;-290.0;-217.0;82;-430.0
3;93;?;-134;-177;-45;55.0;177;-262.0;-281.0;93;-552.0
56;?;399.0;-86;-201;-41;-50.0;201;-219.0;-303.0;111;-558.0
36;74;389.0;-105;-186;-38;-109.0;186;-226.0;-297.0;74;-544.0
-18;?;270.0;-172;?;-4;-128.0;35;-198.0;-283.0;-105;-565.0
?;67;213.0;-217;43;21;-104.0;-43;-239.0;-286.0;67;-498.0
-120;81;170.0;-291;28;48;23.0;-28;-320.0;-302.0;81;-399.0
?;260;124.0;-184;78;5;162.0;-78;?;-336.0;260;-335.0
-60;621;-10.0;-196;241;-16;152.0;-241;-301.0;-313.0;?;-316.0
-64;926;-72.0;-188;158;-44;?;-158;-241.0;-263.0;926;33.0
-66;1100;-139.0;-184;39;-66;?;?;-216.0;?;1100;128.0
-593;43;-134.0;-725;?;112;143.0;?;-333.0;-231.0;43;-116.0
-401;-711;87.0;-543;471;41;387.0;-471;-221.0;-252.0;?;-248.0
49;-296;335.0;?;124;-159;410.0;-124;-248.0;-289.0;-296;-151.0
-165;511;63.0;-372;-392;21;313.0;392;-336.0;-386.0;511;49.0
-138;880;-109.0;-426;-826;71;109.0;826;-470.0;?;880;-19.0
-43;871;-158.0;?;-874;-31;?;874;-386.0;-316.0;871;94.0
71;1950;-136.0;-310;-1586;133;123.0;1586;-378.0;-293.0;1950;?
285;2030;-333.0;-111;-1671;65;266.0;1671;?;-233.0;2030;1244.0
?;1026;-413.0;26;-982;-93;65.0;982;-571.0;-264.0;1026;1473.0
354;335;-250.0;111;-537;-150;-67.0;537;-585.0;-466.0;335;1671.0
?;-519;-339.0;76;-30;?;-258.0;?;-627.0;-559.0;-519;1767.0
-198;?;-346.0;-342;-92;?;-542.0;92;-583.0;-520.0;-400;1549.0
-137;-62;-391.0;-369;-125;?;-789.0;125;-462.0;-439.0;-62;1418.0
35;-104;-448.0;-244;67;-34;-880.0;-67;-390.0;-320.0;-104;1317.0
-40;-24;?;-256;-18;-43;-956.0;18;-270.0;-216.0;-24;1149.0
39;-29;-801.0;-221;-21;-61;-1193.0;21;-328.0;66.0;-29;796.0
75;-35;-1041.0;-247;?;-7;-1341.0;-36;-180.0;20.0;-35;245.0
21;-52;-1430.0;-104;14;-137;-1381.0;-14;-179.0;-199.0;-52;-512.0
?;-38;-1769.0;-158;13;-107;-1325.0;-13;-126.0;-325.0;-38;-1249.0
33;-22;-2013.0;-272;39;-9;-1093.0;-39;-155.0;-388.0;?;-1939.0
27;-23;-2055.0;-230;20;-50;-973.0;-20;?;-553.0;-23;?
10;-14;-1897.0;-291;46;-8;-814.0;-46;-226.0;-520.0;-14;-2955.0
-1;-5;-1701.0;-281;87;-26;-511.0;-87;-234.0;-64.0;-5;-3027.0
19;12;-1393.0;-227;87;-74;-241.0;-87;-297.0;-78.0;12;?
25;-36;-1189.0;-235;142;-57;-368.0;-142;-389.0;-154.0;-36;?
?;-76;-1021.0;-253;105;-71;?;-105;?;-372.0;-76;-1921.0
13;-59;-1031.0;-263;3;-76;-267.0;-3;-282.0;-487.0;?;-1171.0
3;-55;-1000.0;-270;-1;-38;-260.0;1;?;-324.0;-55;-476.0
19;-47;?;-273;7;-42;-203.0;?;?;-86.0;-47;-7.0
22;-30;-1067.0;-266;5;-58;-289.0;?;-383.0;1.0;-30;244.0
20;-15;?;-274;-29;-44;-409.0;29;-370.0;59.0;-15;255.0
18;-22;-997.0;-283;-11;-45;?;11;?;-97.0;-22;75.0
?;?;-932.0;-281;31;-48;-724.0;-31;-344.0;-201.0;-38;?
30;-46;-861.0;-271;17;-47;-871.0;-17;?;-120.0;-46;?
30;-47;-886.0;-269;43;-56;-772.0;-43;-250.0;-148.0;-47;-371.0
8;?;-911.0;-293;?;-49;-706.0;-47;-319.0;-163.0;-33;-317.0
1;-52;-840.0;-311;24;-40;?;-24;-272.0;-60.0;-52;-266.0
20;-56;-778.0;-304;35;-39;?;-35;-357.0;-36.0;-56;-280.0
34;-91;-662.0;-295;51;-36;-214.0;-51;-402.0;-103.0;-91;-298.0
30;-92;-470.0;?;57;-30;-88.0;-57;-428.0;-93.0;-92;?
6;-26;-296.0;-332;42;-23;-35.0;-42;-437.0;-58.0;-26;-348.0
-17;?;-53.0;-356;36;-21;-33.0;-36;-352.0;-39.0;-49;-382.0
14;26;128.0;-351;74;-2;-95.0;-74;-291.0;-14.0;26;-496.0
-18;50;217.0;-345;19;-40;-195.0;-19;-267.0;29.0;50;-563.0
48;151;184.0;-303;-43;-44;-214.0;?;-303.0;-13.0;?;-584.0
49;358;?;-321;33;-28;-188.0;-33;-292.0;?;?;-569.0
3;287;76.0;-304;132;-70;-268.0;-132;-337.0;2.0;287;-564.0
380;737;-56.0;-36;14;-102;-339.0;-14;?;32.0;737;-462.0
364;1897;-185.0;-16;-380;-234;-332.0;380;-379.0;?;1897;-328.0
-9;2268;-299.0;-475;?;-28;-311.0;342;-368.0;31.0;2268;-254.0
?;1545;-321.0;-128;-424;-482;-307.0;424;-305.0;-8.0;1545;-252.0
153;-82;-401.0;-32;-982;-775;-336.0;?;-297.0;-79.0;-82;?
340;-789;-503.0;-782;-1495;?;-342.0;?;-228.0;-133.0;-789;-356.0
?;1329;-601.0;115;?;?;-363.0;2828;-278.0;-11.0;1329;-338.0
18;2950;-734.0;621;-4134;-1549;-366.0;4134;-332.0;43.0;?;-349.0
6;3030;-746.0;-394;-4179;-238;?;4179;-401.0;52.0;3030;-437.0
43;3044;-586.0;-612;-3496;96;-259.0;3496;-450.0;-42.0;3044;-519.0
-280;2124;-445.0;?;-2824;-80;-255.0;2824;-506.0;-134.0;2124;-561.0
-326;1491;-296.0;-501;?;?;?;2837;-519.0;-310.0;1491;-568.0
-278;1680;-203.0;?;-2633;?;-414.0;2633;-499.0;-380.0;1680;-494.0
-415;1667;-152.0;-328;-1671;213;-549.0;?;-463.0;-530.0;1667;-349.0
-279;1657;-130.0;-612;-1366;557;-642.0;1366;?;-501.0;?;-200.0
-393;1632;-343.0;-416;-1024;380;-634.0;1024;-371.0;-887.0;1632;-275.0
-470;2019;-754.0;76;-512;-105;?;512;-340.0;-999.0;2019;-417.0
-352;2287;-1119.0;15;-647;-6;-731.0;647;-324.0;-683.0;2287;-497.0
-858;833;-1427.0;419;564;-684;-772.0;-564;-308.0;9.0;833;-540.0
-198;94;-1559.0;-211;1303;-263;-744.0;-1303;-337.0;74.0;94;-496.0
462;456;-1575.0;-840;368;458;-747.0;-368;-321.0;196.0;456;-470.0
-204;123;-1552.0;-141;164;-286;-712.0;-164;?;100.0;123;-349.0
-64;99;-1525.0;-294;271;-195;-637.0;-271;-393.0;-432.0;99;-151.0
?;-14;-1424.0;-395;243;-61;-666.0;-243;-398.0;-333.0;-14;22.0
-91;-216;-1258.0;-295;236;-171;-670.0;-236;-440.0;-298.0;-216;164.0
19;-129;-954.0;-419;134;-58;-697.0;-134;-419.0;-343.0;-129;193.0
?;-123;-635.0;-329;80;-139;-709.0;-80;-380.0;-106.0;-123;165.0
-41;-118;-405.0;-361;90;-109;-629.0;?;?;-34.0;-118;149.0
-43;-120;-213.0;-359;91;-110;-626.0;-91;-419.0;-137.0;-120;192.0
1;-43;-73.0;-378;38;-107;-402.0;-38;-523.0;-222.0;-43;219.0
32;0;197.0;-399;20;-96;?;-20;-720.0;?;0;214.0
22;?;566.0;-394;28;-96;369.0;-28;?;-597.0;-26;218.0
13;-5;964.0;-384;20;-107;571.0;-20;-563.0;-710.0;-5;51.0
?;16;1375.0;-343;6;-143;585.0;-6;-438.0;240.0;16;-302.0
?;-2;1779.0;-348;-4;-135;?;4;-320.0;-99.0;-2;-539.0
-38;-12;1857.0;-350;26;-125;?;-26;-272.0;?;-12;-586.0
?;?;1673.0;-365;125;-134;1045.0;?;-310.0;-295.0;9;-634.0
?;0;1456.0;-356;199;-115;907.0;-199;-287.0;52.0;0;-825.0
-7;43;1446.0;-358;286;-145;666.0;-286;-225.0;209.0;43;-864.0
-15;?;1453.0;-358;395;-124;?;-395;-167.0;245.0;58;-732.0
-36;206;1369.0;-355;582;-105;366.0;?;-232.0;167.0;206;-586.0
171;605;1209.0;-429;1104;-235;413.0;-1104;-302.0;122.0;605;-432.0
?;766;953.0;-302;1866;-218;436.0;-1866;-347.0;-110.0;766;-224.0
236;?;778.0;-431;2870;-370;394.0;-2870;-377.0;-316.0;1063;1.0
50;1216;640.0;?;?;-483;259.0;-5120;-356.0;-102.0;1216;250.0
102;1864;607.0;-558;7279;-721;81.0;-7279;-283.0;58.0;1864;385.0
1187;3810;542.0;-1460;7132;-1385;-118.0;-7132;-237.0;-5.0;3810;446.0
421;3463;355.0;-327;4695;-1148;-281.0;?;-258.0;57.0;3463;490.0
602;709;216.0;-323;?;-721;-311.0;228;-287.0;141.0;709;563.0
?;351;-40.0;-1126;-3797;-690;-362.0;3797;-327.0;-23.0;351;686.0
456;?;-289.0;-282;-4360;-449;-423.0;?;-353.0;-75.0;886;754.0
581;-377;-558.0;-482;-4941;-338;-515.0;4941;-449.0;-16.0;-377;824.0
807;?;-907.0;-789;-5067;-202;-543.0;5067;?;-18.0;-1625;875.0
289;-2707;-1268.0;-465;-4859;?;-454.0;4859;-408.0;86.0;-2707;880.0
268;-3296;-1716.0;-642;-4760;-244;-515.0;4760;-502.0;59.0;-3296;894.0
?;-3736;-1950.0;-557;-4737;71;-478.0;4737;-631.0;201.0;-3736;814.0
-974;-3591;-2017.0;-652;-4665;220;-11.0;4665;?;-21.0;-3591;720.0
-1520;-3359;?;-811;-5004;1077;276.0;5004;-834.0;?;-3359;?
-2510;-3245;-1200.0;1102;-3777;2476;312.0;3777;-665.0;-521.0;-3245;-157.0
-1803;64;-471.0;2034;303;1738;147.0;-303;-438.0;-426.0;64;-628.0
-233;1250;-118.0;-796;?;886;10.0;-720;-306.0;-311.0;1250;-735.0
-936;437;-23.0;-446;2651;?;-184.0;-2651;-175.0;290.0;437;-710.0
-1987;1871;-23.0;1858;5960;?;-299.0;-5960;-168.0;24.0;1871;-572.0
?;3839;1247.0;-897;8657;-717;367.0;?;-236.0;-98.0;3839;-446.0
261;3700;1153.0;-990;7324;-746;414.0;-7324;-162.0;209.0;3700;-366.0
?;4177;1013.0;-1006;8810;-765;513.0;?;-183.0;24.0;4177;-223.0
257;3837;769.0;-982;7848;-744;?;-7848;-254.0;?;3837;-58.0
540;244;?;-564;?;-399;505.0;2032;-333.0;?;?;?
365;-801;307.0;-214;-4431;-216;276.0;4431;-365.0;146.0;-801;171.0
293;-1130;161.0;-253;-2007;-483;49.0;2007;-402.0;-54.0;-1130;162.0
555;-2854;-114.0;-608;-3542;-487;-132.0;3542;-476.0;58.0;-2854;145.0
336;-3217;-494.0;-518;-3881;-535;-371.0;3881;-550.0;-10.0;-3217;177.0
?;-3349;-1084.0;-478;-5259;?;-519.0;5259;-765.0;46.0;-3349;?
?;-3393;-1572.0;-696;-6032;138;-709.0;6032;-796.0;-37.0;-3393;465.0
-830;-3691;-1589.0;-443;-4734;48;-543.0;4734;-701.0;183.0;-3691;627.0
-1583;-3596;-1058.0;-1331;-6144;1970;-117.0;6144;-706.0;-121.0;-3596;492.0
-1518;-2759;-269.0;104;-4013;2475;249.0;4013;-648.0;-463.0;-2759;149.0
-321;-338;196.0;1511;-1456;2438;340.0;1456;-448.0;-625.0;?;-291.0
84;748;370.0;1441;-722;1705;145.0;722;-308.0;-537.0;?;-532.0
-858;-563;322.0;3205;5032;?;-94.0;-5032;-216.0;431.0;-563;-687.0
-810;2215;221.0;157;3773;74;-304.0;-3773;-192.0;-411.0;2215;?
-509;?;152.0;-1725;152;1912;-346.0;?;-194.0;-118.0;3524;-724.0
?;3518;1633.0;-1538;5326;-1737;?;-5326;-187.0;-51.0;3518;-507.0
1340;1056;1689.0;-1218;-723;-2125;626.0;723;-217.0;42.0;1056;-553.0
804;?;1700.0;-725;-3393;?;?;3393;?;2.0;1091;-535.0
668;1674;1714.0;-587;-3703;-202;553.0;3703;-255.0;61.0;1674;-431.0
866;-5;1522.0;-830;-4127;-276;576.0;4127;-286.0;135.0;-5;-212.0
922;-2015;1360.0;-901;-4197;-6;602.0;?;-378.0;164.0;-2015;25.0
902;-3281;1011.0;-986;-4631;192;512.0;4631;-477.0;-23.0;-3281;143.0
707;-3811;648.0;-1044;-4808;498;197.0;4808;-598.0;?;-3811;325.0
164;-3665;165.0;-810;-4770;600;160.0;4770;-803.0;-108.0;-3665;?
259;-3613;-497.0;-1357;-5337;1190;16.0;5337;-802.0;-507.0;-3613;915.0
-565;-3810;-20.0;?;-4488;1780;-222.0;4488;?;-40.0;-3810;874.0
-1332;-4599;839.0;-698;-3531;1717;463.0;?;-408.0;1.0;-4599;810.0
-2271;-4462;898.0;1037;?;921;956.0;?;-494.0;-1014.0;-4462;686.0
-1989;-2213;663.0;1030;1910;740;659.0;-1910;-454.0;-398.0;-2213;182.0
1159;-808;392.0;-2234;2411;1974;71.0;-2411;-356.0;920.0;-808;-227.0
-1990;-166;238.0;-1133;8044;469;-179.0;-8044;-196.0;343.0;-166;-259.0
?;197;255.0;711;?;-475;?;-7700;-195.0;64.0;197;-270.0
2192;915;278.0;-991;-157;780;-154.0;157;-164.0;310.0;915;?
-89;1773;296.0;-455;-175;-11;-37.0;175;-226.0;476.0;1773;53.0
-439;554;?;-114;76;-135;88.0;-76;-282.0;455.0;554;189.0
371;43;122.0;-440;-637;223;141.0;637;-331.0;?;43;254.0
-348;378;-29.0;-172;59;-44;200.0;-59;-346.0;236.0;378;313.0
?;37;-83.0;-254;-265;45;190.0;265;?;193.0;37;353.0
-81;34;?;-197;?;1;228.0;-83;-402.0;-248.0;34;448.0
-7;2;199.0;-238;96;24;397.0;-96;-436.0;?;2;614.0
23;-48;290.0;-188;117;-29;773.0;-117;-420.0;-330.0;-48;656.0
36;-55;379.0;-215;253;-2;977.0;-253;-322.0;-153.0;-55;598.0
88;-47;550.0;-290;148;75;933.0;-148;-268.0;-406.0;-47;?
-35;?;718.0;-237;121;20;928.0;?;-149.0;315.0;2;356.0
2;-39;1113.0;-226;208;0;1312.0;-208;-239.0;?;-39;?
16;-28;?;-264;?;28;1837.0;-221;-344.0;-1106.0;-28;43.0
1;-9;1207.0;?;213;12;?;-213;-509.0;-407.0;?;55.0
38;-14;1241.0;-252;362;-19;2325.0;?;-526.0;1179.0;-14;-197.0
38;68;1382.0;-317;541;49;2332.0;-541;?;-214.0;?;-495.0
10;116;1656.0;-254;646;-5;2192.0;-646;-331.0;-290.0;?;-830.0
77;229;1874.0;-241;990;-71;2077.0;-990;-410.0;449.0;229;?
225;506;1928.0;-377;1875;-26;2074.0;-1875;-405.0;-57.0;506;-1341.0
287;803;1903.0;-364;2802;-100;2051.0;?;?;-232.0;803;-1375.0
153;1245;1929.0;-444;2984;26;1846.0;-2984;-357.0;-173.0;1245;-1311.0
-59;1369;1824.0;-278;2713;89;1650.0;-2713;-426.0;-162.0;1369;?
-108;1077;1748.0;-69;2398;51;1380.0;-2398;-345.0;?;?;-1095.0
