Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;Accelerometer BACK accZ;Accelerometer HIP accZ;InertialMeasurementUnit RLA accZ
-392.0;23.0;?;-492.0;395.0;489.0
-353.0;?;-178;-512.0;396.0;486.0
-341.0;3.0;-178;-508.0;405.0;484.0
-326.0;?;?;-512.0;410.0;483.0
-341.0;?;-178;-506.0;424.0;475.0
-339.0;4.0;?;-516.0;411.0;481.0
-348.0;-1.0;-178;?;417.0;?
?;0.0;-178;-511.0;409.0;493.0
-356.0;9.0;-178;-500.0;403.0;492.0
-348.0;8.0;-178;-501.0;407.0;497.0
-370.0;?;?;-505.0;402.0;497.0
-346.0;-23.0;-178;-505.0;?;498.0
-342.0;-27.0;-178;-521.0;416.0;500.0
-293.0;?;-178;-510.0;424.0;496.0
?;-10.0;-178;-510.0;?;497.0
-348.0;-7.0;?;-500.0;?;?
-391.0;-17.0;-178;-511.0;424.0;488.0
-334.0;-4.0;-179;-494.0;400.0;488.0
?;15.0;-179;-496.0;399.0;489.0
-300.0;-1.0;-179;?;402.0;?
-327.0;?;-179;-488.0;411.0;500.0
-324.0;27.0;-179;-488.0;?;510.0
?;45.0;?;-469.0;?;?
-325.0;47.0;-179;-488.0;378.0;510.0
?;29.0;?;-496.0;356.0;?
?;47.0;-179;-499.0;333.0;490.0
-254.0;39.0;?;-515.0;342.0;?
?;64.0;-179;-529.0;330.0;463.0
-207.0;93.0;-179;-530.0;298.0;?
-150.0;117.0;?;-520.0;283.0;424.0
?;110.0;?;-531.0;294.0;407.0
-247.0;117.0;?;?;304.0;391.0
?;97.0;-179;?;290.0;386.0
-226.0;86.0;-179;-553.0;263.0;377.0
-175.0;121.0;-179;?;257.0;381.0
-203.0;183.0;-180;-536.0;231.0;381.0
-165.0;161.0;?;-528.0;248.0;?
-161.0;141.0;?;-531.0;258.0;?
-163.0;134.0;-178;-521.0;256.0;371.0
-104.0;141.0;-178;?;235.0;?
-186.0;159.0;-184;-476.0;?;353.0
-96.0;144.0;?;?;?;342.0
-126.0;185.0;-193;-449.0;?;337.0
-137.0;194.0;-164;?;222.0;324.0
-126.0;193.0;-190;?;253.0;311.0
?;193.0;-193;-520.0;?;301.0
-249.0;171.0;101;?;272.0;300.0
-251.0;118.0;222;-599.0;273.0;294.0
?;?;156;-643.0;?;299.0
-285.0;?;191;?;268.0;316.0
-382.0;45.0;174;-779.0;273.0;331.0
-272.0;?;165;-797.0;223.0;373.0
?;-64.0;166;-669.0;?;?
-489.0;?;144;?;401.0;456.0
-459.0;-127.0;144;-622.0;394.0;470.0
-444.0;-172.0;140;-565.0;?;474.0
-381.0;?;?;-557.0;346.0;522.0
-353.0;-65.0;?;-557.0;?;568.0
-279.0;-57.0;154;-514.0;?;?
?;-38.0;181;-519.0;?;496.0
-314.0;?;150;-501.0;328.0;474.0
-297.0;-41.0;196;-500.0;361.0;?
-321.0;16.0;172;-478.0;364.0;451.0
-293.0;16.0;-131;-456.0;364.0;441.0
-323.0;?;?;-445.0;387.0;448.0
?;10.0;-147;-504.0;414.0;?
-291.0;?;-183;-522.0;?;?
?;22.0;-165;-570.0;374.0;461.0
-282.0;?;-172;-583.0;379.0;466.0
-337.0;44.0;?;?;?;467.0
-309.0;-14.0;-172;-910.0;469.0;479.0
?;99.0;-178;-895.0;?;?
-234.0;311.0;?;-662.0;272.0;505.0
-253.0;143.0;-176;-695.0;527.0;511.0
?;-101.0;-176;-686.0;290.0;487.0
-341.0;-8.0;?;?;-9.0;558.0
-185.0;310.0;-177;-641.0;60.0;592.0
-130.0;287.0;-177;-609.0;?;490.0
?;181.0;-177;-556.0;258.0;404.0
13.0;258.0;-177;-552.0;144.0;494.0
-94.0;332.0;-177;-545.0;144.0;520.0
-155.0;274.0;-177;?;206.0;319.0
-103.0;?;-177;-525.0;250.0;261.0
-196.0;195.0;?;?;267.0;249.0
-204.0;219.0;-176;-463.0;248.0;250.0
-201.0;?;?;-439.0;287.0;300.0
-157.0;130.0;-178;-443.0;209.0;?
-222.0;130.0;-174;-429.0;244.0;?
-287.0;132.0;-183;-423.0;330.0;400.0
-337.0;113.0;-169;-363.0;?;389.0
-298.0;151.0;-187;-395.0;246.0;377.0
?;221.0;-173;?;337.0;?
?;185.0;-172;-391.0;378.0;?
-315.0;192.0;-222;-488.0;359.0;439.0
-309.0;?;28;-805.0;316.0;503.0
-371.0;191.0;225;-773.0;389.0;536.0
-498.0;255.0;152;?;464.0;520.0
-446.0;97.0;151;-918.0;21.0;507.0
-330.0;?;?;-768.0;-101.0;522.0
-426.0;-74.0;93;?;420.0;486.0
?;-231.0;89;-701.0;254.0;561.0
-389.0;-342.0;72;?;264.0;628.0
-314.0;-252.0;75;-571.0;?;589.0
-215.0;-71.0;71;-594.0;206.0;541.0
-173.0;91.0;75;-583.0;?;477.0
-121.0;102.0;90;-518.0;349.0;386.0
-226.0;?;94;-492.0;285.0;321.0
-330.0;51.0;137;-452.0;289.0;?
?;11.0;133;-460.0;349.0;357.0
-439.0;?;165;-448.0;370.0;333.0
-435.0;?;?;-430.0;376.0;340.0
-402.0;-57.0;-70;-428.0;392.0;382.0
-450.0;-94.0;-222;?;444.0;457.0
-441.0;-100.0;?;?;478.0;507.0
-463.0;-94.0;?;-598.0;528.0;527.0
-433.0;-66.0;?;?;?;547.0
?;?;-163;-667.0;301.0;?
-580.0;-70.0;-173;-691.0;?;?
-564.0;-76.0;-167;?;620.0;605.0
-542.0;?;?;-764.0;411.0;617.0
-479.0;-28.0;-174;-597.0;167.0;656.0
-321.0;63.0;-175;-599.0;254.0;664.0
-112.0;-61.0;-175;-648.0;101.0;662.0
-236.0;4.0;-174;-650.0;-27.0;601.0
?;?;-174;-607.0;-50.0;679.0
-237.0;?;-174;-467.0;40.0;628.0
-270.0;213.0;-174;-484.0;187.0;431.0
-245.0;76.0;?;?;104.0;342.0
?;-43.0;-174;-482.0;?;346.0
-244.0;-52.0;?;-423.0;203.0;365.0
-227.0;-40.0;-174;-421.0;188.0;371.0
-251.0;-3.0;-174;-366.0;200.0;330.0
-281.0;?;?;-343.0;219.0;?
-296.0;66.0;-175;?;204.0;292.0
-306.0;71.0;-173;?;247.0;287.0
?;?;?;?;224.0;292.0
-328.0;?;?;-416.0;194.0;?
-340.0;46.0;-178;?;134.0;343.0
-328.0;?;-173;-382.0;184.0;?
-383.0;70.0;-171;-331.0;361.0;?
-474.0;?;-184;-416.0;395.0;393.0
-476.0;?;?;-568.0;334.0;423.0
-530.0;-162.0;-207;-597.0;194.0;436.0
?;122.0;57;?;400.0;?
-425.0;94.0;226;-738.0;387.0;579.0
-321.0;?;?;-714.0;314.0;585.0
-272.0;-49.0;?;?;95.0;657.0
-332.0;88.0;180;?;72.0;722.0
-406.0;?;174;-531.0;279.0;683.0
?;65.0;184;-480.0;348.0;586.0
?;47.0;175;-460.0;313.0;533.0
-263.0;?;181;-442.0;239.0;502.0
?;110.0;?;-454.0;269.0;462.0
-99.0;128.0;179;-406.0;348.0;463.0
-173.0;147.0;180;-389.0;330.0;404.0
?;126.0;179;-366.0;313.0;324.0
-323.0;71.0;179;-444.0;?;318.0
-256.0;?;179;?;311.0;317.0
-236.0;?;179;?;?;288.0
-275.0;?;179;-516.0;250.0;294.0
-359.0;213.0;179;-631.0;239.0;?
-352.0;129.0;178;-752.0;?;333.0
-447.0;110.0;?;-672.0;?;351.0
-506.0;67.0;174;-741.0;288.0;?
-438.0;-82.0;134;-777.0;82.0;424.0
-442.0;-173.0;91;-781.0;242.0;460.0
?;-246.0;82;-718.0;290.0;507.0
-549.0;?;87;?;353.0;?
-431.0;-224.0;104;-572.0;?;614.0
-324.0;?;104;-529.0;210.0;597.0
-246.0;-20.0;133;-486.0;?;?
-285.0;26.0;156;-525.0;262.0;?
-304.0;?;139;-513.0;270.0;506.0
-328.0;23.0;219;-456.0;364.0;432.0
?;?;?;-433.0;331.0;?
-382.0;-81.0;?;-423.0;316.0;?
-387.0;-78.0;-166;-414.0;344.0;426.0
-355.0;-46.0;-160;-497.0;414.0;?
-398.0;47.0;-162;?;276.0;421.0
-477.0;136.0;-163;-486.0;207.0;451.0
?;?;-155;?;410.0;466.0
-593.0;-41.0;-193;?;?;457.0
?;?;-179;-674.0;381.0;554.0
-417.0;-218.0;?;-722.0;?;727.0
?;218.0;?;-870.0;192.0;710.0
-186.0;-109.0;152;-576.0;?;622.0
-366.0;-18.0;?;-597.0;156.0;627.0
-401.0;4.0;173;-524.0;64.0;785.0
-381.0;18.0;177;?;?;730.0
-322.0;-59.0;181;?;?;485.0
-266.0;-62.0;175;-486.0;90.0;434.0
-240.0;11.0;181;-491.0;?;472.0
-195.0;78.0;177;-446.0;169.0;467.0
-196.0;126.0;179;-431.0;?;?
-242.0;127.0;179;?;159.0;?
-248.0;?;178;-413.0;184.0;?
-335.0;38.0;179;?;209.0;333.0
-338.0;85.0;177;-600.0;237.0;300.0
?;74.0;181;-435.0;208.0;?
-450.0;?;179;-742.0;231.0;321.0
-406.0;-22.0;?;?;?;342.0
-387.0;?;181;?;313.0;?
-507.0;159.0;122;-886.0;10.0;399.0
-609.0;-95.0;?;?;205.0;451.0
-616.0;-211.0;?;-668.0;350.0;483.0
-579.0;?;65;-601.0;304.0;516.0
?;-255.0;80;-583.0;262.0;622.0
?;-184.0;?;?;?;646.0
-239.0;-92.0;138;-493.0;266.0;668.0
-218.0;34.0;120;-485.0;?;?
-226.0;?;?;-510.0;266.0;549.0
-230.0;?;153;?;318.0;419.0
-253.0;40.0;-144;-432.0;?;388.0
?;28.0;-205;-451.0;325.0;389.0
?;-10.0;-144;?;383.0;?
-295.0;?;-178;-605.0;443.0;360.0
-375.0;3.0;-154;-658.0;310.0;?
-428.0;?;-156;-647.0;310.0;396.0
-470.0;51.0;-170;-1020.0;584.0;432.0
-550.0;18.0;-172;-758.0;565.0;447.0
-472.0;?;-177;-635.0;326.0;476.0
?;?;-175;-886.0;162.0;562.0
-267.0;5.0;-177;-748.0;304.0;589.0
?;-38.0;?;-633.0;217.0;614.0
-507.0;?;-178;-637.0;165.0;696.0
-468.0;-85.0;-177;-643.0;163.0;?
-386.0;-84.0;?;-531.0;310.0;558.0
-327.0;?;-178;-483.0;194.0;?
-291.0;-8.0;-177;?;186.0;561.0
-227.0;?;-177;-556.0;250.0;543.0
-300.0;92.0;-179;-438.0;301.0;?
-256.0;46.0;?;-479.0;327.0;459.0
-229.0;?;-184;-516.0;316.0;437.0
-179.0;17.0;?;?;279.0;385.0
-225.0;52.0;-183;?;?;343.0
?;66.0;-179;-612.0;313.0;325.0
-387.0;?;-159;?;?;?
-350.0;10.0;-225;-928.0;349.0;?
-439.0;34.0;?;-669.0;?;288.0
-488.0;85.0;183;?;?;322.0
-507.0;-276.0;54;-857.0;164.0;377.0
-494.0;-286.0;42;-696.0;347.0;401.0
-653.0;-227.0;?;-652.0;312.0;448.0
-535.0;-225.0;73;-556.0;465.0;543.0
?;-207.0;92;-481.0;409.0;569.0
-298.0;-163.0;122;-419.0;307.0;611.0
?;?;138;?;?;691.0
-286.0;-47.0;160;-488.0;268.0;607.0
-307.0;?;216;?;312.0;?
-298.0;-13.0;-32;-469.0;377.0;430.0
-255.0;-11.0;-218;-477.0;449.0;447.0
?;-11.0;-150;-563.0;482.0;435.0
-367.0;?;?;?;?;398.0
-358.0;66.0;-168;-604.0;329.0;386.0
?;?;-159;-628.0;489.0;412.0
-568.0;-12.0;?;-940.0;683.0;462.0
-559.0;-139.0;?;-756.0;677.0;486.0
-451.0;-9.0;-174;-751.0;250.0;540.0
-335.0;3.0;-174;-874.0;324.0;?
-240.0;-21.0;-175;-748.0;282.0;616.0
-373.0;53.0;-176;-670.0;2.0;?
?;?;-175;-635.0;117.0;747.0
-292.0;-20.0;-175;-556.0;320.0;?
-318.0;?;-175;-562.0;280.0;544.0
-218.0;2.0;-175;?;?;500.0
-204.0;?;?;-556.0;?;476.0
-177.0;114.0;-174;-514.0;275.0;436.0
-180.0;148.0;-177;?;287.0;381.0
-218.0;137.0;-172;-461.0;?;?
-226.0;?;-178;-509.0;330.0;?
-211.0;?;-175;-509.0;316.0;295.0
-248.0;?;-170;-678.0;334.0;277.0
-308.0;86.0;-189;-588.0;?;?
-363.0;79.0;?;-729.0;317.0;279.0
-398.0;16.0;-210;-1054.0;422.0;273.0
-466.0;?;?;?;405.0;305.0
?;22.0;150;-745.0;?;348.0
-433.0;?;75;-801.0;282.0;382.0
-444.0;?;6;-776.0;387.0;?
-629.0;?;67;-734.0;389.0;?
-551.0;-260.0;?;-580.0;?;594.0
-370.0;-251.0;87;-481.0;?;609.0
-304.0;-144.0;110;-488.0;306.0;625.0
-267.0;-63.0;148;-507.0;293.0;?
-201.0;18.0;?;-531.0;331.0;552.0
-242.0;52.0;214;-505.0;?;475.0
?;31.0;90;-495.0;415.0;?
-383.0;-14.0;-190;?;415.0;?
-356.0;-28.0;-173;?;456.0;395.0
-410.0;?;-155;-596.0;?;367.0
-447.0;31.0;-164;-659.0;480.0;390.0
?;138.0;-166;-697.0;396.0;443.0
-477.0;32.0;-163;-829.0;660.0;485.0
-473.0;-116.0;-186;?;612.0;?
?;?;?;-904.0;?;562.0
-286.0;?;97;?;145.0;605.0
-313.0;-39.0;221;-728.0;?;613.0
?;72.0;154;-689.0;286.0;619.0
-460.0;-68.0;190;-592.0;147.0;740.0
-382.0;?;177;-549.0;312.0;?
-275.0;-111.0;?;-522.0;288.0;527.0
-237.0;38.0;183;-513.0;172.0;490.0
-181.0;104.0;175;?;?;516.0
-153.0;139.0;181;-498.0;273.0;476.0
-189.0;?;178;-470.0;263.0;?
-235.0;106.0;179;-434.0;284.0;?
-206.0;?;178;-517.0;?;353.0
-202.0;86.0;178;-549.0;?;296.0
-255.0;147.0;?;?;?;267.0
?;189.0;180;-529.0;294.0;276.0
-382.0;134.0;179;-892.0;342.0;?
-440.0;?;?;-742.0;524.0;269.0
-555.0;?;?;-646.0;?;307.0
-592.0;-139.0;?;-836.0;91.0;371.0
-383.0;-344.0;46;-750.0;267.0;?
?;-243.0;46;-758.0;251.0;513.0
-518.0;-220.0;49;-622.0;338.0;?
-429.0;-187.0;66;-530.0;468.0;677.0
-368.0;-147.0;?;-459.0;?;648.0
-255.0;-77.0;98;-440.0;293.0;?
-229.0;?;146;-447.0;253.0;577.0
-220.0;?;?;-450.0;?;506.0
-272.0;16.0;?;-459.0;364.0;430.0
-303.0;17.0;180;?;?;401.0
-401.0;-10.0;?;?;351.0;382.0
-394.0;?;?;-485.0;417.0;365.0
-371.0;-93.0;-151;-602.0;451.0;359.0
-383.0;-24.0;?;-762.0;368.0;370.0
-415.0;96.0;-169;-679.0;403.0;416.0
?;64.0;-176;-995.0;699.0;470.0
?;-36.0;?;-810.0;595.0;496.0
-419.0;64.0;-215;-774.0;181.0;528.0
-220.0;27.0;?;-836.0;121.0;576.0
?;-112.0;234;-632.0;?;612.0
-424.0;64.0;165;-674.0;69.0;652.0
-377.0;-23.0;170;-605.0;123.0;773.0
-278.0;-39.0;230;-515.0;251.0;657.0
-272.0;-6.0;-45;?;?;442.0
-188.0;88.0;?;-489.0;56.0;445.0
-136.0;?;-164;?;?;478.0
-163.0;148.0;?;-428.0;208.0;?
-186.0;?;-181;-391.0;200.0;357.0
-200.0;143.0;-179;?;?;354.0
?;74.0;?;-419.0;262.0;319.0
-200.0;42.0;-189;-545.0;268.0;285.0
-322.0;96.0;-163;-548.0;?;274.0
-355.0;51.0;?;-642.0;331.0;?
?;-8.0;?;?;?;?
-386.0;?;99;-763.0;329.0;293.0
-444.0;77.0;?;-762.0;22.0;311.0
-423.0;-266.0;?;-911.0;189.0;345.0
-406.0;?;35;-801.0;295.0;402.0
-540.0;-38.0;30;-655.0;212.0;456.0
-423.0;?;56;-503.0;314.0;485.0
-349.0;-156.0;94;-440.0;?;464.0
?;-129.0;120;-439.0;218.0;468.0
-242.0;-73.0;117;-429.0;139.0;568.0
-295.0;27.0;?;-433.0;223.0;558.0
-284.0;?;?;-437.0;275.0;472.0
?;38.0;?;?;?;?
-392.0;-11.0;-207;-545.0;289.0;?
-315.0;?;-150;?;353.0;422.0
?;-91.0;-184;-600.0;358.0;424.0
-430.0;-32.0;?;-664.0;306.0;450.0
-408.0;-8.0;-170;-739.0;386.0;487.0
-404.0;-18.0;-178;-1013.0;665.0;499.0
-385.0;-31.0;-172;-655.0;?;494.0
-263.0;?;-177;-849.0;1.0;527.0
?;88.0;-176;-772.0;273.0;533.0
-231.0;63.0;-178;-579.0;90.0;501.0
?;136.0;-179;-560.0;50.0;534.0
?;-26.0;-179;-558.0;179.0;?
-219.0;-42.0;-178;-483.0;214.0;465.0
-125.0;?;?;-441.0;?;347.0
-164.0;168.0;-178;-449.0;82.0;394.0
?;189.0;?;-503.0;216.0;384.0
-183.0;179.0;?;?;193.0;320.0
-186.0;166.0;-175;-451.0;183.0;288.0
-215.0;128.0;-184;?;?;298.0
-148.0;123.0;-168;-541.0;231.0;263.0
-167.0;141.0;-188;?;?;?
-307.0;155.0;-170;-611.0;262.0;253.0
-403.0;?;-168;-803.0;310.0;274.0
-450.0;-24.0;-221;-949.0;350.0;295.0
-531.0;41.0;34;-856.0;283.0;?
-472.0;-143.0;?;-976.0;21.0;381.0
-414.0;-324.0;13;-889.0;313.0;448.0
-524.0;-142.0;51;-853.0;255.0;496.0
-425.0;-173.0;65;-683.0;?;529.0
-290.0;?;77;-542.0;?;567.0
-229.0;-97.0;100;-469.0;339.0;506.0
-153.0;-58.0;135;?;212.0;455.0
-164.0;?;143;-488.0;184.0;456.0
-216.0;61.0;174;-482.0;282.0;384.0
-282.0;70.0;197;?;303.0;?
-366.0;11.0;-80;-438.0;384.0;288.0
-362.0;-80.0;?;?;381.0;315.0
-378.0;-105.0;-149;-590.0;420.0;320.0
-415.0;-6.0;-179;?;387.0;331.0
-430.0;36.0;-164;-600.0;?;380.0
-477.0;49.0;-167;-791.0;538.0;446.0
-544.0;-47.0;-180;-794.0;703.0;512.0
-457.0;?;-171;-794.0;194.0;559.0
-307.0;153.0;-178;-859.0;?;?
-237.0;5.0;-177;-716.0;263.0;621.0
-407.0;?;-179;-651.0;230.0;631.0
-419.0;21.0;-179;-555.0;?;719.0
-356.0;?;?;-553.0;237.0;759.0
-210.0;-45.0;-179;-445.0;270.0;535.0
?;63.0;-178;-456.0;?;477.0
-154.0;108.0;-179;?;131.0;493.0
-195.0;136.0;-179;-485.0;243.0;448.0
-202.0;162.0;-176;-445.0;?;386.0
-208.0;185.0;?;-502.0;?;350.0
-166.0;?;-170;-592.0;249.0;?
?;114.0;-190;?;224.0;292.0
-284.0;145.0;-171;-619.0;256.0;274.0
-374.0;?;-175;-795.0;258.0;277.0
-404.0;-62.0;-215;?;435.0;265.0
-440.0;-51.0;36;-602.0;353.0;?
-522.0;-11.0;161;-962.0;162.0;302.0
-445.0;-261.0;46;-864.0;225.0;?
-464.0;-140.0;59;-822.0;371.0;?
-587.0;?;64;-620.0;275.0;452.0
-487.0;-264.0;?;-549.0;524.0;517.0
-361.0;-231.0;?;-431.0;343.0;517.0
-263.0;-136.0;125;-399.0;?;542.0
-253.0;-34.0;134;-394.0;?;?
-268.0;?;172;?;240.0;546.0
?;28.0;?;-394.0;352.0;473.0
-322.0;-8.0;-94;-390.0;?;426.0
-336.0;-61.0;-213;-428.0;406.0;413.0
-355.0;?;-146;-484.0;424.0;381.0
-363.0;-28.0;-178;?;452.0;374.0
-434.0;33.0;?;-498.0;315.0;392.0
-467.0;36.0;-161;-540.0;493.0;407.0
?;?;-177;-828.0;635.0;447.0
-496.0;?;-173;-833.0;614.0;?
-372.0;71.0;-179;-832.0;198.0;601.0
-294.0;182.0;-177;-905.0;141.0;602.0
-290.0;-18.0;-179;-679.0;?;588.0
-440.0;35.0;?;?;295.0;?
-370.0;-122.0;-179;-575.0;163.0;693.0
-341.0;-148.0;?;-567.0;248.0;743.0
-241.0;?;?;-483.0;208.0;?
-162.0;65.0;-179;-463.0;88.0;442.0
-78.0;107.0;?;-522.0;160.0;409.0
-181.0;164.0;?;-465.0;?;?
-204.0;174.0;-180;?;259.0;373.0
-239.0;?;-177;-432.0;281.0;357.0
-217.0;36.0;-182;?;274.0;303.0
-182.0;-29.0;?;-521.0;264.0;264.0
-156.0;20.0;-177;-620.0;302.0;248.0
-247.0;31.0;-182;-611.0;331.0;267.0
?;-18.0;?;-892.0;464.0;265.0
-490.0;40.0;-203;-738.0;488.0;258.0
-624.0;40.0;-120;-799.0;74.0;280.0
-622.0;?;?;-870.0;?;272.0
-492.0;-338.0;20;-772.0;457.0;?
-547.0;-72.0;19;?;?;420.0
-450.0;-192.0;65;-488.0;?;498.0
-447.0;-225.0;64;-416.0;417.0;558.0
-374.0;-154.0;122;-373.0;241.0;549.0
-332.0;-91.0;?;-397.0;260.0;586.0
-270.0;-24.0;?;-381.0;250.0;547.0
-259.0;?;?;?;?;500.0
-339.0;63.0;-44;-362.0;?;473.0
?;?;-225;-487.0;364.0;438.0
-325.0;-50.0;-154;-484.0;424.0;397.0
-351.0;?;-178;-554.0;?;382.0
-383.0;48.0;-171;-525.0;384.0;398.0
-425.0;49.0;-157;-634.0;497.0;?
-472.0;20.0;?;-898.0;611.0;433.0
-402.0;-17.0;-152;-741.0;?;?
-330.0;105.0;-206;-911.0;152.0;536.0
-158.0;174.0;?;-791.0;245.0;?
-302.0;185.0;?;-634.0;?;554.0
-419.0;82.0;206;-715.0;212.0;591.0
?;-88.0;155;-554.0;167.0;699.0
-288.0;-130.0;191;-467.0;?;612.0
-270.0;22.0;171;-380.0;204.0;489.0
-269.0;118.0;178;-476.0;130.0;471.0
?;?;179;?;216.0;?
?;147.0;175;-435.0;?;440.0
-283.0;133.0;179;?;236.0;423.0
-267.0;133.0;176;?;257.0;416.0
-213.0;84.0;177;?;215.0;400.0
-282.0;-15.0;177;-592.0;260.0;324.0
-226.0;26.0;178;-505.0;267.0;310.0
-337.0;-10.0;175;-959.0;371.0;?
-317.0;-52.0;173;-686.0;420.0;306.0
-338.0;?;?;-730.0;211.0;263.0
-367.0;-9.0;74;-914.0;141.0;309.0
?;-303.0;45;-789.0;321.0;323.0
-594.0;-75.0;51;-689.0;291.0;371.0
-674.0;-244.0;60;-524.0;?;428.0
-538.0;-282.0;80;-439.0;402.0;467.0
-372.0;?;79;-400.0;235.0;472.0
?;?;115;-404.0;231.0;554.0
-375.0;-6.0;133;-458.0;224.0;644.0
-314.0;46.0;138;?;245.0;596.0
-401.0;?;217;-419.0;?;481.0
-426.0;-72.0;1;-459.0;415.0;469.0
-457.0;?;-213;?;396.0;513.0
?;-161.0;-165;-624.0;465.0;501.0
?;-93.0;-168;-582.0;417.0;497.0
?;51.0;-158;-668.0;402.0;?
-454.0;?;-211;-693.0;684.0;547.0
-477.0;-111.0;-25;-657.0;707.0;?
-388.0;40.0;225;-812.0;342.0;555.0
-232.0;115.0;167;?;-11.0;600.0
-176.0;77.0;172;-733.0;381.0;590.0
-371.0;123.0;184;-609.0;129.0;553.0
-416.0;13.0;?;-609.0;?;?
-368.0;-94.0;181;-548.0;244.0;703.0
-216.0;?;?;?;251.0;532.0
-181.0;58.0;?;-441.0;101.0;461.0
-205.0;84.0;176;?;?;490.0
-250.0;106.0;174;-488.0;252.0;465.0
-150.0;131.0;176;-455.0;229.0;?
-245.0;142.0;175;-419.0;227.0;396.0
-184.0;105.0;176;-514.0;?;372.0
-247.0;47.0;176;-468.0;280.0;341.0
-303.0;93.0;176;-545.0;349.0;318.0
-380.0;113.0;180;-571.0;332.0;316.0
?;-29.0;175;-841.0;?;318.0
-403.0;-20.0;179;?;356.0;315.0
?;152.0;132;-846.0;311.0;335.0
-452.0;?;47;-799.0;?;?
-409.0;-338.0;35;-826.0;?;?
-550.0;-91.0;47;?;261.0;458.0
-518.0;-151.0;?;-615.0;348.0;526.0
?;?;71;-480.0;446.0;524.0
-277.0;-112.0;77;-420.0;270.0;475.0
-247.0;-25.0;113;-383.0;?;551.0
-225.0;32.0;136;-370.0;209.0;552.0
-325.0;73.0;124;-385.0;?;475.0
-362.0;58.0;210;?;321.0;437.0
-337.0;17.0;?;-423.0;352.0;431.0
-322.0;-53.0;-208;-471.0;345.0;424.0
-384.0;?;-173;-566.0;470.0;412.0
-393.0;-46.0;-155;-614.0;361.0;415.0
-432.0;71.0;?;?;385.0;453.0
?;5.0;-140;?;596.0;479.0
-423.0;-11.0;?;?;725.0;484.0
-388.0;-81.0;?;-761.0;?;505.0
-282.0;-39.0;173;-1044.0;71.0;559.0
-222.0;175.0;198;-635.0;224.0;580.0
-396.0;107.0;159;-618.0;?;566.0
?;-2.0;192;-596.0;233.0;606.0
?;-115.0;168;-521.0;228.0;695.0
-233.0;-74.0;181;-363.0;262.0;572.0
-128.0;?;179;-373.0;136.0;442.0
-181.0;131.0;172;-486.0;189.0;455.0
-207.0;143.0;189;-447.0;240.0;468.0
?;179.0;162;-438.0;256.0;?
-232.0;?;195;-446.0;?;369.0
-243.0;100.0;167;-525.0;260.0;330.0
-245.0;37.0;169;-539.0;297.0;295.0
-344.0;61.0;239;-582.0;330.0;?
-416.0;-9.0;-85;-888.0;?;277.0
-435.0;-172.0;-74;-891.0;369.0;287.0
-402.0;-17.0;227;-507.0;339.0;280.0
-451.0;58.0;87;-857.0;?;316.0
-398.0;-351.0;36;-747.0;204.0;374.0
-521.0;-173.0;56;-826.0;363.0;400.0
?;-110.0;39;-770.0;263.0;436.0
?;-262.0;84;-490.0;475.0;?
-351.0;-223.0;74;-443.0;345.0;?
-289.0;-119.0;?;-429.0;269.0;524.0
-297.0;-57.0;?;-400.0;?;?
-364.0;-23.0;137;?;?;499.0
-375.0;27.0;223;?;328.0;434.0
-406.0;-22.0;47;?;387.0;446.0
-353.0;-77.0;-209;?;386.0;483.0
?;-106.0;-172;?;?;466.0
-388.0;-42.0;-168;-603.0;421.0;465.0
-396.0;9.0;-170;?;441.0;437.0
-404.0;?;-176;?;579.0;455.0
-489.0;25.0;?;-906.0;736.0;475.0
?;-11.0;-195;?;358.0;494.0
?;151.0;-174;-864.0;71.0;?
-244.0;-13.0;130;-571.0;228.0;535.0
-407.0;134.0;215;-787.0;?;528.0
-381.0;22.0;152;-629.0;222.0;594.0
-382.0;-160.0;194;-532.0;235.0;715.0
-278.0;?;?;?;?;623.0
-182.0;92.0;?;-456.0;?;487.0
-169.0;160.0;186;-407.0;151.0;466.0
-163.0;?;?;-415.0;262.0;455.0
-194.0;181.0;200;-401.0;237.0;417.0
-224.0;159.0;155;-387.0;271.0;?
?;112.0;?;?;?;356.0
?;43.0;186;-519.0;254.0;307.0
-243.0;74.0;-128;-630.0;?;265.0
-388.0;56.0;-193;-565.0;241.0;264.0
-414.0;-45.0;-203;-880.0;406.0;278.0
-436.0;?;-96;-765.0;476.0;265.0
-467.0;105.0;164;-770.0;306.0;271.0
-530.0;-262.0;?;?;127.0;?
-451.0;?;12;-789.0;332.0;390.0
-531.0;?;60;?;240.0;434.0
-530.0;-254.0;?;?;452.0;?
?;-232.0;75;-486.0;369.0;547.0
-320.0;?;103;-426.0;299.0;?
?;-45.0;125;-437.0;298.0;?
-302.0;5.0;135;?;249.0;572.0
-358.0;?;218;-396.0;324.0;493.0
?;-22.0;33;?;345.0;437.0
-349.0;-57.0;-215;-429.0;?;428.0
-361.0;-72.0;-165;?;397.0;407.0
-365.0;-58.0;-164;-562.0;455.0;393.0
-470.0;38.0;-174;-575.0;?;410.0
-415.0;121.0;-163;-560.0;391.0;434.0
?;38.0;-167;-615.0;?;473.0
-481.0;-73.0;-181;?;836.0;488.0
-425.0;-106.0;-173;-685.0;442.0;523.0
?;209.0;-167;-911.0;199.0;?
?;58.0;-221;-746.0;?;585.0
