InertialMeasurementUnit BACK accY;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE EuY
?;12.0;?;105;?;61.0;718.0;-239;-292.0;?;?
-145.0;?;-21;-28;669;?;?;-21;-280.0;177;-35
-10.0;?;-105;34;663;48.0;686.0;-105;?;-22;-36
-227.0;94.0;-79;33;673;?;?;-79;-274.0;?;-36
-225.0;-2094.0;-36;6;678;-1947.0;677.0;-36;-273.0;59;?
-267.0;-2775.0;-1;?;688;-2184.0;675.0;-1;-268.0;-25;?
?;-2671.0;?;48;633;-2015.0;670.0;-175;-263.0;?;-37
-345.0;?;-50;9;687;-1644.0;667.0;?;-250.0;-6;?
-305.0;-1569.0;-185;?;639;-1439.0;663.0;-185;-239.0;?;-39
-281.0;-1327.0;-471;21;?;-1284.0;657.0;-471;-224.0;-37;?
-275.0;-1110.0;-14;-65;699;-982.0;653.0;-14;-213.0;101;-46
-291.0;-737.0;-521;328;200;-755.0;?;-521;-197.0;133;-53
-310.0;-278.0;883;-535;?;-529.0;637.0;883;-185.0;56;-66
-228.0;-10.0;1805;-1993;?;?;625.0;?;-163.0;-180;-77
-151.0;20.0;-681;-1900;3064;?;618.0;-681;-140.0;50;-76
-253.0;-136.0;-1471;-801;2472;-249.0;608.0;?;-121.0;754;-71
-264.0;-476.0;-1777;886;519;-285.0;603.0;-1777;-101.0;629;-69
-122.0;-151.0;-1260;1220;-46;?;?;-1260;-87.0;617;?
-1.0;798.0;235;648;580;1060.0;591.0;235;-72.0;609;?
-128.0;2091.0;?;642;?;2209.0;582.0;-379;-58.0;57;?
-118.0;3026.0;-958;19;786;2853.0;572.0;-958;-45.0;-15;-65
-29.0;?;?;-417;1072;?;?;-1312;?;?;-59
-54.0;1934.0;-2036;-420;1140;1655.0;562.0;-2036;-21.0;-273;-52
-20.0;909.0;?;-1342;1745;?;?;-978;-8.0;237;?
18.0;312.0;-2185;?;?;731.0;547.0;-2185;5.0;?;-32
30.0;191.0;-367;?;2825;453.0;536.0;-367;?;-67;-24
33.0;?;1028;1456;?;277.0;529.0;1028;36.0;?;-14
46.0;?;-4202;3507;2791;357.0;515.0;-4202;55.0;?;-8
28.0;148.0;630;-1430;-915;296.0;509.0;630;73.0;479;-8
?;?;3481;-2131;-1489;120.0;494.0;?;94.0;-1308;-16
-45.0;?;-206;469;2356;-128.0;488.0;?;111.0;?;?
-156.0;-56.0;?;-1174;2852;-128.0;475.0;1552;134.0;1680;-30
-231.0;?;426;-171;818;?;467.0;426;?;-280;-32
-42.0;?;-247;?;?;-43.0;464.0;-247;169.0;-481;-33
?;?;254;-215;773;-84.0;458.0;254;180.0;396;-33
-365.0;-64.0;-306;?;605;360.0;?;?;191.0;-279;-33
?;33.0;37;-64;710;-289.0;451.0;37;203.0;152;?
-138.0;110.0;?;54;661;-275.0;458.0;-96;?;?;?
-306.0;-133.0;?;39;669;?;?;-74;235.0;?;?
?;-1245.0;-97;?;674;-1571.0;?;?;239.0;28;-34
-236.0;?;-31;21;688;-1418.0;491.0;-31;234.0;?;?
-285.0;?;-144;60;633;-1392.0;508.0;-144;224.0;64;-35
-296.0;-1574.0;-33;-15;675;-1415.0;520.0;-33;207.0;-4;-35
-268.0;?;?;32;609;-1299.0;530.0;-290;?;?;?
-237.0;-1110.0;-539;71;520;-894.0;543.0;-539;155.0;?;-41
-252.0;-652.0;-210;-93;663;-434.0;552.0;-210;?;12;?
-274.0;-326.0;-956;335;?;-275.0;565.0;?;97.0;160;-50
-285.0;-278.0;1089;-729;1250;-412.0;577.0;1089;68.0;92;-68
-258.0;-254.0;1351;?;3557;-278.0;596.0;1351;40.0;-101;?
-168.0;-223.0;-2099;-1003;2585;?;611.0;-2099;17.0;131;-74
-308.0;-97.0;?;1224;89;-77.0;?;-1464;-2.0;429;-71
-214.0;10.0;-1189;1296;-105;99.0;658.0;?;-12.0;416;-71
91.0;502.0;-1060;780;452;869.0;679.0;-1060;-19.0;600;-71
-186.0;1596.0;-218;620;468;?;697.0;-218;-32.0;?;-71
-164.0;?;?;165;?;?;?;-484;-45.0;35;-69
-67.0;3060.0;?;-282;1044;2459.0;736.0;-1330;-63.0;-59;-63
-21.0;2085.0;-1867;?;?;1493.0;?;-1867;-80.0;-61;-54
-35.0;849.0;-809;-1182;1604;822.0;766.0;-809;-98.0;435;-45
-19.0;120.0;-2317;-1434;2599;611.0;774.0;-2317;-110.0;?;?
8.0;?;1388;-834;3315;286.0;783.0;1388;-121.0;427;-21
2.0;-143.0;-46;3024;3729;116.0;792.0;-46;-126.0;-1578;-10
-9.0;-24.0;?;3724;?;?;800.0;-6300;-125.0;-3363;-6
-28.0;121.0;?;-2108;-218;293.0;807.0;1606;-127.0;517;-6
-24.0;200.0;3066;?;1527;325.0;812.0;3066;-126.0;-810;?
-28.0;?;?;-1638;?;220.0;820.0;131;-126.0;1118;-24
?;246.0;1968;-1540;1797;269.0;823.0;1968;-122.0;2916;-31
-249.0;35.0;187;101;875;226.0;833.0;?;-123.0;-1344;-33
?;-165.0;?;-29;?;174.0;844.0;?;-126.0;?;?
-259.0;-355.0;219;-95;?;461.0;849.0;219;-133.0;294;-34
-408.0;-320.0;-231;?;699;219.0;?;-231;-138.0;-326;-35
-48.0;-230.0;98;-54;671;-508.0;842.0;98;-153.0;288;-35
-134.0;?;-90;78;670;-470.0;852.0;-90;-169.0;-113;-35
-264.0;-249.0;-3;8;691;-1214.0;858.0;?;-187.0;81;?
-161.0;-1292.0;22;33;668;-1614.0;869.0;22;-216.0;71;-35
?;-1763.0;121;?;670;-1606.0;887.0;121;-247.0;23;-36
-332.0;?;?;26;?;-1616.0;905.0;-13;-274.0;-8;-36
-304.0;-1468.0;-7;?;656;-1486.0;907.0;-7;-300.0;-22;?
-282.0;-1432.0;-354;23;?;-1386.0;915.0;-354;-328.0;-31;?
-250.0;-1247.0;-273;35;545;-1037.0;920.0;-273;-361.0;-62;-40
-254.0;-856.0;-95;108;453;?;927.0;-95;-393.0;?;-47
?;-531.0;67;255;311;-546.0;936.0;67;?;548;-60
-261.0;-457.0;1831;-147;808;-519.0;940.0;?;-437.0;879;-68
?;-386.0;-144;-624;?;-448.0;?;-144;-447.0;354;-71
?;-420.0;-2545;?;?;-277.0;?;-2545;-445.0;160;?
-248.0;?;-1173;311;?;-336.0;957.0;-1173;?;583;-70
-184.0;-244.0;-1522;985;?;?;960.0;-1522;-417.0;?;-69
56.0;452.0;-946;800;349;691.0;?;-946;?;553;-69
-253.0;?;41;395;723;1400.0;958.0;?;-390.0;?;-69
-242.0;?;-587;-48;802;2007.0;954.0;-587;-379.0;-26;?
-66.0;2336.0;-1541;-314;1122;?;949.0;-1541;-376.0;-133;-57
-17.0;1873.0;?;?;1398;1683.0;941.0;-1271;-365.0;-52;-51
?;?;-1031;-1239;1806;1228.0;943.0;?;-353.0;-59;-40
-13.0;653.0;-1483;-979;2659;763.0;933.0;-1483;-337.0;-340;-27
-7.0;392.0;444;-466;3059;?;927.0;444;?;-69;-18
-29.0;243.0;-3379;2658;3024;95.0;918.0;-3379;-305.0;-785;-8
?;79.0;-4425;2404;1815;?;908.0;-4425;-293.0;-1262;-2
16.0;5.0;4325;-793;45;268.0;901.0;4325;?;-1031;-5
-25.0;67.0;?;1096;-69;?;?;3968;-274.0;-862;-11
-50.0;178.0;-1122;866;?;10.0;883.0;?;-261.0;?;?
-167.0;?;-7;-829;1113;-6.0;873.0;-7;?;?;-27
-233.0;-111.0;1026;-103;1183;9.0;866.0;1026;-229.0;-1389;?
-116.0;?;222;-105;623;155.0;856.0;222;-219.0;611;-30
?;-298.0;28;?;637;652.0;851.0;28;?;-50;-31
-414.0;?;-17;60;691;523.0;?;-17;-194.0;-107;-31
-207.0;?;-67;?;646;-311.0;823.0;-67;?;186;-31
-119.0;-277.0;27;?;686;?;820.0;27;-185.0;?;-32
-265.0;-527.0;?;25;641;-1115.0;819.0;?;-186.0;41;-32
-167.0;?;-12;34;672;-1739.0;?;?;?;-2;-32
?;-1831.0;4;33;673;-1868.0;824.0;4;-195.0;17;-32
-277.0;-1564.0;7;47;637;-1614.0;?;7;-203.0;-34;-33
-344.0;-1577.0;-16;1;670;-1553.0;835.0;-16;-209.0;?;-34
-300.0;-1551.0;?;38;?;-1315.0;832.0;-348;-219.0;-88;-35
-265.0;?;?;-9;620;-1002.0;830.0;-284;-228.0;18;-39
-232.0;-775.0;-411;?;479;-501.0;829.0;-411;-241.0;148;-44
-259.0;?;-235;23;?;?;831.0;-235;-254.0;74;-51
-279.0;-81.0;1449;-1063;1884;-183.0;829.0;1449;-256.0;322;?
?;-106.0;1409;-1827;2838;-103.0;830.0;1409;-256.0;268;-80
?;-99.0;-504;-724;?;?;?;-504;-248.0;?;-77
-219.0;71.0;-1265;898;296;?;824.0;?;-242.0;126;-71
-206.0;122.0;-1795;1277;-50;299.0;822.0;-1795;?;564;-71
23.0;?;?;?;229;878.0;823.0;?;-214.0;?;-71
-102.0;?;?;?;420;1534.0;818.0;-826;?;303;-70
-155.0;2530.0;-658;172;567;2412.0;818.0;-658;-194.0;15;-69
?;2975.0;-1556;97;786;2625.0;817.0;-1556;-189.0;-351;-63
-57.0;2403.0;-1870;-710;1102;1837.0;808.0;-1870;-186.0;-184;-55
-114.0;1085.0;-1938;-968;?;?;813.0;-1938;?;-88;-42
-31.0;199.0;-1442;-1426;?;228.0;805.0;-1442;-170.0;-57;-34
?;179.0;-1146;-2324;2510;321.0;795.0;-1146;-172.0;?;-35
-63.0;448.0;-1424;2316;2794;199.0;781.0;-1424;-174.0;?;?
5.0;467.0;?;?;3074;329.0;?;995;-178.0;-1577;?
?;248.0;5147;268;?;553.0;751.0;5147;-177.0;1073;?
-25.0;-216.0;3827;?;-888;638.0;734.0;?;-175.0;456;-9
-7.0;-355.0;?;-391;1070;531.0;721.0;157;-163.0;?;-19
-115.0;-15.0;855;-815;2577;511.0;?;855;-146.0;520;-27
-221.0;316.0;?;-167;1177;?;688.0;1045;-127.0;?;?
-54.0;299.0;?;124;?;348.0;677.0;33;?;-439;-33
?;122.0;347;-33;?;210.0;675.0;347;-83.0;191;?
?;-103.0;33;?;?;?;666.0;?;-55.0;-33;-33
?;?;?;26;?;-228.0;666.0;-72;-31.0;-8;-34
-65.0;?;30;9;708;?;?;30;-10.0;107;-34
-264.0;-41.0;-38;39;?;-624.0;670.0;-38;8.0;-71;?
?;-333.0;?;39;686;-1267.0;?;?;?;?;-35
-245.0;-1403.0;-178;32;703;?;690.0;-178;?;-33;-36
?;-1872.0;-111;41;696;-1745.0;707.0;-111;?;?;-36
-319.0;?;-151;?;?;-1771.0;718.0;?;3.0;?;-37
-316.0;-1792.0;-252;?;?;?;730.0;-252;-8.0;-58;-40
?;-1596.0;-295;141;?;-1288.0;733.0;-295;-19.0;55;-41
?;-1168.0;-672;?;699;-909.0;743.0;-672;-36.0;-50;-48
-265.0;-808.0;?;121;491;-844.0;751.0;-314;-55.0;?;-59
-282.0;-769.0;1152;?;?;-929.0;764.0;?;?;697;-71
-290.0;?;902;-1926;3072;-662.0;776.0;?;-102.0;391;?
-227.0;?;-1079;?;1894;-362.0;786.0;-1079;?;201;-76
?;?;-1933;-107;2145;-249.0;803.0;-1933;-137.0;?;-69
-271.0;-274.0;-1812;-336;2249;?;819.0;?;-153.0;936;-73
-9.0;132.0;-1289;?;173;402.0;836.0;-1289;-167.0;585;-74
-228.0;1017.0;-56;512;562;1248.0;848.0;-56;-179.0;?;-75
-197.0;?;-290;3;890;?;862.0;-290;-196.0;?;-70
-133.0;2396.0;-1378;?;979;2265.0;868.0;-1378;-218.0;-118;-60
?;?;-818;-964;1562;?;874.0;-818;-238.0;203;-52
-90.0;?;-1613;-1032;1803;1229.0;883.0;-1613;?;2;?
?;606.0;-440;?;?;736.0;?;-440;-268.0;?;-31
-5.0;138.0;27;-132;3394;455.0;892.0;27;-273.0;-793;-20
?;2.0;-4700;3826;2361;260.0;?;?;-276.0;-2905;-8
20.0;31.0;-766;2602;2721;?;891.0;-766;?;-1145;-4
19.0;153.0;5010;2004;?;295.0;888.0;?;-271.0;1192;-9
-7.0;293.0;1090;2222;?;197.0;890.0;1090;-268.0;441;-18
?;348.0;-784;?;1299;146.0;893.0;?;?;-1273;-28
-213.0;360.0;1080;-676;1146;178.0;891.0;1080;-244.0;-2140;-33
-171.0;-6.0;719;3;660;144.0;891.0;719;-232.0;?;-35
?;?;-2;-133;793;67.0;889.0;-2;-220.0;260;?
-335.0;-583.0;70;105;?;?;?;70;-214.0;-137;-35
?;?;-107;-26;715;-204.0;882.0;-107;-208.0;99;-36
?;-662.0;-48;29;671;-823.0;879.0;-48;?;?;?
?;-415.0;-45;28;686;-329.0;879.0;-45;-224.0;8;-36
-292.0;-269.0;-77;13;711;?;889.0;-77;-234.0;35;-37
?;-900.0;-22;34;685;-1558.0;891.0;?;-248.0;13;-37
-289.0;-1288.0;?;50;660;-1587.0;897.0;?;?;?;-37
-321.0;-1658.0;77;?;703;?;?;77;?;50;?
-308.0;-1762.0;-71;11;643;-1433.0;913.0;-71;-312.0;-27;-39
-281.0;-1602.0;?;16;?;-1253.0;919.0;-200;-342.0;?;-40
-255.0;-1042.0;-34;-148;850;?;917.0;-34;-368.0;377;-44
?;-411.0;-535;-46;653;-433.0;926.0;-535;-396.0;239;-49
-258.0;?;990;5;633;-419.0;928.0;990;-415.0;285;-61
?;-252.0;2102;-1131;2191;-356.0;937.0;?;-433.0;?;-74
?;?;-448;-1538;2828;?;939.0;?;-443.0;?;?
-158.0;-377.0;-1547;245;966;-252.0;943.0;-1547;-446.0;81;-68
-267.0;-239.0;-1179;1365;-122;?;949.0;-1179;-442.0;453;-66
-52.0;37.0;-1651;1090;?;337.0;948.0;?;-432.0;612;-66
-24.0;702.0;-961;786;396;?;950.0;-961;-418.0;506;-66
-171.0;1491.0;-371;633;396;1617.0;?;-371;-403.0;216;-66
?;2278.0;-790;203;647;2276.0;948.0;-790;-395.0;?;-65
-33.0;2150.0;-802;?;1119;1755.0;940.0;-802;?;?;-60
-68.0;?;-1093;-550;1294;933.0;939.0;?;?;-81;?
?;291.0;-825;-1291;1778;534.0;?;-825;-366.0;?;?
-46.0;?;-1077;-1168;2374;522.0;927.0;?;-359.0;?;-31
-45.0;?;28;-676;3031;254.0;?;28;-351.0;-573;-20
-16.0;34.0;-172;?;3133;166.0;917.0;-172;-344.0;?;?
?;?;-3600;2934;1906;?;912.0;-3600;?;-644;-4
29.0;193.0;?;-985;?;326.0;903.0;94;-326.0;-1494;?
7.0;367.0;?;1734;-2689;174.0;897.0;3897;?;-400;-8
-64.0;446.0;1198;2547;-1327;104.0;886.0;?;-306.0;?;-14
-186.0;427.0;221;?;2184;234.0;881.0;?;-293.0;?;-27
-253.0;304.0;612;-513;1621;323.0;871.0;612;-278.0;-60;-31
?;?;498;317;656;485.0;866.0;498;-268.0;?;-32
-98.0;185.0;198;-376;731;238.0;860.0;198;-261.0;195;-33
?;-7.0;?;316;?;?;?;-71;-252.0;?;-33
-555.0;-249.0;?;-142;722;-633.0;848.0;?;-251.0;111;-34
-53.0;-611.0;-40;87;651;79.0;839.0;-40;-253.0;46;-34
-270.0;?;-16;?;?;?;?;-16;-260.0;8;-34
?;-169.0;6;-3;696;-962.0;841.0;6;-271.0;51;-34
-186.0;-939.0;?;63;664;-1451.0;850.0;54;-291.0;19;-34
-283.0;?;120;6;705;?;859.0;?;-308.0;57;?
-277.0;-1928.0;?;27;663;-1653.0;864.0;25;-331.0;-7;-35
?;?;-75;16;649;-1562.0;872.0;?;?;?;-35
?;-1387.0;-220;6;?;-1217.0;876.0;-220;-378.0;-5;?
?;?;-487;40;?;-730.0;888.0;-487;-407.0;-130;?
-249.0;-506.0;?;68;522;-341.0;886.0;-279;-432.0;160;?
?;?;21;39;673;-304.0;897.0;?;-460.0;998;-53
-250.0;-334.0;?;-154;858;-455.0;903.0;1345;-475.0;767;-70
-215.0;-501.0;485;-871;1935;-457.0;918.0;?;-489.0;-169;-78
-159.0;-609.0;-2591;?;?;-468.0;923.0;?;?;-7;-73
-309.0;-611.0;-1945;808;?;-496.0;?;-1945;-491.0;462;-70
46.0;-364.0;-1308;?;37;208.0;941.0;-1308;-481.0;472;-69
?;536.0;-1414;800;470;822.0;936.0;-1414;-464.0;549;-68
-352.0;1442.0;-444;527;516;1546.0;941.0;?;?;305;-67
-124.0;2112.0;-1260;18;?;2098.0;940.0;?;-440.0;?;-64
-39.0;1865.0;?;?;948;1533.0;949.0;-2015;?;-268;-58
-23.0;?;?;?;1338;1004.0;945.0;?;-451.0;?;-50
?;477.0;-1428;-1004;1603;?;948.0;-1428;-456.0;-199;-43
4.0;434.0;-1291;-1315;2035;850.0;?;-1291;-463.0;-342;-44
-40.0;460.0;-1008;-871;1782;437.0;945.0;?;-465.0;-70;-35
?;421.0;?;?;2102;?;948.0;680;-467.0;121;-15
28.0;270.0;1270;?;2466;352.0;?;1270;?;?;-11
?;284.0;-262;2047;?;397.0;948.0;?;-472.0;-391;?
20.0;370.0;?;?;2739;348.0;940.0;?;?;-103;-9
-28.0;503.0;3234;2005;-991;102.0;944.0;3234;?;-443;-12
-82.0;?;1994;1509;?;35.0;941.0;1994;?;934;-19
?;254.0;1707;-2874;?;-60.0;?;?;-463.0;1526;-31
-133.0;-12.0;1305;-877;2016;?;940.0;1305;-461.0;212;-34
-78.0;-127.0;332;458;86;-63.0;937.0;332;-458.0;?;-34
-105.0;-285.0;?;-408;1274;-281.0;939.0;?;-455.0;7;-35
-374.0;-526.0;14;259;326;-551.0;930.0;14;-448.0;-87;?
-709.0;?;?;-68;?;-541.0;?;-75;?;?;-35
-136.0;?;?;34;656;404.0;905.0;-56;-447.0;13;-35
-203.0;725.0;-21;76;592;943.0;902.0;-21;-459.0;?;-35
-334.0;1193.0;-60;-27;?;-202.0;?;-60;-464.0;5;-35
-262.0;-212.0;-20;55;615;-1209.0;893.0;-20;-475.0;3;-35
-279.0;-1640.0;50;10;?;-1207.0;?;50;?;70;-35
?;-1960.0;169;41;637;-1194.0;892.0;169;-488.0;21;-35
?;?;?;41;654;-1013.0;896.0;?;-494.0;-68;-35
-349.0;-976.0;?;?;646;-749.0;893.0;?;-504.0;?;-35
?;?;?;64;?;-210.0;897.0;-47;-521.0;-45;?
-281.0;125.0;-267;-58;700;?;?;?;-535.0;?;-35
-283.0;305.0;-66;101;547;?;910.0;-66;-553.0;9;-36
-288.0;78.0;-257;-69;?;-118.0;918.0;-257;?;?;-38
-271.0;-268.0;-406;-89;543;?;933.0;-406;-579.0;?;?
?;-344.0;322;201;357;-140.0;?;322;-585.0;77;?
-198.0;?;138;-393;993;?;952.0;138;?;?;?
-103.0;-107.0;2018;858;-223;-143.0;967.0;?;-591.0;352;-65
?;-157.0;1398;-303;1419;-340.0;974.0;1398;-593.0;453;-71
-207.0;-282.0;-1646;-1633;?;?;991.0;-1646;-599.0;748;-70
?;-325.0;-656;1703;-562;-248.0;995.0;-656;?;582;?
?;-179.0;-1704;1015;-218;-11.0;1010.0;?;-607.0;-153;?
85.0;-9.0;-3497;-676;?;831.0;1013.0;?;-609.0;-641;-60
-93.0;-2107.0;1570;93;807;?;959.0;1570;?;98;-71
?;?;-455;387;431;-761.0;960.0;?;?;-459;-72
?;-2412.0;-1317;1041;?;-1093.0;962.0;-1317;-623.0;-70;?
?;-3110.0;-840;?;?;-1198.0;968.0;-840;-639.0;800;-68
?;-2834.0;-354;?;539;?;962.0;-354;-651.0;91;-65
?;-2136.0;-934;?;381;-1202.0;971.0;-934;?;-219;-62
-79.0;-2699.0;-2015;-191;959;-1159.0;964.0;-2015;-660.0;-90;?
-267.0;-2480.0;-1176;-861;1420;-1230.0;968.0;-1176;-664.0;-597;-55
-159.0;?;-2488;-477;?;-1236.0;961.0;-2488;-659.0;-956;?
-101.0;-1160.0;-3202;-406;2088;-716.0;?;?;-654.0;-320;-51
-54.0;211.0;-707;269;1461;-123.0;955.0;-707;-649.0;-496;-49
?;995.0;-148;723;1090;483.0;949.0;-148;-637.0;?;?
50.0;1610.0;-299;694;1188;511.0;?;?;-625.0;-239;-48
73.0;?;-583;1348;622;429.0;939.0;?;-611.0;-1441;-48
30.0;2194.0;728;?;1747;?;939.0;728;-609.0;1974;-54
-21.0;?;2500;-2292;1895;241.0;932.0;2500;?;2703;?
?;1154.0;1562;-291;?;176.0;932.0;1562;-607.0;?;-49
?;599.0;909;-288;908;227.0;924.0;909;?;?;?
-164.0;476.0;669;-399;271;325.0;919.0;?;-604.0;1616;-38
-56.0;566.0;?;102;184;351.0;913.0;212;-605.0;100;-37
-141.0;649.0;155;-41;904;211.0;908.0;155;?;71;-38
-721.0;-306.0;84;73;590;218.0;904.0;84;-608.0;-151;-38
?;-1279.0;?;?;706;975.0;892.0;51;-604.0;27;-38
-354.0;-1934.0;33;-1;699;?;893.0;33;?;22;-38
-47.0;-507.0;-112;41;638;2442.0;882.0;-112;-616.0;-50;-39
-112.0;2454.0;55;-14;659;?;882.0;55;-617.0;?;?
?;2858.0;?;0;624;1692.0;872.0;-2;-603.0;?;-42
?;-1664.0;286;-36;?;-229.0;869.0;?;-592.0;-57;-46
?;?;?;-31;?;-1675.0;862.0;?;?;215;-55
-316.0;?;2065;348;339;-1142.0;856.0;2065;-577.0;405;-62
-405.0;1338.0;2771;1135;?;?;856.0;2771;-575.0;?;-68
-289.0;?;-76;1909;-805;50.0;?;-76;-570.0;545;-65
-158.0;1794.0;?;1624;?;707.0;847.0;-1658;?;668;-62
-65.0;2323.0;?;470;359;1112.0;840.0;-954;?;-106;-63
267.0;2420.0;-3128;?;800;1645.0;839.0;-3128;?;-592;-60
-20.0;1977.0;-4052;-160;1143;947.0;829.0;-4052;-559.0;?;-55
-36.0;-116.0;-2603;-505;1883;?;825.0;-2603;-554.0;-386;?
-174.0;-2423.0;-2520;?;2421;-2254.0;820.0;-2520;-547.0;-1071;?
?;-3437.0;-1828;205;?;-2151.0;811.0;-1828;?;-382;-53
?;-3289.0;697;710;1551;-826.0;805.0;697;-521.0;?;-54
-13.0;-1926.0;1333;759;?;-82.0;789.0;?;-499.0;-849;-55
?;222.0;620;213;312;-114.0;784.0;620;-482.0;1920;-49
-20.0;1141.0;1506;-108;1146;188.0;?;1506;-456.0;718;-40
?;1465.0;1343;-416;884;170.0;762.0;1343;-437.0;?;-33
?;889.0;221;-308;?;?;748.0;?;-421.0;1143;-32
-57.0;-42.0;141;121;827;-382.0;739.0;?;-411.0;-127;-32
-426.0;-487.0;68;?;717;-607.0;?;68;-400.0;-67;-33
-527.0;?;129;40;584;24.0;712.0;129;?;42;-33
-421.0;-394.0;102;-54;?;994.0;701.0;102;-384.0;43;-33
-136.0;264.0;304;36;526;1999.0;?;304;-377.0;?;?
-168.0;1739.0;?;-95;772;?;688.0;?;-374.0;?;?
-210.0;1834.0;568;?;?;-433.0;672.0;568;?;38;?
-337.0;661.0;?;-68;?;?;?;989;-355.0;95;-48
-350.0;-760.0;?;-295;908;-644.0;?;1233;-341.0;361;?
-282.0;-1137.0;3018;1576;-1090;?;?;3018;-332.0;?;-65
?;-174.0;458;?;-769;123.0;639.0;?;-325.0;813;-69
-184.0;983.0;-1626;58;?;606.0;626.0;-1626;?;?;-66
-104.0;1335.0;-375;454;?;918.0;?;-375;?;-337;-63
252.0;1431.0;-2976;302;513;?;608.0;-2976;-302.0;?;-57
-168.0;1166.0;-4034;-359;?;994.0;?;?;-295.0;?;-54
21.0;-142.0;?;-31;1017;-119.0;589.0;-3378;-283.0;?;-51
?;-1121.0;-3080;415;1272;-862.0;?;-3080;-275.0;?;-48
-187.0;-1559.0;-1125;-542;2725;-932.0;581.0;?;-261.0;-1122;?
-87.0;-1376.0;?;865;1534;-735.0;576.0;1157;?;?;?
-110.0;-965.0;2202;1585;?;-479.0;566.0;?;-235.0;-746;-52
-23.0;-223.0;?;-3162;4813;?;?;1017;-219.0;-2310;?
36.0;312.0;670;-2237;2667;?;555.0;?;-205.0;-773;-45
?;491.0;1451;921;-262;-83.0;538.0;1451;?;422;-36
?;67.0;1204;-260;1302;-499.0;538.0;1204;?;?;-33
-71.0;-522.0;529;-63;396;?;?;529;-151.0;366;-31
-201.0;?;94;128;518;-723.0;518.0;94;?;26;?
-703.0;-880.0;124;37;858;?;503.0;?;?;-147;-32
?;-657.0;?;88;615;101.0;?;199;?;141;-32
-281.0;?;193;-25;626;967.0;486.0;?;?;-27;-33
-331.0;942.0;?;-143;672;1338.0;476.0;?;-112.0;91;-35
-179.0;1567.0;651;104;493;678.0;476.0;651;-118.0;?;-41
-192.0;946.0;881;142;281;-165.0;?;881;-119.0;?;-50
-261.0;-271.0;1361;?;1408;-826.0;471.0;?;-123.0;404;-57
-319.0;-1098.0;2655;656;-30;-814.0;465.0;2655;-119.0;355;-69
-346.0;?;282;1746;-889;?;470.0;282;-116.0;657;-77
-226.0;317.0;-1850;566;?;?;466.0;-1850;-102.0;957;-72
-151.0;634.0;734;668;172;?;469.0;734;-103.0;-5;-68
25.0;482.0;-506;359;?;806.0;468.0;-506;-113.0;-398;?
-92.0;655.0;?;-143;1128;1059.0;?;-3968;-121.0;-200;-56
-316.0;203.0;-2409;?;?;294.0;470.0;?;-122.0;-313;?
-73.0;?;-2160;-140;2129;-577.0;463.0;-2160;-117.0;-773;-49
?;-1365.0;-1223;-317;?;-720.0;474.0;-1223;-115.0;-604;?
?;-1333.0;1222;604;1751;-311.0;?;1222;-115.0;?;?
-160.0;-664.0;693;1530;985;-81.0;?;?;?;-982;-47
?;242.0;?;?;4414;120.0;475.0;4222;-121.0;976;-50
51.0;?;3791;?;2965;442.0;479.0;3791;-122.0;?;-42
-41.0;760.0;-63;1349;-1387;190.0;481.0;-63;-118.0;-325;-31
?;?;948;-17;-284;-352.0;480.0;948;-113.0;-1558;-28
-93.0;-382.0;223;69;674;-432.0;?;223;-109.0;-199;-27
-147.0;-490.0;?;?;665;-394.0;485.0;-152;-107.0;42;-27
-617.0;?;311;-98;760;-469.0;493.0;311;?;-70;-27
-458.0;-603.0;-171;169;624;280.0;488.0;?;-116.0;86;-27
-259.0;-386.0;159;6;628;692.0;493.0;?;-134.0;-83;-28
-211.0;228.0;?;-23;658;1138.0;?;?;?;?;-28
-124.0;1272.0;89;-62;613;401.0;493.0;89;-175.0;46;-32
-286.0;852.0;645;3;474;-439.0;495.0;645;-189.0;?;-38
-313.0;?;-266;?;?;?;?;-266;-193.0;150;?
?;-1012.0;2551;633;-232;-517.0;513.0;2551;-196.0;58;-52
-272.0;-442.0;1573;1106;-302;-409.0;520.0;1573;?;585;-69
-216.0;?;-2539;-183;1039;-149.0;541.0;-2539;-192.0;1024;-68
?;527.0;-28;153;542;?;?;-28;?;21;-62
-21.0;500.0;-884;393;361;356.0;560.0;-884;-224.0;?;-58
?;643.0;-3002;-14;?;?;567.0;-3002;-245.0;-166;-51
-106.0;453.0;-1885;85;1554;576.0;571.0;-1885;-262.0;-381;-46
?;-515.0;?;-599;2745;-485.0;569.0;?;-270.0;-537;-46
-160.0;-1381.0;-1592;16;2484;-873.0;?;-1592;-265.0;-454;-45
?;-1312.0;753;1138;?;-657.0;578.0;753;-258.0;?;-45
-141.0;-793.0;?;1000;1415;-492.0;580.0;1389;-253.0;-1132;?
-36.0;?;-1175;3060;-324;-110.0;?;-1175;?;?;-48
