InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit RLA gyroX
-129.0;-489.0;21.0;-2230;?;998;-2230;?;-367.0
6.0;-269.0;115.0;-2390;-53.0;675;-2390;-306.0;-280.0
-100.0;-103.0;148.0;-922;-70.0;1131;-922;-373.0;-343.0
-65.0;34.0;25.0;-1558;?;2864;-1558;-383.0;-246.0
53.0;56.0;116.0;?;-447.0;1885;-2481;?;14.0
154.0;266.0;156.0;-1469;-103.0;306;-1469;-511.0;3.0
56.0;271.0;?;17;?;738;?;-355.0;?
154.0;-4.0;100.0;?;380.0;523;1684;55.0;-90.0
113.0;-134.0;-7.0;2333;781.0;659;2333;169.0;?
?;-358.0;-124.0;1753;787.0;?;?;1104.0;655.0
61.0;-430.0;-94.0;1480;522.0;572;1480;?;1564.0
225.0;-332.0;?;1732;482.0;765;1732;1286.0;?
?;-166.0;?;2546;?;998;?;?;994.0
11.0;-31.0;-321.0;?;618.0;437;2813;?;433.0
-127.0;126.0;-282.0;2282;586.0;-753;2282;621.0;132.0
-212.0;182.0;-184.0;2418;567.0;-818;2418;?;206.0
?;292.0;?;579;434.0;-1050;?;541.0;351.0
?;407.0;-132.0;?;383.0;-105;-1324;672.0;439.0
-263.0;?;-151.0;-647;317.0;?;-647;612.0;349.0
-255.0;607.0;?;-857;?;789;?;532.0;226.0
?;?;13.0;?;321.0;454;-895;466.0;?
-20.0;691.0;120.0;-233;?;819;-233;504.0;?
42.0;?;163.0;-148;217.0;?;?;723.0;450.0
?;771.0;257.0;6;213.0;769;?;389.0;391.0
-491.0;453.0;133.0;?;-41.0;725;79;-153.0;?
-120.0;214.0;89.0;-17;-494.0;703;-17;-946.0;-825.0
163.0;226.0;218.0;-29;-552.0;726;-29;-1256.0;?
-12.0;-41.0;89.0;-51;-876.0;706;-51;?;-1208.0
31.0;-266.0;?;-131;-1194.0;699;-131;?;-848.0
?;-420.0;-138.0;-108;-1085.0;707;?;-1302.0;?
53.0;-490.0;-168.0;-57;-1010.0;689;-57;-1344.0;-981.0
-177.0;-569.0;-237.0;?;-762.0;736;?;-1212.0;-1143.0
-206.0;-668.0;-294.0;-101;-591.0;?;-101;-1166.0;-1155.0
?;-745.0;-326.0;100;?;?;100;-1057.0;-1063.0
-122.0;?;-348.0;-771;-398.0;960;?;-814.0;?
-52.0;-834.0;-365.0;?;-304.0;966;-2991;?;-613.0
29.0;-843.0;-313.0;-3095;-107.0;?;-3095;-413.0;-307.0
?;-746.0;-338.0;-1072;28.0;1526;-1072;-44.0;79.0
?;-595.0;-469.0;-1209;-177.0;2000;-1209;203.0;?
216.0;-265.0;-320.0;?;?;1089;-1571;167.0;740.0
?;92.0;?;-243;9.0;567;-243;-51.0;480.0
?;366.0;198.0;1052;-92.0;636;1052;142.0;214.0
210.0;410.0;327.0;2303;242.0;?;2303;7.0;-95.0
84.0;399.0;197.0;2621;504.0;670;2621;49.0;?
?;263.0;?;1907;470.0;711;1907;787.0;26.0
45.0;220.0;45.0;1855;355.0;920;1855;?;?
83.0;?;?;2136;432.0;1362;2136;1145.0;?
82.0;?;-23.0;2562;497.0;1110;2562;982.0;1018.0
-42.0;285.0;-77.0;2457;?;559;2457;904.0;607.0
-136.0;?;?;2314;643.0;?;2314;868.0;482.0
?;222.0;-29.0;2670;607.0;-1747;?;?;524.0
-128.0;?;-22.0;-955;469.0;651;?;871.0;672.0
-79.0;335.0;-23.0;?;390.0;?;-2269;?;712.0
-100.0;362.0;-59.0;605;?;1497;?;778.0;?
-226.0;538.0;-2.0;-129;331.0;822;-129;621.0;479.0
?;583.0;203.0;-436;305.0;695;-436;372.0;210.0
-24.0;586.0;307.0;18;282.0;630;18;434.0;?
72.0;611.0;335.0;-261;185.0;815;?;603.0;452.0
-78.0;609.0;379.0;134;119.0;686;134;518.0;587.0
?;?;329.0;?;-150.0;729;?;?;209.0
-237.0;136.0;215.0;14;?;732;14;-803.0;-451.0
243.0;70.0;274.0;?;-449.0;708;?;-1395.0;-1392.0
-3.0;-145.0;215.0;38;-531.0;?;?;-1531.0;-1509.0
41.0;-400.0;?;?;-1141.0;717;?;-1174.0;-1090.0
?;-555.0;29.0;-84;?;706;-84;-858.0;-481.0
128.0;-550.0;?;-119;-1275.0;713;-119;-1009.0;-351.0
?;-570.0;?;-61;?;716;-61;-1102.0;-675.0
?;?;-261.0;31;-796.0;714;31;-1088.0;?
-150.0;-548.0;-287.0;?;-629.0;786;?;-1108.0;-1280.0
-206.0;?;-218.0;223;-460.0;695;?;-1015.0;-1076.0
-144.0;-488.0;-157.0;-699;-453.0;879;-699;-763.0;-797.0
-29.0;?;-129.0;-2261;-431.0;?;-2261;-540.0;-584.0
210.0;-325.0;-134.0;-1927;?;675;-1927;-501.0;-545.0
243.0;-254.0;?;-1157;?;1177;-1157;-372.0;-478.0
-117.0;-143.0;?;-936;-390.0;840;-936;-176.0;-121.0
?;?;-152.0;-961;190.0;533;-961;-126.0;161.0
204.0;320.0;129.0;-756;-107.0;912;?;-277.0;158.0
-16.0;296.0;243.0;310;-14.0;537;?;203.0;221.0
160.0;293.0;295.0;1125;100.0;?;1125;239.0;304.0
185.0;?;?;1417;150.0;754;1417;191.0;80.0
48.0;-14.0;-31.0;1514;69.0;710;1514;668.0;361.0
?;?;-99.0;1470;121.0;?;1470;941.0;871.0
124.0;?;-88.0;1575;298.0;1190;1575;973.0;1044.0
104.0;-75.0;?;?;431.0;?;2463;942.0;?
31.0;?;?;2489;471.0;461;?;778.0;577.0
?;83.0;-81.0;756;413.0;-1092;756;?;429.0
-75.0;194.0;-31.0;460;352.0;-2130;?;621.0;379.0
-115.0;?;-51.0;-94;?;?;?;510.0;342.0
-122.0;262.0;-57.0;-571;342.0;3681;?;497.0;234.0
-258.0;?;?;391;?;1574;?;543.0;244.0
-346.0;348.0;?;-652;457.0;?;?;623.0;344.0
-189.0;?;?;-813;656.0;?;-813;703.0;505.0
10.0;371.0;184.0;?;568.0;?;24;759.0;636.0
16.0;431.0;225.0;-167;448.0;777;-167;?;790.0
-163.0;527.0;289.0;56;364.0;712;56;562.0;?
-375.0;405.0;?;?;-81.0;719;92;-88.0;94.0
?;196.0;172.0;?;-1.0;?;?;-924.0;-686.0
114.0;106.0;?;?;-224.0;712;9;-1459.0;?
115.0;-169.0;240.0;-20;-112.0;717;-20;-1056.0;-1179.0
173.0;-482.0;140.0;-2;-270.0;?;-2;-246.0;-146.0
72.0;?;16.0;9;-350.0;701;?;34.0;?
165.0;-709.0;-125.0;7;-327.0;697;7;-196.0;479.0
1.0;-730.0;-232.0;?;-181.0;692;-3;?;133.0
?;-719.0;-330.0;42;-174.0;722;42;-294.0;-170.0
?;?;-299.0;-36;?;?;?;-417.0;-385.0
15.0;-565.0;-276.0;158;-77.0;?;?;-355.0;-402.0
-8.0;-409.0;-228.0;-139;-67.0;871;-139;-235.0;?
11.0;-269.0;-183.0;?;-2.0;?;-1597;?;-248.0
58.0;-30.0;-169.0;-1837;?;986;-1837;-237.0;-271.0
?;187.0;-171.0;-805;132.0;1075;-805;?;?
-39.0;321.0;-172.0;-1467;-159.0;1877;-1467;?;-355.0
?;409.0;-88.0;?;291.0;1691;-2152;-68.0;?
162.0;508.0;?;-1115;552.0;585;?;-146.0;-135.0
-194.0;383.0;-44.0;-505;84.0;?;-505;469.0;101.0
210.0;?;-43.0;55;?;549;?;385.0;477.0
353.0;52.0;-167.0;?;660.0;468;1365;194.0;?
142.0;-162.0;-354.0;2014;527.0;?;?;973.0;327.0
?;-296.0;?;2218;?;663;2218;1292.0;1062.0
161.0;-272.0;-285.0;2113;356.0;763;2113;1265.0;1323.0
13.0;?;-266.0;1895;?;1201;1895;1005.0;1143.0
-80.0;-54.0;-240.0;?;436.0;?;1754;752.0;?
-115.0;139.0;-125.0;561;358.0;?;561;587.0;307.0
?;257.0;-24.0;1015;323.0;-1431;1015;415.0;?
-264.0;334.0;?;822;252.0;-1797;822;?;276.0
?;?;42.0;-801;142.0;-823;-801;342.0;?
-276.0;505.0;?;443;73.0;279;443;?;?
?;544.0;?;76;15.0;?;76;187.0;?
-200.0;616.0;134.0;-1045;49.0;972;?;?;-33.0
-187.0;638.0;?;-355;116.0;959;?;134.0;-99.0
-89.0;?;386.0;-296;-12.0;806;-296;274.0;48.0
-56.0;608.0;426.0;-74;13.0;758;-74;375.0;304.0
?;608.0;456.0;145;?;730;145;-162.0;?
-547.0;108.0;259.0;?;?;?;?;-700.0;-446.0
?;-165.0;?;53;-320.0;727;53;-1153.0;-1001.0
187.0;-253.0;75.0;34;-546.0;719;?;?;-1308.0
?;-498.0;14.0;47;-681.0;718;47;-1125.0;-978.0
114.0;?;?;?;?;714;?;-885.0;?
232.0;-698.0;-182.0;-64;-752.0;698;?;-962.0;-471.0
152.0;?;-339.0;-112;-611.0;699;-112;-858.0;-473.0
-58.0;-678.0;?;?;?;703;-67;?;-659.0
?;-661.0;-356.0;?;-357.0;?;13;?;?
?;-615.0;-347.0;151;-339.0;805;151;-801.0;?
?;-579.0;-242.0;-151;-209.0;822;-151;-554.0;-650.0
-12.0;-528.0;?;-1764;-130.0;1011;-1764;-239.0;?
85.0;-383.0;-143.0;-3062;45.0;819;-3062;-48.0;72.0
50.0;-244.0;-155.0;-1784;?;897;-1784;231.0;251.0
-70.0;-1.0;-181.0;?;-294.0;1982;-955;?;477.0
65.0;272.0;?;-2083;-28.0;?;-2083;404.0;?
?;612.0;175.0;-1696;?;775;-1696;-165.0;249.0
-36.0;?;332.0;-28;66.0;563;-28;87.0;-175.0
204.0;570.0;334.0;1178;336.0;?;1178;270.0;-76.0
390.0;413.0;?;2195;518.0;?;?;?;-13.0
225.0;124.0;124.0;2371;487.0;857;2371;?;226.0
195.0;-165.0;-47.0;2002;579.0;972;2002;?;1235.0
?;-273.0;-41.0;1859;625.0;?;?;1574.0;?
94.0;-238.0;-79.0;2037;655.0;?;2037;1333.0;?
?;-179.0;-149.0;3164;724.0;?;3164;1106.0;1041.0
10.0;?;-134.0;?;782.0;-1425;2613;907.0;694.0
-121.0;-40.0;-62.0;?;758.0;-2480;-145;785.0;547.0
?;6.0;-39.0;-809;588.0;119;-809;?;638.0
-199.0;115.0;-61.0;74;?;253;74;?;712.0
-116.0;339.0;-38.0;?;350.0;?;-378;?;673.0
?;548.0;?;-908;179.0;1384;?;?;431.0
-138.0;702.0;242.0;-505;227.0;764;?;293.0;?
38.0;?;335.0;-150;288.0;794;-150;321.0;9.0
10.0;733.0;401.0;21;50.0;748;21;440.0;165.0
?;?;395.0;70;195.0;?;?;54.0;101.0
-468.0;229.0;151.0;35;-158.0;737;35;-268.0;-198.0
69.0;28.0;101.0;11;-349.0;712;11;-901.0;-776.0
279.0;-15.0;89.0;?;-626.0;714;-23;-1249.0;-1322.0
131.0;-257.0;6.0;-66;-860.0;701;?;-1356.0;-1261.0
77.0;-436.0;-69.0;?;-792.0;698;-97;-1187.0;-1095.0
?;-601.0;-277.0;-75;-794.0;715;-75;-1099.0;?
?;-700.0;-415.0;-38;-713.0;?;-38;-936.0;-640.0
-78.0;-808.0;-475.0;-87;-527.0;636;-87;?;-624.0
-117.0;?;-469.0;-55;-343.0;824;-55;-794.0;-709.0
-105.0;-791.0;-444.0;?;?;690;69;-695.0;?
?;-766.0;-420.0;-416;-232.0;729;-416;-477.0;-602.0
-102.0;-691.0;-347.0;-2156;?;1047;-2156;-168.0;-255.0
67.0;-551.0;-254.0;-3260;-96.0;350;?;?;72.0
-66.0;-395.0;-267.0;-1699;-93.0;1261;-1699;147.0;306.0
-64.0;-55.0;-212.0;-645;-379.0;1735;?;188.0;390.0
159.0;247.0;-61.0;?;-95.0;417;-1342;61.0;284.0
166.0;529.0;127.0;-807;167.0;668;-807;-249.0;-10.0
?;617.0;?;470;?;713;470;?;-194.0
?;474.0;371.0;1292;?;443;1292;85.0;?
265.0;460.0;348.0;2048;?;792;?;-166.0;?
78.0;119.0;97.0;?;347.0;704;?;719.0;-68.0
126.0;-87.0;?;1855;?;?;?;?;989.0
?;-84.0;88.0;1675;361.0;1186;1675;?;1422.0
100.0;26.0;-9.0;1725;?;?;1725;884.0;?
19.0;59.0;-11.0;3228;284.0;1318;3228;682.0;?
-144.0;137.0;?;1494;380.0;-983;1494;464.0;?
-208.0;?;-29.0;?;361.0;-3169;?;356.0;?
?;212.0;-11.0;75;179.0;-1290;75;?;128.0
-244.0;267.0;23.0;-2292;9.0;?;-2292;120.0;?
-131.0;?;54.0;-448;-76.0;955;-448;85.0;-57.0
-172.0;482.0;126.0;?;-47.0;?;151;171.0;?
-332.0;511.0;257.0;-942;48.0;604;-942;84.0;-17.0
-161.0;?;358.0;161;272.0;820;161;65.0;101.0
?;528.0;434.0;-80;137.0;738;-80;?;?
?;623.0;491.0;-8;251.0;?;-8;279.0;288.0
-449.0;389.0;364.0;123;-39.0;729;123;-39.0;109.0
?;135.0;299.0;-62;-371.0;704;-62;-678.0;-323.0
336.0;159.0;325.0;73;-556.0;701;73;-1362.0;?
331.0;-72.0;244.0;43;?;684;43;-1546.0;-1546.0
263.0;-350.0;132.0;67;?;674;67;-1299.0;-1222.0
296.0;-592.0;-39.0;3;-785.0;683;3;-892.0;-719.0
238.0;-734.0;-270.0;?;?;661;-71;?;-334.0
70.0;-938.0;-441.0;?;-468.0;691;-28;-449.0;-223.0
-56.0;-962.0;-489.0;-148;-332.0;670;-148;-272.0;-209.0
-80.0;-916.0;-478.0;?;-238.0;809;-95;-238.0;?
-56.0;-787.0;-450.0;?;-122.0;?;?;-268.0;-289.0
-32.0;-666.0;-359.0;?;17.0;847;-586;-229.0;-308.0
-3.0;?;?;-1602;92.0;1215;?;-175.0;-352.0
?;-319.0;-309.0;-2720;?;?;-2720;-138.0;-277.0
-42.0;-100.0;-311.0;?;206.0;1031;-1965;?;-201.0
-61.0;99.0;-343.0;-759;-86.0;2033;-759;161.0;23.0
117.0;344.0;-283.0;-938;?;1146;-938;372.0;?
18.0;?;-46.0;-317;?;760;-317;73.0;320.0
-142.0;?;168.0;?;-329.0;766;467;156.0;232.0
?;?;278.0;835;183.0;?;835;-215.0;54.0
313.0;606.0;199.0;1563;?;657;1563;-268.0;-618.0
-12.0;?;53.0;1665;313.0;697;?;852.0;-285.0
-13.0;88.0;61.0;1616;255.0;791;1616;1198.0;?
?;?;132.0;1865;?;1234;1865;1101.0;1476.0
-41.0;35.0;26.0;?;?;1231;?;?;1089.0
-96.0;76.0;-19.0;3243;444.0;1150;3243;741.0;693.0
?;?;39.0;1966;521.0;?;1966;557.0;?
?;147.0;82.0;-652;421.0;-1912;-652;387.0;384.0
-280.0;?;129.0;-209;195.0;607;-209;189.0;264.0
-286.0;377.0;143.0;384;34.0;-972;384;?;130.0
-158.0;443.0;121.0;?;46.0;-364;-319;?;125.0
-95.0;575.0;199.0;-436;-26.0;?;-436;22.0;?
-79.0;?;239.0;?;24.0;785;?;?;-140.0
97.0;504.0;369.0;-275;144.0;816;?;83.0;-138.0
155.0;558.0;?;45;112.0;784;45;?;110.0
-136.0;551.0;359.0;?;1.0;671;134;-101.0;-47.0
?;133.0;134.0;?;-249.0;771;35;-566.0;-486.0
148.0;-88.0;37.0;2;-267.0;690;2;-1177.0;-933.0
157.0;-219.0;7.0;-57;-498.0;727;?;-1135.0;-1214.0
?;-461.0;-89.0;-39;-693.0;709;-39;-902.0;?
?;-698.0;?;?;-576.0;703;-47;-461.0;?
235.0;-795.0;-225.0;-137;-593.0;691;?;?;88.0
81.0;-824.0;-379.0;-111;-550.0;732;-111;-504.0;48.0
-93.0;-829.0;-403.0;-247;-303.0;691;?;-408.0;-115.0
-87.0;-766.0;-377.0;19;-191.0;?;19;-395.0;-323.0
-108.0;-742.0;-332.0;7;-35.0;772;7;-427.0;-526.0
-128.0;-615.0;-270.0;-170;63.0;?;-170;-334.0;-534.0
?;-503.0;-220.0;-180;?;864;-180;?;?
-36.0;-348.0;-174.0;?;151.0;?;-2347;?;-153.0
?;-159.0;-251.0;?;128.0;?;-2579;-72.0;-82.0
-136.0;58.0;-269.0;?;?;1529;?;204.0;37.0
42.0;222.0;-292.0;-1800;-118.0;658;-1800;362.0;212.0
?;403.0;-175.0;-1701;217.0;?;-1701;246.0;231.0
-2.0;559.0;-12.0;-308;-115.0;745;?;283.0;100.0
-186.0;?;208.0;587;?;558;?;443.0;259.0
106.0;674.0;66.0;1625;299.0;696;1625;-524.0;-231.0
-76.0;353.0;-15.0;2002;412.0;858;2002;199.0;?
-99.0;-88.0;-240.0;1799;464.0;892;?;1118.0;219.0
?;-242.0;-233.0;1707;739.0;1122;?;1489.0;1580.0
42.0;?;?;1873;778.0;1352;1873;1384.0;1852.0
2.0;?;-149.0;2896;858.0;1211;?;1117.0;1271.0
-16.0;52.0;8.0;2052;?;421;?;848.0;?
25.0;118.0;120.0;1949;941.0;-1894;1949;605.0;257.0
-2.0;169.0;164.0;940;838.0;-1528;940;600.0;354.0
?;202.0;167.0;-2846;756.0;?;?;?;572.0
-13.0;229.0;87.0;12;553.0;?;12;772.0;756.0
16.0;290.0;119.0;1511;407.0;1364;1511;757.0;718.0
-81.0;397.0;294.0;-1036;?;989;?;470.0;490.0
9.0;478.0;341.0;-173;240.0;710;-173;289.0;208.0
139.0;?;365.0;-172;316.0;746;?;511.0;246.0
64.0;605.0;249.0;-167;?;781;-167;?;434.0
-215.0;660.0;378.0;170;?;700;170;-128.0;60.0
-336.0;259.0;267.0;-68;-178.0;743;-68;-703.0;-636.0
-72.0;-36.0;119.0;46;-262.0;?;46;-1402.0;-1239.0
?;-84.0;101.0;?;-585.0;?;-6;-1503.0;-1619.0
?;-346.0;-43.0;-16;?;717;-16;-1157.0;-1185.0
-40.0;-640.0;-119.0;-84;-620.0;?;-84;?;?
19.0;-803.0;?;-152;-502.0;713;-152;-534.0;?
-111.0;-780.0;-500.0;-233;-411.0;?;?;-577.0;?
-157.0;?;-551.0;-172;-345.0;?;-172;-472.0;-165.0
-138.0;-708.0;-472.0;-11;-247.0;821;-11;-385.0;-402.0
-219.0;-595.0;-330.0;47;?;816;47;?;-548.0
-141.0;-515.0;-203.0;-337;?;793;-337;-358.0;?
-26.0;-361.0;?;-1792;-98.0;1302;-1792;-273.0;-396.0
104.0;-109.0;-26.0;-3003;-50.0;883;-3003;?;-322.0
55.0;108.0;-43.0;-2486;?;1284;?;-311.0;-315.0
27.0;272.0;-84.0;-1449;?;2273;-1449;-102.0;-163.0
?;347.0;?;-1475;-483.0;1103;-1475;218.0;?
258.0;566.0;-43.0;-1542;-291.0;645;-1542;69.0;252.0
98.0;718.0;242.0;?;-697.0;867;-41;?;102.0
258.0;702.0;383.0;1593;-372.0;526;?;-185.0;8.0
109.0;621.0;349.0;2144;321.0;799;2144;-383.0;-580.0
-162.0;317.0;?;2302;291.0;897;?;248.0;-664.0
?;?;54.0;2168;301.0;919;?;713.0;433.0
159.0;-110.0;11.0;?;214.0;?;2073;826.0;1133.0
78.0;-11.0;-59.0;2754;260.0;1365;2754;676.0;1076.0
?;-28.0;-23.0;2977;?;?;2977;525.0;?
-113.0;-8.0;?;2148;417.0;-1752;2148;435.0;?
-267.0;?;74.0;-600;345.0;?;-600;315.0;268.0
-291.0;188.0;88.0;?;?;-22;-2129;190.0;197.0
-333.0;?;?;726;57.0;2614;726;221.0;282.0
-264.0;?;?;?;-125.0;?;893;240.0;301.0
?;?;?;-701;-43.0;753;?;35.0;92.0
?;789.0;404.0;113;132.0;750;113;?;-284.0
-149.0;758.0;429.0;-25;4.0;693;-25;53.0;?
37.0;733.0;409.0;?;-20.0;721;-82;225.0;-33.0
-219.0;?;404.0;145;6.0;?;145;-301.0;-112.0
-398.0;69.0;?;24;-219.0;?;24;-625.0;-423.0
?;-186.0;-32.0;95;-323.0;719;95;-1068.0;-1003.0
7.0;-324.0;?;?;?;?;5;-962.0;-1218.0
67.0;?;-275.0;-5;-684.0;703;-5;-658.0;-696.0
191.0;-742.0;?;-2;-787.0;691;-2;-598.0;-339.0
230.0;?;?;-51;?;683;-51;-727.0;?
143.0;?;-519.0;-172;-662.0;696;-172;?;-396.0
-42.0;-750.0;-530.0;-37;-542.0;730;-37;?;-627.0
-42.0;-716.0;?;36;-420.0;798;36;-596.0;?
-35.0;?;?;-12;-319.0;809;-12;-585.0;-726.0
-31.0;-620.0;-314.0;-812;?;861;-812;-420.0;-494.0
75.0;-533.0;?;-2573;-99.0;942;-2573;-163.0;-186.0
121.0;-384.0;-200.0;?;-32.0;1068;-2225;-23.0;-10.0
?;-130.0;-202.0;-1577;?;2055;-1577;196.0;?
65.0;154.0;-187.0;-2140;-241.0;2135;-2140;79.0;277.0
-39.0;?;?;-1185;68.0;?;-1185;-229.0;152.0
?;727.0;300.0;?;?;728;?;-301.0;-126.0
-34.0;726.0;349.0;814;-89.0;727;814;?;-48.0
284.0;567.0;400.0;1735;317.0;520;1735;-247.0;-130.0
84.0;305.0;?;?;422.0;?;1788;327.0;-338.0
177.0;57.0;?;2013;281.0;923;2013;1052.0;526.0
?;-92.0;169.0;1959;?;1055;1959;1171.0;1416.0
145.0;-45.0;91.0;2228;404.0;?;2228;?;1267.0
63.0;-64.0;49.0;3523;483.0;?;3523;?;883.0
?;-53.0;-49.0;?;521.0;?;1779;807.0;698.0
-136.0;3.0;-25.0;647;?;-2505;647;?;569.0
-213.0;63.0;0.0;658;486.0;-683;?;563.0;?
-200.0;210.0;9.0;-1931;267.0;1429;-1931;424.0;?
-175.0;?;41.0;-1063;188.0;1340;-1063;419.0;314.0
-115.0;469.0;76.0;83;?;704;83;?;237.0
-164.0;597.0;186.0;?;15.0;752;-900;255.0;116.0
-17.0;?;310.0;?;79.0;878;-347;171.0;?
-36.0;?;339.0;-27;79.0;730;-27;442.0;55.0
?;?;348.0;59;54.0;?;?;367.0;250.0
-407.0;189.0;209.0;107;-44.0;734;107;69.0;175.0
-152.0;?;80.0;1;-344.0;709;1;-328.0;?
88.0;-349.0;93.0;46;-407.0;715;46;-673.0;-294.0
?;-501.0;-126.0;21;?;?;21;?;-521.0
88.0;-602.0;?;-48;-815.0;696;-48;?;-427.0
159.0;?;-259.0;?;-858.0;687;-87;-1084.0;-615.0
?;-674.0;-343.0;?;?;683;-62;-1200.0;?
80.0;-716.0;-393.0;?;-641.0;714;-67;-1021.0;-878.0
?;-699.0;-388.0;?;-540.0;?;?;?;?
-101.0;?;-345.0;121;-370.0;767;121;-754.0;-884.0
-32.0;-657.0;-313.0;-167;-295.0;743;-167;-629.0;-776.0
2.0;-624.0;-294.0;-1755;?;902;?;?;-554.0
?;-482.0;?;-2889;-69.0;837;-2889;-298.0;-380.0
19.0;-261.0;-166.0;-1775;77.0;?;-1775;?;-273.0
23.0;?;-51.0;-998;-177.0;2193;-998;38.0;?
177.0;425.0;102.0;?;-3.0;2213;?;216.0;199.0
102.0;?;202.0;-481;219.0;730;-481;-118.0;167.0
-4.0;786.0;222.0;107;?;646;107;?;-99.0
112.0;640.0;229.0;697;227.0;640;?;188.0;?
?;499.0;233.0;?;346.0;?;1488;-83.0;?
-32.0;?;?;1518;241.0;718;1518;611.0;-268.0
81.0;176.0;?;1865;385.0;931;1865;1094.0;948.0
164.0;112.0;-5.0;1703;?;1056;1703;1175.0;1405.0
93.0;106.0;?;1993;428.0;1158;1993;1060.0;1217.0
4.0;137.0;-40.0;3960;?;1217;3960;?;940.0
-115.0;173.0;39.0;?;?;-1704;1412;831.0;673.0
-176.0;244.0;120.0;365;555.0;?;365;607.0;543.0
?;310.0;189.0;1097;?;?;?;446.0;?
-248.0;359.0;108.0;-2364;197.0;?;-2364;329.0;284.0
-123.0;421.0;71.0;-1281;130.0;?;-1281;223.0;162.0
-24.0;501.0;?;-266;95.0;1417;-266;188.0;61.0
19.0;471.0;229.0;-1209;174.0;1121;?;?;?
64.0;357.0;244.0;?;171.0;1055;2;322.0;121.0
-10.0;338.0;?;?;170.0;715;-71;?;390.0
?;294.0;272.0;11;188.0;701;11;98.0;243.0
-460.0;-74.0;71.0;?;-114.0;?;162;-362.0;-197.0
19.0;-219.0;-20.0;-37;-289.0;683;-37;-1033.0;-888.0
?;-275.0;-60.0;42;-549.0;713;42;-1247.0;?
-98.0;?;-143.0;-40;-854.0;707;-40;-1115.0;?
-26.0;-607.0;-137.0;?;-883.0;684;-86;-843.0;-699.0
?;-653.0;-286.0;-101;-896.0;690;-101;-944.0;-423.0
-6.0;-680.0;-414.0;-152;-775.0;?;-152;-848.0;-499.0
?;?;-443.0;-82;-612.0;?;-82;-795.0;-705.0
-192.0;-684.0;-406.0;54;-436.0;854;54;?;-891.0
?;-691.0;-412.0;112;-268.0;731;112;?;-847.0
?;-612.0;-393.0;-422;-166.0;887;-422;-522.0;?
?;-552.0;-332.0;-2207;?;?;?;-237.0;?
53.0;-379.0;?;-2982;-19.0;381;-2982;-76.0;?
?;-194.0;-186.0;?;-21.0;1371;-1081;10.0;86.0
12.0;71.0;-281.0;-676;-366.0;2283;-676;106.0;215.0
184.0;355.0;-135.0;-1835;-4.0;1137;-1835;72.0;?
234.0;657.0;?;-1178;?;?;-1178;-216.0;18.0
-43.0;740.0;355.0;151;-32.0;681;151;?;?
?;726.0;475.0;1540;261.0;465;1540;-22.0;?
-4.0;597.0;?;2274;394.0;?;2274;-41.0;?
126.0;275.0;?;2275;283.0;862;2275;772.0;-57.0
179.0;114.0;?;?;392.0;?;2143;1072.0;1088.0
122.0;-7.0;142.0;2245;507.0;?;2245;1018.0;?
87.0;13.0;25.0;2744;535.0;?;2744;?;1017.0
-33.0;?;-66.0;2693;?;98;2693;761.0;667.0
-77.0;?;-11.0;2189;602.0;-2689;2189;629.0;430.0
-172.0;?;27.0;-1900;597.0;-1044;?;497.0;397.0
?;25.0;-26.0;-2645;?;?;-2645;497.0;414.0
-194.0;112.0;-31.0;1858;?;2590;1858;613.0;488.0
-108.0;?;?;534;452.0;904;534;627.0;550.0
-70.0;391.0;160.0;?;?;876;-969;445.0;376.0
?;453.0;293.0;?;305.0;759;-65;355.0;202.0
?;480.0;291.0;-374;248.0;774;-374;648.0;331.0
-98.0;678.0;268.0;129;-30.0;?;129;452.0;374.0
-212.0;548.0;194.0;116;?;711;116;-133.0;-82.0
-191.0;?;110.0;-25;-322.0;?;?;?;-542.0
90.0;?;187.0;42;-391.0;711;42;-1236.0;-1278.0
?;-153.0;117.0;-84;-531.0;705;-84;-985.0;?
193.0;-422.0;22.0;-54;-613.0;709;-54;-389.0;-249.0
?;-506.0;-93.0;?;-563.0;?;-132;-354.0;104.0
104.0;-583.0;-219.0;-190;-645.0;716;-190;?;21.0
-7.0;?;-295.0;-164;-493.0;723;-164;-653.0;-310.0
15.0;-685.0;-313.0;-167;-319.0;804;-167;-522.0;-474.0
-28.0;-616.0;-301.0;?;-209.0;815;244;-486.0;-600.0
-40.0;-551.0;-334.0;130;-216.0;885;130;?;-562.0
-74.0;?;-278.0;-1434;-172.0;?;-1434;?;?
1.0;-355.0;-242.0;-2955;-124.0;750;?;-251.0;?
125.0;-162.0;-204.0;?;?;?;-3077;-262.0;-329.0
-17.0;?;-250.0;-1981;-179.0;777;?;-105.0;?
11.0;139.0;-289.0;-1588;-326.0;446;-1588;78.0;93.0
188.0;?;?;-1304;20.0;713;?;-17.0;150.0
?;521.0;-39.0;-129;-297.0;?;-129;?;-27.0
-17.0;500.0;134.0;?;93.0;?;926;91.0;?
?;426.0;202.0;2127;520.0;651;2127;-283.0;-348.0
