InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK accZ;Accelerometer RUA_ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit RLA accY;InertialMeasurementUnit RUA magneticZ;Accelerometer LH accX;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit RUA accY;InertialMeasurementUnit RLA gyroZ;Accelerometer RKN_ accX;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4
-1022;421.0;458.0;1022;619.0;?;?;?;389.0;-30.0;1105.0;-425.0;809.0
?;425.0;476.0;713;584.0;339.0;?;-601;378.0;?;?;-435.0;814.0
-539;?;372.0;539;?;336.0;?;?;274.0;50.0;165.0;-445.0;817.0
-847;?;?;?;639.0;327.0;584.0;-592;194.0;511.0;-565.0;-453.0;?
-138;472.0;373.0;138;487.0;321.0;547.0;-276;302.0;?;255.0;-461.0;?
1049;465.0;286.0;-1049;470.0;315.0;512.0;238;228.0;741.0;-471.0;-469.0;827.0
852;431.0;301.0;-852;230.0;307.0;375.0;127;?;576.0;-420.0;?;828.0
?;417.0;215.0;-180;?;306.0;244.0;174;?;508.0;?;-489.0;827.0
21;413.0;283.0;-21;561.0;298.0;595.0;602;64.0;1082.0;?;-500.0;?
-115;?;201.0;115;171.0;286.0;?;-391;148.0;1194.0;-184.0;-510.0;825.0
-623;?;?;623;166.0;273.0;157.0;2181;143.0;908.0;-76.0;-518.0;823.0
-131;389.0;281.0;?;-33.0;264.0;?;3278;218.0;273.0;-178.0;-527.0;821.0
760;371.0;?;-760;167.0;254.0;984.0;-846;165.0;-240.0;?;-535.0;819.0
178;379.0;215.0;-178;171.0;241.0;510.0;?;?;-655.0;21.0;-542.0;817.0
-83;378.0;231.0;83;?;222.0;421.0;413;202.0;-1002.0;-58.0;-548.0;816.0
111;375.0;?;-111;?;203.0;801.0;-307;204.0;?;-91.0;-553.0;815.0
-36;411.0;290.0;36;265.0;183.0;?;206;?;-1464.0;-56.0;-555.0;816.0
12;375.0;257.0;-12;289.0;155.0;?;-29;255.0;-1552.0;-92.0;?;818.0
-50;348.0;?;50;346.0;121.0;572.0;46;?;-1504.0;?;-558.0;819.0
-43;335.0;258.0;43;342.0;90.0;616.0;?;270.0;-1324.0;-79.0;-559.0;820.0
90;346.0;295.0;-90;?;58.0;680.0;23;301.0;-1377.0;?;-561.0;819.0
?;364.0;342.0;?;352.0;28.0;?;58;288.0;-1522.0;-51.0;-560.0;819.0
?;345.0;323.0;-111;389.0;7.0;759.0;?;?;-1692.0;?;-557.0;821.0
80;?;315.0;-80;444.0;-19.0;?;19;259.0;-1751.0;-61.0;-556.0;822.0
15;345.0;?;-15;460.0;-39.0;?;10;254.0;?;?;-556.0;?
-2;349.0;245.0;2;453.0;-52.0;718.0;?;216.0;-1578.0;-69.0;?;822.0
-4;344.0;174.0;4;430.0;-61.0;494.0;19;157.0;-1462.0;-95.0;-557.0;822.0
?;348.0;124.0;?;?;-73.0;579.0;5;98.0;?;-160.0;-556.0;823.0
-3;319.0;104.0;3;341.0;-81.0;1173.0;2;83.0;-928.0;-247.0;-555.0;824.0
22;?;150.0;-22;329.0;-96.0;610.0;4;102.0;-616.0;?;-556.0;823.0
?;349.0;?;-2;335.0;-113.0;671.0;9;149.0;-230.0;?;-558.0;822.0
20;365.0;184.0;-20;340.0;?;514.0;11;159.0;66.0;?;-560.0;821.0
13;?;194.0;-13;?;-126.0;?;?;?;339.0;-249.0;-561.0;820.0
1;358.0;191.0;-1;323.0;-126.0;496.0;10;?;588.0;-339.0;?;819.0
?;357.0;158.0;-16;?;-116.0;406.0;10;?;796.0;-292.0;-565.0;818.0
11;350.0;128.0;-11;?;-107.0;356.0;10;?;967.0;-497.0;-567.0;817.0
?;?;85.0;6;170.0;-101.0;?;16;43.0;1063.0;-300.0;-568.0;817.0
-33;336.0;103.0;33;129.0;-93.0;345.0;7;65.0;1051.0;-104.0;?;816.0
-10;335.0;128.0;10;?;-91.0;385.0;10;?;966.0;-66.0;?;815.0
-3;337.0;136.0;3;?;?;?;15;93.0;855.0;-199.0;-574.0;814.0
?;?;171.0;24;172.0;-92.0;303.0;1;110.0;782.0;-349.0;-575.0;?
-33;344.0;171.0;33;?;-90.0;274.0;0;98.0;640.0;-351.0;?;814.0
-44;340.0;178.0;?;165.0;-89.0;?;?;92.0;495.0;-255.0;-575.0;814.0
6;330.0;145.0;-6;162.0;?;343.0;-1;77.0;317.0;-182.0;?;814.0
21;328.0;133.0;-21;161.0;-80.0;269.0;-3;?;144.0;?;-574.0;814.0
-32;327.0;154.0;?;166.0;?;281.0;9;55.0;-26.0;-191.0;-574.0;814.0
-20;?;155.0;20;?;-78.0;241.0;4;61.0;?;?;-574.0;?
24;334.0;155.0;-24;?;-78.0;228.0;?;69.0;?;?;?;?
18;336.0;165.0;-18;212.0;-76.0;250.0;1;?;?;?;-573.0;?
-20;336.0;163.0;20;223.0;-74.0;265.0;-6;74.0;-437.0;-244.0;-572.0;?
-42;337.0;140.0;42;230.0;-70.0;?;-11;58.0;?;40.0;?;?
-33;336.0;125.0;33;226.0;?;272.0;?;43.0;-347.0;-59.0;-571.0;815.0
?;?;127.0;-12;215.0;?;270.0;3;37.0;-295.0;-101.0;-570.0;815.0
?;337.0;?;-23;?;-65.0;240.0;?;43.0;-260.0;24.0;?;?
1;?;?;-1;?;-66.0;?;-6;44.0;-167.0;198.0;-569.0;816.0
26;347.0;138.0;-26;228.0;-65.0;259.0;-3;51.0;-85.0;185.0;-568.0;816.0
22;347.0;?;-22;220.0;-65.0;251.0;-1;48.0;43.0;70.0;-568.0;?
-22;345.0;140.0;22;210.0;-66.0;?;-1;47.0;118.0;-3.0;-568.0;?
-2;?;123.0;2;206.0;-65.0;159.0;-1;50.0;?;?;-567.0;?
2;?;150.0;-2;200.0;-66.0;278.0;1;58.0;199.0;-60.0;-567.0;817.0
-23;350.0;140.0;23;196.0;?;323.0;?;72.0;259.0;-83.0;-567.0;817.0
3;351.0;143.0;-3;?;-63.0;302.0;1;73.0;?;?;-566.0;818.0
-20;?;145.0;?;192.0;-64.0;275.0;1;68.0;294.0;-28.0;?;818.0
?;350.0;145.0;?;182.0;-64.0;?;10;?;258.0;-19.0;-565.0;818.0
81;347.0;136.0;?;?;-57.0;281.0;7;51.0;228.0;36.0;-564.0;?
37;336.0;136.0;-37;171.0;?;262.0;?;53.0;228.0;27.0;?;818.0
10;338.0;137.0;?;172.0;?;271.0;-6;54.0;173.0;24.0;-564.0;?
16;343.0;145.0;?;179.0;-48.0;291.0;?;50.0;139.0;1.0;-564.0;818.0
14;342.0;130.0;?;188.0;-44.0;326.0;5;49.0;?;20.0;-564.0;818.0
27;346.0;110.0;-27;185.0;-42.0;340.0;5;28.0;?;6.0;-563.0;819.0
23;345.0;114.0;?;183.0;-38.0;377.0;3;25.0;61.0;30.0;-562.0;819.0
23;?;133.0;-23;188.0;-36.0;365.0;12;25.0;25.0;54.0;?;?
25;354.0;136.0;-25;186.0;-36.0;?;11;24.0;40.0;69.0;-560.0;820.0
11;365.0;?;?;187.0;-35.0;339.0;4;?;-43.0;44.0;-560.0;820.0
-2;354.0;136.0;2;?;-35.0;124.0;?;?;-129.0;14.0;-560.0;820.0
23;354.0;130.0;-23;?;-38.0;?;-6;31.0;-90.0;33.0;-560.0;?
19;347.0;116.0;-19;?;-37.0;441.0;-4;31.0;?;35.0;-560.0;?
-10;347.0;125.0;?;?;?;361.0;6;21.0;?;45.0;?;820.0
35;?;135.0;-35;?;-45.0;?;1;31.0;-88.0;21.0;-561.0;820.0
?;340.0;155.0;?;?;-45.0;421.0;-3;50.0;-80.0;26.0;-561.0;820.0
-13;335.0;136.0;13;234.0;-45.0;?;?;38.0;-131.0;36.0;-561.0;?
15;334.0;134.0;?;235.0;-49.0;635.0;9;32.0;-119.0;27.0;?;819.0
33;332.0;132.0;-33;231.0;-49.0;489.0;0;24.0;-113.0;28.0;-562.0;819.0
5;335.0;167.0;-5;?;-54.0;274.0;3;39.0;-114.0;35.0;-562.0;818.0
1;330.0;?;-1;254.0;-59.0;209.0;-1;57.0;?;25.0;-563.0;?
36;?;?;?;262.0;-62.0;?;-1;?;-157.0;30.0;-564.0;817.0
?;312.0;156.0;-17;?;-65.0;620.0;1;59.0;-109.0;22.0;?;817.0
?;301.0;148.0;-7;?;-70.0;632.0;?;51.0;-92.0;23.0;?;816.0
34;292.0;151.0;-34;261.0;-73.0;725.0;-2;48.0;-76.0;?;-567.0;815.0
16;?;148.0;-16;261.0;-79.0;?;-5;55.0;-72.0;21.0;?;814.0
18;?;152.0;-18;254.0;-85.0;943.0;-6;66.0;-17.0;?;-569.0;?
21;288.0;154.0;?;249.0;-91.0;909.0;0;77.0;-21.0;?;?;?
11;282.0;171.0;-11;?;-98.0;992.0;7;?;-61.0;?;-571.0;813.0
29;274.0;174.0;-29;246.0;-111.0;546.0;13;115.0;-127.0;38.0;-571.0;813.0
46;267.0;?;?;247.0;-115.0;851.0;?;129.0;-178.0;?;-572.0;813.0
47;263.0;194.0;-47;248.0;-123.0;230.0;2;135.0;-225.0;28.0;-572.0;813.0
?;264.0;202.0;-26;252.0;-132.0;225.0;?;128.0;-283.0;9.0;-572.0;?
31;253.0;171.0;-31;252.0;-140.0;?;9;?;-381.0;8.0;-571.0;814.0
?;256.0;151.0;-51;243.0;-147.0;549.0;17;79.0;-429.0;14.0;-571.0;?
60;?;152.0;-60;241.0;-160.0;1165.0;14;75.0;-469.0;54.0;-570.0;815.0
112;250.0;178.0;-112;231.0;-171.0;816.0;12;98.0;?;8.0;-571.0;?
283;?;?;-283;?;-188.0;558.0;14;143.0;-459.0;34.0;-573.0;813.0
562;311.0;?;-562;277.0;-204.0;825.0;-31;157.0;?;?;-575.0;811.0
842;350.0;177.0;-842;277.0;-217.0;267.0;-15;148.0;-590.0;?;-575.0;?
1065;368.0;184.0;-1065;265.0;-229.0;330.0;4;147.0;-565.0;?;-571.0;815.0
1317;360.0;157.0;-1317;277.0;-240.0;553.0;1;?;-379.0;?;-568.0;817.0
1436;388.0;106.0;-1436;248.0;-241.0;474.0;2;?;-204.0;78.0;-567.0;818.0
1629;?;73.0;-1629;182.0;-247.0;?;29;-32.0;-61.0;64.0;-567.0;817.0
-376;355.0;229.0;376;172.0;?;931.0;-16;141.0;-682.0;-8.0;-549.0;818.0
-184;344.0;121.0;?;171.0;-385.0;878.0;?;70.0;-524.0;10.0;-549.0;?
-294;357.0;75.0;?;111.0;-382.0;?;-137;?;-286.0;19.0;-550.0;820.0
?;342.0;109.0;441;67.0;-380.0;?;-166;?;-160.0;?;?;821.0
?;332.0;108.0;601;78.0;-376.0;935.0;-127;31.0;?;89.0;-549.0;822.0
-781;312.0;75.0;?;87.0;-369.0;?;?;4.0;?;61.0;?;824.0
-844;313.0;32.0;844;45.0;?;?;-157;-12.0;303.0;-56.0;-548.0;825.0
?;315.0;10.0;946;4.0;?;922.0;?;?;391.0;-155.0;-547.0;?
-915;311.0;-6.0;915;-32.0;-356.0;?;-107;-40.0;424.0;-263.0;-547.0;826.0
?;313.0;21.0;775;-53.0;-354.0;562.0;80;-28.0;?;-282.0;-547.0;827.0
-843;317.0;?;?;-54.0;-357.0;580.0;86;?;404.0;-257.0;-547.0;827.0
-578;306.0;19.0;578;-57.0;-357.0;363.0;318;-3.0;?;-283.0;?;826.0
-616;319.0;?;616;-50.0;?;287.0;-204;-7.0;?;-308.0;-549.0;825.0
74;?;46.0;-74;?;-358.0;758.0;-614;-11.0;216.0;?;-551.0;823.0
2060;350.0;58.0;-2060;?;-360.0;?;585;-25.0;?;-367.0;?;820.0
2626;371.0;39.0;-2626;1.0;?;563.0;715;-44.0;-11.0;-337.0;-556.0;817.0
2908;365.0;?;-2908;32.0;-366.0;476.0;434;?;-28.0;-422.0;-560.0;?
2001;357.0;81.0;-2001;56.0;-370.0;?;?;?;-81.0;-499.0;?;806.0
179;400.0;175.0;-179;?;-377.0;462.0;5;31.0;?;-401.0;-570.0;800.0
177;?;267.0;-177;193.0;-382.0;327.0;59;91.0;-143.0;?;-574.0;793.0
-48;?;?;48;243.0;-386.0;272.0;-17;56.0;?;-370.0;-578.0;784.0
-320;295.0;147.0;320;261.0;?;258.0;-69;25.0;-419.0;?;-581.0;773.0
-278;306.0;90.0;278;?;-398.0;296.0;-4;22.0;-98.0;?;-581.0;764.0
?;314.0;225.0;186;?;-415.0;183.0;-35;90.0;9.0;?;-579.0;756.0
164;?;252.0;-164;297.0;-433.0;54.0;45;244.0;-202.0;-407.0;?;747.0
134;238.0;210.0;-134;322.0;-450.0;-109.0;24;225.0;?;-423.0;-579.0;738.0
326;254.0;208.0;-326;?;-464.0;?;34;?;-640.0;-391.0;-580.0;729.0
?;227.0;?;-438;342.0;?;-288.0;40;222.0;-617.0;-332.0;?;?
?;235.0;304.0;-247;?;?;-209.0;?;?;?;-333.0;-580.0;?
214;?;295.0;-214;453.0;-499.0;3.0;30;276.0;-378.0;-332.0;?;708.0
214;?;281.0;-214;434.0;-510.0;63.0;25;?;-194.0;-270.0;-576.0;701.0
197;208.0;281.0;-197;409.0;-513.0;136.0;7;?;-74.0;?;-573.0;696.0
?;?;272.0;-152;363.0;-519.0;185.0;18;277.0;-55.0;-283.0;-570.0;?
70;174.0;292.0;?;344.0;-525.0;269.0;28;271.0;?;-245.0;-567.0;685.0
314;155.0;304.0;-314;333.0;-527.0;356.0;28;291.0;-213.0;-255.0;-564.0;682.0
229;175.0;334.0;?;342.0;-533.0;425.0;-4;324.0;-286.0;-266.0;-560.0;679.0
424;183.0;?;-424;?;-537.0;497.0;?;350.0;-393.0;-296.0;-556.0;678.0
?;195.0;383.0;-414;366.0;-541.0;517.0;-20;390.0;?;-297.0;?;678.0
-20;?;?;20;385.0;-544.0;550.0;-33;380.0;-613.0;-320.0;-548.0;679.0
2569;182.0;353.0;-2569;395.0;-548.0;?;-38;330.0;?;-280.0;-546.0;680.0
5289;?;341.0;-5289;403.0;?;?;-196;307.0;?;-275.0;-545.0;681.0
6436;176.0;339.0;-6436;402.0;?;853.0;-37;283.0;?;-288.0;-545.0;680.0
?;163.0;279.0;-7617;?;-552.0;769.0;?;?;?;-260.0;-547.0;678.0
4459;239.0;312.0;?;341.0;-555.0;438.0;-518;202.0;-535.0;-104.0;-548.0;?
-1178;653.0;?;?;361.0;-561.0;160.0;-186;?;-659.0;?;-548.0;675.0
-2523;468.0;279.0;2523;410.0;-566.0;?;23;381.0;-698.0;-41.0;?;?
-2582;612.0;343.0;?;402.0;-562.0;?;7;314.0;-167.0;-44.0;-543.0;692.0
-4156;496.0;?;4156;?;-554.0;215.0;315;208.0;?;253.0;-548.0;?
-4982;429.0;?;4982;431.0;?;117.0;?;-5.0;1114.0;?;?;696.0
?;392.0;22.0;5001;210.0;-533.0;?;210;-63.0;?;-47.0;-557.0;703.0
-4396;275.0;?;4396;130.0;-530.0;-94.0;560;47.0;1181.0;205.0;-565.0;?
-4084;?;219.0;4084;216.0;-533.0;?;?;199.0;1145.0;143.0;-574.0;718.0
-4557;215.0;312.0;4557;326.0;-536.0;?;799;290.0;1148.0;?;?;724.0
?;?;325.0;4649;428.0;-536.0;-9.0;?;?;1179.0;79.0;-589.0;732.0
?;221.0;318.0;4460;485.0;-534.0;102.0;755;312.0;?;?;?;742.0
-4265;202.0;?;4265;461.0;?;245.0;641;316.0;1467.0;?;-595.0;753.0
-3990;?;287.0;3990;432.0;?;343.0;?;331.0;1546.0;3.0;?;762.0
?;135.0;232.0;4178;396.0;-513.0;394.0;683;304.0;1650.0;?;-601.0;769.0
-3552;?;?;3552;323.0;-499.0;423.0;147;?;1699.0;61.0;?;776.0
-1487;106.0;255.0;1487;?;?;?;-1462;275.0;1700.0;41.0;-602.0;783.0
2559;?;318.0;?;?;-473.0;?;-665;328.0;1587.0;96.0;-600.0;790.0
?;140.0;330.0;-5296;253.0;-455.0;?;951;358.0;?;63.0;-598.0;796.0
4290;213.0;348.0;-4290;293.0;-439.0;?;-271;321.0;?;-30.0;-592.0;802.0
6210;237.0;310.0;-6210;?;-415.0;686.0;1258;298.0;879.0;-34.0;?;808.0
4774;362.0;350.0;-4774;358.0;-383.0;778.0;2085;308.0;639.0;31.0;-579.0;812.0
-427;418.0;284.0;427;478.0;-344.0;590.0;-269;291.0;?;?;-570.0;817.0
39;407.0;241.0;-39;?;-298.0;423.0;91;144.0;244.0;44.0;-553.0;?
228;607.0;199.0;-228;464.0;?;?;263;91.0;339.0;89.0;-539.0;834.0
-288;465.0;117.0;288;?;?;?;?;49.0;152.0;2.0;-529.0;839.0
218;475.0;274.0;-218;444.0;?;438.0;?;59.0;249.0;?;-518.0;844.0
-117;522.0;336.0;117;?;-157.0;298.0;45;192.0;189.0;?;-507.0;849.0
-2;?;465.0;2;672.0;?;221.0;125;212.0;?;-241.0;?;852.0
?;517.0;372.0;?;315.0;-115.0;137.0;?;339.0;-12.0;-350.0;-492.0;854.0
?;524.0;?;-10;408.0;-95.0;63.0;128;?;?;-198.0;-488.0;855.0
50;498.0;370.0;?;554.0;-76.0;107.0;141;186.0;-630.0;-194.0;-485.0;856.0
-11;527.0;310.0;11;588.0;?;136.0;116;?;-353.0;97.0;-482.0;855.0
-4;?;331.0;4;498.0;-43.0;107.0;113;123.0;-498.0;216.0;-482.0;855.0
10;535.0;?;-10;749.0;?;?;?;86.0;-202.0;-202.0;-483.0;854.0
-9;509.0;486.0;9;710.0;-24.0;48.0;?;204.0;144.0;?;?;?
12;485.0;572.0;-12;629.0;?;?;92;388.0;90.0;-253.0;-487.0;851.0
-16;427.0;462.0;16;905.0;-22.0;?;101;480.0;-130.0;-173.0;-490.0;850.0
-16;454.0;86.0;?;383.0;-10.0;130.0;87;262.0;-17.0;-166.0;-495.0;848.0
30;478.0;107.0;?;214.0;10.0;115.0;65;63.0;?;-310.0;-500.0;?
-2;477.0;164.0;2;?;23.0;?;62;-41.0;?;-490.0;-504.0;844.0
9;467.0;237.0;-9;?;20.0;215.0;34;84.0;-142.0;-508.0;-508.0;?
?;?;326.0;?;485.0;11.0;259.0;16;?;-146.0;-565.0;-514.0;839.0
52;425.0;421.0;?;?;-3.0;?;41;294.0;-121.0;-348.0;-520.0;?
?;424.0;431.0;-323;616.0;-11.0;277.0;41;?;59.0;-297.0;-526.0;831.0
?;383.0;?;-719;573.0;-18.0;374.0;80;265.0;?;-421.0;-531.0;828.0
695;342.0;?;-695;419.0;-26.0;?;?;166.0;289.0;-389.0;-535.0;825.0
559;358.0;390.0;?;?;-28.0;547.0;-114;?;283.0;?;-538.0;?
?;?;391.0;-630;?;-38.0;592.0;-39;235.0;319.0;-188.0;?;?
?;283.0;438.0;-163;570.0;-54.0;584.0;-398;235.0;403.0;-407.0;-542.0;821.0
-466;?;455.0;?;465.0;?;596.0;-519;305.0;299.0;221.0;?;821.0
-574;?;421.0;574;446.0;-85.0;631.0;-357;345.0;51.0;565.0;-547.0;820.0
-583;?;368.0;583;534.0;-97.0;579.0;-370;291.0;-100.0;-496.0;-550.0;819.0
-586;263.0;365.0;586;?;?;509.0;-355;286.0;-145.0;-1276.0;-552.0;819.0
-567;268.0;?;?;485.0;-103.0;451.0;-483;?;-143.0;-41.0;-556.0;817.0
-566;263.0;432.0;566;547.0;-103.0;414.0;130;?;-84.0;587.0;-559.0;816.0
-251;?;316.0;251;439.0;-101.0;?;?;313.0;-49.0;-466.0;-563.0;?
127;264.0;?;-127;399.0;-94.0;326.0;93;?;-136.0;?;-568.0;811.0
?;248.0;295.0;-187;532.0;?;?;?;149.0;-44.0;-276.0;-573.0;?
?;295.0;358.0;-177;481.0;-97.0;?;127;195.0;-55.0;-161.0;-578.0;805.0
145;285.0;409.0;-145;?;-104.0;?;85;294.0;-128.0;-204.0;?;804.0
94;304.0;?;-94;564.0;?;?;125;259.0;-92.0;-203.0;-582.0;804.0
61;285.0;340.0;-61;521.0;-115.0;163.0;77;195.0;-39.0;?;-583.0;804.0
?;276.0;323.0;?;?;-119.0;174.0;99;161.0;53.0;-174.0;-584.0;804.0
34;278.0;357.0;-34;?;-125.0;166.0;90;?;134.0;?;-586.0;803.0
47;276.0;394.0;-47;?;?;146.0;63;?;113.0;?;-589.0;?
35;291.0;382.0;-35;561.0;-135.0;156.0;?;242.0;175.0;35.0;-590.0;802.0
42;259.0;367.0;-42;508.0;-143.0;133.0;60;209.0;186.0;-11.0;-591.0;802.0
66;267.0;388.0;-66;508.0;-147.0;189.0;68;215.0;?;-16.0;-591.0;?
79;266.0;379.0;-79;459.0;-152.0;274.0;53;240.0;?;?;-592.0;801.0
89;264.0;409.0;?;520.0;-158.0;?;19;232.0;28.0;-76.0;-593.0;801.0
124;272.0;419.0;-124;581.0;?;271.0;34;232.0;94.0;-36.0;-593.0;801.0
141;277.0;?;?;543.0;?;339.0;50;241.0;114.0;-20.0;-594.0;800.0
127;285.0;?;-127;512.0;?;341.0;24;220.0;63.0;?;-594.0;800.0
176;294.0;?;-176;489.0;-171.0;?;9;205.0;-4.0;?;-594.0;800.0
?;292.0;388.0;?;551.0;-171.0;413.0;11;188.0;1.0;51.0;-594.0;?
-5;?;360.0;5;518.0;-171.0;406.0;9;166.0;41.0;24.0;-594.0;800.0
-4;297.0;?;4;517.0;-173.0;404.0;5;185.0;54.0;63.0;?;800.0
-17;?;396.0;17;515.0;-173.0;380.0;2;219.0;15.0;-37.0;-594.0;?
-30;?;367.0;30;523.0;-175.0;389.0;-5;?;21.0;-100.0;-594.0;800.0
-47;287.0;355.0;47;524.0;-172.0;379.0;3;183.0;26.0;-97.0;-593.0;801.0
-84;?;376.0;84;504.0;-170.0;378.0;13;194.0;6.0;-156.0;?;801.0
-44;?;354.0;44;501.0;-169.0;?;?;189.0;12.0;-132.0;-593.0;801.0
-90;291.0;321.0;90;492.0;-166.0;330.0;-2;150.0;3.0;-164.0;-592.0;801.0
-110;?;339.0;?;481.0;-163.0;?;-21;145.0;46.0;-310.0;-592.0;801.0
?;?;348.0;66;482.0;-162.0;329.0;8;160.0;29.0;?;-592.0;801.0
-67;284.0;328.0;67;490.0;-162.0;?;39;157.0;-6.0;-279.0;-592.0;801.0
-64;?;328.0;64;?;-159.0;321.0;?;151.0;31.0;-153.0;-592.0;801.0
-65;277.0;331.0;65;487.0;?;306.0;2;152.0;0.0;98.0;-593.0;?
-36;272.0;339.0;36;492.0;-159.0;294.0;?;165.0;62.0;?;-593.0;?
-6;?;?;?;?;-160.0;299.0;3;160.0;?;54.0;-594.0;800.0
2;?;?;-2;498.0;-162.0;?;4;195.0;15.0;-118.0;-594.0;800.0
147;276.0;?;-147;585.0;-163.0;?;?;219.0;12.0;26.0;?;800.0
327;270.0;388.0;-327;472.0;?;271.0;2;214.0;?;88.0;?;800.0
356;262.0;393.0;-356;516.0;-163.0;309.0;62;258.0;-83.0;81.0;-596.0;?
242;265.0;394.0;?;575.0;?;?;54;212.0;-86.0;0.0;-596.0;799.0
-272;?;377.0;?;575.0;-152.0;254.0;42;211.0;-74.0;-85.0;?;799.0
-846;267.0;?;846;?;-150.0;243.0;103;209.0;52.0;?;-595.0;800.0
-273;265.0;471.0;273;637.0;-145.0;232.0;57;266.0;?;-149.0;?;800.0
664;259.0;466.0;?;639.0;?;220.0;-48;294.0;275.0;-150.0;-593.0;801.0
675;249.0;?;-675;568.0;-131.0;192.0;-49;315.0;266.0;-129.0;-591.0;802.0
628;244.0;387.0;-628;549.0;-128.0;215.0;-43;?;254.0;-113.0;-590.0;803.0
637;247.0;?;-637;556.0;-122.0;254.0;-46;268.0;318.0;-74.0;-588.0;?
691;264.0;383.0;-691;558.0;-118.0;?;-50;271.0;?;-91.0;-586.0;805.0
?;291.0;356.0;-550;540.0;-112.0;307.0;?;237.0;431.0;-81.0;-583.0;?
17;289.0;382.0;-17;498.0;?;291.0;?;224.0;348.0;-84.0;-579.0;808.0
-7;?;513.0;7;490.0;-95.0;303.0;40;272.0;?;-102.0;-575.0;811.0
?;?;508.0;-42;610.0;-84.0;275.0;28;335.0;18.0;-106.0;-569.0;814.0
-29;355.0;342.0;?;618.0;-70.0;255.0;26;272.0;-119.0;-69.0;?;818.0
?;358.0;440.0;-13;597.0;?;?;24;230.0;-55.0;?;-553.0;822.0
-30;367.0;400.0;30;680.0;-40.0;250.0;?;227.0;?;-95.0;-545.0;827.0
?;398.0;466.0;21;636.0;-26.0;228.0;25;?;339.0;-115.0;-535.0;832.0
10;419.0;472.0;-10;522.0;?;185.0;26;245.0;552.0;-94.0;-526.0;837.0
?;445.0;492.0;-14;?;-11.0;?;27;320.0;422.0;-105.0;?;842.0
2;452.0;500.0;-2;657.0;?;161.0;26;340.0;386.0;-91.0;-506.0;847.0
-12;?;456.0;?;655.0;3.0;147.0;20;?;350.0;-86.0;-496.0;853.0
-11;470.0;455.0;11;655.0;10.0;?;24;272.0;415.0;-80.0;-486.0;?
?;485.0;402.0;31;628.0;?;121.0;29;278.0;436.0;-62.0;?;862.0
?;507.0;?;38;526.0;21.0;191.0;20;247.0;451.0;-81.0;-466.0;867.0
-4;519.0;?;4;544.0;?;?;21;245.0;?;-73.0;-456.0;871.0
-9;?;?;?;618.0;35.0;191.0;14;?;376.0;-73.0;-446.0;876.0
-19;?;?;19;653.0;34.0;129.0;9;321.0;394.0;-63.0;-436.0;?
-9;?;?;9;698.0;30.0;?;20;422.0;333.0;-64.0;-427.0;884.0
0;?;?;0;763.0;27.0;?;11;418.0;367.0;?;-418.0;887.0
26;605.0;?;-26;?;?;253.0;5;?;189.0;-64.0;-410.0;?
-8;630.0;597.0;8;?;33.0;?;11;?;374.0;-104.0;?;?
-6;?;?;6;?;37.0;112.0;17;286.0;?;-125.0;-401.0;?
24;601.0;518.0;-24;?;15.0;89.0;17;462.0;181.0;?;-398.0;897.0
-26;604.0;556.0;26;502.0;-5.0;?;5;413.0;-18.0;-121.0;-396.0;?
-14;?;624.0;14;664.0;-20.0;101.0;6;496.0;-144.0;-193.0;-393.0;?
21;568.0;528.0;-21;556.0;-32.0;166.0;18;433.0;-384.0;-225.0;-389.0;901.0
-20;581.0;526.0;20;467.0;-39.0;139.0;11;?;?;-254.0;-383.0;?
5;589.0;?;-5;749.0;-37.0;98.0;8;371.0;-466.0;-242.0;?;907.0
31;591.0;477.0;-31;656.0;-34.0;112.0;12;370.0;-172.0;-157.0;-362.0;911.0
1;604.0;398.0;-1;388.0;?;123.0;10;322.0;-485.0;?;-348.0;914.0
21;622.0;?;-21;448.0;-5.0;89.0;5;223.0;?;-76.0;-333.0;?
29;661.0;408.0;?;499.0;0.0;132.0;?;256.0;?;?;-316.0;923.0
?;685.0;406.0;-54;598.0;13.0;?;4;281.0;-869.0;69.0;-299.0;927.0
?;704.0;477.0;-39;?;?;142.0;?;284.0;-489.0;?;-280.0;?
?;741.0;549.0;-30;894.0;13.0;157.0;-1;325.0;146.0;-257.0;-264.0;934.0
?;?;?;-54;772.0;?;120.0;0;272.0;544.0;?;-249.0;937.0
16;?;175.0;-16;145.0;30.0;?;1;?;112.0;-32.0;-235.0;940.0
31;831.0;149.0;-31;602.0;42.0;109.0;4;-13.0;?;-132.0;?;942.0
14;845.0;78.0;-14;466.0;52.0;116.0;5;-169.0;524.0;-178.0;-217.0;944.0
15;838.0;712.0;-15;601.0;51.0;97.0;7;?;315.0;?;-212.0;947.0
42;815.0;909.0;-42;922.0;37.0;46.0;9;594.0;10.0;?;-211.0;?
-10;827.0;548.0;10;937.0;21.0;8.0;3;?;-24.0;?;-211.0;950.0
15;827.0;244.0;-15;565.0;26.0;?;3;167.0;-83.0;-132.0;-212.0;950.0
16;?;251.0;-16;482.0;37.0;19.0;4;-52.0;-164.0;-150.0;-214.0;951.0
