InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
-3;1590;-164;-272.0;863.0;-689;6225;1163;-6225;1590
417;1658;-803;-445.0;748.0;-1484;6753;?;-6753;1658
1808;2135;-1668;-492.0;?;-738;6704;2959;-6704;2135
1923;1348;-1686;-501.0;?;-517;7699;2470;-7699;1348
?;?;-2038;-554.0;693.0;2735;3870;3211;-3870;2279
447;2055;-1209;?;?;4069;?;1529;1053;2055
694;-2492;2603;-368.0;679.0;?;-863;-1624;863;-2492
4782;?;2241;-209.0;546.0;-2027;?;1709;?;-2359
185;462;-2601;-79.0;434.0;-482;-4410;2502;?;?
-1655;300;-1649;-111.0;388.0;-490;-1483;434;1483;300
1630;?;903;-47.0;369.0;-33;-229;?;229;-74
-36;?;-290;?;362.0;-24;-147;491;147;177
119;112;-83;135.0;?;15;?;458;?;112
283;?;?;109.0;264.0;76;-169;442;169;121
?;45;-176;147.0;-142.0;?;-247;345;?;45
252;-95;62;261.0;-503.0;79;-274;451;274;-95
13;-54;-79;361.0;-1010.0;56;-391;?;391;?
?;-99;-16;?;-1585.0;102;?;417;358;-99
101;-87;-46;849.0;-2143.0;?;-234;442;234;-87
68;-96;-34;1185.0;-2629.0;63;-282;443;282;-96
?;-53;71;1764.0;?;105;-258;366;258;-53
51;-147;-107;2297.0;-2613.0;?;-701;525;701;-147
-87;?;160;2372.0;-2363.0;179;-1035;214;1035;112
-8;78;125;1825.0;-2118.0;103;-2109;360;?;78
-150;?;?;1002.0;-1777.0;?;-4297;427;4297;-152
-570;?;?;?;-1115.0;684;-6233;-438;6233;-568
?;-2095;-35;-268.0;?;-441;?;1156;8820;-2095
-493;-9;177;-812.0;?;-1227;-8250;2209;8250;-9
-2563;2271;?;?;729.0;-992;-3975;1946;3975;2271
-2515;?;1955;?;1290.0;-454;?;?;736;478
-727;351;457;-1303.0;?;1059;1041;107;-1041;?
-651;?;383;-1113.0;2235.0;?;1749;?;-1749;468
-789;-142;534;-833.0;?;619;3230;444;-3230;-142
-266;373;373;-1060.0;1985.0;400;5164;350;-5164;373
-235;?;395;?;1896.0;?;5539;635;?;536
-29;1090;274;-1095.0;?;-102;?;695;-5710;1090
?;1831;-189;?;1188.0;-756;6225;1264;?;1831
199;1395;-717;?;707.0;-1086;6554;?;-6554;1395
1333;1730;-1081;-911.0;566.0;-1433;6885;2282;-6885;1730
?;2007;-1356;-785.0;671.0;?;5208;2688;-5208;?
?;3409;-1641;-733.0;814.0;?;2128;2854;?;?
676;917;-2044;-624.0;936.0;3648;-993;2220;?;917
?;-4623;-1498;-477.0;914.0;231;-3732;925;3732;-4623
2800;-1372;808;-270.0;729.0;-910;-3454;1069;?;?
3915;-625;2003;?;636.0;-526;-2200;841;2200;-625
757;-2069;674;140.0;736.0;-336;-1015;235;1015;-2069
-95;865;-217;?;766.0;29;198;?;-198;865
?;121;38;356.0;742.0;38;-100;342;100;121
?;-32;?;619.0;621.0;34;-166;378;166;-32
?;325;-77;832.0;24.0;?;-113;402;113;325
22;-188;?;?;-533.0;78;-336;329;?;-188
106;137;-51;1319.0;-976.0;?;-262;426;262;?
76;-9;?;1321.0;-1465.0;65;-320;393;320;?
73;?;-50;1323.0;-1913.0;?;-357;426;357;6
?;-27;-53;1431.0;-2241.0;?;-277;434;?;-27
?;?;-23;1547.0;?;56;-302;?;302;-54
?;-72;-79;1504.0;-2476.0;61;?;449;?;-72
10;63;29;1275.0;-2288.0;?;-695;390;695;63
29;10;167;?;-1869.0;?;?;302;1365;10
-111;86;163;?;-1410.0;178;-2746;266;?;?
?;73;356;186.0;-846.0;?;?;?;5237;?
-556;-1666;349;-217.0;-253.0;15;-8455;390;8455;-1666
-1084;-1787;214;-624.0;492.0;-934;?;1617;?;-1787
?;?;1430;-1013.0;1243.0;-970;-6419;1909;6419;1714
-947;2578;2131;-1117.0;1788.0;32;-1730;1055;1730;2578
-1045;31;927;-1084.0;?;587;1783;?;?;31
-582;-514;480;-1167.0;?;1044;2509;?;-2509;-514
-460;?;643;-852.0;1881.0;?;3450;129;-3450;91
-633;15;392;?;?;509;4604;487;-4604;15
-285;58;405;-688.0;1032.0;367;5308;?;-5308;58
-88;707;199;-734.0;730.0;-95;5836;791;-5836;707
25;1575;-115;-531.0;521.0;?;6144;1188;-6144;1575
414;1615;-740;-525.0;488.0;-1383;7042;?;-7042;?
1056;1779;?;-523.0;428.0;-1278;7071;?;-7071;1779
1808;?;-1295;-465.0;435.0;-444;?;2184;-7156;2123
1305;1180;-2830;-444.0;570.0;?;3684;?;-3684;1180
?;2091;-976;-354.0;642.0;?;-1504;2231;1504;2091
?;?;4364;?;609.0;-2100;?;?;1598;?
?;-4013;261;9.0;517.0;957;-2405;463;2405;-4013
?;-1084;-2649;176.0;379.0;1943;-3597;?;3597;?
-1268;1651;-476;?;401.0;-974;-2126;133;2126;1651
-202;-926;-809;133.0;417.0;?;-776;938;776;-926
341;144;-139;?;?;?;6;538;-6;144
?;403;?;148.0;393.0;-55;-8;?;8;?
94;?;-173;103.0;302.0;201;-107;499;?;-24
138;281;?;194.0;-160.0;-58;-77;308;77;?
100;-89;-110;287.0;-490.0;?;-106;427;106;-89
133;15;-64;201.0;-969.0;32;-134;411;134;15
109;?;-41;351.0;-1416.0;74;-173;384;173;-7
91;?;-42;729.0;-1814.0;102;-179;380;179;-34
88;?;-64;1117.0;-2054.0;59;-300;?;300;-49
112;9;8;1289.0;-2162.0;112;-149;370;149;9
132;-208;39;1198.0;-2137.0;145;-709;310;709;-208
71;-50;66;1021.0;?;59;-1071;371;1071;-50
?;-180;109;?;-1583.0;119;?;337;1677;-180
51;-458;?;505.0;-1156.0;202;-3349;281;3349;?
?;?;71;?;-767.0;203;-4505;450;4505;-81
?;?;?;82.0;-360.0;-135;?;828;8354;-2230
-675;-2331;521;-186.0;?;-1837;-9607;2537;9607;-2331
-1081;-8;671;-265.0;?;-1438;-6184;2442;6184;?
-803;-905;-84;-177.0;964.0;1091;-3024;?;3024;?
-972;?;813;-329.0;1407.0;962;1217;288;-1217;-890
-709;15;1052;-570.0;1768.0;719;2777;333;-2777;15
-268;?;526;-445.0;1498.0;?;3653;-33;-3653;?
?;?;557;-273.0;?;283;5303;542;?;528
-138;900;445;-556.0;1396.0;171;5353;486;-5353;?
-75;?;223;-816.0;?;-233;5872;?;-5872;1447
-61;2046;-322;-782.0;895.0;-807;6239;1410;-6239;2046
360;1669;-859;-782.0;814.0;-1382;7159;1862;-7159;?
?;1757;-2079;-783.0;733.0;-837;6784;2853;-6784;1757
2422;2122;-1862;-766.0;704.0;1081;6320;2790;-6320;2122
?;939;-1963;?;785.0;3398;2883;3099;-2883;?
?;-1248;-2257;-680.0;880.0;3164;-2427;?;2427;-1248
-149;-2206;?;-597.0;855.0;-433;-1224;-1621;?;?
3456;-983;2249;-396.0;723.0;-1391;-1891;?;1891;-983
3785;?;-236;-193.0;686.0;?;-3021;2272;3021;?
204;-1994;-666;-71.0;630.0;-681;-706;1092;706;-1994
-784;-128;-770;26.0;507.0;-153;-564;?;564;-128
56;418;-219;278.0;353.0;-10;-1;?;?;?
108;131;31;?;295.0;-5;121;297;?;131
-7;221;?;?;-7.0;124;-267;413;267;?
54;-41;?;794.0;?;57;-70;361;70;-41
?;-113;?;?;-680.0;83;-212;413;212;-113
48;-68;?;?;?;75;-226;381;226;?
34;?;-112;783.0;-1324.0;85;-279;420;279;-129
11;-113;-95;1086.0;?;79;-246;?;246;-113
4;-112;-43;1393.0;-2056.0;86;?;369;339;-112
47;-204;-78;1490.0;-2288.0;?;?;?;668;-204
27;-119;-17;1443.0;?;73;-850;394;850;-119
65;-119;100;?;-2076.0;?;-1882;377;1882;-119
-16;-138;147;866.0;-1625.0;142;-3448;?;3448;-138
?;-727;360;492.0;-1111.0;548;?;-30;5531;-727
?;?;553;73.0;?;-189;-9751;?;9751;-2295
-1037;-1310;?;-395.0;?;-1843;?;2541;10168;-1310
-1348;?;?;-653.0;714.0;-1336;-6115;2383;6115;2141
-482;2464;1976;-649.0;1264.0;788;-2301;184;2301;2464
-395;486;?;-794.0;1953.0;?;1785;-124;-1785;?
-547;408;679;?;2615.0;600;3528;342;?;408
-357;?;795;-666.0;2457.0;683;4039;261;-4039;911
-322;459;?;-814.0;2113.0;123;5467;551;-5467;459
-190;1243;245;-1065.0;?;?;?;?;-6021;1243
-48;1504;?;-890.0;?;?;6379;923;-6379;1504
-8;1118;-598;-670.0;1181.0;-1181;6605;?;-6605;?
248;?;-1142;-690.0;952.0;-1070;6796;2177;?;1897
1324;243;?;-628.0;?;?;7048;2262;-7048;243
1607;2984;-2296;-580.0;700.0;3189;4598;2948;-4598;2984
1845;4026;-2013;-487.0;700.0;?;455;?;-455;?
1592;-3629;-1366;-427.0;682.0;-3763;-2705;?;?;-3629
452;-3372;-525;-284.0;583.0;-1925;?;502;4642;?
2453;595;?;-62.0;435.0;211;?;?;3886;?
?;-245;?;?;?;?;-2565;1301;2565;?
77;-406;?;?;313.0;-184;?;1272;1343;?
31;57;148;?;151.0;-207;109;177;-109;57
?;196;-21;?;194.0;-22;?;321;90;?
-34;152;-185;418.0;83.0;135;-177;447;177;152
65;?;-42;522.0;-341.0;23;?;312;59;46
-2;-6;-169;621.0;?;143;-282;430;282;?
80;-32;-80;644.0;-1039.0;43;-224;385;224;-32
32;-41;-114;586.0;-1574.0;103;-335;400;335;-41
47;5;-111;717.0;-2039.0;103;-323;402;323;5
28;-69;-103;913.0;-2366.0;55;-224;421;224;?
6;-91;?;1094.0;-2526.0;108;?;397;489;-91
57;-90;-51;?;-2544.0;64;-545;416;545;?
?;-127;59;926.0;-2306.0;155;?;258;?;-127
-41;62;151;?;-1891.0;112;?;285;?;?
-31;-32;239;391.0;-1367.0;134;-3454;260;3454;-32
-434;-882;?;?;?;?;-7203;41;7203;-882
-171;-1486;192;?;-22.0;?;-9499;1628;9499;-1486
-267;-763;331;-653.0;773.0;-2347;-10242;3073;10242;-763
?;321;?;?;?;-1260;-5824;2176;5824;321
-772;678;1483;-452.0;1749.0;568;1901;668;-1901;678
-312;?;?;?;2173.0;1160;?;-69;-2619;711
?;728;777;-232.0;?;658;3033;283;-3033;728
?;782;650;-133.0;1687.0;464;5180;502;?;?
-273;528;332;-456.0;?;479;?;315;-5265;528
-235;825;421;-632.0;1360.0;?;5485;451;-5485;825
-121;1339;-45;-582.0;1167.0;-444;6197;1006;?;?
-223;1507;-784;-604.0;1021.0;-1416;?;1814;-6849;?
712;1859;-1530;-664.0;839.0;-928;6834;?;-6834;1859
1699;1361;-2622;-617.0;751.0;-378;6421;2968;-6421;1361
1107;2658;-2403;-543.0;780.0;3870;2890;2816;-2890;?
145;?;-1902;-468.0;760.0;3132;?;?;?;990
1398;-4002;-1138;-410.0;?;-3788;-2697;1317;2697;?
1314;?;89;-257.0;?;-1799;-4009;427;4009;-2293
-2904;46;?;-112.0;473.0;?;-3649;?;3649;46
-2383;?;-2056;31.0;422.0;-570;-2260;1480;2260;-632
627;-358;?;71.0;364.0;-10;-1111;897;1111;-358
18;-75;?;133.0;231.0;-154;0;429;0;-75
?;196;-32;258.0;210.0;-40;-119;409;119;196
119;212;-17;378.0;-109.0;84;?;?;?;212
-123;-2;-120;493.0;-504.0;43;?;383;?;-2
113;-54;-25;541.0;-799.0;120;-256;?;256;-54
?;-10;-86;452.0;-1269.0;50;-226;397;226;-10
40;-46;-44;512.0;-1749.0;?;-267;391;267;-46
47;-47;-36;749.0;-2147.0;?;-264;392;?;-47
?;?;-96;1015.0;-2324.0;41;-413;450;413;6
18;-54;35;?;-2437.0;?;-595;379;595;-54
-38;-82;?;1079.0;-2358.0;?;?;437;998;-82
-25;22;180;826.0;-2099.0;159;-1546;289;?;22
38;?;137;?;-1682.0;53;-2336;330;2336;?
?;-93;129;262.0;-1172.0;212;-4760;330;4760;-93
-448;-1943;769;?;?;470;-8707;101;8707;-1943
-449;-2586;?;-308.0;92.0;?;-10588;1694;10588;?
-615;1318;1862;-510.0;693.0;-1504;-7411;2487;7411;1318
?;2679;3389;-404.0;?;?;-1425;1201;1425;?
-733;130;819;-297.0;?;837;1934;429;-1934;130
-368;334;692;-461.0;?;1007;2619;?;?;334
-330;549;921;-248.0;?;712;?;195;-3963;549
?;?;353;-223.0;?;357;?;535;-5213;601
-102;1022;580;-502.0;1495.0;-46;5857;590;-5857;1022
-54;1438;54;?;1093.0;-190;6332;959;-6332;1438
?;1777;?;-435.0;?;-707;6629;1206;?;1777
?;1320;-1002;-500.0;747.0;-1535;?;2029;-6997;?
594;1543;-2611;-622.0;621.0;?;7288;3134;-7288;1543
1389;?;-2459;-597.0;602.0;781;6833;2667;-6833;536
1045;?;-2882;?;715.0;3960;2352;3351;-2352;1019
-561;804;-477;-579.0;?;3682;-1728;630;1728;804
-2061;-2447;2574;-530.0;853.0;?;-2306;-3049;2306;-2447
-199;?;-196;-397.0;802.0;-1910;?;395;4251;-1015
2450;1386;?;-266.0;?;-765;-4347;1235;4347;1386
432;-210;661;-258.0;858.0;-105;-1742;-244;?;?
-900;?;-584;-213.0;726.0;308;-377;?;377;-601
427;317;-78;?;602.0;-68;-71;485;71;317
?;91;?;44.0;447.0;40;-108;417;108;91
?;89;?;211.0;-17.0;?;-170;405;?;89
125;16;-2;404.0;-395.0;?;-265;351;265;16
-51;-158;-122;493.0;?;114;-286;426;?;-158
128;67;-48;?;?;77;-343;407;343;?
21;-25;-74;621.0;-1647.0;85;?;415;342;-25
?;?;-59;933.0;-1967.0;54;-306;427;306;38
54;84;-75;?;-2163.0;?;-369;481;?;84
60;-58;-96;1095.0;-2251.0;?;-320;429;320;-58
55;224;-24;980.0;-2158.0;?;-736;520;?;224
118;-27;92;769.0;-1909.0;215;-2126;241;?;-27
-31;84;-11;497.0;-1547.0;168;-3841;528;3841;84
-59;?;-344;273.0;-998.0;?;-6917;?;6917;-264
?;-2093;146;99.0;-475.0;?;-10015;1201;10015;?
-833;-569;1193;-142.0;200.0;-1317;-9064;2056;9064;-569
?;1698;745;-307.0;705.0;158;-5770;?;5770;1698
145;666;475;-288.0;1065.0;?;-981;-572;981;666
?;-91;1149;-413.0;?;916;?;194;-2763;-91
-269;375;853;-366.0;1882.0;957;3020;38;-3020;375
-257;593;601;-95.0;1604.0;711;4280;226;-4280;593
?;?;515;-405.0;1431.0;121;5661;616;-5661;450
100;990;231;-770.0;1209.0;51;?;723;-5936;?
-192;1248;?;-723.0;1129.0;-566;6529;1028;-6529;1248
73;1802;-598;-697.0;?;-956;6625;1601;-6625;1802
432;?;-1374;-773.0;949.0;?;6884;2267;?;?
365;701;-2355;-761.0;?;-737;6964;2558;-6964;?
2351;?;-3043;-717.0;801.0;3152;?;3712;-4782;3798
1157;3257;-2390;-608.0;798.0;4438;337;?;-337;3257
-931;-3812;-1541;-487.0;735.0;2865;-3440;1373;3440;-3812
1719;-4019;-511;-334.0;558.0;?;?;825;?;?
3634;-69;?;?;391.0;-366;-3324;?;3324;-69
3393;?;-5;?;330.0;-1638;-2301;1261;2301;?
?;-590;?;?;296.0;-445;-634;998;634;-590
-247;894;40;?;?;64;217;175;-217;894
368;159;-145;?;136.0;-22;-136;?;136;159
0;173;-103;553.0;-42.0;61;?;388;147;173
-57;122;?;?;?;82;-122;365;122;122
?;-129;-121;766.0;-636.0;62;?;432;219;-129
-12;-96;?;787.0;?;89;-318;368;318;-96
85;-34;?;770.0;-1325.0;71;-256;430;?;-34
?;-25;-98;844.0;-1710.0;?;?;429;417;?
5;-64;-46;1003.0;-1967.0;44;-327;?;?;-64
40;?;-58;1069.0;-2107.0;73;-399;413;399;31
-8;?;-9;?;-2103.0;90;-1249;388;?;?
112;374;191;?;?;74;-1039;237;?;374
33;?;47;667.0;-1489.0;39;-3363;459;3363;-41
-71;193;57;388.0;-1025.0;345;-4399;333;4399;193
-83;-52;6;?;?;236;?;443;?;?
-349;-1491;-262;-294.0;206.0;-1109;-9488;1984;9488;-1491
-484;1617;1404;?;859.0;-1793;-7193;2713;7193;1617
-1108;2109;3601;?;?;?;-1357;2218;1357;?
-1198;-544;2909;-444.0;?;82;835;1466;-835;-544
-407;405;1164;-540.0;2034.0;552;2693;528;-2693;405
?;950;607;-365.0;1515.0;757;3295;194;?;?
?;780;498;-647.0;?;488;?;?;?;780
?;828;394;-1475.0;?;-139;?;607;-6205;?
124;1695;-18;-1662.0;-20.0;-190;6240;?;?;?
-219;1132;?;?;-1072.0;-880;?;1046;-6639;1132
?;1903;-1368;?;?;-1282;7003;2252;?;1903
144;30;50;-905.0;-436.0;118;-960;327;?;30
57;?;-23;-1073.0;?;113;-2625;405;2625;-14
90;452;380;-1310.0;-130.0;?;-4466;91;?;452
?;?;394;-1661.0;27.0;?;-8259;473;8259;-230
?;?;498;-1866.0;?;-1480;-10603;2109;10603;-1583
?;-224;1164;?;-30.0;-1539;?;2364;8524;-224
-755;?;397;?;-228.0;-30;-6081;1110;6081;1521
-513;424;479;-367.0;-360.0;951;?;217;12;424
99;-370;1186;30.0;-259.0;?;3842;-40;-3842;-370
?;296;641;609.0;-77.0;815;3411;126;-3411;296
-248;412;470;926.0;-102.0;533;5358;403;-5358;412
-291;248;394;601.0;-145.0;319;5843;597;-5843;248
?;194;182;?;?;-412;6194;959;?;194
?;872;?;477.0;333.0;-388;7212;1353;-7212;872
-477;776;-615;?;611.0;-1301;6863;1574;-6863;776
64;1253;-2126;-30.0;803.0;-1134;7535;2771;-7535;1253
577;2074;-3027;-205.0;962.0;1479;6368;3046;-6368;2074
?;?;-2757;-392.0;1181.0;3435;3546;2999;-3546;3836
2387;6293;-3580;-506.0;?;4639;3604;4132;-3604;6293
-830;-803;?;-623.0;1349.0;834;1219;94;-1219;-803
188;?;2621;-561.0;?;-2511;-3155;?;3155;-3611
4174;1312;-441;-419.0;?;-1114;?;1029;?;1312
1098;?;-1423;?;?;-1069;?;1875;1912;?
-117;-323;-338;?;363.0;-497;-555;622;555;-323
358;?;-183;-54.0;57.0;184;-32;449;32;?
-198;-441;-170;72.0;-168.0;-72;-247;373;247;-441
170;154;-195;?;-529.0;135;-345;442;345;154
-54;-310;?;?;-858.0;89;-455;365;455;-310
80;-117;-82;503.0;?;92;-522;333;?;-117
64;102;-151;647.0;-1078.0;112;-673;422;673;102
-38;111;-189;724.0;-1435.0;101;-479;483;479;111
28;83;-161;878.0;-1785.0;119;?;451;?;83
-11;?;-143;1008.0;-2113.0;93;-273;?;?;169
?;48;-124;1131.0;-2197.0;95;-499;458;499;48
17;33;-51;1067.0;?;100;-928;?;928;?
-1;380;48;812.0;-1787.0;?;?;?;?;?
-32;?;56;606.0;-1490.0;?;-4093;287;4093;-194
113;732;?;355.0;-1159.0;286;-4027;321;4027;732
-82;-773;?;146.0;-688.0;305;-5687;313;5687;-773
-255;?;506;-69.0;-29.0;-445;-9872;1091;9872;-1120
-60;2975;2921;-369.0;?;-1443;-6429;2403;?;?
-294;?;3829;?;1552.0;-308;-273;1815;273;858
-152;-734;1774;-461.0;2270.0;988;2692;?;-2692;-734
113;1028;659;-737.0;?;620;4196;244;?;1028
-40;?;795;-570.0;?;545;?;400;-4913;503
-9;?;341;?;?;?;5856;389;-5856;402
9;514;?;-701.0;?;-178;6283;804;-6283;514
29;?;126;-617.0;1099.0;-271;?;921;-6169;1255
-134;1416;-779;-685.0;868.0;?;6732;1605;-6732;1416
95;1448;?;-718.0;679.0;-1365;?;2581;?;?
528;2313;-2727;-672.0;554.0;-500;6921;2818;-6921;2313
252;?;-2470;-672.0;?;3031;4444;2625;-4444;?
-641;907;-1558;?;?;?;-1119;2130;1119;?
-814;1343;?;-618.0;777.0;?;-2913;1691;?;1343
529;-367;?;-434.0;768.0;-3089;?;1024;2994;?
-512;147;?;-223.0;635.0;?;-3839;699;3839;147
-1874;1381;?;-32.0;518.0;-586;?;1283;2925;1381
-203;-401;-978;112.0;379.0;-451;-1527;?;1527;-401
254;-87;-394;380.0;?;?;-408;682;408;?
-49;?;-172;716.0;88.0;?;-93;425;93;455
?;?;-151;920.0;-87.0;143;-198;428;198;17
-31;187;-115;?;-495.0;?;-218;375;?;187
23;?;-145;?;-722.0;109;-291;420;291;-36
66;-23;-136;1147.0;-1034.0;93;-287;410;287;?
30;5;-143;1069.0;?;101;-381;424;381;5
0;-34;-121;1067.0;-1762.0;80;-315;439;?;-34
27;-38;-132;1218.0;-2079.0;140;-271;421;271;?
70;?;?;1277.0;?;164;-295;416;295;-61
24;-34;-98;?;-2301.0;74;?;444;544;-34
?;?;26;1025.0;-2131.0;86;?;342;1158;-53
?;136;?;740.0;-1788.0;?;-1833;276;1833;136
64;357;?;419.0;?;77;-3461;589;3461;357
-170;?;-88;?;?;139;-6516;691;6516;?
?;-2641;1;-303.0;?;-531;-9485;1306;9485;-2641
?;?;635;?;612.0;?;-9025;?;9025;?
?;1994;3124;-931.0;1369.0;-1278;-4702;2368;4702;?
-16;666;4182;?;1912.0;-520;-314;?;?;666
-39;-282;1775;-1121.0;2340.0;?;2240;513;-2240;-282
-9;?;577;-1057.0;2416.0;997;?;-87;-3561;477
?;?;927;?;1838.0;312;4654;589;-4654;558
-146;531;479;-626.0;?;358;5617;485;-5617;531
-128;630;409;-725.0;1067.0;247;5815;552;?;?
-196;1262;?;-555.0;774.0;-526;6296;1148;-6296;1262
-566;736;?;-421.0;622.0;?;7185;1825;-7185;736
-118;1306;-1847;-454.0;626.0;-1307;7043;2546;-7043;1306
568;?;-3179;-460.0;587.0;165;7101;3157;-7101;?
?;2260;-2941;-401.0;?;2631;4384;2993;-4384;2260
-798;1205;-1617;-345.0;678.0;4457;?;2136;909;1205
-2000;-3808;?;-240.0;?;3826;-2672;?;2672;?
2742;-3332;-3017;-37.0;562.0;-905;-3917;?;3917;-3332
3143;-1799;-2012;151.0;?;-1937;-3823;?;3823;-1799
?;-2752;-212;?;408.0;367;-1303;?;?;-2752
-389;?;161;160.0;407.0;?;-495;341;495;-286
-38;362;49;148.0;?;-94;101;344;-101;362
?;8;?;?;427.0;194;87;377;?;8
60;290;?;171.0;299.0;-72;-337;411;337;?
?;-46;-9;?;-87.0;136;-234;372;234;-46
-73;-24;-54;?;-421.0;?;-367;409;367;-24
-139;-98;-47;242.0;-980.0;100;-322;415;322;-98
-115;-109;-78;380.0;-1516.0;?;?;459;349;-109
-160;-124;-30;656.0;-1943.0;124;?;418;456;-124
-147;-100;1;848.0;-2242.0;85;-405;?;405;-100
?;-152;-9;?;-2390.0;113;-709;410;709;-152
-103;-39;55;1037.0;?;78;-738;394;738;-39
-31;-26;43;?;-2120.0;104;-1198;387;?;-26
-122;-156;?;643.0;-1754.0;268;?;412;4128;-156
?;?;213;355.0;-1260.0;?;-7367;726;7367;?
-501;-1790;475;88.0;-648.0;-313;?;?;9126;-1790
-414;518;?;-220.0;?;-1331;-9432;2304;9432;518
-186;2319;3347;-361.0;840.0;-1451;?;2853;5408;2319
?;-209;3378;-275.0;?;537;784;1241;-784;-209
?;-69;?;-486.0;1826.0;1191;3030;?;-3030;-69
1;961;645;-444.0;2022.0;738;3570;192;-3570;961
-27;930;?;?;?;681;?;386;-4662;930
-134;663;481;?;1466.0;303;5708;465;-5708;663
?;1129;333;-640.0;1112.0;?;6274;867;-6274;1129
-201;1657;9;-612.0;940.0;-675;6461;?;-6461;1657
-714;962;-667;-601.0;825.0;?;7094;1832;-7094;962
-271;?;-2009;-685.0;?;-1496;7316;2824;-7316;2013
-247;270;?;-679.0;683.0;-122;7190;2472;-7190;270
414;?;-3052;-586.0;715.0;?;3805;?;-3805;2006
-42;4558;-1560;-530.0;878.0;?;-762;?;762;4558
?;-1572;899;-479.0;?;50;-1942;?;1942;-1572
3163;-2716;-2118;-335.0;736.0;-2570;-3786;1703;?;-2716
?;-412;-2246;-158.0;?;?;-4574;?;4574;-412
-3413;-1041;966;-79.0;?;131;?;73;1260;-1041
838;-203;631;-86.0;614.0;?;755;-465;?;-203
?;?;-124;-1.0;453.0;122;7;432;?;373
-160;231;-96;174.0;375.0;40;-206;440;206;231
163;183;-91;338.0;-91.0;68;-92;?;92;183
-294;89;?;575.0;-576.0;98;-216;416;216;89
69;-22;-39;776.0;-841.0;86;-218;356;218;-22
-135;-13;-55;822.0;-1201.0;88;?;419;286;-13
-97;-65;-59;817.0;-1563.0;103;-227;414;227;-65
-79;-102;-60;869.0;-1885.0;?;-185;408;185;-102
-67;-101;-63;972.0;-2121.0;77;-186;457;?;-101
-12;-162;-37;966.0;-2193.0;134;?;325;334;-162
-14;38;37;905.0;?;24;-722;446;722;38
?;?;33;681.0;?;?;?;?;1482;?
?;296;?;418.0;-1486.0;132;?;283;3118;296
-309;-28;198;117.0;-995.0;75;-6347;629;6347;-28
-349;-1938;38;-228.0;-365.0;64;?;671;9479;?
-328;?;1246;-537.0;355.0;?;-9325;2121;9325;-1488
-388;1169;1164;-683.0;1004.0;?;-6868;1709;6868;1169
?;1135;603;-508.0;1492.0;?;-2181;135;2181;?
-120;-101;1513;-470.0;2087.0;?;2502;?;-2502;-101
137;276;?;-434.0;2386.0;828;?;223;-3314;276
0;655;?;-204.0;1961.0;?;4221;136;-4221;655
-170;509;737;-364.0;1532.0;159;?;681;?;?
7;?;257;-581.0;1380.0;64;6139;664;?;?
-282;?;151;?;?;-416;?;996;?;1221
-411;?;-172;-524.0;820.0;-869;?;1376;-6586;?
-468;1655;?;?;?;-1347;6912;2187;-6912;1655
-905;558;-2612;-551.0;651.0;-866;7395;2974;-7395;?
739;3423;-3279;-479.0;652.0;2711;4703;?;-4703;3423
?;?;?;-364.0;723.0;?;-340;?;340;4031
-1603;-5153;-1331;-279.0;737.0;2589;?;1726;3144;?
?;?;-473;-48.0;?;820;-3537;493;3537;-8390
?;-1937;-2136;?;425.0;-1223;-3474;?;3474;-1937
3875;-1232;?;276.0;331.0;-1891;-2573;1515;2573;-1232
769;-1272;-164;293.0;?;-354;-739;402;739;-1272
-640;905;-5;347.0;79.0;237;181;431;-181;905
-37;-6;-90;444.0;18.0;-76;-37;450;37;-6
-93;141;-53;536.0;?;37;-100;397;100;?
-191;252;?;657.0;-624.0;101;-42;396;42;?
-61;?;-42;707.0;-911.0;67;-125;370;125;-71
-133;126;-61;?;-1252.0;97;-202;410;202;?
-95;-150;-40;202.0;-1578.0;88;-204;382;204;-150
-142;-69;-39;126.0;-1905.0;75;-246;?;?;-69
-136;-8;-2;212.0;-2192.0;65;-332;392;332;-8
1;-84;-8;415.0;-2452.0;127;-414;333;?;-84
-150;-145;-28;577.0;-2561.0;29;-937;464;937;-145
15;-27;234;?;-2410.0;233;-1987;?;1987;?
-206;?;129;515.0;?;161;-3380;407;3380;388
-320;-346;5;462.0;-1333.0;-53;-6190;785;6190;-346
-81;-2169;?;230.0;?;-245;?;830;9110;?
?;-1197;1052;-109.0;?;-1284;-8740;?;8740;-1197
338;1875;?;-361.0;1157.0;-857;-5063;1953;?;?
?;1403;?;?;1614.0;631;?;554;134;1403
-303;-97;941;?;2036.0;?;2457;154;-2457;-97
?;707;?;-492.0;?;1008;2828;2;-2828;?
-59;903;?;-180.0;2165.0;617;?;326;-4323;903
-245;808;544;-113.0;1895.0;?;5394;594;-5394;808
-157;?;428;-473.0;1465.0;-181;6078;757;-6078;974
-393;?;115;-581.0;1206.0;?;6235;1142;-6235;1432
