PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);CO(GT);NOx(GT);NO2(GT);NMHC(GT)
847.0;57.8;9.2;16.4;1.0669;1178.0;949.0;1653.0;?;?;-200.0;-200.0;-200.0
854.0;?;?;15.8;1.0744;1152.0;926.0;1669.0;1034.0;-200.0;-200.0;-200.0;-200.0
920.0;63.3;6.6;15.5;1.1071;1078.0;841.0;1595.0;962.0;-200.0;-200.0;?;-200.0
826.0;65.2;?;?;1.1045;1167.0;945.0;1702.0;1100.0;-200.0;-200.0;?;-200.0
?;67.3;7.8;14.5;1.1054;1111.0;?;1658.0;1047.0;-200.0;?;-200.0;-200.0
1029.0;70.1;4.2;14.1;?;988.0;722.0;1500.0;874.0;-200.0;-200.0;-200.0;-200.0
1103.0;73.3;3.4;?;1.1518;917.0;677.0;1494.0;747.0;-200.0;-200.0;-200.0;-200.0
1275.0;78.3;1.7;13.1;1.1716;850.0;562.0;1407.0;589.0;?;-200.0;-200.0;?
1238.0;78.2;2.1;13.0;1.1664;885.0;589.0;1443.0;635.0;-200.0;-200.0;-200.0;-200.0
1242.0;?;2.2;14.3;1.1328;888.0;?;1428.0;671.0;-200.0;-200.0;-200.0;-200.0
913.0;70.9;6.9;14.0;?;1101.0;852.0;1655.0;992.0;-200.0;-200.0;-200.0;-200.0
680.0;64.2;16.5;15.4;1.1123;1399.0;1195.0;1976.0;1308.0;-200.0;-200.0;?;-200.0
652.0;57.9;18.7;16.5;?;?;1260.0;1969.0;1303.0;?;-200.0;-200.0;-200.0
876.0;48.0;8.5;18.8;1.0323;1058.0;921.0;1594.0;893.0;?;-200.0;-200.0;-200.0
947.0;43.3;6.8;19.5;0.9706;990.0;846.0;1503.0;715.0;?;-200.0;-200.0;-200.0
950.0;45.5;7.5;?;0.9606;1018.0;879.0;1574.0;685.0;-200.0;-200.0;-200.0;-200.0
811.0;46.7;10.9;18.0;0.9569;1105.0;1010.0;1709.0;947.0;-200.0;-200.0;-200.0;-200.0
743.0;58.2;13.4;16.5;?;1194.0;1097.0;1847.0;1049.0;-200.0;-200.0;-200.0;-200.0
892.0;75.6;7.9;12.1;1.0662;1088.0;893.0;1565.0;741.0;-200.0;-200.0;-200.0;-200.0
872.0;75.6;8.8;11.1;0.9974;1084.0;933.0;1602.0;801.0;-200.0;-200.0;-200.0;-200.0
797.0;79.0;11.5;10.5;?;1207.0;1032.0;1701.0;?;-200.0;-200.0;-200.0;-200.0
808.0;80.5;11.8;?;0.9853;1186.0;1042.0;1684.0;1038.0;-200.0;-200.0;-200.0;-200.0
916.0;70.5;8.3;11.3;0.9389;1053.0;911.0;1528.0;889.0;-200.0;-200.0;-200.0;-200.0
921.0;71.5;7.9;10.7;?;1032.0;895.0;1508.0;879.0;-200.0;-200.0;-200.0;-200.0
960.0;74.0;6.7;9.9;0.9009;989.0;846.0;1476.0;846.0;-200.0;-200.0;-200.0;-200.0
1085.0;68.2;4.6;10.8;0.8806;930.0;745.0;1391.0;712.0;-200.0;-200.0;?;-200.0
1056.0;74.0;5.0;?;0.9176;951.0;?;?;747.0;-200.0;-200.0;-200.0;?
1017.0;77.5;5.3;10.1;0.9579;985.0;?;1444.0;791.0;-200.0;-200.0;?;?
1136.0;77.7;3.9;9.9;0.9497;?;703.0;1377.0;637.0;-200.0;-200.0;-200.0;-200.0
1222.0;80.2;2.9;9.5;0.9533;887.0;648.0;1357.0;553.0;-200.0;-200.0;-200.0;-200.0
1429.0;79.7;1.5;9.5;0.9489;806.0;544.0;1290.0;?;-200.0;-200.0;?;-200.0
1587.0;78.9;0.8;9.7;0.9487;771.0;483.0;1277.0;485.0;-200.0;-200.0;-200.0;-200.0
1523.0;80.0;1.2;9.8;0.967;802.0;519.0;1315.0;540.0;-200.0;-200.0;-200.0;-200.0
1260.0;79.6;2.9;10.0;0.98;878.0;644.0;?;685.0;-200.0;?;?;-200.0
942.0;79.4;7.6;?;0.9927;1070.0;883.0;1625.0;?;-200.0;?;-200.0;?
638.0;77.4;20.7;11.0;1.0135;1430.0;1316.0;2069.0;1382.0;-200.0;-200.0;-200.0;?
?;69.2;29.9;12.3;0.9906;1565.0;1549.0;2396.0;1645.0;-200.0;-200.0;-200.0;-200.0
637.0;60.4;20.1;14.5;0.9936;1365.0;1299.0;?;1514.0;-200.0;-200.0;-200.0;-200.0
678.0;56.3;17.1;16.0;1.0185;?;1214.0;1874.0;1509.0;-200.0;-200.0;-200.0;-200.0
648.0;51.1;19.4;18.1;1.0551;1311.0;1279.0;1991.0;?;-200.0;-200.0;-200.0;-200.0
658.0;37.5;18.7;23.0;1.0389;1302.0;1260.0;1970.0;1471.0;-200.0;-200.0;-200.0;-200.0
720.0;?;15.8;?;1.0209;1250.0;1173.0;1870.0;1282.0;-200.0;-200.0;-200.0;-200.0
859.0;37.2;10.3;21.9;0.9683;1083.0;988.0;1643.0;?;-200.0;-200.0;?;-200.0
956.0;31.4;7.9;23.8;0.9132;?;894.0;1530.0;714.0;?;-200.0;-200.0;-200.0
844.0;26.9;13.7;25.9;0.8845;?;1107.0;1742.0;940.0;-200.0;-200.0;-200.0;-200.0
712.0;29.9;19.7;25.8;0.9808;1327.0;1289.0;1938.0;1272.0;-200.0;-200.0;?;-200.0
599.0;39.5;25.3;?;1.0679;1428.0;1437.0;2156.0;1526.0;-200.0;?;-200.0;-200.0
612.0;45.0;23.9;?;1.0364;1426.0;?;2102.0;1488.0;-200.0;-200.0;-200.0;-200.0
?;47.4;20.6;17.9;0.9657;1310.0;1313.0;1958.0;1475.0;?;-200.0;?;-200.0
792.0;50.4;12.3;16.8;0.9545;1114.0;1059.0;1704.0;?;-200.0;-200.0;-200.0;-200.0
932.0;52.0;7.7;?;?;?;889.0;1550.0;933.0;-200.0;-200.0;?;-200.0
866.0;59.1;9.0;14.2;0.952;1089.0;940.0;1589.0;?;-200.0;?;-200.0;-200.0
1071.0;56.7;4.5;?;0.9111;?;740.0;1412.0;756.0;-200.0;-200.0;-200.0;-200.0
976.0;67.7;5.8;12.2;0.9625;1005.0;802.0;1474.0;952.0;-200.0;-200.0;-200.0;-200.0
1172.0;61.7;3.2;13.2;0.9328;863.0;664.0;1381.0;808.0;-200.0;-200.0;-200.0;-200.0
1197.0;?;3.0;10.9;0.9249;857.0;?;1375.0;779.0;-200.0;-200.0;-200.0;-200.0
1301.0;67.6;?;11.3;0.9038;804.0;585.0;1319.0;717.0;-200.0;-200.0;-200.0;-200.0
1160.0;71.8;3.7;10.1;0.888;871.0;?;1421.0;779.0;-200.0;-200.0;?;-200.0
887.0;70.9;8.7;10.2;0.8841;1035.0;929.0;1599.0;1009.0;-200.0;?;?;-200.0
572.0;?;27.0;?;?;1513.0;1480.0;2249.0;1595.0;-200.0;-200.0;-200.0;-200.0
478.0;?;40.3;14.0;0.9271;1726.0;1776.0;2684.0;1940.0;-200.0;-200.0;-200.0;-200.0
619.0;?;20.0;17.0;0.9646;1396.0;1296.0;?;1628.0;-200.0;-200.0;-200.0;-200.0
668.0;?;?;22.3;0.9838;1333.0;1212.0;1854.0;1573.0;-200.0;-200.0;-200.0;-200.0
849.0;30.9;11.0;24.4;0.934;1161.0;?;1642.0;1187.0;-200.0;-200.0;-200.0;-200.0
900.0;26.7;10.6;25.9;0.8771;1081.0;1000.0;1561.0;900.0;-200.0;-200.0;-200.0;-200.0
914.0;26.1;10.5;25.8;0.854;1075.0;998.0;1574.0;800.0;-200.0;-200.0;-200.0;-200.0
953.0;24.8;9.6;26.3;0.8393;1055.0;964.0;1513.0;770.0;-200.0;-200.0;?;-200.0
988.0;22.2;9.3;27.0;0.7805;1053.0;953.0;1483.0;758.0;-200.0;-200.0;-200.0;-200.0
944.0;?;12.7;27.3;0.7308;1087.0;1075.0;1558.0;886.0;-200.0;-200.0;-200.0;-200.0
765.0;24.1;19.8;25.8;0.7912;?;1291.0;1838.0;1219.0;-200.0;-200.0;-200.0;-200.0
601.0;28.9;32.5;25.3;0.9151;1625.0;1608.0;2271.0;1725.0;-200.0;-200.0;?;-200.0
584.0;33.7;33.6;23.8;0.9786;1649.0;1633.0;2328.0;1745.0;-200.0;?;-200.0;-200.0
635.0;36.0;26.0;21.4;0.9059;1443.0;1455.0;2073.0;1600.0;-200.0;?;-200.0;-200.0
753.0;39.5;16.4;19.8;0.9016;1209.0;1193.0;1737.0;1310.0;-200.0;?;-200.0;-200.0
847.0;42.1;10.6;19.2;0.9273;1105.0;1000.0;1573.0;1208.0;-200.0;-200.0;?;?
?;45.8;7.1;18.8;?;1020.0;863.0;1492.0;?;-200.0;-200.0;-200.0;-200.0
973.0;?;6.4;17.1;0.9828;991.0;828.0;1469.0;?;-200.0;-200.0;-200.0;-200.0
1058.0;53.4;4.6;16.2;0.9775;937.0;741.0;1420.0;?;?;-200.0;-200.0;-200.0
1141.0;53.5;3.0;16.0;0.9691;?;654.0;1377.0;819.0;-200.0;-200.0;-200.0;-200.0
1242.0;59.2;2.2;14.3;0.9601;843.0;?;1341.0;?;?;-200.0;-200.0;-200.0
1295.0;62.6;1.7;13.3;0.9498;819.0;565.0;?;?;-200.0;-200.0;-200.0;-200.0
1276.0;59.5;2.2;13.4;0.9097;834.0;596.0;1335.0;727.0;-200.0;-200.0;?;-200.0
990.0;64.1;5.7;12.2;0.9062;977.0;800.0;1474.0;926.0;-200.0;?;-200.0;?
?;?;13.8;?;0.9029;1234.0;1109.0;?;1194.0;-200.0;-200.0;-200.0;-200.0
623.0;53.2;21.6;15.2;0.9107;1403.0;1340.0;2003.0;1502.0;-200.0;-200.0;-200.0;-200.0
593.0;41.6;26.1;?;0.9154;?;1458.0;2186.0;1743.0;-200.0;-200.0;-200.0;-200.0
?;30.6;?;23.7;0.8854;1343.0;1299.0;1945.0;1542.0;-200.0;-200.0;-200.0;?
766.0;26.8;15.4;26.1;0.8921;?;1162.0;1731.0;1354.0;-200.0;-200.0;-200.0;-200.0
814.0;24.4;13.6;28.1;0.9138;1201.0;1102.0;?;1175.0;-200.0;-200.0;-200.0;-200.0
893.0;23.9;11.1;28.3;0.906;1121.0;1020.0;1585.0;?;-200.0;-200.0;-200.0;?
908.0;21.0;12.2;28.0;0.7814;1087.0;1055.0;?;818.0;-200.0;-200.0;-200.0;-200.0
824.0;16.4;17.5;30.8;0.7167;1165.0;1225.0;1676.0;1028.0;-200.0;-200.0;-200.0;-200.0
?;16.2;19.1;31.3;0.7262;1224.0;1270.0;1739.0;1113.0;-200.0;-200.0;-200.0;-200.0
679.0;20.5;?;29.4;0.8262;1431.0;1482.0;?;1431.0;-200.0;-200.0;-200.0;-200.0
661.0;24.3;28.3;25.8;0.794;1433.0;1510.0;2038.0;1503.0;-200.0;-200.0;-200.0;-200.0
587.0;29.5;35.0;23.8;0.8559;1527.0;1664.0;2238.0;1775.0;-200.0;-200.0;-200.0;-200.0
701.0;34.8;?;22.0;0.908;1387.0;1361.0;?;1505.0;-200.0;-200.0;-200.0;-200.0
835.0;37.4;13.5;20.2;0.8748;1158.0;1100.0;1659.0;1211.0;-200.0;-200.0;-200.0;-200.0
982.0;38.8;8.2;19.3;0.8559;1009.0;907.0;1466.0;872.0;-200.0;-200.0;-200.0;-200.0
976.0;43.7;7.8;17.9;0.8856;1026.0;890.0;1467.0;855.0;-200.0;-200.0;-200.0;-200.0
873.0;47.9;10.0;17.2;?;1119.0;979.0;1593.0;1170.0;?;-200.0;?;-200.0
958.0;49.7;6.6;16.3;0.916;1000.0;839.0;1467.0;1024.0;-200.0;-200.0;-200.0;-200.0
1155.0;46.5;3.4;16.7;0.8755;866.0;675.0;1337.0;841.0;-200.0;-200.0;-200.0;-200.0
1202.0;53.0;2.8;?;0.8775;848.0;?;1325.0;760.0;-200.0;-200.0;-200.0;-200.0
1213.0;53.9;2.3;14.1;0.8633;844.0;608.0;1314.0;803.0;-200.0;-200.0;-200.0;-200.0
1186.0;?;2.9;14.2;0.8413;852.0;646.0;1321.0;793.0;0.6;59.0;59.0;46.0
1041.0;55.4;4.9;14.3;0.9003;923.0;757.0;1418.0;906.0;0.8;72.0;67.0;56.0
627.0;58.0;22.6;14.0;?;?;?;?;1541.0;4.0;244.0;95.0;452.0
523.0;53.3;31.1;15.4;0.9289;1662.0;1576.0;2417.0;1861.0;5.6;351.0;123.0;880.0
621.0;42.1;22.1;19.1;0.9233;1553.0;1354.0;2030.0;1895.0;5.0;358.0;142.0;759.0
?;31.0;18.3;23.7;0.8968;1423.0;?;1887.0;?;3.2;245.0;142.0;394.0
677.0;25.7;?;26.9;0.8942;1458.0;1350.0;1947.0;1731.0;3.8;240.0;169.0;639.0
728.0;20.6;20.1;29.7;0.8478;1349.0;1299.0;1838.0;1402.0;3.3;179.0;142.0;541.0
757.0;21.5;18.9;29.2;0.8573;?;1265.0;1835.0;?;3.0;160.0;136.0;468.0
?;20.1;20.6;29.6;0.8181;?;1312.0;1865.0;1342.0;3.2;174.0;147.0;483.0
680.0;19.4;25.3;30.0;?;?;1438.0;1953.0;?;4.4;260.0;196.0;682.0
679.0;?;25.8;29.5;0.8136;1497.0;1449.0;1985.0;1532.0;?;281.0;?;698.0
599.0;26.8;30.6;27.0;0.9403;1645.0;?;2228.0;1909.0;?;284.0;177.0;832.0
615.0;30.8;27.1;24.9;0.954;1557.0;1483.0;2087.0;1757.0;4.8;250.0;164.0;872.0
557.0;36.7;32.5;23.1;1.0244;1747.0;1608.0;2335.0;1983.0;5.6;281.0;161.0;899.0
660.0;40.8;20.8;21.5;1.0333;1482.0;1319.0;1975.0;?;4.6;?;146.0;692.0
816.0;41.5;10.9;20.5;0.9864;1211.0;1010.0;1619.0;1246.0;1.8;98.0;98.0;?
770.0;44.9;13.0;19.2;0.9875;1294.0;1083.0;1687.0;1321.0;2.2;121.0;108.0;208.0
777.0;?;11.8;18.8;1.0221;?;1043.0;1659.0;1375.0;2.0;110.0;?;204.0
736.0;49.7;13.4;18.2;?;1402.0;1098.0;1729.0;1456.0;2.8;?;113.0;240.0
707.0;57.4;13.4;16.1;1.0451;1349.0;1097.0;1763.0;1442.0;2.6;148.0;100.0;251.0
827.0;55.3;9.0;16.3;1.0178;1161.0;938.0;1597.0;1243.0;1.8;109.0;?;173.0
916.0;?;5.8;15.7;0.9483;?;802.0;1481.0;1078.0;1.1;-200.0;-200.0;113.0
1045.0;49.8;3.8;16.9;0.9514;?;700.0;1430.0;939.0;?;45.0;60.0;55.0
1045.0;57.7;3.7;?;0.9644;933.0;697.0;1403.0;937.0;0.7;?;65.0;65.0
931.0;59.7;5.7;14.0;0.9499;1021.0;800.0;1483.0;1019.0;0.9;75.0;64.0;119.0
794.0;56.8;10.0;14.6;0.9385;1134.0;979.0;?;1140.0;1.5;106.0;73.0;151.0
681.0;51.9;15.0;16.7;0.9788;?;?;1838.0;1351.0;2.5;166.0;86.0;305.0
685.0;45.0;15.6;20.0;1.039;1409.0;1169.0;1874.0;1459.0;3.0;?;105.0;415.0
787.0;33.7;12.3;?;0.9837;1301.0;1059.0;1727.0;1297.0;2.6;161.0;107.0;321.0
765.0;29.5;14.4;26.8;1.0209;1354.0;1130.0;1808.0;1291.0;?;139.0;114.0;358.0
738.0;32.4;14.6;27.2;1.1493;1391.0;1136.0;1840.0;1296.0;2.6;134.0;105.0;350.0
879.0;32.1;?;26.9;1.1217;1200.0;929.0;1623.0;972.0;1.9;84.0;74.0;238.0
798.0;41.8;11.0;?;1.2561;1338.0;1016.0;1766.0;1194.0;?;98.0;?;215.0
884.0;36.0;9.0;25.6;1.1629;1223.0;938.0;1610.0;880.0;1.7;91.0;89.0;192.0
845.0;31.8;?;27.0;1.1176;1278.0;1003.0;1691.0;909.0;1.9;99.0;95.0;205.0
860.0;31.6;9.9;27.5;1.1417;1257.0;973.0;1634.0;839.0;1.8;90.0;93.0;165.0
725.0;38.1;15.7;24.9;1.1838;1497.0;1171.0;1899.0;1248.0;2.8;147.0;123.0;283.0
661.0;39.7;?;23.4;1.1276;?;1280.0;1970.0;?;?;177.0;134.0;467.0
651.0;50.8;16.8;?;?;1503.0;1203.0;1863.0;1502.0;3.4;162.0;126.0;485.0
906.0;73.5;?;15.6;1.2953;1169.0;850.0;1584.0;873.0;2.0;88.0;?;202.0
1157.0;79.7;?;12.9;1.1774;1007.0;650.0;1404.0;528.0;1.1;53.0;54.0;64.0
1157.0;76.9;3.2;?;1.0436;1004.0;667.0;1365.0;?;1.3;68.0;69.0;71.0
1181.0;66.8;?;12.2;0.9455;967.0;661.0;?;463.0;1.2;61.0;67.0;84.0
1131.0;64.1;3.9;12.4;0.9209;984.0;?;1359.0;494.0;1.3;71.0;73.0;70.0
1161.0;58.7;3.6;12.7;0.8605;931.0;689.0;1317.0;503.0;1.0;63.0;73.0;61.0
1083.0;58.6;4.5;12.6;0.8529;966.0;737.0;1363.0;581.0;1.3;-200.0;-200.0;92.0
1535.0;51.2;1.2;12.5;0.7374;777.0;521.0;1121.0;?;-200.0;23.0;33.0;40.0
1783.0;50.9;0.7;12.5;?;?;471.0;?;305.0;0.3;14.0;20.0;20.0
1718.0;49.3;1.1;12.8;0.7285;804.0;505.0;1148.0;329.0;0.5;34.0;37.0;31.0
1496.0;48.6;1.4;13.5;0.7487;830.0;535.0;1184.0;375.0;0.6;?;50.0;41.0
1476.0;45.9;1.6;14.4;0.7476;?;553.0;?;373.0;0.6;40.0;45.0;40.0
1370.0;43.9;2.3;15.1;0.7487;875.0;603.0;1206.0;385.0;0.8;?;48.0;35.0
1346.0;38.6;2.5;16.6;0.7236;882.0;621.0;1216.0;403.0;1.0;61.0;56.0;44.0
?;35.0;2.7;17.2;0.6789;862.0;635.0;1193.0;393.0;0.9;58.0;58.0;?
1290.0;33.9;?;17.4;0.6683;?;?;1185.0;388.0;1.0;57.0;52.0;66.0
1389.0;?;2.2;17.9;0.6234;830.0;596.0;1145.0;371.0;0.8;?;52.0;46.0
1488.0;?;2.0;18.3;0.5675;807.0;584.0;1104.0;347.0;0.7;41.0;44.0;50.0
1343.0;25.7;3.4;19.4;0.5738;?;675.0;1181.0;396.0;0.9;57.0;59.0;51.0
1274.0;24.1;4.5;20.2;?;931.0;739.0;1219.0;474.0;1.3;83.0;74.0;64.0
1228.0;24.9;4.7;?;0.5625;918.0;748.0;1219.0;505.0;1.4;81.0;76.0;138.0
1122.0;27.8;6.0;18.5;0.5843;1001.0;811.0;1344.0;625.0;1.5;98.0;83.0;137.0
883.0;30.3;11.7;17.8;?;1169.0;1039.0;1550.0;?;?;124.0;?;303.0
976.0;34.0;8.2;16.6;0.6353;1085.0;907.0;1419.0;893.0;2.5;133.0;101.0;204.0
1103.0;37.0;?;15.5;0.6447;940.0;769.0;?;731.0;1.4;100.0;?;95.0
875.0;39.5;?;14.8;0.6595;1126.0;1083.0;1654.0;955.0;2.8;?;93.0;347.0
?;42.0;7.0;14.5;0.6896;978.0;858.0;1379.0;761.0;2.1;102.0;79.0;252.0
1192.0;44.9;3.9;14.1;0.7206;893.0;703.0;1283.0;515.0;1.1;55.0;57.0;66.0
1361.0;45.5;2.2;14.2;?;838.0;601.0;1220.0;434.0;0.7;33.0;43.0;45.0
1513.0;45.3;1.3;14.1;0.7247;803.0;527.0;1152.0;369.0;0.4;17.0;25.0;36.0
1722.0;?;0.8;14.0;0.7038;?;477.0;1115.0;335.0;0.3;-200.0;-200.0;26.0
1826.0;43.0;0.6;14.1;0.689;767.0;454.0;1091.0;319.0;-200.0;10.0;17.0;17.0
1575.0;43.9;1.2;13.9;0.6923;809.0;521.0;1158.0;378.0;?;35.0;44.0;?
1271.0;43.8;3.4;14.0;0.6959;898.0;676.0;1307.0;517.0;0.8;70.0;?;60.0
982.0;43.6;?;?;0.7113;1053.0;880.0;1464.0;786.0;1.9;116.0;91.0;155.0
?;41.7;8.9;15.0;0.7093;1033.0;934.0;1490.0;844.0;2.1;134.0;89.0;235.0
1080.0;38.4;5.3;16.3;0.7052;941.0;780.0;1343.0;?;1.4;113.0;84.0;89.0
1102.0;32.3;5.4;18.3;0.676;941.0;782.0;1328.0;668.0;1.4;110.0;83.0;?
?;31.7;5.2;?;0.6821;917.0;772.0;1311.0;605.0;1.3;98.0;78.0;101.0
1038.0;30.9;6.6;19.6;0.6968;?;837.0;1413.0;646.0;1.5;96.0;80.0;109.0
1018.0;30.7;6.9;20.2;0.7176;994.0;851.0;1436.0;640.0;1.6;95.0;75.0;143.0
1065.0;?;5.4;19.7;0.7396;942.0;?;1365.0;571.0;1.3;?;77.0;104.0
?;31.6;6.0;20.7;0.7602;?;810.0;1395.0;605.0;1.4;86.0;77.0;107.0
1034.0;32.7;6.4;20.0;0.7545;984.0;832.0;1410.0;636.0;1.5;91.0;81.0;133.0
864.0;35.4;10.7;18.6;0.7535;1116.0;1003.0;1625.0;886.0;2.2;119.0;101.0;171.0
787.0;35.9;13.9;18.3;0.7501;1181.0;1114.0;1685.0;1032.0;3.2;147.0;119.0;405.0
811.0;37.5;12.5;17.8;0.7568;1163.0;1068.0;1616.0;977.0;3.0;135.0;111.0;334.0
907.0;38.8;9.3;17.3;0.7584;?;950.0;?;924.0;2.6;124.0;109.0;236.0
1000.0;38.8;6.7;17.3;0.7596;1017.0;842.0;1441.0;846.0;1.6;89.0;101.0;99.0
1057.0;40.8;5.3;16.4;0.7542;?;778.0;1359.0;755.0;1.5;79.0;?;93.0
1158.0;41.4;4.0;16.0;0.7487;924.0;709.0;1318.0;610.0;1.2;63.0;75.0;82.0
1351.0;43.0;2.2;15.4;?;861.0;601.0;1225.0;439.0;0.8;39.0;51.0;51.0
1424.0;42.5;1.7;15.7;0.7539;826.0;560.0;1197.0;402.0;0.7;25.0;39.0;41.0
1385.0;43.4;1.6;15.6;0.7651;846.0;557.0;1212.0;406.0;?;19.0;32.0;31.0
1423.0;45.8;?;15.2;0.7864;842.0;545.0;1224.0;424.0;0.5;?;-200.0;41.0
1236.0;49.9;2.5;14.7;0.828;909.0;617.0;1302.0;558.0;-200.0;34.0;49.0;41.0
1143.0;47.3;?;15.5;0.8282;930.0;670.0;1339.0;746.0;0.7;58.0;68.0;38.0
843.0;53.1;8.9;14.4;0.8677;1120.0;935.0;1593.0;1126.0;1.4;112.0;76.0;111.0
589.0;48.5;23.4;15.9;0.8704;1518.0;1389.0;2101.0;1703.0;4.1;314.0;122.0;584.0
630.0;40.3;23.8;18.1;0.8294;1461.0;?;2050.0;1628.0;4.6;240.0;129.0;633.0
938.0;?;7.9;19.6;0.81;?;896.0;1487.0;936.0;1.9;128.0;94.0;145.0
968.0;29.1;8.2;22.8;0.796;?;908.0;1455.0;890.0;1.9;141.0;99.0;155.0
979.0;25.3;?;24.8;0.7793;1066.0;931.0;1474.0;757.0;1.7;?;81.0;?
829.0;22.0;?;?;0.7785;1179.0;1137.0;1651.0;949.0;2.4;132.0;87.0;255.0
773.0;20.4;18.0;28.2;?;1251.0;1238.0;1779.0;1109.0;3.0;150.0;?;411.0
898.0;24.2;12.0;25.4;0.7733;1120.0;1048.0;1560.0;870.0;2.0;121.0;95.0;?
840.0;23.8;14.8;25.7;0.7737;1187.0;1142.0;1651.0;1011.0;2.7;149.0;110.0;277.0
903.0;22.1;12.5;27.2;0.7811;1145.0;1066.0;1592.0;885.0;2.2;120.0;99.0;259.0
817.0;22.3;15.5;27.0;0.786;1215.0;1164.0;1689.0;1015.0;?;155.0;?;274.0
766.0;27.8;17.7;24.5;0.8433;1317.0;1231.0;1798.0;1155.0;3.4;172.0;127.0;377.0
702.0;30.2;21.6;23.7;0.8718;1388.0;1341.0;1955.0;1315.0;3.9;177.0;131.0;457.0
716.0;34.5;18.9;21.5;0.8746;1295.0;1266.0;1849.0;1359.0;3.6;181.0;137.0;?
811.0;37.8;12.5;19.9;0.8675;?;1066.0;1651.0;1194.0;2.5;?;122.0;279.0
905.0;40.6;8.8;?;0.8771;1078.0;932.0;1511.0;951.0;1.8;99.0;?;137.0
806.0;43.5;10.9;17.9;0.884;1133.0;1012.0;?;1054.0;2.0;111.0;?;203.0
?;46.3;8.0;17.4;0.9112;1055.0;899.0;1504.0;980.0;1.3;72.0;83.0;101.0
999.0;44.7;4.4;18.1;0.9186;953.0;735.0;1396.0;898.0;1.0;54.0;?;86.0
1139.0;?;2.8;16.5;0.9331;892.0;639.0;1359.0;803.0;0.6;41.0;64.0;51.0
?;56.9;2.7;14.2;0.9141;895.0;632.0;1347.0;684.0;0.6;-200.0;?;47.0
?;56.2;2.2;14.7;0.9341;859.0;?;1321.0;?;-200.0;24.0;?;35.0
1191.0;52.8;2.5;16.3;0.9722;856.0;619.0;1345.0;677.0;0.5;29.0;39.0;33.0
892.0;60.7;?;13.9;?;1030.0;?;1539.0;996.0;1.1;76.0;?;95.0
529.0;58.3;30.4;15.0;0.9876;1689.0;1560.0;2396.0;1736.0;5.5;?;104.0;?
571.0;54.8;22.0;16.1;0.996;1486.0;1351.0;?;1692.0;4.2;?;100.0;588.0
577.0;46.4;24.7;19.3;1.0248;1592.0;?;2155.0;2108.0;4.6;322.0;146.0;658.0
692.0;33.8;18.4;24.2;1.0097;1469.0;1252.0;1903.0;1807.0;3.4;255.0;155.0;372.0
723.0;28.7;16.8;26.7;0.9895;1364.0;1205.0;1850.0;?;2.8;196.0;139.0;?
755.0;28.2;?;27.4;?;1285.0;1123.0;1741.0;1293.0;2.5;136.0;121.0;333.0
748.0;26.9;15.7;28.1;1.0094;1311.0;1170.0;1787.0;1219.0;?;119.0;108.0;293.0
684.0;26.5;21.9;?;0.9693;?;1348.0;1969.0;1330.0;3.2;?;126.0;511.0
701.0;23.4;20.8;28.4;0.8935;1387.0;1318.0;1890.0;1299.0;3.5;197.0;145.0;559.0
768.0;26.0;?;28.4;0.9922;1329.0;1185.0;1750.0;1111.0;2.9;140.0;121.0;375.0
680.0;30.0;19.8;27.3;1.0752;1496.0;?;1878.0;?;3.6;178.0;145.0;509.0
567.0;37.3;28.9;24.3;1.1199;1676.0;1525.0;2226.0;1653.0;4.8;223.0;160.0;790.0
562.0;42.2;28.3;23.1;1.1746;1724.0;1510.0;2252.0;1716.0;5.4;222.0;155.0;816.0
597.0;?;24.9;21.8;1.1226;1642.0;1426.0;2117.0;1720.0;5.3;265.0;162.0;804.0
764.0;46.8;?;19.8;1.0702;1267.0;1088.0;1740.0;1339.0;2.7;?;129.0;332.0
845.0;49.8;8.6;19.6;1.1221;?;?;1575.0;1166.0;1.4;79.0;96.0;156.0
788.0;56.2;9.5;17.9;?;1216.0;960.0;1662.0;1256.0;1.6;87.0;92.0;143.0
838.0;55.6;7.8;17.4;1.0963;1128.0;891.0;1574.0;1125.0;1.5;88.0;89.0;117.0
?;59.5;5.2;16.8;1.1269;?;772.0;1495.0;968.0;1.0;51.0;61.0;84.0
1115.0;60.1;2.8;15.9;1.0806;926.0;639.0;1409.0;814.0;0.6;34.0;54.0;60.0
1154.0;?;2.3;15.6;1.0784;898.0;608.0;1386.0;743.0;0.4;-200.0;-200.0;76.0
1168.0;63.4;2.5;14.6;?;889.0;617.0;1382.0;758.0;-200.0;31.0;44.0;40.0
1038.0;67.0;4.4;13.3;1.0203;959.0;734.0;1470.0;861.0;?;76.0;57.0;?
?;66.5;9.4;12.9;0.9846;1097.0;956.0;1620.0;?;1.5;139.0;68.0;148.0
539.0;61.3;29.8;14.8;1.0237;1674.0;1547.0;2405.0;1665.0;4.9;293.0;95.0;?
?;56.5;36.2;16.1;1.0274;1771.0;1690.0;2572.0;1982.0;7.2;368.0;125.0;1129.0
648.0;?;18.0;18.6;1.0143;1408.0;1241.0;1886.0;1711.0;3.5;?;135.0;475.0
875.0;30.2;10.9;23.8;0.8771;1156.0;1009.0;1583.0;1204.0;2.1;145.0;?;220.0
