PT08.S3(NOx);PT08.S1(CO);PT08.S5(O3);CO(GT);NOx(GT);NO2(GT);NMHC(GT);PT08.S2(NMHC);PT08.S4(NO2);RH;C6H6(GT);T;AH
?;1304.0;1219.0;-200.0;?;-200.0;?;1291.0;1838.0;24.1;19.8;?;0.7912
?;1625.0;?;-200.0;?;-200.0;-200.0;1608.0;2271.0;28.9;32.5;25.3;0.9151
584.0;1649.0;1745.0;-200.0;-200.0;?;-200.0;1633.0;2328.0;33.7;33.6;?;0.9786
635.0;1443.0;?;-200.0;?;?;-200.0;1455.0;2073.0;36.0;?;?;0.9059
?;1209.0;1310.0;-200.0;-200.0;-200.0;-200.0;1193.0;1737.0;?;16.4;19.8;0.9016
847.0;1105.0;1208.0;-200.0;?;-200.0;?;1000.0;1573.0;?;?;19.2;0.9273
933.0;1020.0;1074.0;-200.0;-200.0;?;-200.0;863.0;1492.0;45.8;7.1;18.8;?
973.0;991.0;?;-200.0;-200.0;?;-200.0;828.0;1469.0;50.8;6.4;17.1;?
?;937.0;?;-200.0;-200.0;?;-200.0;741.0;1420.0;53.4;4.6;16.2;0.9775
1141.0;882.0;819.0;-200.0;-200.0;?;?;654.0;1377.0;?;?;16.0;?
1242.0;843.0;727.0;-200.0;-200.0;-200.0;-200.0;597.0;1341.0;59.2;2.2;14.3;0.9601
?;819.0;694.0;?;-200.0;-200.0;-200.0;?;?;62.6;1.7;?;0.9498
1276.0;834.0;727.0;-200.0;-200.0;?;-200.0;596.0;1335.0;59.5;?;?;0.9097
990.0;977.0;926.0;-200.0;-200.0;-200.0;-200.0;800.0;1474.0;64.1;5.7;12.2;0.9062
?;1234.0;1194.0;-200.0;-200.0;-200.0;-200.0;1109.0;1729.0;57.2;13.8;13.9;?
623.0;1403.0;1502.0;-200.0;-200.0;-200.0;-200.0;1340.0;2003.0;53.2;?;?;0.9107
593.0;?;?;-200.0;-200.0;-200.0;-200.0;?;?;41.6;26.1;19.2;0.9154
694.0;1343.0;1542.0;-200.0;-200.0;-200.0;-200.0;1299.0;1945.0;30.6;?;23.7;?
766.0;1243.0;1354.0;-200.0;-200.0;-200.0;-200.0;1162.0;1731.0;?;15.4;26.1;0.8921
814.0;1201.0;1175.0;-200.0;-200.0;-200.0;-200.0;?;1682.0;24.4;?;?;0.9138
893.0;1121.0;?;?;?;-200.0;?;1020.0;1585.0;23.9;11.1;28.3;0.906
?;?;818.0;-200.0;-200.0;-200.0;?;?;1562.0;21.0;12.2;28.0;0.7814
824.0;1165.0;1028.0;-200.0;-200.0;-200.0;-200.0;1225.0;1676.0;16.4;?;30.8;0.7167
806.0;1224.0;1113.0;-200.0;-200.0;-200.0;-200.0;1270.0;?;16.2;19.1;31.3;0.7262
?;1431.0;1431.0;-200.0;-200.0;-200.0;?;1482.0;2025.0;20.5;27.1;?;0.8262
?;1433.0;1503.0;-200.0;-200.0;-200.0;-200.0;1510.0;2038.0;24.3;?;?;0.794
587.0;1527.0;1775.0;-200.0;-200.0;-200.0;-200.0;1664.0;2238.0;?;?;23.8;0.8559
701.0;1387.0;1505.0;-200.0;-200.0;-200.0;-200.0;?;1932.0;34.8;22.4;22.0;0.908
835.0;?;1211.0;?;-200.0;-200.0;-200.0;1100.0;1659.0;37.4;?;20.2;0.8748
?;?;872.0;?;-200.0;-200.0;-200.0;907.0;1466.0;38.8;8.2;19.3;?
976.0;?;855.0;-200.0;-200.0;?;-200.0;890.0;?;43.7;7.8;17.9;0.8856
873.0;1119.0;1170.0;-200.0;-200.0;-200.0;-200.0;979.0;1593.0;47.9;10.0;17.2;?
958.0;?;?;-200.0;-200.0;-200.0;-200.0;839.0;1467.0;49.7;6.6;16.3;0.916
1155.0;866.0;841.0;?;?;-200.0;?;675.0;1337.0;46.5;3.4;?;0.8755
1202.0;848.0;760.0;-200.0;-200.0;-200.0;-200.0;?;1325.0;53.0;2.8;14.6;?
1213.0;844.0;803.0;-200.0;-200.0;-200.0;?;608.0;1314.0;?;2.3;14.1;0.8633
?;852.0;793.0;0.6;59.0;?;46.0;?;1321.0;52.2;2.9;14.2;0.8413
1041.0;?;906.0;0.8;72.0;67.0;?;757.0;1418.0;55.4;4.9;14.3;0.9003
627.0;1490.0;?;?;244.0;?;452.0;1368.0;2119.0;58.0;22.6;14.0;0.9202
523.0;1662.0;?;5.6;?;123.0;880.0;1576.0;?;53.3;31.1;?;0.9289
621.0;?;?;5.0;358.0;?;759.0;1354.0;2030.0;42.1;22.1;19.1;0.9233
706.0;?;?;?;245.0;142.0;394.0;1247.0;1887.0;31.0;18.3;?;0.8968
677.0;1458.0;?;3.8;240.0;169.0;639.0;1350.0;1947.0;?;22.0;?;0.8942
728.0;1349.0;1402.0;3.3;?;142.0;?;1299.0;1838.0;20.6;20.1;29.7;0.8478
?;1326.0;1246.0;3.0;160.0;136.0;468.0;1265.0;1835.0;21.5;18.9;29.2;0.8573
729.0;1356.0;1342.0;3.2;174.0;147.0;483.0;1312.0;1865.0;20.1;20.6;29.6;0.8181
680.0;1460.0;1489.0;4.4;260.0;196.0;682.0;1438.0;1953.0;19.4;?;30.0;0.81
679.0;1497.0;1532.0;4.6;281.0;186.0;698.0;1449.0;1985.0;20.1;25.8;29.5;0.8136
599.0;1645.0;1909.0;5.2;284.0;177.0;832.0;1566.0;?;?;30.6;27.0;0.9403
?;1557.0;1757.0;4.8;250.0;164.0;872.0;1483.0;2087.0;30.8;27.1;24.9;0.954
?;1747.0;?;5.6;281.0;?;899.0;1608.0;2335.0;36.7;32.5;23.1;?
660.0;1482.0;?;4.6;230.0;146.0;692.0;1319.0;1975.0;40.8;20.8;21.5;?
816.0;1211.0;1246.0;1.8;98.0;98.0;145.0;1010.0;1619.0;41.5;10.9;?;?
770.0;1294.0;1321.0;2.2;121.0;108.0;208.0;1083.0;1687.0;44.9;13.0;19.2;0.9875
?;1300.0;1375.0;2.0;110.0;107.0;204.0;1043.0;?;47.7;11.8;18.8;1.0221
?;1402.0;1456.0;2.8;?;?;240.0;1098.0;1729.0;49.7;13.4;?;1.0284
707.0;1349.0;1442.0;2.6;148.0;100.0;251.0;1097.0;1763.0;?;13.4;16.1;1.0451
827.0;1161.0;1243.0;1.8;109.0;87.0;?;938.0;1597.0;55.3;?;16.3;1.0178
916.0;1022.0;1078.0;1.1;-200.0;-200.0;113.0;?;1481.0;53.6;5.8;?;?
1045.0;948.0;939.0;-200.0;45.0;60.0;55.0;700.0;1430.0;49.8;3.8;16.9;0.9514
1045.0;933.0;937.0;0.7;71.0;65.0;65.0;697.0;?;57.7;?;14.8;?
931.0;1021.0;1019.0;0.9;75.0;64.0;119.0;800.0;1483.0;59.7;5.7;14.0;0.9499
794.0;1134.0;1140.0;1.5;106.0;?;?;?;?;56.8;10.0;14.6;0.9385
681.0;1311.0;1351.0;2.5;166.0;86.0;305.0;1147.0;1838.0;51.9;15.0;16.7;0.9788
685.0;?;1459.0;3.0;188.0;105.0;415.0;1169.0;1874.0;45.0;?;20.0;?
?;1301.0;1297.0;2.6;161.0;107.0;321.0;1059.0;?;33.7;12.3;23.9;?
765.0;1354.0;1291.0;2.6;139.0;?;?;1130.0;1808.0;29.5;14.4;?;?
738.0;?;1296.0;2.6;134.0;105.0;?;?;1840.0;32.4;14.6;?;1.1493
?;1200.0;972.0;1.9;84.0;74.0;238.0;929.0;1623.0;32.1;8.7;26.9;?
798.0;1338.0;?;2.0;98.0;95.0;?;1016.0;1766.0;41.8;11.0;24.3;1.2561
?;1223.0;880.0;1.7;91.0;89.0;192.0;938.0;1610.0;36.0;9.0;?;1.1629
845.0;1278.0;?;1.9;99.0;95.0;205.0;?;1691.0;31.8;?;?;1.1176
860.0;?;839.0;?;?;93.0;?;973.0;1634.0;31.6;?;27.5;1.1417
?;?;?;2.8;147.0;123.0;283.0;?;1899.0;38.1;15.7;?;?
661.0;1567.0;1476.0;3.5;177.0;134.0;467.0;1280.0;1970.0;39.7;19.4;23.4;?
651.0;?;?;3.4;?;126.0;485.0;1203.0;1863.0;50.8;16.8;?;?
906.0;1169.0;873.0;2.0;88.0;79.0;202.0;850.0;1584.0;73.5;6.8;15.6;1.2953
1157.0;1007.0;528.0;1.1;?;54.0;64.0;650.0;1404.0;79.7;3.0;?;1.1774
?;1004.0;492.0;?;68.0;69.0;71.0;667.0;1365.0;76.9;3.2;?;?
1181.0;967.0;463.0;1.2;61.0;67.0;84.0;661.0;?;66.8;3.1;12.2;0.9455
1131.0;?;494.0;1.3;71.0;73.0;70.0;?;?;64.1;?;12.4;0.9209
1161.0;931.0;503.0;1.0;?;73.0;?;?;1317.0;58.7;3.6;?;?
1083.0;966.0;581.0;?;-200.0;-200.0;?;737.0;1363.0;58.6;4.5;12.6;0.8529
1535.0;777.0;350.0;-200.0;23.0;33.0;40.0;521.0;?;51.2;?;12.5;?
?;763.0;305.0;0.3;14.0;20.0;?;471.0;1098.0;50.9;0.7;12.5;0.7346
1718.0;804.0;329.0;0.5;34.0;37.0;?;505.0;1148.0;?;1.1;?;0.7285
1496.0;830.0;375.0;0.6;?;50.0;41.0;535.0;?;48.6;1.4;13.5;0.7487
1476.0;833.0;373.0;0.6;?;?;40.0;553.0;1180.0;?;1.6;14.4;?
1370.0;875.0;?;0.8;48.0;48.0;35.0;603.0;?;?;2.3;?;?
?;882.0;?;1.0;61.0;?;?;621.0;1216.0;38.6;2.5;16.6;0.7236
1320.0;862.0;?;0.9;58.0;58.0;?;635.0;?;35.0;2.7;?;0.6789
1290.0;863.0;388.0;1.0;?;?;66.0;?;1185.0;33.9;2.7;17.4;0.6683
1389.0;830.0;?;0.8;54.0;52.0;46.0;596.0;?;30.7;2.2;17.9;0.6234
1488.0;807.0;347.0;0.7;41.0;44.0;50.0;584.0;1104.0;?;2.0;?;0.5675
?;873.0;?;0.9;57.0;59.0;51.0;675.0;1181.0;25.7;3.4;19.4;0.5738
1274.0;931.0;?;1.3;?;74.0;?;739.0;?;24.1;4.5;20.2;0.563
?;918.0;?;?;81.0;?;138.0;748.0;1219.0;24.9;4.7;19.6;0.5625
1122.0;?;625.0;?;98.0;83.0;137.0;811.0;?;27.8;6.0;18.5;0.5843
883.0;?;?;2.7;124.0;100.0;303.0;1039.0;1550.0;?;11.7;17.8;0.6129
976.0;1085.0;?;2.5;133.0;101.0;?;907.0;1419.0;?;8.2;16.6;0.6353
1103.0;?;731.0;1.4;100.0;90.0;95.0;?;1310.0;37.0;5.1;15.5;?
875.0;?;955.0;2.8;116.0;93.0;347.0;1083.0;?;?;13.0;14.8;0.6595
1013.0;978.0;761.0;2.1;102.0;79.0;252.0;?;?;42.0;7.0;14.5;0.6896
1192.0;893.0;515.0;1.1;55.0;57.0;66.0;703.0;1283.0;44.9;3.9;14.1;0.7206
1361.0;838.0;434.0;0.7;33.0;?;45.0;601.0;?;45.5;2.2;14.2;0.7333
1513.0;?;369.0;?;17.0;25.0;36.0;?;?;45.3;?;14.1;0.7247
1722.0;775.0;335.0;0.3;-200.0;-200.0;26.0;477.0;1115.0;44.3;0.8;14.0;0.7038
1826.0;767.0;319.0;-200.0;10.0;17.0;17.0;454.0;1091.0;43.0;0.6;14.1;0.689
1575.0;809.0;?;0.4;35.0;44.0;21.0;521.0;1158.0;43.9;1.2;13.9;0.6923
1271.0;898.0;517.0;0.8;70.0;72.0;60.0;?;?;43.8;3.4;14.0;0.6959
982.0;1053.0;786.0;1.9;116.0;91.0;155.0;880.0;1464.0;43.6;7.5;14.4;0.7113
917.0;1033.0;844.0;2.1;134.0;89.0;235.0;?;1490.0;41.7;?;15.0;0.7093
?;941.0;720.0;1.4;113.0;84.0;89.0;780.0;1343.0;38.4;5.3;16.3;0.7052
1102.0;941.0;668.0;1.4;110.0;83.0;76.0;782.0;1328.0;32.3;5.4;?;0.676
1098.0;917.0;?;?;98.0;78.0;101.0;772.0;1311.0;31.7;5.2;18.8;0.6821
1038.0;977.0;646.0;1.5;96.0;80.0;109.0;?;1413.0;30.9;6.6;19.6;0.6968
1018.0;?;640.0;1.6;95.0;75.0;?;?;1436.0;30.7;6.9;20.2;?
1065.0;942.0;?;?;86.0;77.0;?;785.0;1365.0;32.5;5.4;?;0.7396
1060.0;?;605.0;1.4;?;77.0;107.0;810.0;1395.0;31.6;?;20.7;0.7602
1034.0;?;636.0;1.5;?;81.0;133.0;832.0;1410.0;32.7;?;?;0.7545
864.0;1116.0;?;2.2;119.0;?;171.0;1003.0;1625.0;35.4;10.7;18.6;0.7535
787.0;1181.0;1032.0;3.2;147.0;119.0;405.0;1114.0;?;35.9;13.9;18.3;0.7501
811.0;1163.0;977.0;3.0;135.0;111.0;334.0;1068.0;1616.0;37.5;12.5;17.8;0.7568
907.0;1081.0;924.0;2.6;?;109.0;236.0;?;1496.0;38.8;9.3;17.3;?
1000.0;1017.0;846.0;?;89.0;101.0;99.0;842.0;?;38.8;?;17.3;0.7596
1057.0;966.0;755.0;1.5;79.0;89.0;93.0;778.0;1359.0;40.8;5.3;?;0.7542
1158.0;924.0;610.0;?;?;75.0;82.0;?;?;41.4;?;?;0.7487
?;861.0;?;?;?;51.0;51.0;601.0;1225.0;?;2.2;15.4;?
1424.0;826.0;402.0;0.7;25.0;39.0;41.0;560.0;1197.0;42.5;1.7;15.7;0.7539
?;?;406.0;0.5;19.0;32.0;?;557.0;1212.0;43.4;?;15.6;0.7651
1423.0;842.0;424.0;0.5;-200.0;?;41.0;545.0;1224.0;45.8;?;15.2;0.7864
1236.0;909.0;?;?;34.0;?;41.0;617.0;1302.0;49.9;?;14.7;0.828
1143.0;930.0;?;0.7;?;68.0;38.0;670.0;1339.0;47.3;3.3;15.5;0.8282
843.0;1120.0;1126.0;1.4;112.0;76.0;111.0;935.0;1593.0;53.1;8.9;14.4;0.8677
?;1518.0;1703.0;?;?;122.0;584.0;1389.0;2101.0;48.5;?;15.9;?
630.0;1461.0;1628.0;?;240.0;129.0;633.0;?;2050.0;40.3;23.8;?;0.8294
938.0;?;936.0;1.9;128.0;94.0;145.0;896.0;?;?;7.9;19.6;?
968.0;1061.0;890.0;1.9;141.0;99.0;155.0;908.0;?;29.1;8.2;?;0.796
979.0;1066.0;?;1.7;118.0;81.0;?;?;1474.0;?;8.8;24.8;?
829.0;1179.0;949.0;2.4;132.0;?;255.0;?;1651.0;22.0;14.6;27.2;0.7785
773.0;1251.0;?;3.0;150.0;107.0;411.0;1238.0;1779.0;20.4;18.0;28.2;0.7677
898.0;1120.0;870.0;2.0;121.0;95.0;173.0;1048.0;?;24.2;12.0;25.4;0.7733
?;?;?;2.7;149.0;110.0;277.0;1142.0;?;23.8;?;?;?
?;1145.0;?;2.2;120.0;99.0;259.0;1066.0;?;22.1;?;?;0.7811
817.0;?;1015.0;2.9;?;?;274.0;1164.0;1689.0;22.3;?;27.0;0.786
?;?;1155.0;?;172.0;127.0;377.0;1231.0;?;?;17.7;24.5;0.8433
702.0;?;?;3.9;177.0;?;457.0;?;?;30.2;21.6;23.7;?
716.0;1295.0;1359.0;3.6;181.0;137.0;555.0;?;1849.0;?;?;21.5;0.8746
811.0;1153.0;1194.0;2.5;135.0;122.0;?;1066.0;1651.0;37.8;12.5;19.9;0.8675
?;1078.0;951.0;1.8;?;100.0;137.0;932.0;1511.0;40.6;?;18.9;0.8771
806.0;1133.0;?;2.0;111.0;108.0;203.0;?;?;43.5;10.9;?;?
?;1055.0;?;1.3;72.0;83.0;?;899.0;1504.0;46.3;?;17.4;0.9112
999.0;953.0;898.0;?;54.0;74.0;86.0;735.0;1396.0;?;?;18.1;?
1139.0;?;803.0;0.6;?;64.0;51.0;639.0;1359.0;50.1;?;16.5;?
1167.0;895.0;684.0;0.6;-200.0;-200.0;?;?;?;56.9;2.7;14.2;0.9141
1209.0;859.0;644.0;-200.0;24.0;40.0;35.0;602.0;1321.0;56.2;2.2;14.7;?
1191.0;?;677.0;0.5;29.0;?;33.0;619.0;?;52.8;2.5;?;0.9722
892.0;1030.0;996.0;1.1;76.0;69.0;95.0;880.0;1539.0;60.7;7.5;13.9;0.9597
529.0;1689.0;1736.0;5.5;321.0;?;754.0;1560.0;2396.0;58.3;30.4;?;0.9876
?;1486.0;1692.0;4.2;?;?;588.0;1351.0;2112.0;54.8;22.0;16.1;?
577.0;1592.0;2108.0;4.6;322.0;146.0;658.0;?;2155.0;46.4;24.7;19.3;1.0248
692.0;?;1807.0;3.4;255.0;155.0;372.0;?;1903.0;33.8;18.4;24.2;1.0097
723.0;?;1566.0;2.8;196.0;139.0;386.0;1205.0;1850.0;28.7;16.8;26.7;0.9895
?;1285.0;1293.0;2.5;136.0;121.0;333.0;1123.0;1741.0;28.2;14.2;27.4;1.0098
748.0;1311.0;1219.0;2.4;119.0;108.0;293.0;?;1787.0;26.9;15.7;28.1;1.0094
684.0;1416.0;1330.0;3.2;169.0;126.0;511.0;?;1969.0;26.5;21.9;27.7;0.9693
701.0;1387.0;?;?;197.0;?;559.0;?;1890.0;23.4;20.8;28.4;0.8935
768.0;1329.0;1111.0;2.9;140.0;121.0;?;1185.0;1750.0;?;?;28.4;0.9922
?;?;1300.0;3.6;178.0;145.0;509.0;1292.0;1878.0;30.0;19.8;27.3;?
567.0;1676.0;1653.0;4.8;223.0;160.0;790.0;1525.0;?;37.3;28.9;24.3;1.1199
562.0;?;1716.0;5.4;222.0;?;816.0;1510.0;2252.0;42.2;?;23.1;1.1746
597.0;?;1720.0;?;265.0;162.0;804.0;1426.0;2117.0;43.6;24.9;21.8;1.1226
?;1267.0;?;2.7;151.0;129.0;?;1088.0;1740.0;?;13.1;19.8;1.0702
845.0;1146.0;1166.0;?;79.0;96.0;156.0;?;1575.0;?;8.6;19.6;1.1221
?;1216.0;1256.0;1.6;87.0;92.0;?;960.0;1662.0;56.2;9.5;17.9;1.142
?;1128.0;1125.0;1.5;88.0;89.0;117.0;891.0;?;55.6;7.8;17.4;1.0963
923.0;1042.0;968.0;1.0;?;61.0;84.0;772.0;1495.0;59.5;5.2;16.8;?
1115.0;926.0;814.0;0.6;?;54.0;60.0;?;1409.0;60.1;2.8;15.9;1.0806
1154.0;898.0;?;0.4;?;-200.0;76.0;608.0;1386.0;61.2;2.3;15.6;?
1168.0;?;758.0;-200.0;31.0;44.0;40.0;617.0;1382.0;?;?;14.6;?
1038.0;?;861.0;?;76.0;57.0;?;734.0;1470.0;?;4.4;13.3;1.0203
827.0;1097.0;1047.0;?;139.0;68.0;148.0;956.0;1620.0;66.5;9.4;12.9;?
?;?;?;4.9;293.0;95.0;?;1547.0;?;61.3;29.8;14.8;?
461.0;1771.0;?;7.2;368.0;125.0;1129.0;?;2572.0;56.5;?;16.1;1.0274
648.0;?;1711.0;?;250.0;?;475.0;1241.0;1886.0;47.8;18.0;18.6;?
875.0;1156.0;1204.0;?;145.0;?;220.0;1009.0;1583.0;30.2;10.9;23.8;0.8771
971.0;1042.0;871.0;1.5;110.0;?;?;941.0;1491.0;?;9.0;25.4;?
829.0;?;1040.0;2.0;?;89.0;190.0;1128.0;1716.0;25.5;14.4;25.6;0.8234
656.0;?;1439.0;3.8;?;129.0;516.0;1360.0;2037.0;?;22.3;24.9;0.9325
?;1458.0;1516.0;?;201.0;122.0;346.0;?;2023.0;?;20.9;?;?
614.0;1554.0;1693.0;4.4;266.0;138.0;565.0;?;2151.0;44.0;23.1;21.7;1.1242
?;1495.0;?;3.9;?;136.0;483.0;1331.0;?;44.4;21.2;?;?
?;1560.0;1688.0;4.9;?;143.0;651.0;1424.0;2176.0;?;24.8;?;1.1016
553.0;1664.0;1820.0;5.4;271.0;145.0;657.0;1519.0;2312.0;48.6;28.6;20.2;1.1354
502.0;1761.0;2006.0;6.5;332.0;146.0;830.0;1610.0;2488.0;50.8;32.6;20.2;1.1924
608.0;1524.0;1740.0;4.3;245.0;122.0;435.0;1275.0;2046.0;57.6;19.2;18.6;1.2233
?;1398.0;1577.0;?;180.0;112.0;209.0;1189.0;1931.0;58.8;?;18.2;1.2173
694.0;1342.0;?;?;156.0;102.0;202.0;1106.0;1856.0;61.0;13.7;17.8;1.2352
681.0;1433.0;?;2.8;172.0;97.0;174.0;?;1876.0;70.7;13.6;17.0;1.3554
733.0;?;1217.0;2.3;137.0;85.0;?;?;1823.0;76.9;11.1;16.2;1.4051
830.0;1179.0;1086.0;?;?;76.0;116.0;884.0;1696.0;78.6;7.6;15.7;1.3943
897.0;1097.0;1050.0;1.2;80.0;?;91.0;809.0;1628.0;78.4;5.9;?;1.3917
963.0;1054.0;?;1.0;-200.0;-200.0;71.0;761.0;1598.0;?;5.0;15.7;1.3683
1009.0;1017.0;?;-200.0;46.0;56.0;59.0;711.0;1554.0;78.5;4.0;15.4;1.3635
1005.0;1005.0;917.0;0.8;68.0;?;48.0;738.0;1563.0;74.7;4.5;15.7;1.3194
818.0;1206.0;1116.0;1.7;162.0;?;111.0;?;?;73.1;9.3;15.9;1.3136
?;1458.0;1380.0;3.0;213.0;111.0;345.0;1249.0;2033.0;68.2;?;?;?
638.0;?;1378.0;3.4;161.0;103.0;332.0;1295.0;2065.0;?;19.9;18.7;1.2323
685.0;1381.0;?;3.3;209.0;117.0;344.0;1199.0;1970.0;65.0;16.6;17.6;1.2945
736.0;1315.0;1273.0;2.7;191.0;116.0;212.0;?;1833.0;73.2;12.6;16.3;?
707.0;1332.0;1242.0;2.6;215.0;109.0;166.0;1082.0;1889.0;78.5;?;16.0;?
?;1362.0;?;3.2;212.0;116.0;214.0;?;?;72.4;14.9;17.3;1.4125
643.0;1399.0;1413.0;3.4;202.0;?;?;1222.0;2061.0;?;?;19.4;1.3545
695.0;1310.0;?;?;153.0;94.0;?;?;1939.0;50.9;15.4;21.4;?
699.0;1399.0;1318.0;?;185.0;121.0;265.0;1201.0;?;45.8;16.7;22.7;1.2465
644.0;1524.0;?;4.0;210.0;114.0;365.0;?;2139.0;60.8;18.0;?;1.4852
?;1487.0;?;4.5;215.0;?;454.0;1274.0;2133.0;54.3;19.2;21.0;1.3353
?;1480.0;1623.0;4.2;215.0;122.0;460.0;1324.0;2162.0;54.4;21.0;20.8;1.3194
?;1626.0;1786.0;?;281.0;135.0;642.0;1476.0;2356.0;58.6;26.9;19.8;?
625.0;1449.0;?;4.4;254.0;133.0;?;1282.0;2100.0;?;19.5;19.1;1.3345
?;1363.0;1495.0;3.1;189.0;110.0;234.0;1152.0;1951.0;65.4;15.1;18.2;1.3529
689.0;1371.0;1471.0;3.0;174.0;102.0;?;1136.0;1927.0;66.1;14.6;18.1;1.3579
718.0;1406.0;1384.0;3.1;?;?;275.0;1107.0;?;66.9;13.7;17.7;1.3422
709.0;1425.0;1789.0;3.5;185.0;110.0;275.0;1155.0;1936.0;?;?;17.8;1.346
826.0;1179.0;1323.0;2.4;129.0;84.0;-200.0;951.0;?;68.3;9.3;17.3;1.3346
939.0;1047.0;1081.0;1.6;85.0;71.0;-200.0;833.0;1647.0;70.2;6.5;?;1.3099
950.0;1009.0;938.0;1.3;-200.0;-200.0;-200.0;825.0;1629.0;73.1;6.3;15.7;1.2902
1134.0;882.0;673.0;-200.0;35.0;42.0;-200.0;685.0;1492.0;69.9;?;16.2;1.2756
1205.0;858.0;543.0;0.6;24.0;32.0;-200.0;624.0;?;67.1;2.6;16.7;?
1180.0;875.0;561.0;0.7;?;35.0;?;?;?;?;?;16.7;1.2631
916.0;1012.0;862.0;1.2;75.0;67.0;-200.0;833.0;1632.0;66.5;6.5;?;1.2688
926.0;1049.0;?;1.5;79.0;73.0;?;836.0;1615.0;62.0;?;17.7;1.2458
?;1131.0;1048.0;1.8;104.0;86.0;-200.0;?;1693.0;?;?;19.4;?
?;1120.0;971.0;2.1;118.0;89.0;-200.0;931.0;1652.0;46.1;8.8;21.6;1.1725
909.0;1117.0;915.0;1.9;105.0;?;-200.0;946.0;1657.0;36.7;9.2;24.6;1.1202
901.0;1110.0;891.0;2.0;101.0;86.0;-200.0;948.0;?;?;9.2;26.0;1.0566
?;962.0;628.0;1.3;65.0;66.0;-200.0;816.0;1489.0;31.5;?;?;1.0184
1029.0;963.0;?;1.3;?;68.0;?;835.0;1495.0;34.8;6.5;24.8;1.0716
928.0;1050.0;652.0;1.8;80.0;?;-200.0;948.0;1584.0;30.3;?;26.1;1.0101
?;1053.0;683.0;2.0;98.0;?;-200.0;911.0;1603.0;33.5;8.3;25.5;1.0767
948.0;?;624.0;1.8;89.0;?;-200.0;910.0;1598.0;37.2;8.3;23.7;1.0746
849.0;?;733.0;2.4;114.0;104.0;?;1013.0;?;38.9;11.0;22.3;1.0324
759.0;?;1062.0;4.0;195.0;131.0;?;1140.0;1780.0;42.8;14.7;20.7;1.0298
835.0;1171.0;988.0;2.8;156.0;112.0;-200.0;1006.0;1674.0;51.7;10.8;?;1.1222
866.0;1085.0;871.0;2.0;109.0;100.0;?;954.0;?;?;9.4;?;1.1174
727.0;1358.0;1243.0;3.6;184.0;115.0;-200.0;1144.0;1851.0;57.6;14.8;17.4;1.1342
765.0;1385.0;1175.0;3.7;190.0;?;-200.0;?;1769.0;58.5;13.3;17.6;1.1645
876.0;?;1126.0;?;105.0;99.0;-200.0;914.0;1599.0;59.3;8.4;17.2;1.1551
893.0;1072.0;?;1.8;76.0;?;-200.0;?;1646.0;?;7.9;17.1;1.1633
989.0;?;864.0;0.9;38.0;?;-200.0;789.0;1536.0;62.2;?;16.4;1.1507
910.0;1000.0;942.0;?;-200.0;-200.0;-200.0;838.0;1580.0;67.6;6.6;14.8;1.1352
1141.0;854.0;684.0;-200.0;26.0;35.0;?;670.0;1460.0;65.8;3.3;?;1.1028
1212.0;815.0;?;0.6;33.0;37.0;-200.0;628.0;1426.0;65.2;2.6;14.7;?
1138.0;866.0;767.0;0.7;57.0;45.0;-200.0;?;1456.0;70.2;?;13.1;1.0554
?;911.0;?;0.8;48.0;46.0;-200.0;751.0;1518.0;66.2;?;14.3;1.0728
951.0;988.0;?;1.2;?;68.0;-200.0;806.0;1568.0;61.6;5.9;16.0;1.1083
?;?;908.0;1.4;94.0;77.0;-200.0;851.0;1595.0;56.4;6.9;17.7;1.1342
890.0;1085.0;871.0;?;?;79.0;-200.0;?;1639.0;44.7;?;21.3;1.1157
?;1008.0;?;1.3;78.0;72.0;-200.0;816.0;?;36.4;6.1;23.6;1.0431
1031.0;1004.0;629.0;1.3;?;68.0;-200.0;821.0;?;34.0;6.2;24.3;1.0149
1086.0;948.0;602.0;1.1;64.0;64.0;-200.0;754.0;1436.0;32.7;4.8;?;?
1010.0;1026.0;617.0;1.2;70.0;73.0;-200.0;847.0;?;31.7;6.8;24.6;0.9647
948.0;1047.0;677.0;1.5;92.0;84.0;-200.0;859.0;1538.0;34.3;7.0;?;1.002
1047.0;1018.0;580.0;1.1;69.0;?;-200.0;790.0;1443.0;?;5.5;?;0.9258
884.0;1160.0;861.0;1.9;131.0;106.0;-200.0;?;1637.0;32.3;9.5;?;0.9815
809.0;?;1080.0;2.3;144.0;?;-200.0;1047.0;1721.0;39.3;11.9;22.6;1.06
736.0;1394.0;1288.0;3.3;209.0;123.0;-200.0;1111.0;?;47.5;13.8;21.2;1.1828
789.0;1292.0;1163.0;2.6;?;108.0;-200.0;1003.0;1753.0;54.9;?;19.9;?
840.0;1212.0;1043.0;2.2;152.0;100.0;-200.0;966.0;1691.0;?;?;19.4;1.1642
858.0;1137.0;1045.0;2.3;171.0;?;-200.0;985.0;1607.0;42.6;10.2;19.4;?
923.0;?;929.0;?;153.0;121.0;-200.0;910.0;1548.0;?;?;?;0.966
?;1031.0;825.0;1.6;97.0;?;-200.0;861.0;?;?;7.1;18.0;1.0086
1169.0;?;545.0;0.8;37.0;52.0;-200.0;654.0;1414.0;?;3.0;?;1.0918
1228.0;888.0;?;0.6;26.0;39.0;-200.0;598.0;1397.0;62.1;?;?;1.1493
