InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax
604.0;1415;-433.0;?;-617;575.0;1282;-75
?;1011;-429.0;744.0;?;576.0;1239;-265
579.0;-377;-424.0;744.0;-1150;576.0;2500;1406
?;501;?;746.0;-2027;573.0;2444;1620
551.0;1334;-417.0;748.0;871;571.0;2716;2831
542.0;-1444;-412.0;750.0;3773;568.0;2671;3809
531.0;-2914;?;752.0;?;?;-1906;-989
527.0;-1969;?;754.0;?;564.0;-1963;-1092
526.0;-1425;?;756.0;-496;561.0;?;858
528.0;-922;-403.0;757.0;?;558.0;2210;380
530.0;-310;-401.0;758.0;-361;?;1386;1066
?;-33;?;757.0;21;553.0;?;144
539.0;128;?;755.0;-98;554.0;615;-119
548.0;87;-392.0;756.0;143;552.0;699;159
561.0;-36;-387.0;756.0;-75;?;640;?
560.0;-16;-384.0;757.0;55;546.0;696;106
540.0;-41;-390.0;759.0;9;541.0;664;28
511.0;-47;-401.0;?;24;?;647;?
484.0;-52;-420.0;748.0;30;542.0;?;56
474.0;-57;-432.0;?;27;542.0;671;41
?;-51;-438.0;742.0;20;541.0;671;49
480.0;-19;-446.0;741.0;24;541.0;669;37
485.0;40;-452.0;740.0;30;541.0;665;31
492.0;65;-455.0;737.0;12;542.0;680;20
492.0;64;-457.0;737.0;19;543.0;683;19
486.0;27;-464.0;736.0;37;?;658;20
480.0;0;-465.0;735.0;?;549.0;692;-1
?;?;-461.0;733.0;39;?;651;15
478.0;?;-453.0;?;20;561.0;?;-42
477.0;?;-448.0;?;-14;566.0;739;-146
476.0;-44;-441.0;?;?;569.0;660;-84
477.0;-309;-431.0;741.0;30;570.0;?;?
?;?;-422.0;746.0;127;571.0;483;-252
217.0;-500;?;756.0;-221;603.0;1299;-413
184.0;-93;457.0;753.0;-54;601.0;499;553
134.0;-156;484.0;750.0;-19;600.0;782;-96
81.0;?;509.0;748.0;0;600.0;626;79
37.0;96;?;746.0;18;600.0;?;-35
?;91;543.0;?;27;597.0;666;-91
13.0;144;553.0;748.0;7;?;630;17
-1.0;75;557.0;747.0;8;598.0;664;-72
-4.0;12;557.0;746.0;44;601.0;626;-24
?;-62;?;746.0;?;603.0;643;?
?;?;538.0;747.0;27;604.0;635;-29
88.0;11;528.0;747.0;?;?;652;-11
111.0;22;?;748.0;13;?;659;-5
137.0;-35;505.0;750.0;-4;609.0;689;-23
165.0;-88;492.0;751.0;40;?;630;-23
?;-137;479.0;?;-17;611.0;679;-19
197.0;-87;470.0;753.0;7;612.0;?;-42
213.0;-75;457.0;?;105;614.0;387;-103
?;-506;?;753.0;-108;617.0;688;-188
245.0;-20;?;754.0;338;618.0;270;-94
260.0;-1042;419.0;756.0;-379;?;1038;-233
273.0;-2887;411.0;759.0;-1523;615.0;2444;?
?;-1872;396.0;760.0;?;617.0;1544;-675
?;?;?;758.0;114;?;1140;-981
319.0;-571;378.0;758.0;?;621.0;632;-763
319.0;309;374.0;759.0;1052;619.0;?;?
301.0;474;?;?;531;616.0;491;-443
263.0;?;?;762.0;477;612.0;397;-137
219.0;1535;405.0;762.0;197;609.0;579;-76
?;1419;420.0;761.0;?;607.0;806;-77
116.0;1545;?;759.0;-179;606.0;908;57
80.0;1834;?;757.0;-938;605.0;1315;?
48.0;2601;?;754.0;-1290;603.0;?;117
?;3410;490.0;752.0;?;601.0;2638;?
?;3616;512.0;751.0;477;598.0;2522;790
23.0;1420;530.0;750.0;?;595.0;2158;1335
23.0;-2942;543.0;749.0;486;592.0;1260;295
?;-2355;553.0;?;-231;591.0;-87;616
0.0;609;557.0;747.0;1437;591.0;?;1278
-12.0;?;560.0;744.0;-405;594.0;1130;49
-19.0;?;569.0;740.0;-542;599.0;1236;?
-25.0;?;575.0;737.0;?;?;825;607
?;-184;?;733.0;-188;606.0;655;-159
-41.0;145;578.0;730.0;126;611.0;635;136
-48.0;118;569.0;732.0;-32;611.0;706;-94
-39.0;35;566.0;738.0;14;607.0;?;-23
-27.0;73;556.0;741.0;?;606.0;?;?
-11.0;126;531.0;742.0;0;611.0;678;?
21.0;94;511.0;743.0;34;615.0;671;-10
67.0;?;494.0;744.0;?;617.0;686;-25
103.0;1;476.0;744.0;24;?;677;?
132.0;-83;464.0;744.0;17;622.0;?;-26
159.0;?;456.0;744.0;-2;622.0;700;-19
182.0;?;446.0;744.0;67;?;611;?
194.0;?;443.0;?;-54;623.0;724;-5
?;-49;?;744.0;103;624.0;526;?
195.0;-105;438.0;743.0;-16;624.0;?;?
191.0;-821;443.0;742.0;54;624.0;604;?
186.0;-2184;446.0;?;364;624.0;377;-471
?;-1468;448.0;738.0;-1386;625.0;2375;-958
160.0;-1206;?;737.0;?;?;2189;-331
?;-2010;444.0;734.0;?;629.0;-132;196
136.0;-1638;443.0;731.0;1152;?;?;-435
112.0;-1136;447.0;729.0;1055;?;195;-577
69.0;255;450.0;731.0;923;?;115;-202
10.0;1423;?;732.0;?;617.0;475;158
?;1729;?;729.0;37;613.0;636;155
-135.0;1387;491.0;727.0;-28;608.0;756;279
-198.0;?;?;724.0;?;602.0;1001;223
-255.0;1467;522.0;720.0;-1083;597.0;1476;154
-288.0;1652;537.0;?;-1341;592.0;2176;442
?;3267;549.0;710.0;-1463;585.0;3072;-259
-332.0;1539;557.0;705.0;2911;578.0;2191;1465
?;?;569.0;701.0;4224;572.0;?;672
-369.0;-682;571.0;696.0;590;?;2154;-1816
-384.0;?;576.0;693.0;1581;563.0;-222;1643
-398.0;-812;578.0;?;510;558.0;523;1634
-407.0;-441;579.0;687.0;?;555.0;?;-383
?;-571;578.0;682.0;253;?;631;2
-427.0;-112;579.0;675.0;-193;?;867;?
-438.0;-27;?;667.0;43;554.0;?;?
-449.0;56;578.0;661.0;86;556.0;608;67
-454.0;77;578.0;660.0;-76;552.0;755;-127
-449.0;-15;573.0;665.0;75;546.0;621;?
-445.0;19;561.0;664.0;-12;547.0;?;-26
-440.0;27;555.0;662.0;?;552.0;?;8
-430.0;45;547.0;662.0;27;554.0;667;-3
-423.0;6;533.0;664.0;15;555.0;669;?
-418.0;-54;?;663.0;17;557.0;?;4
-420.0;-12;512.0;660.0;7;559.0;677;-7
-420.0;?;501.0;658.0;27;558.0;?;-12
-421.0;-107;494.0;656.0;17;554.0;625;68
-420.0;-30;486.0;652.0;?;552.0;599;?
-422.0;?;476.0;649.0;47;549.0;564;79
-432.0;-749;?;643.0;?;548.0;552;196
-440.0;-2546;?;637.0;?;547.0;860;-49
-450.0;-2716;455.0;629.0;-1566;546.0;2464;?
-459.0;-1478;446.0;624.0;-1970;543.0;?;400
-468.0;-2484;443.0;?;288;541.0;1088;346
-476.0;-2688;432.0;613.0;1541;539.0;-270;139
-486.0;-992;?;606.0;1255;534.0;53;?
-501.0;1242;420.0;605.0;765;525.0;333;340
?;2729;417.0;599.0;297;?;483;?
-535.0;2193;?;589.0;-26;509.0;?;819
-548.0;?;?;?;-323;500.0;852;772
?;890;405.0;565.0;-386;487.0;?;589
-550.0;983;396.0;?;?;477.0;1298;322
?;1941;393.0;535.0;-1229;465.0;2313;-444
-555.0;?;382.0;?;-677;451.0;?;-1174
-559.0;1918;375.0;504.0;1320;438.0;2634;-2305
-563.0;351;368.0;?;2045;425.0;2129;?
-569.0;-3080;358.0;?;-1669;?;-699;?
?;-735;355.0;465.0;?;407.0;-86;1431
-575.0;1164;350.0;454.0;-429;402.0;?;-1708
?;-833;350.0;?;-1270;399.0;2348;-1881
-582.0;-225;350.0;424.0;?;395.0;1232;?
-592.0;-31;352.0;?;94;391.0;?;-42
?;?;351.0;394.0;-48;389.0;?;3
-610.0;192;347.0;378.0;?;?;711;-43
?;-58;346.0;371.0;-21;380.0;650;?
-624.0;?;345.0;?;?;376.0;667;-14
?;-39;339.0;354.0;?;370.0;659;?
-629.0;-24;332.0;?;?;364.0;663;?
-639.0;16;331.0;?;19;359.0;663;-25
-642.0;-19;320.0;?;?;353.0;641;-1
-658.0;4;312.0;329.0;?;346.0;665;-2
-671.0;-32;309.0;322.0;28;?;652;?
-684.0;?;305.0;313.0;-15;?;692;-24
-697.0;?;298.0;306.0;-31;325.0;683;?
?;35;293.0;298.0;83;316.0;516;191
?;-154;284.0;290.0;-83;?;667;154
-731.0;-626;279.0;?;223;?;360;432
-743.0;-2084;276.0;273.0;-189;292.0;894;387
?;-2390;270.0;?;?;284.0;2652;286
-760.0;-957;278.0;263.0;-1598;279.0;2876;1528
-762.0;-1833;282.0;259.0;-457;276.0;2141;2106
-760.0;-2205;292.0;252.0;667;271.0;786;?
-759.0;-736;?;252.0;1185;268.0;-30;459
-751.0;112;306.0;?;?;263.0;466;?
-745.0;1519;303.0;234.0;382;253.0;?;?
-734.0;2065;296.0;?;8;242.0;678;499
-728.0;?;?;204.0;?;228.0;?;462
-720.0;?;279.0;?;?;213.0;?;196
-716.0;1104;267.0;?;-940;199.0;1561;?
-711.0;2294;252.0;153.0;-1514;186.0;?;?
-712.0;?;240.0;138.0;-673;173.0;2546;-2005
?;9;?;124.0;?;160.0;2294;-2988
-723.0;?;213.0;?;2671;?;2447;-3009
-730.0;-954;?;99.0;155;138.0;85;?
-735.0;-1084;194.0;89.0;-543;131.0;-665;1428
-740.0;413;196.0;82.0;-1732;?;2441;-1282
-743.0;-249;194.0;74.0;-1104;?;2311;-1285
-752.0;-530;206.0;?;?;127.0;908;-98
-763.0;?;216.0;?;-159;127.0;800;-67
?;-91;225.0;51.0;40;132.0;655;4
?;130;248.0;?;-15;138.0;?;-32
-795.0;?;?;?;25;140.0;671;-9
-810.0;23;?;35.0;21;138.0;662;10
-820.0;25;268.0;34.0;6;137.0;682;-3
-838.0;-3;278.0;?;20;136.0;670;1
-865.0;?;?;33.0;1;135.0;686;-1
-895.0;?;284.0;32.0;14;131.0;682;?
-927.0;-113;?;32.0;29;127.0;?;16
-958.0;?;281.0;31.0;13;124.0;675;13
-996.0;?;278.0;31.0;63;120.0;620;58
-1023.0;-42;?;30.0;-2;115.0;636;?
-1043.0;-31;274.0;30.0;102;112.0;509;?
-1064.0;-258;?;31.0;84;111.0;?;?
?;?;283.0;32.0;29;?;617;486
-1107.0;-2776;?;36.0;-557;111.0;1512;220
-1128.0;-2204;305.0;40.0;?;112.0;2623;241
-1146.0;-1079;326.0;51.0;?;117.0;1444;1462
?;-1203;342.0;?;1499;118.0;228;1792
-1158.0;?;353.0;61.0;881;119.0;475;820
-1147.0;-257;?;71.0;1024;?;228;633
-1127.0;689;383.0;80.0;743;123.0;432;619
?;1417;383.0;?;396;122.0;664;461
-1049.0;1968;383.0;75.0;175;120.0;655;?
-1000.0;?;?;75.0;-120;119.0;?;283
-954.0;1438;386.0;73.0;-495;119.0;1083;222
-927.0;1479;389.0;70.0;-1042;119.0;1561;-5
-915.0;2141;395.0;?;-1565;?;2574;?
-913.0;?;?;?;?;118.0;?;-2051
-914.0;2443;399.0;63.0;2402;?;2130;-2514
?;-817;403.0;64.0;2880;118.0;1245;-1570
-906.0;-2508;410.0;65.0;233;?;-33;210
-901.0;?;427.0;67.0;1164;123.0;?;?
-904.0;142;?;69.0;?;126.0;?;-315
-908.0;-339;454.0;68.0;-688;130.0;1231;-428
-926.0;-124;472.0;?;209;136.0;718;-186
-942.0;-93;?;?;-161;141.0;697;?
?;73;511.0;61.0;-19;146.0;?;-22
-967.0;66;525.0;54.0;21;151.0;675;?
?;4;552.0;61.0;-25;160.0;693;-55
-1005.0;40;574.0;?;43;167.0;667;-46
-1023.0;23;?;?;-11;170.0;694;-51
?;?;?;82.0;24;?;680;-52
-1086.0;46;623.0;95.0;36;186.0;670;?
-1123.0;29;?;?;33;192.0;666;?
-1150.0;?;644.0;106.0;31;196.0;677;-30
-1179.0;13;652.0;110.0;20;199.0;704;-57
-1204.0;23;?;?;32;?;613;102
-1218.0;98;664.0;119.0;?;205.0;555;167
-1226.0;?;663.0;?;70;207.0;564;236
-1227.0;?;661.0;122.0;30;207.0;573;466
?;-1603;656.0;?;-745;?;1510;400
-1242.0;-2112;?;?;-1845;?;?;598
-1238.0;-1091;653.0;?;-1045;207.0;2185;1194
-1227.0;?;650.0;140.0;?;209.0;1899;?
-1204.0;-1910;640.0;?;-287;206.0;?;3285
-1174.0;?;629.0;150.0;657;208.0;694;1262
-1144.0;635;630.0;162.0;671;212.0;359;447
-1102.0;846;625.0;166.0;488;214.0;648;610
-1058.0;1334;625.0;?;323;217.0;531;374
-1002.0;?;627.0;169.0;-315;219.0;1126;?
-956.0;1432;625.0;168.0;-542;?;1250;?
?;1693;625.0;?;-1321;221.0;1895;-466
-897.0;2663;628.0;164.0;?;221.0;2893;-1866
-884.0;1526;?;163.0;95;220.0;2806;-2778
?;1931;?;162.0;?;220.0;?;?
-864.0;-32;?;160.0;?;219.0;1044;?
-839.0;-3555;625.0;159.0;-165;220.0;-1798;2112
-826.0;464;?;160.0;-1382;221.0;1368;-605
-811.0;1524;628.0;?;?;223.0;?;-1139
-791.0;-786;635.0;160.0;118;226.0;252;231
?;-219;?;155.0;-100;?;1057;-421
-787.0;-293;?;?;-90;232.0;?;?
-791.0;-19;?;146.0;-16;235.0;687;-61
-797.0;?;667.0;?;8;237.0;746;-130
-814.0;18;671.0;148.0;?;243.0;?;?
-828.0;81;675.0;156.0;15;246.0;715;-99
-847.0;13;?;164.0;15;250.0;656;-33
?;31;667.0;175.0;17;257.0;?;-58
-883.0;56;?;190.0;17;265.0;679;-48
?;?;666.0;199.0;?;?;689;-61
-927.0;-43;663.0;?;39;274.0;654;13
-940.0;?;663.0;208.0;-6;278.0;672;-35
-954.0;13;658.0;?;62;279.0;?;166
-964.0;33;652.0;216.0;35;280.0;?;?
-984.0;-155;642.0;218.0;54;?;511;?
-992.0;-1361;636.0;219.0;254;280.0;269;916
-991.0;?;?;219.0;?;278.0;?;?
-992.0;?;616.0;220.0;-2064;276.0;3222;1177
?;?;611.0;223.0;-791;276.0;2230;2455
-972.0;?;596.0;?;1048;273.0;321;1095
-961.0;-1523;580.0;226.0;1156;269.0;102;681
-953.0;-401;?;237.0;775;269.0;503;?
-939.0;795;552.0;242.0;670;264.0;492;471
?;1978;533.0;239.0;250;?;?;511
-903.0;2008;?;239.0;-81;?;915;335
?;1655;517.0;239.0;-329;?;992;202
?;1682;509.0;237.0;?;252.0;1304;28
-788.0;2244;511.0;235.0;?;?;2288;-905
-757.0;3225;?;233.0;-1358;248.0;2634;-1838
?;1699;504.0;231.0;1153;246.0;?;-2393
-697.0;-566;503.0;229.0;2978;244.0;1930;?
-680.0;-1441;502.0;228.0;892;?;320;-329
-663.0;-1975;497.0;227.0;-385;?;-728;1082
-649.0;-496;500.0;?;141;238.0;?;456
-630.0;?;501.0;227.0;-400;241.0;1822;-1091
-617.0;-943;508.0;224.0;-616;243.0;1611;-861
-617.0;-167;518.0;?;-6;247.0;563;125
-626.0;-47;524.0;222.0;-4;254.0;664;-32
?;11;542.0;222.0;-26;262.0;729;-113
-662.0;103;555.0;233.0;42;274.0;642;-32
?;?;567.0;246.0;-4;?;694;-89
-655.0;30;?;257.0;36;292.0;?;-43
-658.0;-20;?;?;?;?;673;?
-650.0;-35;?;?;20;312.0;?;-50
?;-118;561.0;?;9;321.0;686;-51
-640.0;-139;?;312.0;37;328.0;653;-52
-636.0;-223;548.0;319.0;-20;?;?;34
-642.0;-6;?;?;26;338.0;571;?
?;-8;531.0;332.0;41;?;568;209
?;-167;522.0;336.0;53;341.0;?;?
-655.0;-680;?;337.0;59;342.0;535;259
-656.0;-2967;?;339.0;-922;343.0;?;?
?;-3485;490.0;343.0;-1889;?;2803;484
-648.0;-1817;484.0;349.0;-1599;349.0;3092;2087
-635.0;?;?;360.0;-89;?;2112;2687
-610.0;-856;467.0;?;1269;?;?;770
?;230;464.0;385.0;987;?;210;425
?;671;460.0;?;665;381.0;572;606
-536.0;1493;457.0;406.0;?;386.0;404;230
-518.0;2190;455.0;410.0;-146;?;?;380
-501.0;2310;459.0;416.0;?;?;1074;106
?;2272;?;420.0;-435;391.0;1175;-113
-460.0;2447;464.0;422.0;?;396.0;1918;-493
?;3257;464.0;?;-1283;397.0;2616;-1479
-442.0;1933;?;421.0;-4;?;2477;?
-442.0;2274;471.0;420.0;?;395.0;2959;-2933
-438.0;1830;471.0;419.0;1853;392.0;?;?
-436.0;?;472.0;419.0;887;391.0;-1099;1614
-433.0;-2270;473.0;419.0;161;391.0;578;337
?;?;?;419.0;-9;392.0;1466;-325
-423.0;-1189;478.0;417.0;-860;?;1587;-136
-434.0;?;?;?;-949;396.0;2220;-1005
-442.0;-39;489.0;411.0;-9;400.0;634;-46
-452.0;-56;494.0;413.0;48;404.0;555;13
-466.0;82;?;420.0;?;411.0;?;-225
?;?;506.0;432.0;57;417.0;?;-1
-494.0;23;507.0;446.0;-10;423.0;753;-139
-510.0;-1;504.0;459.0;?;?;653;-57
?;4;497.0;472.0;10;435.0;694;-95
?;-24;489.0;484.0;6;?;701;-90
-544.0;-30;481.0;495.0;40;452.0;656;-48
-550.0;-58;?;505.0;?;?;?;-25
-555.0;-45;467.0;512.0;39;468.0;668;?
-558.0;-104;462.0;518.0;9;474.0;655;52
-548.0;?;455.0;518.0;42;476.0;568;153
-549.0;148;446.0;516.0;76;475.0;543;?
-560.0;-916;439.0;513.0;36;474.0;637;?
-564.0;-1875;432.0;508.0;4;472.0;742;?
-569.0;-1434;422.0;503.0;-1053;470.0;1992;308
?;-1122;412.0;501.0;-1573;466.0;?;1330
?;?;410.0;?;223;465.0;1169;1410
-580.0;-1866;400.0;500.0;1486;464.0;-168;601
-583.0;-1478;?;498.0;1027;?;213;?
?;-761;390.0;500.0;613;462.0;?;359
-598.0;728;386.0;498.0;?;459.0;525;159
-603.0;1717;383.0;?;?;?;825;224
-598.0;1978;384.0;486.0;-498;449.0;1247;?
?;2297;384.0;477.0;?;?;1171;?
?;?;378.0;467.0;-980;439.0;1789;-500
-582.0;?;380.0;456.0;-1924;?;2295;?
-584.0;?;378.0;444.0;-786;?;2261;-1078
-586.0;370;377.0;432.0;2290;?;?;?
?;1516;?;422.0;2149;?;1893;-1887
-599.0;-2195;369.0;413.0;?;396.0;-1894;?
-600.0;-780;368.0;404.0;-2343;388.0;350;?
?;1522;367.0;394.0;-1176;?;3203;?
-616.0;-1044;371.0;384.0;-625;?;?;-1718
-624.0;-467;?;?;?;373.0;?;153
-640.0;-177;382.0;358.0;-79;370.0;?;134
?;-224;390.0;346.0;?;369.0;658;?
-673.0;193;400.0;331.0;?;368.0;?;119
-694.0;-39;418.0;?;-17;369.0;658;?
-707.0;34;430.0;344.0;34;370.0;682;86
-729.0;-10;432.0;346.0;17;?;677;?
-762.0;-11;438.0;349.0;19;?;?;?
-788.0;-39;445.0;357.0;32;378.0;682;62
?;-168;447.0;?;-14;381.0;705;52
-833.0;-149;452.0;?;74;383.0;640;95
-859.0;-154;454.0;?;?;381.0;710;?
-881.0;-97;454.0;?;37;379.0;626;169
?;52;455.0;359.0;137;376.0;?;?
-932.0;-558;449.0;355.0;-50;373.0;641;333
-958.0;-1968;445.0;348.0;544;368.0;325;473
?;-3657;440.0;344.0;-387;364.0;1238;-35
?;-3063;438.0;342.0;-1314;362.0;?;657
-990.0;-1191;441.0;345.0;581;361.0;1327;?
?;-1376;443.0;347.0;1383;362.0;90;763
-969.0;-858;438.0;?;?;361.0;317;349
-934.0;447;440.0;356.0;1016;364.0;397;573
?;1196;439.0;362.0;754;366.0;366;?
-848.0;2131;?;360.0;?;367.0;637;?
-812.0;2043;437.0;358.0;-57;365.0;863;500
?;1604;439.0;359.0;?;362.0;1046;285
?;1923;440.0;?;-1084;360.0;1397;231
-710.0;2174;442.0;?;-1413;?;2406;-691
-698.0;?;?;340.0;-1861;353.0;?;-1293
-687.0;2459;449.0;?;746;348.0;?;-2519
-678.0;-668;452.0;326.0;3314;341.0;1878;-1711
-665.0;-2946;450.0;321.0;658;335.0;-1525;?
?;-3178;453.0;317.0;1711;332.0;-884;104
-646.0;-1345;456.0;315.0;2083;329.0;1020;-1352
?;-130;?;309.0;?;327.0;880;?
-628.0;-570;468.0;299.0;-698;325.0;1186;365
-631.0;-39;?;?;20;?;783;-152
-650.0;113;483.0;282.0;-78;320.0;611;?
-657.0;-69;491.0;272.0;64;320.0;763;-19
-663.0;101;502.0;275.0;?;?;635;55
-680.0;?;511.0;287.0;?;332.0;709;?
-701.0;45;512.0;291.0;10;336.0;685;19
-734.0;0;?;294.0;18;?;683;23
-766.0;?;513.0;?;21;345.0;694;20
-795.0;-2;?;?;30;347.0;684;19
?;?;510.0;302.0;38;347.0;666;47
-838.0;-59;506.0;297.0;63;345.0;?;35
-851.0;-85;?;294.0;15;342.0;674;87
-862.0;?;?;292.0;23;339.0;635;159
?;-107;491.0;287.0;79;336.0;583;232
-878.0;-250;485.0;281.0;20;331.0;601;?
-884.0;-1621;?;?;-37;326.0;?;255
?;-2799;469.0;268.0;-917;319.0;1901;?
?;-1720;458.0;?;-1874;?;3232;1504
-884.0;-873;452.0;264.0;-745;313.0;2453;2229
?;-1094;?;261.0;940;306.0;?;?
-841.0;-922;428.0;263.0;1266;303.0;35;330
-799.0;-406;419.0;278.0;977;307.0;353;542
-758.0;454;414.0;287.0;?;?;400;?
-728.0;?;411.0;289.0;393;314.0;569;?
-688.0;1678;410.0;289.0;45;313.0;791;400
?;?;410.0;?;18;313.0;?;273
-613.0;1547;415.0;288.0;-989;?;1304;128
-590.0;2403;423.0;?;?;309.0;?;-515
-581.0;?;?;278.0;-2028;307.0;3118;-1804
-576.0;?;428.0;273.0;?;304.0;?;-2512
-579.0;2885;?;267.0;3475;299.0;2820;-1879
-578.0;-2470;429.0;261.0;-66;294.0;790;-491
-575.0;-1894;431.0;?;-1066;289.0;-862;?
-573.0;609;433.0;?;-266;284.0;1625;-281
-573.0;?;437.0;?;-2471;281.0;3186;-2290
?;-160;443.0;243.0;-251;?;1181;-855
-601.0;90;?;234.0;256;276.0;658;18
-618.0;-378;465.0;?;-331;?;?;-66
-632.0;227;476.0;229.0;?;283.0;546;100
?;?;485.0;227.0;?;287.0;740;-68
?;85;?;240.0;?;?;645;-2
-667.0;45;499.0;251.0;?;298.0;664;-7
-687.0;-2;498.0;264.0;?;307.0;698;-30
-703.0;-4;502.0;277.0;44;316.0;651;8
?;?;?;287.0;-14;324.0;717;-41
-742.0;-73;500.0;291.0;40;329.0;?;22
?;-107;502.0;289.0;23;331.0;642;52
?;-80;501.0;288.0;?;331.0;?;?
-793.0;163;495.0;289.0;94;330.0;546;194
-801.0;-70;487.0;290.0;?;327.0;598;168
-808.0;-1136;478.0;290.0;272;325.0;257;?
-808.0;-2679;?;?;-128;?;?;452
?;-2444;462.0;283.0;?;316.0;2668;219
-810.0;-1053;456.0;283.0;-1646;314.0;3129;1485
-801.0;?;450.0;289.0;?;315.0;1857;1762
-784.0;?;440.0;297.0;994;?;489;747
?;-511;433.0;307.0;976;317.0;268;387
?;486;?;320.0;770;319.0;554;454
-721.0;?;422.0;322.0;400;322.0;503;415
-695.0;2345;419.0;321.0;-75;322.0;802;441
-669.0;?;421.0;319.0;?;?;1162;?
?;1846;420.0;314.0;-1044;315.0;1404;-148
-631.0;2280;422.0;308.0;?;?;2282;-469
-618.0;2765;?;302.0;-1505;309.0;2376;-1334
-618.0;3436;424.0;295.0;543;305.0;2721;?
-622.0;2866;428.0;289.0;?;300.0;2642;-688
-620.0;?;431.0;284.0;869;295.0;-422;1086
-621.0;-3840;?;279.0;601;291.0;-352;-308
-626.0;-1987;438.0;275.0;?;289.0;?;-463
-631.0;-327;444.0;269.0;-1091;288.0;1435;553
-638.0;?;454.0;261.0;?;288.0;1348;-263
-642.0;-227;?;253.0;33;?;849;-293
-650.0;-32;479.0;250.0;-133;291.0;576;39
-658.0;-148;495.0;247.0;94;296.0;777;-80
-669.0;51;504.0;249.0;-43;302.0;623;29
-679.0;?;510.0;263.0;34;?;685;-60
?;14;511.0;275.0;?;313.0;?;-41
-685.0;13;512.0;286.0;?;?;666;?
-695.0;-42;514.0;298.0;?;328.0;680;-37
-705.0;-31;515.0;307.0;?;335.0;684;-45
-718.0;-69;518.0;314.0;28;342.0;666;1
-736.0;?;515.0;317.0;20;346.0;675;-25
-752.0;-8;514.0;320.0;27;350.0;651;26
?;82;?;323.0;48;351.0;600;173
-780.0;180;507.0;324.0;3;350.0;?;40
-793.0;-355;?;324.0;?;?;441;313
-804.0;-2110;495.0;323.0;-213;347.0;?;197
-813.0;-2269;?;321.0;?;344.0;2637;143
-820.0;-883;476.0;?;-1752;341.0;3069;1119
-822.0;-1228;?;327.0;?;341.0;1083;1019
-815.0;-1126;455.0;325.0;1229;?;-31;?
-805.0;-40;448.0;327.0;1017;335.0;?;?
-790.0;448;436.0;336.0;761;335.0;432;?
-772.0;1104;423.0;339.0;589;333.0;?;211
-748.0;1495;416.0;338.0;339;?;611;?
?;?;416.0;337.0;-205;?;912;311
-692.0;1363;414.0;334.0;?;?;1234;?
-659.0;1363;?;330.0;-998;322.0;1384;?
-627.0;2200;410.0;?;-1251;320.0;2329;?
-611.0;?;412.0;319.0;-964;316.0;2716;-1466
-602.0;?;?;313.0;?;313.0;2652;?
-601.0;2813;414.0;307.0;2773;308.0;2773;?
-596.0;-614;412.0;300.0;1107;?;-328;1357
?;-3582;416.0;?;823;299.0;-1545;1162
-583.0;-1766;418.0;285.0;1812;294.0;716;-445
-583.0;-502;422.0;278.0;-644;?;1231;?
?;-912;430.0;?;-398;288.0;?;-759
-592.0;?;437.0;258.0;-24;?;1208;-477
-599.0;-205;449.0;?;-383;287.0;?;373
-614.0;?;458.0;250.0;123;292.0;798;-227
?;-54;468.0;255.0;-90;?;696;97
-633.0;77;484.0;270.0;12;312.0;?;-49
-631.0;82;?;285.0;28;?;679;-76
-638.0;14;487.0;300.0;-7;331.0;?;7
-643.0;-42;490.0;312.0;34;?;691;-73
-650.0;?;488.0;323.0;26;349.0;664;-19
?;-53;476.0;330.0;44;?;639;20
-669.0;?;470.0;332.0;24;358.0;679;-18
-674.0;-45;464.0;334.0;13;359.0;679;-15
-682.0;69;454.0;333.0;12;358.0;612;140
-686.0;?;445.0;333.0;124;357.0;552;139
-693.0;?;434.0;332.0;38;356.0;541;380
-698.0;?;422.0;331.0;83;353.0;571;?
-704.0;-2390;416.0;330.0;-207;349.0;1071;-238
-705.0;-922;404.0;333.0;-1470;348.0;2642;?
-696.0;-1558;397.0;340.0;-1280;351.0;3315;1827
-684.0;-2481;385.0;346.0;516;354.0;1212;?
-662.0;-1469;379.0;?;?;360.0;-75;31
-636.0;17;373.0;371.0;?;?;578;?
-615.0;1684;370.0;377.0;473;372.0;516;203
-597.0;?;?;378.0;?;372.0;725;404
-577.0;1753;367.0;375.0;-241;367.0;1023;295
?;?;370.0;372.0;-95;365.0;808;259
-543.0;1732;370.0;368.0;?;365.0;1264;-75
-534.0;2546;375.0;364.0;-1124;364.0;2189;-740
-527.0;?;?;358.0;-519;359.0;2521;-1230
-527.0;2282;379.0;?;827;355.0;2616;-1829
-528.0;2418;382.0;350.0;1199;349.0;2564;-1528
?;579;382.0;?;1912;343.0;880;-1011
-524.0;?;385.0;341.0;855;338.0;?;-49
-523.0;-647;388.0;336.0;-1292;334.0;2264;639
-527.0;-857;392.0;?;-498;?;1557;-537
-533.0;-895;401.0;319.0;84;328.0;861;?
-545.0;?;410.0;311.0;-179;327.0;928;-64
-563.0;-148;420.0;307.0;67;329.0;659;1
-583.0;6;425.0;?;?;336.0;684;-38
