InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit LLA magneticY
544.0;-169;841.0;?;574.0;532.0;-746.0;651.0;541.0
592.0;-175;837.0;626.0;571.0;537.0;-738.0;?;544.0
623.0;-176;833.0;621.0;573.0;?;?;641.0;515.0
610.0;?;?;613.0;?;547.0;?;634.0;?
?;-179;?;?;575.0;551.0;?;625.0;393.0
?;-179;821.0;599.0;?;554.0;-700.0;619.0;319.0
?;-179;822.0;589.0;563.0;552.0;-692.0;621.0;255.0
547.0;-178;?;583.0;556.0;548.0;-688.0;?;188.0
484.0;?;832.0;574.0;552.0;543.0;-677.0;651.0;123.0
409.0;-180;?;568.0;550.0;?;-666.0;667.0;66.0
378.0;?;848.0;562.0;553.0;519.0;?;677.0;37.0
?;-185;854.0;558.0;559.0;504.0;-659.0;684.0;?
313.0;-172;860.0;554.0;561.0;?;-658.0;?;7.0
?;-184;?;550.0;564.0;471.0;-657.0;694.0;-2.0
212.0;-183;871.0;547.0;?;456.0;-655.0;697.0;?
?;-160;?;?;572.0;447.0;-652.0;?;-25.0
217.0;-225;?;544.0;577.0;442.0;-647.0;?;-46.0
211.0;-23;882.0;542.0;581.0;?;-644.0;695.0;-64.0
207.0;201;881.0;541.0;?;442.0;-643.0;?;?
267.0;?;879.0;542.0;591.0;448.0;-644.0;?;-93.0
327.0;54;874.0;546.0;593.0;458.0;-646.0;690.0;-99.0
?;68;868.0;556.0;595.0;472.0;-649.0;686.0;-105.0
460.0;71;859.0;568.0;590.0;493.0;-650.0;680.0;?
529.0;86;851.0;?;577.0;?;-650.0;678.0;-120.0
693.0;119;845.0;?;?;526.0;?;683.0;-118.0
723.0;135;843.0;597.0;575.0;532.0;?;?;-106.0
506.0;?;842.0;606.0;572.0;535.0;-654.0;684.0;-77.0
446.0;?;841.0;?;571.0;535.0;-664.0;?;-17.0
478.0;?;841.0;615.0;571.0;532.0;-679.0;674.0;63.0
493.0;-223;843.0;616.0;572.0;?;-693.0;670.0;162.0
424.0;-156;846.0;?;?;517.0;-707.0;667.0;260.0
372.0;-171;848.0;615.0;572.0;511.0;?;665.0;353.0
356.0;?;848.0;614.0;?;509.0;?;664.0;?
350.0;-158;847.0;615.0;570.0;508.0;-735.0;664.0;515.0
391.0;?;845.0;616.0;569.0;508.0;-734.0;663.0;571.0
463.0;-167;842.0;616.0;568.0;510.0;-728.0;661.0;608.0
502.0;-175;839.0;614.0;?;?;-720.0;658.0;624.0
538.0;-175;835.0;?;?;?;-711.0;653.0;621.0
?;-177;831.0;606.0;?;519.0;-703.0;648.0;604.0
546.0;-180;827.0;597.0;571.0;522.0;-697.0;?;569.0
522.0;-178;822.0;587.0;569.0;525.0;-689.0;637.0;534.0
?;-182;816.0;578.0;557.0;530.0;?;?;494.0
?;-177;814.0;568.0;545.0;533.0;-672.0;632.0;422.0
559.0;-180;817.0;?;527.0;528.0;?;643.0;339.0
401.0;-185;822.0;555.0;511.0;?;-652.0;657.0;264.0
412.0;-166;829.0;547.0;497.0;514.0;-635.0;670.0;221.0
403.0;-202;?;538.0;488.0;502.0;-633.0;681.0;209.0
333.0;?;845.0;531.0;478.0;487.0;-638.0;693.0;214.0
257.0;-204;852.0;526.0;468.0;474.0;-645.0;700.0;223.0
?;?;858.0;524.0;458.0;463.0;-650.0;706.0;?
?;?;863.0;?;?;454.0;-653.0;712.0;252.0
201.0;-11;868.0;?;442.0;447.0;-653.0;717.0;252.0
200.0;-266;872.0;532.0;?;442.0;-651.0;722.0;?
222.0;-128;874.0;536.0;455.0;438.0;-648.0;726.0;?
236.0;-205;876.0;539.0;468.0;436.0;-648.0;730.0;295.0
247.0;-190;876.0;?;?;?;-650.0;733.0;328.0
251.0;?;?;551.0;492.0;?;-654.0;735.0;?
?;202;871.0;560.0;503.0;445.0;-656.0;736.0;?
271.0;156;867.0;565.0;514.0;454.0;-659.0;?;424.0
?;?;864.0;567.0;521.0;?;-664.0;723.0;472.0
308.0;88;860.0;570.0;?;476.0;-672.0;?;520.0
410.0;105;857.0;?;536.0;486.0;-681.0;710.0;560.0
446.0;122;855.0;575.0;528.0;?;-689.0;708.0;?
?;149;849.0;579.0;522.0;511.0;-692.0;?;625.0
359.0;128;848.0;577.0;417.0;?;-718.0;727.0;499.0
?;115;851.0;?;?;518.0;-719.0;?;519.0
473.0;78;855.0;?;?;510.0;-728.0;?;549.0
?;?;857.0;550.0;400.0;508.0;-741.0;733.0;?
518.0;126;857.0;544.0;?;509.0;-746.0;741.0;610.0
589.0;143;856.0;535.0;?;512.0;-747.0;746.0;632.0
685.0;?;852.0;528.0;373.0;520.0;-748.0;750.0;?
784.0;140;849.0;516.0;367.0;?;-749.0;751.0;662.0
?;?;849.0;504.0;?;524.0;-752.0;753.0;659.0
648.0;86;849.0;492.0;372.0;?;-751.0;?;659.0
522.0;-187;850.0;480.0;372.0;516.0;-749.0;754.0;?
451.0;?;850.0;479.0;371.0;513.0;-746.0;754.0;673.0
430.0;-139;850.0;479.0;369.0;510.0;-739.0;753.0;685.0
430.0;?;848.0;?;369.0;508.0;?;?;?
483.0;-138;845.0;482.0;369.0;506.0;?;756.0;707.0
494.0;?;842.0;482.0;?;503.0;-710.0;760.0;701.0
439.0;-168;?;481.0;358.0;?;-704.0;764.0;695.0
379.0;?;833.0;481.0;?;499.0;-700.0;768.0;677.0
394.0;-182;?;481.0;341.0;498.0;-699.0;770.0;?
401.0;-169;823.0;?;?;?;-699.0;771.0;634.0
318.0;-193;820.0;489.0;334.0;490.0;-698.0;770.0;?
?;?;817.0;?;322.0;492.0;-702.0;768.0;581.0
458.0;-188;816.0;514.0;?;?;-708.0;767.0;?
608.0;-196;819.0;537.0;306.0;?;-719.0;761.0;464.0
505.0;95;818.0;549.0;311.0;492.0;-738.0;756.0;385.0
307.0;220;816.0;549.0;305.0;?;-757.0;758.0;341.0
394.0;157;809.0;552.0;295.0;?;-776.0;756.0;324.0
576.0;184;800.0;?;283.0;518.0;-777.0;?;304.0
546.0;169;795.0;543.0;?;520.0;-765.0;756.0;306.0
412.0;158;791.0;529.0;256.0;519.0;-750.0;?;?
?;115;787.0;518.0;?;516.0;-737.0;754.0;340.0
?;96;788.0;510.0;244.0;509.0;?;753.0;351.0
427.0;105;792.0;506.0;241.0;502.0;-723.0;?;?
375.0;?;795.0;503.0;241.0;496.0;-714.0;757.0;381.0
411.0;142;794.0;507.0;245.0;?;-702.0;761.0;402.0
566.0;148;786.0;?;?;?;-684.0;?;417.0
?;213;?;?;240.0;?;-666.0;762.0;433.0
726.0;-1;753.0;497.0;233.0;?;-659.0;762.0;440.0
574.0;-205;736.0;478.0;222.0;484.0;-661.0;762.0;450.0
487.0;-139;718.0;464.0;?;480.0;-666.0;763.0;449.0
478.0;-152;705.0;452.0;209.0;476.0;?;762.0;?
?;-166;698.0;441.0;205.0;477.0;-667.0;763.0;433.0
352.0;?;693.0;434.0;?;480.0;?;762.0;429.0
?;-178;?;432.0;201.0;481.0;-660.0;758.0;?
397.0;-165;677.0;429.0;199.0;478.0;-658.0;?;413.0
388.0;-176;670.0;421.0;197.0;472.0;-656.0;752.0;405.0
298.0;-173;?;?;188.0;468.0;-654.0;746.0;390.0
388.0;?;657.0;420.0;?;464.0;-653.0;?;?
548.0;-186;655.0;433.0;174.0;?;-650.0;725.0;333.0
?;-150;655.0;453.0;174.0;440.0;?;714.0;293.0
444.0;-207;653.0;463.0;173.0;436.0;-655.0;717.0;?
336.0;-134;648.0;458.0;165.0;439.0;-657.0;721.0;247.0
?;169;641.0;443.0;?;444.0;-659.0;723.0;?
608.0;198;634.0;434.0;?;444.0;-665.0;721.0;229.0
480.0;128;?;435.0;138.0;436.0;-669.0;?;211.0
305.0;119;625.0;437.0;132.0;429.0;-673.0;?;188.0
296.0;?;625.0;438.0;125.0;423.0;-675.0;719.0;162.0
346.0;138;629.0;?;127.0;422.0;-676.0;723.0;136.0
424.0;?;629.0;454.0;136.0;421.0;-673.0;728.0;106.0
581.0;203;622.0;?;129.0;418.0;?;728.0;86.0
632.0;-43;609.0;464.0;131.0;?;-648.0;720.0;63.0
666.0;-218;586.0;456.0;?;415.0;-639.0;716.0;46.0
628.0;-137;?;?;134.0;411.0;-637.0;713.0;37.0
561.0;-154;540.0;426.0;135.0;?;-637.0;710.0;31.0
?;-154;?;?;?;?;-639.0;712.0;25.0
378.0;-148;530.0;403.0;134.0;433.0;-643.0;717.0;?
356.0;-165;527.0;403.0;138.0;445.0;-647.0;717.0;10.0
408.0;?;523.0;403.0;143.0;449.0;-650.0;713.0;2.0
464.0;?;518.0;402.0;150.0;448.0;-649.0;706.0;-3.0
464.0;-168;516.0;?;159.0;?;-650.0;701.0;-20.0
?;-169;515.0;385.0;?;448.0;-651.0;700.0;-31.0
387.0;-176;513.0;383.0;139.0;446.0;?;697.0;-54.0
573.0;-162;?;390.0;136.0;?;-655.0;688.0;-86.0
549.0;-185;520.0;401.0;143.0;420.0;-662.0;683.0;-119.0
408.0;-160;533.0;413.0;146.0;415.0;-669.0;685.0;-152.0
303.0;-180;545.0;418.0;155.0;418.0;-674.0;699.0;-179.0
357.0;-200;558.0;424.0;159.0;?;?;711.0;-200.0
388.0;80;?;?;?;435.0;?;?;-214.0
?;200;580.0;423.0;159.0;435.0;?;721.0;-239.0
345.0;83;586.0;425.0;?;426.0;-684.0;720.0;-263.0
347.0;141;?;428.0;161.0;?;-683.0;?;?
360.0;144;608.0;431.0;170.0;412.0;-683.0;729.0;?
?;139;622.0;439.0;183.0;417.0;-683.0;?;-313.0
486.0;217;630.0;451.0;?;425.0;?;?;-320.0
598.0;-7;630.0;460.0;?;429.0;-676.0;746.0;?
568.0;-211;623.0;464.0;200.0;?;-676.0;744.0;-313.0
524.0;-144;617.0;463.0;208.0;431.0;-682.0;746.0;-305.0
522.0;-151;?;465.0;?;?;-689.0;748.0;?
500.0;-156;622.0;?;220.0;?;-694.0;?;-286.0
469.0;-146;?;469.0;?;467.0;-697.0;752.0;-282.0
398.0;-169;628.0;475.0;235.0;?;?;754.0;-277.0
376.0;-167;630.0;482.0;243.0;481.0;-690.0;753.0;?
445.0;?;632.0;484.0;253.0;485.0;-687.0;750.0;-260.0
465.0;-174;634.0;486.0;?;?;?;748.0;?
?;-175;637.0;482.0;?;487.0;-688.0;749.0;-249.0
410.0;-171;642.0;483.0;277.0;488.0;-688.0;747.0;-243.0
647.0;-180;649.0;?;285.0;?;-686.0;746.0;-250.0
564.0;-167;659.0;507.0;290.0;469.0;-682.0;746.0;-262.0
420.0;-180;?;?;296.0;?;-680.0;752.0;?
305.0;-177;688.0;522.0;303.0;468.0;?;759.0;-273.0
334.0;?;700.0;524.0;308.0;?;?;764.0;-263.0
?;-226;710.0;525.0;314.0;480.0;-665.0;?;-260.0
384.0;-22;717.0;529.0;?;481.0;-666.0;?;?
371.0;181;725.0;?;332.0;476.0;-664.0;763.0;-279.0
?;129;734.0;537.0;341.0;?;-657.0;?;?
319.0;151;745.0;?;352.0;474.0;-651.0;764.0;-303.0
325.0;151;758.0;543.0;362.0;476.0;-648.0;?;-299.0
373.0;?;765.0;549.0;?;481.0;?;769.0;-290.0
527.0;41;?;555.0;372.0;487.0;-631.0;769.0;-275.0
?;-216;?;?;373.0;492.0;-624.0;765.0;-267.0
616.0;-154;764.0;567.0;378.0;497.0;-628.0;763.0;-272.0
582.0;-148;762.0;568.0;386.0;?;-635.0;760.0;-270.0
?;-161;763.0;?;394.0;?;-641.0;757.0;-268.0
448.0;-149;768.0;566.0;402.0;507.0;-643.0;753.0;-264.0
415.0;-171;774.0;568.0;410.0;514.0;-641.0;749.0;-261.0
435.0;-168;779.0;571.0;417.0;?;-634.0;744.0;-253.0
438.0;-171;782.0;?;426.0;522.0;-629.0;739.0;?
?;-172;785.0;568.0;438.0;?;-630.0;?;-234.0
379.0;-177;789.0;565.0;446.0;517.0;-633.0;734.0;-221.0
?;-165;794.0;566.0;452.0;517.0;-639.0;732.0;-216.0
578.0;?;799.0;570.0;?;514.0;-641.0;732.0;?
570.0;-162;?;580.0;?;511.0;-638.0;730.0;?
471.0;?;812.0;582.0;465.0;509.0;-633.0;726.0;?
363.0;-197;817.0;583.0;470.0;511.0;-621.0;722.0;-248.0
?;78;819.0;582.0;474.0;517.0;-611.0;719.0;-238.0
508.0;224;822.0;581.0;?;521.0;-612.0;?;-236.0
480.0;?;826.0;583.0;488.0;520.0;-620.0;712.0;-242.0
405.0;132;831.0;585.0;?;518.0;?;707.0;-264.0
?;124;?;584.0;505.0;513.0;?;701.0;?
331.0;139;848.0;580.0;514.0;505.0;-603.0;697.0;-291.0
319.0;217;?;578.0;519.0;500.0;-595.0;697.0;?
547.0;-9;858.0;576.0;526.0;498.0;-582.0;?;-300.0
665.0;-216;860.0;?;524.0;494.0;-565.0;700.0;-304.0
625.0;-154;859.0;?;526.0;494.0;-558.0;703.0;-309.0
554.0;-155;858.0;?;530.0;494.0;-560.0;?;-320.0
498.0;-159;858.0;576.0;537.0;493.0;-561.0;697.0;-332.0
435.0;-154;859.0;573.0;540.0;493.0;-566.0;690.0;-343.0
383.0;-172;860.0;?;543.0;495.0;?;681.0;-353.0
394.0;-167;861.0;575.0;547.0;?;?;?;?
411.0;-171;861.0;577.0;?;497.0;-566.0;664.0;-359.0
407.0;-175;?;?;562.0;?;-568.0;?;?
?;-178;864.0;570.0;564.0;495.0;-571.0;655.0;-345.0
352.0;-167;861.0;?;559.0;498.0;-575.0;653.0;-337.0
657.0;-189;860.0;?;557.0;504.0;-572.0;?;-342.0
661.0;-160;861.0;571.0;552.0;504.0;?;656.0;-348.0
478.0;-190;861.0;?;548.0;503.0;?;647.0;-359.0
?;?;859.0;561.0;551.0;503.0;-532.0;639.0;?
457.0;106;856.0;?;554.0;?;-523.0;632.0;?
?;221;856.0;555.0;?;498.0;?;?;-379.0
438.0;?;857.0;553.0;568.0;492.0;-518.0;618.0;-399.0
416.0;?;?;550.0;?;484.0;-513.0;612.0;-423.0
368.0;?;865.0;?;585.0;473.0;-505.0;604.0;-427.0
321.0;116;?;?;?;?;-498.0;599.0;-416.0
323.0;149;865.0;555.0;590.0;454.0;-489.0;?;-393.0
492.0;132;862.0;563.0;594.0;455.0;-477.0;601.0;-347.0
694.0;206;859.0;574.0;596.0;463.0;-471.0;607.0;-292.0
733.0;89;859.0;582.0;598.0;472.0;?;612.0;-221.0
668.0;-186;859.0;587.0;601.0;?;-526.0;609.0;-130.0
526.0;-181;856.0;592.0;605.0;474.0;?;602.0;-25.0
433.0;-151;851.0;591.0;607.0;473.0;-623.0;591.0;?
?;-169;845.0;?;611.0;472.0;-656.0;579.0;158.0
410.0;-141;839.0;596.0;613.0;470.0;-675.0;?;?
407.0;-151;?;603.0;616.0;470.0;-681.0;560.0;318.0
423.0;-149;833.0;611.0;?;471.0;-679.0;555.0;378.0
455.0;-159;829.0;618.0;?;473.0;?;550.0;414.0
?;?;826.0;621.0;?;474.0;?;544.0;435.0
454.0;-173;822.0;?;632.0;473.0;?;538.0;435.0
446.0;-177;817.0;624.0;637.0;472.0;-621.0;?;435.0
495.0;-177;812.0;621.0;644.0;?;-593.0;524.0;402.0
525.0;?;806.0;621.0;637.0;474.0;-567.0;519.0;370.0
685.0;-178;801.0;612.0;?;481.0;-544.0;522.0;310.0
?;?;798.0;593.0;625.0;488.0;?;?;215.0
612.0;-179;798.0;?;621.0;490.0;-485.0;533.0;?
454.0;-174;?;?;?;486.0;-453.0;540.0;?
415.0;-180;806.0;557.0;614.0;478.0;-431.0;544.0;17.0
?;?;812.0;?;613.0;?;?;546.0;-13.0
342.0;-173;?;542.0;611.0;454.0;-452.0;548.0;-46.0
299.0;-191;?;538.0;608.0;442.0;-459.0;551.0;?
254.0;-155;832.0;534.0;603.0;?;-458.0;554.0;-111.0
?;-211;838.0;528.0;600.0;427.0;-451.0;?;-149.0
259.0;?;844.0;?;599.0;424.0;-442.0;559.0;-183.0
298.0;166;847.0;521.0;?;?;?;?;-217.0
304.0;181;?;522.0;?;?;-425.0;555.0;-247.0
316.0;104;843.0;?;617.0;412.0;-420.0;550.0;-272.0
358.0;117;838.0;533.0;626.0;406.0;-421.0;543.0;?
408.0;87;832.0;?;632.0;406.0;-428.0;536.0;-290.0
469.0;104;826.0;553.0;633.0;412.0;-436.0;534.0;-284.0
526.0;111;823.0;562.0;636.0;422.0;-446.0;534.0;-258.0
560.0;?;822.0;?;638.0;434.0;-458.0;540.0;-217.0
606.0;?;824.0;584.0;635.0;445.0;-473.0;546.0;-160.0
576.0;126;825.0;?;633.0;?;-492.0;545.0;-95.0
485.0;?;824.0;606.0;631.0;451.0;-514.0;543.0;-13.0
433.0;140;824.0;614.0;629.0;?;-540.0;541.0;81.0
387.0;-159;823.0;622.0;626.0;439.0;-564.0;539.0;177.0
370.0;-200;821.0;629.0;?;?;-580.0;538.0;270.0
377.0;-148;819.0;634.0;623.0;436.0;-591.0;538.0;338.0
404.0;-180;815.0;638.0;?;439.0;-599.0;538.0;404.0
418.0;-153;811.0;640.0;620.0;444.0;-605.0;537.0;?
454.0;-157;807.0;642.0;622.0;451.0;-606.0;535.0;?
?;-164;804.0;643.0;622.0;457.0;?;532.0;481.0
496.0;-169;?;644.0;621.0;?;-595.0;?;471.0
512.0;-177;?;644.0;?;?;-582.0;526.0;450.0
?;-176;?;645.0;618.0;485.0;-564.0;?;396.0
595.0;?;791.0;645.0;616.0;498.0;-547.0;531.0;325.0
?;-177;791.0;645.0;615.0;?;-534.0;533.0;234.0
682.0;-177;789.0;645.0;?;?;-516.0;536.0;154.0
?;-176;789.0;637.0;607.0;?;-495.0;548.0;51.0
?;?;799.0;618.0;?;536.0;-476.0;567.0;-33.0
474.0;-176;813.0;595.0;591.0;529.0;-457.0;588.0;-102.0
372.0;-176;826.0;573.0;590.0;521.0;?;609.0;-145.0
413.0;-175;839.0;556.0;591.0;?;-440.0;628.0;-157.0
430.0;-175;852.0;546.0;?;496.0;-453.0;645.0;-155.0
373.0;?;863.0;?;598.0;480.0;-477.0;661.0;-130.0
?;-174;873.0;543.0;599.0;?;-504.0;675.0;?
247.0;-177;880.0;?;599.0;450.0;?;687.0;-68.0
216.0;-173;885.0;554.0;?;439.0;-544.0;698.0;?
?;-175;?;?;600.0;?;-553.0;706.0;-55.0
178.0;-178;890.0;?;601.0;427.0;?;711.0;-66.0
210.0;-166;888.0;575.0;602.0;?;-572.0;?;-87.0
240.0;?;885.0;580.0;603.0;431.0;-587.0;?;?
?;?;880.0;?;606.0;439.0;?;715.0;-103.0
290.0;-191;?;594.0;?;448.0;?;713.0;-89.0
349.0;-174;870.0;601.0;610.0;460.0;-639.0;708.0;-91.0
373.0;97;865.0;603.0;614.0;473.0;-645.0;702.0;-90.0
436.0;122;859.0;?;619.0;?;-636.0;?;-111.0
525.0;39;853.0;609.0;?;504.0;-621.0;681.0;-135.0
648.0;?;846.0;612.0;624.0;522.0;?;673.0;-159.0
722.0;84;842.0;609.0;621.0;?;?;669.0;-176.0
694.0;104;840.0;?;620.0;?;-575.0;671.0;?
?;131;?;601.0;621.0;538.0;-554.0;673.0;-193.0
525.0;112;844.0;598.0;621.0;?;-537.0;672.0;-189.0
412.0;208;847.0;597.0;622.0;528.0;-527.0;668.0;-173.0
?;?;?;600.0;622.0;520.0;-529.0;661.0;-139.0
355.0;?;?;604.0;621.0;511.0;-538.0;?;-92.0
340.0;179;?;599.0;580.0;491.0;?;?;-11.0
312.0;173;863.0;607.0;582.0;484.0;-665.0;701.0;33.0
301.0;?;864.0;614.0;585.0;479.0;-680.0;705.0;73.0
295.0;171;863.0;617.0;?;477.0;-688.0;708.0;93.0
315.0;178;862.0;616.0;586.0;477.0;-686.0;712.0;101.0
296.0;183;860.0;611.0;583.0;477.0;-680.0;714.0;80.0
269.0;157;858.0;604.0;582.0;479.0;-673.0;716.0;57.0
278.0;223;854.0;596.0;582.0;483.0;-666.0;716.0;?
285.0;62;850.0;590.0;582.0;490.0;-662.0;713.0;?
307.0;-213;845.0;585.0;?;498.0;-659.0;?;-30.0
349.0;-176;841.0;581.0;582.0;508.0;?;703.0;-68.0
390.0;-161;837.0;577.0;584.0;519.0;-651.0;698.0;-102.0
441.0;-201;833.0;574.0;?;529.0;-645.0;693.0;?
509.0;-74;830.0;573.0;596.0;540.0;?;687.0;-174.0
592.0;11;827.0;575.0;604.0;549.0;-627.0;679.0;?
677.0;35;?;578.0;?;556.0;?;?;-273.0
686.0;77;?;?;602.0;557.0;?;?;?
570.0;?;830.0;574.0;603.0;553.0;-569.0;673.0;-364.0
553.0;129;835.0;575.0;607.0;?;-558.0;?;-380.0
467.0;120;842.0;576.0;610.0;534.0;-556.0;678.0;-376.0
341.0;190;848.0;578.0;?;?;-558.0;674.0;-348.0
294.0;?;?;583.0;612.0;511.0;-565.0;666.0;-306.0
291.0;-169;?;590.0;615.0;501.0;-577.0;659.0;-251.0
332.0;-201;857.0;?;?;494.0;-593.0;654.0;-183.0
348.0;-150;857.0;609.0;617.0;491.0;?;650.0;-107.0
349.0;-191;854.0;619.0;616.0;493.0;-629.0;649.0;?
383.0;-151;851.0;?;615.0;498.0;-645.0;647.0;30.0
445.0;-167;847.0;634.0;614.0;505.0;?;644.0;83.0
481.0;-166;843.0;637.0;612.0;511.0;-668.0;640.0;118.0
?;-147;841.0;640.0;612.0;515.0;?;635.0;160.0
491.0;-221;838.0;644.0;611.0;518.0;-692.0;?;188.0
527.0;-25;835.0;649.0;610.0;521.0;-706.0;626.0;?
?;222;832.0;?;?;524.0;-719.0;623.0;?
555.0;172;?;?;608.0;529.0;-729.0;619.0;215.0
610.0;?;?;653.0;604.0;533.0;-727.0;?;192.0
?;189;?;657.0;?;537.0;-716.0;614.0;?
654.0;?;824.0;656.0;?;538.0;-696.0;616.0;72.0
?;186;829.0;643.0;?;534.0;-672.0;626.0;4.0
385.0;176;834.0;629.0;580.0;529.0;-647.0;640.0;-35.0
?;180;841.0;619.0;578.0;524.0;-629.0;655.0;-67.0
432.0;?;848.0;611.0;?;516.0;-626.0;?;-83.0
422.0;?;?;606.0;579.0;505.0;?;681.0;?
?;186;?;603.0;582.0;493.0;-633.0;690.0;-70.0
?;171;866.0;601.0;584.0;480.0;-638.0;698.0;-51.0
279.0;189;870.0;?;586.0;469.0;-643.0;704.0;-44.0
?;177;873.0;600.0;?;460.0;-647.0;708.0;-28.0
232.0;169;?;600.0;590.0;454.0;-649.0;712.0;-37.0
230.0;226;874.0;599.0;?;452.0;-651.0;?;?
232.0;-22;873.0;599.0;592.0;454.0;-653.0;713.0;-83.0
226.0;-217;870.0;600.0;?;?;-657.0;711.0;-114.0
242.0;-171;866.0;604.0;596.0;465.0;-662.0;?;-153.0
281.0;?;863.0;609.0;598.0;?;-668.0;702.0;-182.0
316.0;?;?;616.0;599.0;483.0;-671.0;?;?
366.0;-213;857.0;623.0;?;492.0;-671.0;684.0;?
381.0;-1;854.0;629.0;608.0;503.0;-674.0;674.0;-240.0
446.0;221;?;634.0;615.0;?;?;665.0;-237.0
?;148;845.0;637.0;?;?;-684.0;653.0;-222.0
656.0;144;839.0;635.0;623.0;?;?;?;-219.0
?;138;835.0;?;625.0;546.0;-658.0;640.0;?
684.0;?;836.0;618.0;626.0;546.0;-641.0;640.0;-217.0
581.0;141;839.0;611.0;626.0;540.0;-628.0;642.0;?
517.0;134;?;605.0;?;532.0;-615.0;642.0;-187.0
484.0;?;847.0;601.0;?;?;-601.0;637.0;-177.0
?;?;851.0;598.0;631.0;507.0;?;630.0;-165.0
486.0;166;854.0;597.0;633.0;?;?;623.0;-159.0
525.0;190;858.0;?;635.0;477.0;-565.0;618.0;-148.0
514.0;?;862.0;599.0;638.0;464.0;-565.0;615.0;-135.0
437.0;207;864.0;601.0;640.0;?;-573.0;?;-106.0
384.0;139;864.0;?;641.0;450.0;-586.0;606.0;-80.0
394.0;-161;?;?;639.0;449.0;-600.0;602.0;-53.0
453.0;?;856.0;613.0;637.0;452.0;-612.0;598.0;-26.0
503.0;-143;?;618.0;637.0;457.0;-622.0;596.0;-23.0
542.0;?;848.0;?;638.0;464.0;-634.0;593.0;?
527.0;-144;845.0;?;639.0;471.0;-647.0;588.0;-9.0
486.0;-182;?;636.0;637.0;?;-662.0;584.0;5.0
509.0;-186;833.0;643.0;635.0;486.0;-677.0;?;6.0
576.0;109;826.0;648.0;?;?;-687.0;?;13.0
611.0;216;822.0;?;630.0;501.0;?;579.0;11.0
607.0;155;819.0;651.0;627.0;?;?;581.0;?
603.0;189;818.0;647.0;627.0;511.0;-682.0;?;5.0
586.0;175;818.0;640.0;626.0;?;-672.0;587.0;-14.0
646.0;175;820.0;630.0;625.0;515.0;-660.0;?;-21.0
653.0;181;?;619.0;?;514.0;?;599.0;-46.0
540.0;?;831.0;?;622.0;507.0;-649.0;610.0;-72.0
412.0;?;840.0;601.0;618.0;496.0;-653.0;?;-93.0
374.0;176;849.0;598.0;617.0;483.0;?;631.0;-93.0
383.0;177;856.0;600.0;617.0;471.0;-630.0;641.0;-87.0
434.0;177;863.0;606.0;618.0;461.0;-615.0;654.0;-89.0
430.0;177;?;614.0;620.0;452.0;-605.0;666.0;-103.0
387.0;177;876.0;619.0;?;445.0;-600.0;675.0;-126.0
?;177;880.0;616.0;625.0;?;-597.0;683.0;-135.0
298.0;177;881.0;608.0;624.0;434.0;?;690.0;-150.0
?;177;879.0;597.0;623.0;430.0;?;?;?
258.0;177;875.0;589.0;624.0;427.0;-591.0;?;-177.0
284.0;?;?;584.0;624.0;427.0;-598.0;699.0;?
299.0;177;867.0;?;?;429.0;-609.0;694.0;-209.0
293.0;177;862.0;587.0;624.0;437.0;-619.0;686.0;?
289.0;177;857.0;591.0;623.0;450.0;?;678.0;-241.0
322.0;177;851.0;595.0;?;467.0;-629.0;?;-277.0
373.0;177;846.0;?;620.0;484.0;-629.0;664.0;?
453.0;177;841.0;597.0;619.0;502.0;-620.0;658.0;?
481.0;178;837.0;595.0;?;519.0;-605.0;653.0;?
472.0;178;833.0;589.0;620.0;534.0;-590.0;648.0;-347.0
522.0;?;830.0;585.0;623.0;548.0;-586.0;643.0;-334.0
?;178;827.0;?;629.0;558.0;-589.0;637.0;-321.0
639.0;177;826.0;583.0;638.0;561.0;-592.0;628.0;-308.0
547.0;?;826.0;?;647.0;560.0;-593.0;?;-298.0
522.0;169;?;591.0;652.0;556.0;?;613.0;-303.0
494.0;?;824.0;592.0;653.0;550.0;-587.0;606.0;-306.0
484.0;148;824.0;591.0;?;?;?;598.0;-319.0
424.0;135;823.0;?;?;530.0;?;591.0;-319.0
403.0;131;823.0;?;654.0;520.0;-559.0;588.0;-309.0
371.0;?;826.0;586.0;654.0;508.0;?;586.0;?
342.0;131;829.0;588.0;651.0;497.0;-568.0;586.0;-249.0
377.0;158;832.0;?;649.0;487.0;-579.0;587.0;-211.0
?;159;835.0;596.0;?;?;-586.0;585.0;-160.0
459.0;170;837.0;601.0;643.0;469.0;-588.0;582.0;-133.0
504.0;214;?;608.0;?;461.0;-590.0;584.0;-97.0
?;-44;844.0;615.0;637.0;?;-595.0;587.0;-72.0
695.0;-225;?;621.0;?;?;-607.0;?;-38.0
?;-157;?;626.0;632.0;457.0;?;606.0;-10.0
?;-181;869.0;630.0;630.0;463.0;-633.0;618.0;17.0
?;-175;870.0;633.0;628.0;467.0;-645.0;627.0;37.0
548.0;?;869.0;636.0;627.0;468.0;-655.0;633.0;40.0
472.0;-171;868.0;637.0;624.0;468.0;?;635.0;46.0
