InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RUA^ accY;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA accX;InertialMeasurementUnit RUA accY
-45;1917;1207.0;448.0;-492;140;-940.0;395.0
-46;1409;?;554.0;-807;-124;-931.0;338.0
-49;-62;?;602.0;?;?;-917.0;315.0
-49;549;1263.0;460.0;?;-959;?;293.0
-46;1015;1243.0;388.0;?;?;?;195.0
?;936;1177.0;305.0;-451;74;-1070.0;126.0
-42;835;1037.0;283.0;-154;-89;?;174.0
-39;745;931.0;218.0;?;?;-1181.0;?
-38;803;816.0;232.0;-40;-44;-1147.0;253.0
-36;782;910.0;?;-35;54;-1054.0;240.0
-32;783;1100.0;383.0;-72;21;-949.0;262.0
?;779;?;?;?;6;-850.0;225.0
-26;?;1149.0;365.0;?;30;?;?
?;?;?;?;?;11;?;134.0
-26;775;942.0;176.0;-34;20;-908.0;126.0
-26;775;1025.0;128.0;-24;?;?;?
?;777;1086.0;179.0;-33;17;-1071.0;164.0
-33;776;1102.0;248.0;?;?;-930.0;190.0
-44;777;?;290.0;?;-5;-849.0;?
-60;774;1067.0;?;10;?;-848.0;?
-84;777;1055.0;?;?;16;-940.0;332.0
-119;785;1022.0;229.0;?;42;-984.0;252.0
-141;779;1004.0;242.0;102;?;-1000.0;100.0
-150;780;?;242.0;111;2;?;40.0
-155;783;1038.0;228.0;67;-1;-952.0;?
-158;778;1049.0;228.0;55;-41;?;196.0
-161;?;1040.0;?;39;-56;-897.0;218.0
-162;?;1042.0;226.0;4;-12;-901.0;?
-159;792;1068.0;224.0;-5;-22;-922.0;154.0
-154;791;1082.0;257.0;?;6;-916.0;133.0
-153;798;?;222.0;-34;17;-917.0;127.0
?;796;1152.0;306.0;-73;33;-917.0;161.0
-152;791;1069.0;?;?;76;-930.0;196.0
-153;793;1046.0;299.0;-76;?;-967.0;191.0
-153;?;1085.0;339.0;-258;-21;-1054.0;225.0
-152;769;1157.0;347.0;-633;-216;-1079.0;200.0
-153;810;1210.0;344.0;-973;-435;?;121.0
-153;770;1167.0;314.0;-1876;-830;-928.0;126.0
?;?;?;322.0;-2620;-1096;-950.0;?
-153;972;1087.0;315.0;-2600;-1408;-1013.0;162.0
-154;1026;1082.0;321.0;-2072;-1423;-1079.0;154.0
?;?;?;434.0;-419;555;?;141.0
?;?;1249.0;581.0;797;3189;-1075.0;?
-153;850;1174.0;571.0;1230;3832;?;28.0
-154;818;1042.0;?;1825;3540;-979.0;101.0
-154;786;?;507.0;?;1829;-1075.0;28.0
-153;721;981.0;496.0;1603;?;-1138.0;-61.0
-154;-981;1077.0;636.0;138;139;-1097.0;-49.0
?;?;1143.0;633.0;-541;460;-990.0;51.0
?;1226;1139.0;?;-234;-236;-923.0;64.0
-153;597;?;526.0;-248;179;-896.0;74.0
?;757;1101.0;542.0;-197;-27;-929.0;67.0
-154;835;1083.0;?;-97;-64;-1035.0;119.0
-153;?;1097.0;603.0;-11;74;-1035.0;99.0
?;831;1073.0;597.0;45;-25;-993.0;?
-153;733;1116.0;543.0;38;50;?;60.0
-153;780;1086.0;494.0;58;-20;-968.0;?
?;775;1079.0;?;65;-45;-964.0;?
?;769;?;606.0;?;?;-956.0;?
?;785;1101.0;418.0;57;?;-968.0;101.0
-153;775;1103.0;338.0;?;-40;-945.0;?
?;773;1022.0;572.0;49;?;-932.0;97.0
-153;779;1018.0;465.0;50;-17;-912.0;120.0
-153;781;?;?;-1;-33;-937.0;141.0
-153;783;1078.0;514.0;10;-12;-949.0;128.0
-153;?;1097.0;547.0;18;10;-928.0;?
-153;780;1091.0;522.0;2;-27;-895.0;?
-153;781;1113.0;386.0;26;-18;-919.0;?
-154;777;1172.0;408.0;?;15;-928.0;75.0
-154;786;1095.0;?;-15;-39;-943.0;?
-154;788;1030.0;366.0;35;?;-949.0;65.0
-153;782;1023.0;347.0;42;-10;-959.0;52.0
-153;781;?;384.0;21;?;-1001.0;-64.0
-154;783;1063.0;409.0;27;-14;?;?
-154;785;?;?;5;29;?;64.0
-153;?;1090.0;409.0;-4;?;-881.0;148.0
-154;782;1129.0;?;-1;34;-896.0;225.0
-153;783;1097.0;449.0;?;2;?;179.0
-153;785;1099.0;?;-14;-8;-947.0;168.0
-153;783;1072.0;417.0;-12;7;?;172.0
-153;777;1072.0;?;?;-35;-967.0;?
-154;781;1066.0;?;-19;-30;?;179.0
-153;?;1075.0;293.0;-34;22;-969.0;195.0
-153;775;1082.0;316.0;?;24;?;180.0
?;777;1103.0;340.0;2;21;-948.0;181.0
-154;?;?;375.0;?;?;?;152.0
-154;781;1078.0;374.0;-4;?;-934.0;153.0
-154;782;1087.0;354.0;-14;-11;-949.0;173.0
-154;782;1090.0;?;11;-5;?;176.0
?;779;1082.0;?;-1;36;-968.0;178.0
-153;779;?;342.0;-22;?;-968.0;180.0
-154;784;1080.0;355.0;11;1;-966.0;172.0
-154;787;1080.0;355.0;-4;-2;-963.0;181.0
?;?;1079.0;337.0;-22;?;-948.0;181.0
-153;777;1068.0;?;-24;?;?;180.0
-154;782;1071.0;346.0;-15;?;-961.0;189.0
-154;784;1083.0;340.0;?;6;-964.0;?
-153;789;1087.0;352.0;-16;15;?;187.0
?;?;1079.0;357.0;-4;?;-957.0;177.0
-154;?;?;356.0;40;-19;-958.0;181.0
-153;?;1065.0;367.0;?;10;-950.0;174.0
-153;784;1051.0;380.0;4;?;?;182.0
-154;766;1073.0;371.0;44;-5;?;?
?;775;?;?;?;-21;?;175.0
-154;783;1073.0;345.0;?;?;?;?
-154;?;1077.0;352.0;62;-47;?;149.0
-154;780;1090.0;352.0;68;-40;-947.0;?
-154;785;1090.0;352.0;-29;?;-954.0;168.0
-154;783;1080.0;354.0;-24;-27;-963.0;161.0
-154;787;1092.0;375.0;-15;-21;-968.0;155.0
-154;?;1095.0;380.0;-14;-21;-971.0;158.0
-154;788;1066.0;?;-16;-54;-969.0;160.0
-154;?;1072.0;353.0;?;-72;-967.0;?
-154;777;1083.0;359.0;-8;-57;-966.0;156.0
-154;?;1092.0;379.0;28;-88;-969.0;?
-154;788;?;?;?;-77;-962.0;154.0
?;779;1116.0;376.0;-7;?;-959.0;155.0
-153;779;1107.0;?;5;-73;-972.0;161.0
?;?;?;?;-27;-65;-984.0;158.0
-151;781;1078.0;354.0;?;-47;?;?
?;?;1051.0;?;?;-77;-1004.0;130.0
-148;791;1064.0;361.0;-50;-41;-982.0;115.0
-141;?;1124.0;?;11;-32;-988.0;143.0
?;?;1141.0;?;-15;-29;-971.0;?
-147;782;1079.0;303.0;-29;-23;-919.0;166.0
-177;786;1066.0;249.0;26;-38;-913.0;170.0
-156;780;?;253.0;-9;-19;-958.0;191.0
-177;781;?;268.0;-43;?;-1001.0;?
?;789;1032.0;?;-18;-20;-964.0;241.0
82;783;989.0;293.0;-1;-28;?;?
223;788;942.0;311.0;-9;?;?;218.0
155;798;987.0;?;?;?;-915.0;?
185;786;1073.0;320.0;?;119;-903.0;111.0
176;794;1101.0;295.0;-43;?;?;91.0
?;?;?;326.0;-125;73;?;150.0
181;799;1160.0;333.0;-85;463;-837.0;?
173;812;?;375.0;?;?;-933.0;214.0
179;?;1122.0;437.0;52;1988;?;199.0
176;322;1119.0;487.0;?;?;?;153.0
177;457;1120.0;527.0;-1315;?;-1040.0;160.0
179;817;1167.0;?;189;-318;-1063.0;12.0
?;822;1180.0;518.0;-232;-350;?;-16.0
125;833;?;642.0;?;-246;?;-114.0
?;826;1092.0;390.0;28;-167;-1035.0;-92.0
111;823;?;298.0;?;?;-1017.0;-93.0
?;821;972.0;170.0;-62;-120;-978.0;-125.0
112;824;?;124.0;-66;?;-1014.0;-128.0
106;?;920.0;269.0;-49;?;?;?
101;843;?;298.0;-94;?;-897.0;-173.0
96;845;1022.0;228.0;-75;-71;-855.0;-110.0
96;?;1039.0;?;?;-55;-830.0;-36.0
99;796;?;227.0;-80;5;-799.0;-2.0
?;?;960.0;267.0;-131;13;-811.0;7.0
?;?;?;283.0;-247;?;?;?
?;665;966.0;268.0;-321;-74;-879.0;7.0
?;782;938.0;246.0;-447;?;-892.0;30.0
139;846;954.0;280.0;-473;-19;-859.0;75.0
?;805;904.0;?;-429;-3;-825.0;67.0
143;792;954.0;?;-747;-150;-827.0;87.0
139;754;1145.0;282.0;?;-370;-803.0;?
?;?;1212.0;283.0;-1951;-730;-794.0;?
117;658;1453.0;289.0;-3302;-1409;-779.0;?
111;696;1439.0;281.0;-4511;?;-810.0;197.0
111;1042;1349.0;296.0;-6155;-2045;-945.0;161.0
111;881;1234.0;418.0;-7048;-2073;-1024.0;135.0
112;1146;1182.0;571.0;-5365;-1443;-1207.0;248.0
112;1920;1193.0;?;-1883;96;?;217.0
112;1287;1189.0;547.0;1271;?;-1194.0;?
112;?;?;585.0;2190;2057;?;-176.0
112;645;1067.0;575.0;2379;?;?;-145.0
113;834;1004.0;437.0;3464;?;-1053.0;-95.0
?;856;?;339.0;4861;1395;-1039.0;-68.0
112;730;940.0;?;?;1410;-1015.0;-107.0
113;?;953.0;?;5085;1040;-986.0;-79.0
?;1196;956.0;392.0;5137;688;-936.0;0.0
113;1412;927.0;398.0;5415;62;?;98.0
113;1671;?;459.0;5579;-433;-883.0;?
113;1265;?;506.0;5389;?;-894.0;249.0
112;-266;1041.0;509.0;4155;1168;-886.0;246.0
112;-1989;1122.0;470.0;1458;2198;-885.0;274.0
112;-1469;1137.0;456.0;-1978;1883;-860.0;309.0
112;1591;1249.0;?;-1697;2046;?;359.0
?;2999;1477.0;?;-1188;-731;?;401.0
?;?;1566.0;453.0;-3764;-3268;-1007.0;381.0
119;895;1348.0;547.0;-3191;?;?;330.0
119;?;1104.0;?;-586;489;-1092.0;?
118;820;938.0;545.0;119;-205;?;?
122;757;1004.0;425.0;22;211;-1391.0;36.0
121;831;1017.0;361.0;?;-287;-1420.0;?
112;821;940.0;?;23;?;-1133.0;?
102;821;886.0;?;32;-3;-822.0;21.0
?;?;886.0;411.0;44;-40;-792.0;-96.0
83;818;931.0;366.0;-19;?;-861.0;?
87;820;987.0;?;-22;?;?;-69.0
94;816;1009.0;374.0;-27;?;?;66.0
102;833;?;359.0;?;-20;-756.0;?
110;823;968.0;315.0;-52;4;-781.0;175.0
114;810;939.0;285.0;-136;-82;?;?
114;?;?;228.0;-162;?;-881.0;?
118;816;966.0;249.0;-225;?;-892.0;208.0
125;?;1055.0;260.0;-366;-115;-876.0;208.0
129;814;1192.0;276.0;-353;-108;-843.0;249.0
?;?;1280.0;267.0;-1105;-318;-833.0;262.0
127;778;1303.0;290.0;-2743;-862;-856.0;238.0
112;702;1466.0;258.0;-3848;-1404;-899.0;245.0
?;?;?;296.0;-5914;-1631;-999.0;270.0
102;891;1091.0;396.0;-8219;-1019;-1120.0;?
101;897;1109.0;424.0;?;?;-1137.0;?
100;1654;?;568.0;-4574;86;-1221.0;260.0
100;1705;1184.0;635.0;-518;?;-1316.0;391.0
100;?;1128.0;487.0;1452;1895;-1146.0;?
100;669;1078.0;400.0;?;1531;-958.0;45.0
101;884;1040.0;359.0;?;1173;-1028.0;25.0
101;?;1023.0;?;4334;756;-1050.0;-9.0
101;681;964.0;418.0;4944;399;?;-33.0
102;929;?;294.0;?;193;?;2.0
101;?;980.0;279.0;5623;-158;-944.0;?
102;1167;990.0;380.0;5812;142;-920.0;92.0
103;1502;939.0;397.0;5945;-98;?;117.0
?;656;?;399.0;?;576;?;150.0
102;-1527;1126.0;399.0;3282;2680;-882.0;185.0
102;-2319;?;403.0;-1406;?;-890.0;158.0
103;1371;?;445.0;-1604;2216;-873.0;148.0
106;3023;1350.0;441.0;-390;?;-867.0;159.0
110;?;1401.0;?;-2906;-4085;-985.0;197.0
110;1699;1194.0;415.0;?;-1176;-1113.0;189.0
105;?;994.0;506.0;-621;296;?;166.0
100;794;1044.0;?;-17;-255;-1203.0;192.0
96;937;1091.0;?;17;196;?;183.0
89;766;?;352.0;-20;-254;-1180.0;42.0
80;826;944.0;316.0;-53;-50;?;-27.0
74;827;900.0;356.0;-15;-2;-866.0;55.0
68;812;936.0;405.0;-80;-96;-926.0;?
67;841;960.0;487.0;-89;-9;-954.0;-99.0
71;815;973.0;457.0;-39;?;-881.0;-29.0
77;818;1021.0;394.0;-103;-20;-796.0;74.0
80;823;1007.0;300.0;?;-21;-794.0;142.0
82;815;993.0;261.0;-187;5;-837.0;?
84;792;944.0;224.0;-189;9;-872.0;144.0
89;821;921.0;164.0;-398;-14;-898.0;153.0
97;817;1030.0;205.0;?;-122;-909.0;157.0
114;820;?;?;-1025;-358;?;163.0
?;822;1371.0;271.0;-2074;-650;?;172.0
105;?;1436.0;?;-3467;-1258;-823.0;201.0
94;?;1464.0;?;-5577;-1721;-858.0;251.0
94;?;?;334.0;?;-1139;-980.0;254.0
91;?;1132.0;381.0;-8629;-773;-1143.0;182.0
?;1248;1286.0;459.0;?;8;-1283.0;153.0
87;891;1285.0;641.0;-2183;1625;-1330.0;201.0
?;1192;1153.0;635.0;1425;1798;-1226.0;132.0
88;947;1028.0;530.0;?;1456;-1005.0;?
87;?;998.0;?;3549;1213;-1046.0;37.0
87;774;977.0;491.0;?;780;-1152.0;26.0
87;?;967.0;487.0;5524;672;?;-21.0
87;?;?;324.0;6010;623;?;?
?;876;972.0;300.0;5849;415;-909.0;40.0
88;?;945.0;347.0;?;-363;-882.0;73.0
88;?;956.0;365.0;6341;?;-872.0;109.0
88;1139;1039.0;386.0;7115;-1376;?;137.0
89;?;1188.0;415.0;4964;-1076;?;152.0
91;-3064;1213.0;445.0;-1339;?;-898.0;173.0
92;4575;1160.0;485.0;?;?;-870.0;?
?;?;?;445.0;-3129;-996;-908.0;174.0
98;-2353;1310.0;441.0;-4906;?;-1016.0;175.0
94;2675;?;?;-2193;933;-1147.0;152.0
77;765;1046.0;620.0;-32;314;-1112.0;122.0
?;?;1152.0;?;-31;210;?;?
68;1132;?;375.0;10;219;-1222.0;?
49;508;1024.0;?;-39;-109;?;-124.0
?;983;892.0;138.0;-198;?;-846.0;-33.0
40;722;881.0;199.0;-98;-60;-929.0;6.0
44;845;?;445.0;-127;-43;-1041.0;?
?;856;922.0;503.0;-200;-37;-980.0;-192.0
66;774;?;465.0;?;57;-826.0;0.0
79;794;902.0;351.0;-176;24;-768.0;108.0
?;780;899.0;?;-230;13;-807.0;174.0
113;835;?;214.0;-204;?;?;183.0
125;?;1008.0;?;-367;-117;-820.0;190.0
130;702;?;180.0;-884;-301;?;215.0
?;?;?;186.0;-1518;-541;-812.0;209.0
?;719;1413.0;226.0;?;?;-811.0;209.0
111;923;?;284.0;-6296;?;?;262.0
114;740;?;375.0;?;?;-988.0;291.0
107;626;1223.0;555.0;?;?;-1123.0;207.0
104;1793;1356.0;587.0;-7499;328;-1243.0;105.0
104;1902;?;?;-943;1252;-1369.0;?
?;1782;1095.0;669.0;1219;2021;-1296.0;129.0
102;1517;985.0;604.0;945;1305;?;?
102;759;942.0;487.0;3150;745;?;77.0
?;?;?;?;4049;465;-1227.0;61.0
102;678;937.0;594.0;?;292;-1063.0;-33.0
103;821;?;488.0;5824;388;-917.0;-36.0
104;997;940.0;?;5486;355;-866.0;86.0
?;1463;956.0;419.0;6340;-168;-844.0;115.0
103;1401;935.0;474.0;6167;-881;-832.0;133.0
101;177;993.0;432.0;5626;23;?;169.0
100;-1612;1112.0;436.0;3345;1620;-870.0;188.0
101;-2439;1227.0;486.0;?;?;-887.0;187.0
107;971;1210.0;505.0;-1439;?;-877.0;?
?;256;1449.0;481.0;-1652;873;-863.0;165.0
114;-1574;1602.0;471.0;-5009;-1051;-957.0;176.0
106;2033;1235.0;522.0;-2289;-724;-1099.0;141.0
28;1301;?;555.0;-17;474;-1162.0;101.0
?;313;?;540.0;-187;?;-1153.0;80.0
-29;1237;?;411.0;?;19;-1390.0;?
-15;609;?;336.0;-236;-5;-1311.0;-76.0
-12;884;?;?;-73;-6;-869.0;?
-9;822;914.0;338.0;-146;-4;-910.0;7.0
-2;742;928.0;461.0;-179;42;-1082.0;-236.0
?;?;941.0;?;?;73;?;-130.0
18;735;?;483.0;-249;127;-814.0;55.0
20;812;967.0;302.0;?;100;-774.0;117.0
28;?;971.0;197.0;-476;46;?;84.0
66;?;969.0;156.0;-514;39;?;88.0
118;721;1019.0;189.0;-627;?;-846.0;101.0
139;800;1116.0;?;?;-90;-863.0;120.0
145;709;1292.0;?;-1546;-396;?;128.0
134;771;1442.0;287.0;?;?;-864.0;136.0
110;866;?;?;-4668;-1432;-877.0;186.0
109;718;1527.0;334.0;?;?;-920.0;?
109;745;1158.0;?;-7496;?;-1056.0;228.0
105;1129;1133.0;481.0;-4544;-97;-1267.0;?
106;1867;1192.0;?;-1374;779;-1339.0;368.0
105;1315;1248.0;630.0;-92;97;-1409.0;302.0
?;90;1286.0;776.0;-235;-1150;-1250.0;-45.0
103;318;1267.0;586.0;-377;-1050;?;?
102;412;1214.0;510.0;939;-308;-988.0;-32.0
102;215;1098.0;525.0;1977;467;-1036.0;?
103;193;?;499.0;2703;816;-1110.0;?
104;?;827.0;489.0;3458;1190;-1136.0;?
104;152;780.0;446.0;3521;?;-1119.0;-130.0
?;?;915.0;486.0;3470;?;-1066.0;-56.0
108;?;1000.0;456.0;3666;2575;?;9.0
109;-284;1084.0;?;?;679;-774.0;52.0
109;?;1395.0;356.0;2619;67;-706.0;88.0
?;-542;1559.0;407.0;3425;-715;-759.0;124.0
117;2552;?;468.0;5603;-2671;-879.0;?
122;2058;1434.0;540.0;1545;-468;-937.0;93.0
126;?;1137.0;607.0;?;502;-1148.0;-10.0
125;865;1027.0;582.0;657;-330;-1399.0;-70.0
120;766;1110.0;572.0;-142;63;-1431.0;-134.0
115;?;1015.0;464.0;210;-72;-1345.0;?
?;787;1007.0;406.0;67;-23;-1235.0;-32.0
105;780;944.0;352.0;-9;-57;-815.0;-203.0
?;?;802.0;312.0;54;?;-873.0;-140.0
114;788;638.0;386.0;-32;-37;-937.0;-112.0
?;794;?;491.0;106;-64;-912.0;-77.0
129;800;701.0;431.0;35;?;-878.0;83.0
134;809;826.0;321.0;?;?;-757.0;123.0
136;817;1050.0;227.0;?;33;-598.0;110.0
139;809;1221.0;167.0;-141;73;-517.0;147.0
142;812;1238.0;105.0;?;67;-550.0;183.0
145;795;1236.0;77.0;-322;?;?;251.0
146;742;1342.0;190.0;-1037;?;?;?
?;?;1345.0;277.0;?;-773;-1004.0;317.0
146;770;1460.0;383.0;-3064;-1305;-1109.0;?
145;?;1471.0;511.0;-4568;?;-1085.0;267.0
?;1089;?;?;?;-1991;-1120.0;267.0
145;651;1011.0;551.0;-4493;-127;-1186.0;234.0
145;25;1126.0;666.0;-1797;1123;-1235.0;248.0
145;?;1124.0;635.0;?;-129;-1347.0;337.0
145;844;1144.0;602.0;-2604;-817;-1195.0;184.0
145;875;1179.0;612.0;?;-151;-893.0;51.0
145;1034;1159.0;611.0;-685;281;-891.0;?
145;733;1031.0;763.0;-32;716;-987.0;-38.0
146;404;?;670.0;1035;1195;-1010.0;-96.0
146;?;963.0;482.0;?;1273;?;-39.0
147;451;930.0;412.0;1983;1037;?;78.0
147;?;?;375.0;?;744;-1019.0;135.0
147;?;926.0;296.0;3701;566;-872.0;112.0
147;-194;?;225.0;4151;?;?;?
147;?;1233.0;207.0;3560;581;-869.0;?
?;-878;?;502.0;2669;646;-833.0;-9.0
147;?;1584.0;628.0;2207;?;-843.0;?
148;?;1491.0;?;?;-117;-904.0;-24.0
149;797;1294.0;772.0;-37;-56;-1063.0;?
150;?;1009.0;696.0;?;146;-1270.0;140.0
149;833;849.0;705.0;?;103;-1520.0;219.0
145;?;972.0;629.0;84;-79;-1484.0;150.0
143;761;?;?;46;-45;?;146.0
145;810;?;377.0;178;2;-1005.0;130.0
147;795;?;333.0;-12;-129;-702.0;-44.0
147;830;1015.0;?;-97;-87;-739.0;-183.0
147;823;814.0;200.0;-149;-122;?;-339.0
146;799;757.0;263.0;?;-613;-852.0;-196.0
145;762;779.0;328.0;-1926;-887;?;34.0
160;699;760.0;?;-1457;?;-906.0;182.0
148;640;?;311.0;-1219;-607;-762.0;?
?;610;744.0;277.0;-788;-270;-683.0;121.0
?;?;?;?;-117;301;-674.0;198.0
160;624;?;152.0;32;362;-673.0;?
223;?;1418.0;191.0;-241;50;?;?
10;650;1528.0;245.0;-479;-122;-615.0;148.0
-221;729;1501.0;334.0;-1684;-896;-705.0;189.0
-166;?;1550.0;?;-3356;-1767;-872.0;188.0
-176;771;1365.0;477.0;-5308;-2231;-1054.0;220.0
-186;?;1045.0;?;?;?;-1305.0;302.0
-172;?;1046.0;648.0;-929;?;?;229.0
-184;?;1070.0;756.0;135;236;-1400.0;153.0
-178;?;1065.0;782.0;-2029;-313;-1374.0;149.0
-179;567;1072.0;528.0;-1847;255;?;?
-179;894;?;445.0;?;529;-888.0;-41.0
?;830;1115.0;600.0;?;?;?;33.0
?;?;1034.0;640.0;225;?;-959.0;17.0
-196;722;964.0;537.0;?;1313;?;?
?;526;930.0;465.0;1812;1449;-987.0;3.0
-193;456;948.0;428.0;2722;?;-1013.0;45.0
-195;341;913.0;423.0;?;1486;-983.0;?
114;?;923.0;402.0;3687;?;-904.0;33.0
198;30;?;431.0;?;2231;-866.0;80.0
198;?;1095.0;?;3440;1849;-850.0;?
115;-190;1186.0;486.0;2741;1153;-847.0;116.0
?;-957;1405.0;436.0;?;?;-843.0;121.0
-193;-1740;1533.0;?;1475;-2456;-893.0;191.0
-158;-244;1729.0;589.0;1993;?;?;210.0
-197;429;?;671.0;?;47;-1053.0;170.0
?;?;1375.0;754.0;-81;-37;-1162.0;?
-178;906;885.0;734.0;?;20;-1355.0;17.0
-166;783;926.0;?;127;-144;?;?
-163;?;978.0;757.0;-1;-119;-1639.0;-110.0
-182;857;?;542.0;-45;-54;-1531.0;36.0
-145;776;905.0;?;24;?;-988.0;-28.0
?;741;1560.0;455.0;-2554;-1336;-806.0;?
174;602;?;?;-5552;-2231;-1020.0;157.0
174;?;1127.0;504.0;-5544;?;?;186.0
174;1273;1080.0;521.0;-1835;751;-1283.0;181.0
?;?;?;?;-2851;915;-1267.0;186.0
174;?;?;651.0;?;?;-1360.0;175.0
174;1241;1137.0;675.0;-1471;689;-1150.0;-7.0
174;1219;1097.0;697.0;-1357;203;?;?
174;942;982.0;693.0;730;574;-951.0;-23.0
174;?;877.0;779.0;1645;1238;-964.0;-24.0
?;607;793.0;?;2036;1692;-995.0;?
176;386;795.0;362.0;3027;1988;?;46.0
174;708;?;318.0;3486;?;-960.0;?
177;-58;?;?;4079;1419;-834.0;19.0
?;?;1382.0;?;4222;877;-721.0;7.0
175;-800;1651.0;300.0;3823;?;?;35.0
179;-5342;?;433.0;2656;860;-771.0;80.0
168;-1471;1458.0;594.0;-191;?;-917.0;55.0
191;1983;1265.0;?;-528;-678;?;-9.0
161;68;984.0;744.0;554;447;-1412.0;-21.0
192;1005;1093.0;?;-152;?;-1566.0;?
187;851;1092.0;655.0;11;-156;?;-34.0
-110;628;1079.0;509.0;40;?;-1296.0;-93.0
?;953;1010.0;394.0;?;-205;-984.0;-77.0
-153;691;913.0;370.0;-123;-54;-817.0;-191.0
?;864;819.0;405.0;-711;-326;?;-155.0
-169;776;809.0;472.0;-1343;-620;-937.0;-193.0
?;701;775.0;455.0;?;-657;-916.0;-56.0
?;695;769.0;414.0;?;-708;-850.0;39.0
-155;656;760.0;315.0;-966;-412;-767.0;49.0
-148;648;837.0;?;-488;?;-714.0;?
-133;650;998.0;?;-391;-80;?;192.0
-122;636;1276.0;171.0;-330;?;-685.0;201.0
?;?;1466.0;211.0;-597;?;?;?
-85;661;1375.0;260.0;-551;35;-680.0;196.0
-82;681;1396.0;?;?;-1234;?;?
-82;753;1345.0;?;-4978;-2269;-970.0;202.0
-81;949;1148.0;413.0;-5888;-2526;-1235.0;283.0
-81;586;1097.0;499.0;-4795;-1918;-1291.0;299.0
-81;-173;1118.0;622.0;-3333;704;-1193.0;155.0
-81;176;?;616.0;-2097;1571;-1250.0;?
-81;922;?;?;-2071;489;-1115.0;29.0
-81;?;1152.0;529.0;-1662;164;-969.0;8.0
?;?;1047.0;619.0;?;337;-980.0;?
-81;498;938.0;615.0;967;897;?;43.0
-80;599;895.0;?;1806;1548;?;33.0
-79;622;921.0;353.0;?;1800;-1088.0;56.0
-78;-19;949.0;306.0;3417;1767;-1024.0;57.0
-78;518;976.0;267.0;3625;1630;-888.0;58.0
-77;?;1011.0;?;4201;2121;-811.0;87.0
-77;-463;1240.0;?;3890;?;-823.0;100.0
-77;-262;1478.0;?;2820;701;-854.0;?
-77;-4848;1511.0;470.0;3034;615;-886.0;42.0
-76;-2283;1451.0;565.0;1393;-311;-911.0;-12.0
-74;2448;?;621.0;?;-668;-986.0;?
?;347;963.0;629.0;198;369;-1241.0;-51.0
-77;773;?;641.0;?;-33;?;-23.0
?;1021;1110.0;?;59;-100;-1378.0;11.0
?;564;1119.0;?;144;?;-1356.0;-5.0
-72;980;1093.0;?;-204;-246;-1045.0;7.0
?;728;979.0;302.0;-304;-96;-763.0;-101.0
-55;864;?;334.0;-836;-184;-910.0;-88.0
-47;812;797.0;?;-1393;-495;-976.0;-153.0
-42;757;786.0;489.0;-1534;-631;-993.0;-11.0
-39;702;793.0;393.0;-1381;-507;-926.0;?
-36;?;810.0;284.0;?;?;-799.0;74.0
-33;636;866.0;?;?;-142;-689.0;67.0
?;?;998.0;200.0;-225;-18;-682.0;118.0
-30;653;1214.0;153.0;-114;-32;-686.0;99.0
-30;674;1381.0;150.0;?;15;-688.0;88.0
-33;?;1429.0;193.0;-580;-62;?;?
-28;590;1517.0;?;?;-869;-785.0;?
?;489;1517.0;326.0;?;-1907;-931.0;187.0
-22;689;?;?;?;-2100;-1121.0;212.0
-22;?;1086.0;483.0;-3882;-1042;?;?
-21;976;1060.0;?;?;?;?;174.0
-22;984;1062.0;603.0;?;287;-1375.0;252.0
-21;?;1084.0;583.0;-2353;322;?;140.0
?;?;1126.0;620.0;-2180;759;-1060.0;-56.0
-21;972;1155.0;661.0;-1702;638;-914.0;?
-22;947;1063.0;769.0;-662;635;-926.0;?
-22;850;950.0;646.0;728;622;-955.0;44.0
-106;?;1441.0;178.0;-367;-112;-679.0;?
-150;642;1452.0;205.0;-1606;-662;-744.0;?
1;?;1519.0;295.0;-2361;-1254;-863.0;60.0
-1;890;1465.0;418.0;-4049;-2080;-1065.0;62.0
-12;?;?;443.0;-6049;-2702;?;126.0
5;?;1124.0;492.0;?;-1287;-1281.0;111.0
-9;?;?;560.0;-1456;?;-1265.0;118.0
0;931;1095.0;675.0;?;989;-1322.0;?
-4;634;1107.0;654.0;?;1036;-1253.0;-2.0
-3;1212;1074.0;642.0;-2397;927;-1051.0;-161.0
-2;1205;963.0;667.0;?;?;-960.0;-110.0
?;791;887.0;669.0;773;?;?;-66.0
?;606;1225.0;613.0;570;?;?;310.0
69;1125;1002.0;214.0;?;?;-1162.0;233.0
69;694;922.0;394.0;2610;1498;?;171.0
69;801;968.0;552.0;4400;?;-1176.0;63.0
69;942;878.0;?;?;1479;-1113.0;65.0
69;787;831.0;319.0;5691;1537;-1049.0;116.0
?;814;?;377.0;6008;1092;-953.0;126.0
71;1735;930.0;409.0;6095;408;-863.0;?
?;854;947.0;435.0;6422;-41;-819.0;159.0
72;?;1006.0;333.0;?;?;?;201.0
?;-792;1119.0;309.0;5897;276;-779.0;216.0
76;-4056;1265.0;456.0;2005;883;-820.0;231.0
77;4536;1298.0;501.0;-2830;1210;-862.0;248.0
