InertialMeasurementUnit BACK accZ;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE Compass;Accelerometer LUA_ accX
45.0;221.0;-536.0;-1109.0;-1;?
95.0;246.0;-920.0;-911.0;2;411.0
?;?;-942.0;?;8;134.0
?;588.0;-608.0;-244.0;15;40.0
66.0;2491.0;-591.0;401.0;23;290.0
235.0;330.0;?;758.0;26;120.0
294.0;-377.0;-385.0;?;24;41.0
?;-17.0;?;?;22;?
605.0;-281.0;-358.0;?;17;-4.0
?;-321.0;-407.0;1109.0;10;-27.0
332.0;-345.0;-409.0;1212.0;3;4.0
276.0;-402.0;-386.0;1254.0;-10;75.0
183.0;-370.0;?;1204.0;-26;115.0
?;?;-552.0;1232.0;-33;?
?;-431.0;-481.0;?;-32;?
122.0;-779.0;?;?;-29;47.0
?;78.0;?;825.0;?;?
67.0;215.0;?;764.0;-25;95.0
?;2012.0;-823.0;712.0;-28;?
130.0;1339.0;?;602.0;-27;?
?;353.0;-711.0;305.0;-24;?
70.0;-1394.0;-664.0;?;-25;?
127.0;1673.0;-459.0;153.0;-25;161.0
?;?;-349.0;70.0;?;195.0
468.0;-725.0;-299.0;-226.0;-25;177.0
371.0;-538.0;-330.0;-713.0;?;68.0
382.0;-370.0;-339.0;?;-25;-48.0
?;-353.0;-278.0;-1236.0;?;-180.0
200.0;-78.0;-314.0;-1365.0;-24;-152.0
162.0;-49.0;-446.0;-1421.0;-24;-137.0
122.0;126.0;?;?;?;-224.0
90.0;190.0;-528.0;-1381.0;-23;-57.0
124.0;197.0;-580.0;-1268.0;?;61.0
97.0;29.0;-870.0;-1134.0;?;159.0
66.0;12.0;-421.0;-1006.0;-19;107.0
112.0;?;?;-816.0;?;350.0
144.0;456.0;-723.0;-587.0;-9;237.0
?;?;?;-258.0;-2;149.0
?;1125.0;-551.0;447.0;7;507.0
335.0;?;-557.0;1017.0;?;193.0
392.0;501.0;-415.0;1463.0;10;?
580.0;24.0;-359.0;1550.0;8;176.0
453.0;?;-336.0;?;4;132.0
439.0;-319.0;-365.0;?;0;51.0
360.0;?;-349.0;1359.0;-5;-11.0
283.0;-309.0;-359.0;1511.0;-19;19.0
?;-386.0;-417.0;1439.0;-38;?
181.0;-326.0;-452.0;1278.0;?;113.0
190.0;-515.0;-587.0;1103.0;-46;16.0
134.0;?;?;790.0;?;-2.0
94.0;?;-751.0;586.0;-37;118.0
71.0;760.0;-736.0;?;?;9.0
127.0;966.0;-919.0;298.0;?;-9.0
?;?;-758.0;248.0;-45;-63.0
205.0;617.0;-733.0;142.0;-44;-50.0
59.0;-755.0;-631.0;-28.0;?;?
?;1495.0;-478.0;-70.0;-49;297.0
418.0;40.0;?;-163.0;-48;219.0
485.0;?;-328.0;-421.0;-48;75.0
424.0;-461.0;?;?;-47;19.0
424.0;-285.0;-320.0;-1491.0;?;-71.0
317.0;-195.0;-304.0;-1621.0;-47;-126.0
235.0;-132.0;-339.0;?;-47;-190.0
180.0;?;-405.0;?;?;-223.0
139.0;?;-520.0;-1319.0;?;-230.0
122.0;186.0;-532.0;-1233.0;?;-222.0
108.0;159.0;-421.0;?;?;-82.0
65.0;?;-608.0;-943.0;-44;49.0
?;54.0;?;-797.0;?;87.0
99.0;41.0;?;-555.0;-40;140.0
121.0;376.0;?;-280.0;?;?
?;386.0;?;57.0;-28;216.0
155.0;1062.0;-612.0;581.0;-21;78.0
160.0;1789.0;-586.0;1154.0;-13;232.0
238.0;53.0;-425.0;1473.0;-7;135.0
313.0;-269.0;-332.0;1497.0;-7;-35.0
524.0;-1.0;-362.0;?;-11;?
490.0;-336.0;-385.0;1380.0;-13;-27.0
367.0;-333.0;?;1005.0;-12;5.0
288.0;?;-361.0;1055.0;-9;55.0
248.0;-399.0;-359.0;1257.0;-1;179.0
170.0;-358.0;-457.0;1172.0;6;212.0
175.0;-389.0;-536.0;1008.0;6;122.0
137.0;-491.0;?;?;3;-35.0
90.0;-769.0;-748.0;?;0;81.0
44.0;27.0;-653.0;651.0;-1;111.0
76.0;1411.0;-705.0;?;0;-139.0
101.0;2766.0;-846.0;528.0;1;-132.0
136.0;?;-749.0;412.0;?;?
146.0;-251.0;-680.0;230.0;6;26.0
122.0;-1157.0;-607.0;174.0;6;?
237.0;2083.0;-438.0;234.0;7;410.0
388.0;-865.0;?;109.0;7;337.0
470.0;-484.0;-388.0;-177.0;7;156.0
?;-322.0;-363.0;-923.0;7;?
414.0;-219.0;-350.0;-1467.0;?;-291.0
274.0;-208.0;-324.0;-1665.0;7;-350.0
199.0;-205.0;-310.0;-1665.0;8;?
?;27.0;-455.0;-1450.0;8;?
128.0;63.0;-565.0;-1296.0;9;-163.0
105.0;232.0;-483.0;?;9;?
86.0;257.0;?;-1314.0;9;-102.0
54.0;115.0;-973.0;?;10;-28.0
65.0;-108.0;-760.0;-1183.0;12;-84.0
?;187.0;-924.0;?;15;376.0
162.0;?;-879.0;?;23;296.0
120.0;292.0;-522.0;-236.0;33;86.0
117.0;1297.0;-662.0;423.0;39;207.0
?;1621.0;?;865.0;40;265.0
360.0;-106.0;-338.0;?;37;2.0
?;76.0;-379.0;1663.0;34;61.0
?;?;-349.0;1119.0;-69;66.0
?;-394.0;-359.0;?;-61;?
186.0;?;?;900.0;-30;52.0
145.0;-536.0;-500.0;739.0;-12;?
114.0;-818.0;?;643.0;?;43.0
77.0;?;-1088.0;?;-10;138.0
?;1911.0;-656.0;?;-9;51.0
101.0;2555.0;-793.0;?;-8;?
126.0;1047.0;-824.0;457.0;-6;-111.0
173.0;-742.0;-750.0;347.0;-4;20.0
78.0;-602.0;-654.0;303.0;-3;173.0
?;?;-439.0;330.0;?;258.0
359.0;?;-346.0;346.0;-2;355.0
467.0;-419.0;-322.0;144.0;?;?
400.0;?;-359.0;-466.0;-2;-32.0
408.0;-156.0;-369.0;-928.0;-2;-164.0
329.0;-302.0;?;-1167.0;-1;-34.0
204.0;-113.0;?;-1197.0;-1;-78.0
165.0;-48.0;-428.0;-1271.0;0;-143.0
132.0;209.0;-526.0;?;0;-181.0
109.0;150.0;-537.0;-1222.0;1;-157.0
?;364.0;-546.0;-1239.0;2;-25.0
62.0;?;-958.0;-1317.0;2;123.0
58.0;32.0;-573.0;-1196.0;?;20.0
?;67.0;?;-983.0;6;?
134.0;434.0;-898.0;-703.0;8;?
100.0;225.0;-729.0;-379.0;17;97.0
133.0;1746.0;?;172.0;?;194.0
?;1881.0;-580.0;731.0;25;311.0
377.0;-154.0;-411.0;884.0;24;?
615.0;-192.0;?;1299.0;18;54.0
?;-51.0;-469.0;1391.0;13;67.0
394.0;?;-420.0;915.0;8;33.0
350.0;-381.0;-387.0;876.0;2;27.0
313.0;-364.0;-338.0;?;-5;-1.0
231.0;-380.0;-449.0;1092.0;-10;69.0
196.0;-346.0;?;1059.0;-14;124.0
?;-368.0;?;964.0;-17;?
169.0;?;-461.0;809.0;-19;10.0
107.0;-692.0;-568.0;720.0;-22;?
?;-77.0;-925.0;595.0;?;127.0
82.0;1905.0;?;531.0;-26;71.0
113.0;2063.0;-868.0;471.0;?;14.0
?;1404.0;?;321.0;-25;?
?;-706.0;-727.0;174.0;-25;62.0
158.0;791.0;-629.0;28.0;-26;214.0
317.0;841.0;-438.0;?;-25;249.0
337.0;?;-391.0;-64.0;-25;157.0
431.0;-184.0;-422.0;-405.0;-25;54.0
?;-365.0;?;-980.0;-25;-48.0
?;?;-456.0;?;?;-138.0
275.0;-180.0;-396.0;?;?;-174.0
222.0;-40.0;-406.0;?;-25;-167.0
153.0;-34.0;?;-1099.0;-25;-178.0
143.0;124.0;-535.0;?;-25;-145.0
?;158.0;-568.0;-1143.0;-25;-142.0
120.0;178.0;-596.0;-1101.0;-25;-12.0
88.0;131.0;-787.0;?;-24;85.0
65.0;21.0;?;-916.0;?;112.0
89.0;82.0;?;-702.0;-22;265.0
142.0;457.0;-772.0;?;-19;571.0
190.0;462.0;-738.0;-141.0;-16;407.0
142.0;?;-662.0;275.0;-12;466.0
225.0;1391.0;-579.0;609.0;-9;354.0
381.0;?;-428.0;942.0;-12;149.0
493.0;-199.0;-455.0;1122.0;-15;-55.0
560.0;-90.0;-463.0;1119.0;-17;50.0
?;?;?;?;?;39.0
404.0;-348.0;-448.0;?;-6;21.0
300.0;-296.0;-352.0;989.0;4;47.0
?;-272.0;?;?;0;?
215.0;?;-587.0;892.0;-3;?
206.0;-316.0;?;816.0;-11;109.0
?;-456.0;-523.0;676.0;-15;37.0
176.0;-727.0;-483.0;?;?;150.0
128.0;102.0;?;466.0;-14;?
115.0;1433.0;-683.0;382.0;-13;-15.0
157.0;1977.0;?;?;-12;-105.0
205.0;?;-782.0;?;-10;-142.0
232.0;?;-781.0;?;?;-153.0
?;1007.0;-614.0;92.0;-8;?
?;545.0;-544.0;271.0;-8;?
330.0;-375.0;?;388.0;5;511.0
382.0;-377.0;-415.0;696.0;1;226.0
?;-427.0;-418.0;814.0;-5;-149.0
253.0;?;-566.0;888.0;?;-328.0
253.0;-447.0;-524.0;844.0;?;-522.0
209.0;-402.0;-607.0;601.0;-25;-932.0
86.0;-829.0;?;514.0;-27;-912.0
61.0;113.0;-794.0;299.0;?;-409.0
50.0;469.0;-557.0;427.0;-29;-464.0
89.0;2373.0;-827.0;392.0;-32;-374.0
180.0;1394.0;?;?;?;-621.0
?;-71.0;-690.0;-138.0;-29;-809.0
522.0;46.0;?;1209.0;0;49.0
370.0;-409.0;?;607.0;-2;67.0
369.0;?;-353.0;713.0;-13;4.0
329.0;-310.0;-392.0;800.0;-26;145.0
265.0;-320.0;-448.0;824.0;?;247.0
207.0;-318.0;-496.0;792.0;?;213.0
174.0;-323.0;-685.0;759.0;?;?
?;-394.0;-406.0;693.0;-31;80.0
140.0;-652.0;-779.0;600.0;-30;110.0
118.0;1.0;-1146.0;?;-28;73.0
91.0;1745.0;-660.0;590.0;-28;?
118.0;?;-823.0;540.0;-30;37.0
?;683.0;?;?;?;-104.0
191.0;-185.0;-780.0;362.0;-29;88.0
124.0;1631.0;?;317.0;-30;237.0
286.0;?;-524.0;327.0;-30;328.0
?;-885.0;?;?;-30;358.0
502.0;-346.0;-400.0;-109.0;?;?
427.0;-130.0;-444.0;-568.0;-29;65.0
471.0;?;-426.0;-913.0;-29;-31.0
340.0;-187.0;-378.0;-887.0;-29;-98.0
?;-67.0;-335.0;-901.0;-28;-129.0
226.0;-28.0;?;-1013.0;-28;?
184.0;39.0;-623.0;-1088.0;-27;-135.0
157.0;?;-634.0;-1084.0;-27;-125.0
138.0;105.0;-435.0;?;-27;-35.0
103.0;?;-787.0;-1058.0;-27;17.0
94.0;41.0;-737.0;-1086.0;-26;?
92.0;10.0;-863.0;?;?;368.0
?;436.0;-857.0;-935.0;-20;470.0
102.0;512.0;-722.0;-688.0;-16;112.0
131.0;1547.0;-607.0;-225.0;?;257.0
179.0;2003.0;-594.0;227.0;-11;210.0
356.0;?;?;479.0;-12;36.0
444.0;?;-389.0;864.0;-15;?
560.0;?;-424.0;974.0;-19;-51.0
316.0;-301.0;-395.0;?;-24;-26.0
329.0;?;-338.0;749.0;-28;-86.0
297.0;-410.0;-365.0;1061.0;?;-32.0
?;?;-437.0;1141.0;?;56.0
166.0;?;-509.0;1150.0;-30;122.0
174.0;-433.0;?;1045.0;-29;94.0
134.0;?;-440.0;868.0;-25;?
98.0;-732.0;-625.0;670.0;-24;185.0
?;?;-1011.0;600.0;-23;146.0
80.0;974.0;-516.0;?;-22;8.0
123.0;2256.0;-956.0;675.0;-23;?
180.0;808.0;-905.0;?;?;-162.0
?;-492.0;?;?;-21;-4.0
102.0;-340.0;?;404.0;-22;171.0
237.0;1391.0;-490.0;418.0;-22;269.0
393.0;-1335.0;-412.0;462.0;-22;?
542.0;-362.0;-369.0;37.0;?;101.0
447.0;-422.0;?;-804.0;-21;-147.0
?;-90.0;?;-1389.0;-21;-128.0
303.0;?;?;-1552.0;-21;-208.0
228.0;-88.0;-401.0;-1437.0;?;-302.0
209.0;24.0;-435.0;-1341.0;-19;-145.0
135.0;24.0;-489.0;-1376.0;?;?
130.0;176.0;-580.0;-1383.0;-19;-153.0
147.0;234.0;-597.0;-1276.0;-18;-29.0
176.0;4.0;-384.0;-1029.0;-11;-203.0
?;50.0;-560.0;-1030.0;-11;-194.0
141.0;?;-644.0;-1000.0;-10;?
126.0;236.0;-549.0;-941.0;-10;-159.0
128.0;292.0;?;?;?;-50.0
101.0;111.0;-715.0;-919.0;-8;-20.0
97.0;?;?;-802.0;?;8.0
122.0;73.0;-984.0;-666.0;-4;492.0
195.0;415.0;?;?;-2;352.0
234.0;?;?;-147.0;3;?
171.0;?;-561.0;294.0;6;308.0
296.0;1507.0;-477.0;597.0;6;149.0
407.0;-36.0;-397.0;?;?;?
628.0;-264.0;-380.0;?;6;?
478.0;-74.0;-354.0;?;2;-151.0
382.0;-365.0;-310.0;?;0;-137.0
323.0;?;-350.0;649.0;?;-87.0
?;-354.0;?;955.0;?;-31.0
185.0;?;-364.0;1024.0;-4;61.0
206.0;-468.0;-478.0;1008.0;-7;73.0
142.0;-413.0;-378.0;900.0;-9;81.0
121.0;-725.0;?;753.0;-10;183.0
88.0;-501.0;-970.0;637.0;-11;324.0
?;-396.0;?;559.0;-11;53.0
57.0;?;-831.0;595.0;-10;-17.0
?;?;-893.0;523.0;-10;?
164.0;267.0;-806.0;501.0;-9;-168.0
16.0;?;-626.0;450.0;-8;?
135.0;1321.0;-414.0;515.0;?;242.0
344.0;686.0;-300.0;490.0;-8;287.0
497.0;-930.0;-315.0;?;-8;145.0
419.0;?;?;-353.0;-8;-59.0
438.0;-323.0;-403.0;?;-8;-136.0
?;?;-403.0;-1055.0;-8;?
226.0;-238.0;?;-993.0;-8;-248.0
173.0;-37.0;-585.0;?;-8;-159.0
139.0;-3.0;-562.0;-1005.0;-8;-93.0
107.0;161.0;-593.0;-991.0;-7;-100.0
113.0;228.0;-608.0;-1079.0;-7;189.0
104.0;?;?;-1031.0;?;217.0
84.0;5.0;?;?;-5;195.0
153.0;119.0;?;-951.0;-3;420.0
133.0;343.0;-853.0;-792.0;0;?
?;359.0;-710.0;-530.0;5;106.0
157.0;?;-579.0;207.0;9;255.0
349.0;2125.0;-495.0;640.0;10;?
421.0;734.0;?;843.0;10;?
615.0;287.0;-450.0;1104.0;9;183.0
497.0;137.0;-407.0;1020.0;7;76.0
456.0;-283.0;-403.0;817.0;4;0.0
385.0;-329.0;?;1034.0;2;-13.0
289.0;-344.0;-392.0;?;-3;33.0
232.0;?;-458.0;937.0;-9;155.0
196.0;-382.0;-561.0;819.0;-14;131.0
171.0;-378.0;?;736.0;-17;?
?;-492.0;-575.0;672.0;-19;23.0
?;-870.0;?;588.0;-19;135.0
52.0;149.0;?;?;-17;61.0
105.0;1482.0;?;420.0;-17;61.0
133.0;2012.0;?;375.0;-18;-81.0
210.0;1358.0;-666.0;247.0;-18;-121.0
?;-1140.0;-652.0;129.0;?;31.0
193.0;1360.0;-436.0;148.0;-18;302.0
372.0;641.0;-390.0;151.0;?;388.0
?;-1122.0;?;?;-18;258.0
443.0;?;-348.0;?;-18;-122.0
401.0;-375.0;-388.0;-1055.0;-18;?
323.0;?;-362.0;?;-18;?
229.0;-179.0;-314.0;-1289.0;-17;-211.0
160.0;36.0;-442.0;?;-17;-246.0
141.0;1.0;-559.0;-769.0;-17;-301.0
98.0;?;?;-756.0;-17;-362.0
?;?;-532.0;-857.0;-17;-261.0
82.0;304.0;-639.0;?;?;?
55.0;179.0;-641.0;?;-15;129.0
65.0;?;-838.0;-629.0;-12;157.0
140.0;?;-975.0;-521.0;-12;439.0
189.0;?;-635.0;-442.0;-10;210.0
179.0;487.0;-699.0;-93.0;0;179.0
247.0;2401.0;?;464.0;5;320.0
308.0;?;-388.0;710.0;5;134.0
403.0;?;?;791.0;7;-41.0
254.0;-409.0;?;866.0;?;?
?;-401.0;-478.0;748.0;-17;?
158.0;-394.0;-530.0;640.0;-54;39.0
128.0;-417.0;?;504.0;-80;-31.0
89.0;-702.0;-767.0;?;-60;99.0
34.0;-394.0;-929.0;?;-61;?
?;1049.0;?;343.0;-61;-10.0
85.0;?;-805.0;344.0;?;-23.0
157.0;1309.0;?;272.0;-48;-176.0
84.0;31.0;-698.0;227.0;-47;?
192.0;?;-570.0;220.0;-48;300.0
403.0;1637.0;?;?;-49;279.0
455.0;?;-372.0;102.0;-49;?
?;-131.0;-400.0;-273.0;?;20.0
?;-343.0;-416.0;-950.0;?;-99.0
353.0;19.0;-366.0;-1193.0;-48;-183.0
287.0;-250.0;?;-1103.0;-48;-82.0
230.0;-102.0;-467.0;-1072.0;?;-342.0
151.0;11.0;-603.0;-1021.0;-48;-124.0
?;?;-589.0;-1114.0;-48;-89.0
127.0;190.0;-474.0;?;-48;36.0
115.0;?;-982.0;-1200.0;-46;136.0
?;113.0;?;?;-47;101.0
96.0;56.0;-792.0;-1024.0;-45;182.0
158.0;180.0;-961.0;-856.0;-38;?
155.0;425.0;-585.0;-633.0;-34;218.0
188.0;486.0;-692.0;-179.0;?;257.0
263.0;998.0;-571.0;462.0;?;?
380.0;606.0;-373.0;714.0;?;209.0
498.0;682.0;?;963.0;-10;148.0
631.0;315.0;-424.0;1204.0;-12;61.0
455.0;?;-366.0;957.0;-15;49.0
?;-285.0;?;728.0;-19;?
350.0;-355.0;-350.0;944.0;-23;7.0
263.0;-341.0;-403.0;921.0;?;50.0
?;-371.0;-505.0;891.0;-21;112.0
191.0;-364.0;?;879.0;-16;54.0
?;-475.0;-501.0;781.0;-10;10.0
139.0;-620.0;-894.0;686.0;-9;95.0
?;-548.0;-766.0;638.0;-10;170.0
97.0;545.0;-638.0;587.0;-9;92.0
151.0;?;-837.0;?;-9;33.0
163.0;2699.0;-759.0;526.0;-9;-50.0
189.0;-21.0;-758.0;391.0;-6;-17.0
169.0;-961.0;-636.0;?;-5;124.0
274.0;1830.0;-446.0;354.0;-5;271.0
385.0;?;-378.0;324.0;-5;219.0
447.0;-1005.0;-405.0;157.0;-5;?
401.0;-512.0;-430.0;-357.0;-4;?
419.0;-169.0;?;-870.0;-4;-95.0
336.0;-106.0;-368.0;-1028.0;-4;-128.0
248.0;?;-406.0;-993.0;?;-150.0
202.0;-36.0;-480.0;?;-3;?
?;-15.0;-605.0;-921.0;-3;-116.0
142.0;?;-565.0;-962.0;-3;-110.0
?;213.0;-535.0;?;-2;-5.0
97.0;292.0;-948.0;-895.0;-2;120.0
?;?;-714.0;-864.0;-2;53.0
103.0;44.0;-1017.0;-775.0;1;328.0
145.0;325.0;-932.0;-577.0;?;?
172.0;303.0;?;-364.0;8;149.0
147.0;999.0;?;104.0;12;?
?;1812.0;-553.0;564.0;14;208.0
384.0;56.0;?;856.0;13;?
630.0;-253.0;-399.0;1078.0;12;-12.0
583.0;14.0;-380.0;1154.0;9;77.0
?;-106.0;-370.0;564.0;4;-3.0
373.0;-339.0;-331.0;614.0;-3;-51.0
325.0;-346.0;-348.0;?;-12;-40.0
207.0;-359.0;?;854.0;-18;68.0
216.0;-399.0;-611.0;841.0;?;103.0
168.0;?;-466.0;771.0;-21;33.0
?;-518.0;-628.0;680.0;-22;?
96.0;-725.0;-1255.0;643.0;-21;?
53.0;?;-866.0;?;-20;46.0
110.0;1497.0;-847.0;575.0;?;86.0
125.0;2412.0;?;657.0;-20;51.0
197.0;1361.0;-791.0;546.0;-17;-50.0
111.0;-465.0;-718.0;?;-17;117.0
252.0;-555.0;-429.0;?;?;236.0
427.0;?;-421.0;203.0;-16;191.0
561.0;-1190.0;-340.0;36.0;-16;101.0
406.0;-426.0;?;-545.0;-16;73.0
435.0;-461.0;?;-1134.0;-16;?
355.0;-187.0;-297.0;?;-16;-162.0
300.0;?;-297.0;-1292.0;-15;-145.0
179.0;-164.0;-459.0;?;-14;-154.0
147.0;-86.0;?;-1324.0;-14;-149.0
113.0;147.0;-483.0;-1340.0;-14;?
118.0;224.0;-709.0;?;-14;-3.0
49.0;?;?;?;-13;123.0
?;-389.0;-497.0;800.0;-23;-37.0
123.0;-466.0;-720.0;736.0;?;68.0
75.0;-630.0;-639.0;?;-20;?
100.0;50.0;-723.0;518.0;-19;71.0
75.0;2422.0;-811.0;?;?;98.0
94.0;2172.0;?;396.0;-19;-47.0
145.0;?;-685.0;?;?;30.0
107.0;-531.0;-429.0;401.0;-17;153.0
?;?;-350.0;444.0;-17;?
349.0;261.0;-342.0;312.0;-17;?
417.0;-996.0;-333.0;-25.0;-17;72.0
344.0;-73.0;-386.0;?;-17;-69.0
358.0;-379.0;-350.0;?;-17;-152.0
245.0;-61.0;-327.0;-957.0;?;-193.0
?;-257.0;-386.0;-960.0;-17;-228.0
130.0;38.0;-504.0;-934.0;-16;?
120.0;72.0;-544.0;-990.0;?;-109.0
116.0;167.0;-380.0;-1001.0;-16;-53.0
115.0;272.0;-682.0;-981.0;-16;163.0
75.0;258.0;-1051.0;-963.0;-15;106.0
48.0;?;?;-915.0;-14;279.0
99.0;54.0;-797.0;-747.0;-12;481.0
107.0;555.0;-751.0;-506.0;-9;349.0
153.0;370.0;-527.0;-116.0;-4;264.0
102.0;1476.0;-453.0;464.0;2;497.0
391.0;1553.0;-485.0;762.0;5;252.0
492.0;?;?;986.0;4;93.0
535.0;-306.0;-327.0;959.0;1;17.0
?;-48.0;-354.0;619.0;-3;51.0
344.0;-382.0;?;?;-6;5.0
307.0;?;-383.0;?;-10;10.0
275.0;-363.0;-394.0;984.0;-19;?
173.0;?;-402.0;1015.0;-26;58.0
180.0;-347.0;?;973.0;-29;80.0
133.0;-337.0;?;869.0;-30;?
109.0;-489.0;-836.0;763.0;-27;?
72.0;-715.0;-1024.0;685.0;-25;147.0
69.0;200.0;?;610.0;?;22.0
?;1787.0;-855.0;508.0;-22;95.0
?;1595.0;-630.0;410.0;-26;-4.0
161.0;1602.0;-677.0;341.0;-29;38.0
?;?;-531.0;?;-29;?
?;?;-323.0;274.0;-29;178.0
398.0;366.0;-323.0;75.0;-29;91.0
450.0;-1234.0;-329.0;-274.0;-28;?
358.0;-329.0;-374.0;?;-28;?
375.0;-265.0;-337.0;-1297.0;-28;?
265.0;?;-349.0;-1294.0;?;-114.0
202.0;?;-415.0;-1135.0;-27;?
155.0;-27.0;-512.0;-1072.0;-27;?
?;5.0;-559.0;-1054.0;?;?
122.0;125.0;?;-1079.0;-25;?
?;147.0;-883.0;-1018.0;-24;114.0
94.0;254.0;-804.0;?;-23;140.0
60.0;110.0;-421.0;-732.0;-22;126.0
?;64.0;-1039.0;-538.0;-19;463.0
142.0;454.0;-708.0;-333.0;?;331.0
201.0;375.0;-624.0;-30.0;-11;145.0
193.0;1011.0;-510.0;627.0;?;277.0
341.0;?;-494.0;931.0;-3;223.0
?;530.0;-387.0;?;-5;29.0
613.0;-115.0;-293.0;1105.0;-11;?
529.0;-95.0;-299.0;?;-15;12.0
332.0;-218.0;-298.0;425.0;-18;12.0
?;?;?;530.0;-21;-31.0
310.0;?;-335.0;808.0;-22;-8.0
199.0;-376.0;-418.0;833.0;-21;111.0
161.0;-362.0;-513.0;814.0;-19;116.0
149.0;?;-570.0;786.0;-16;7.0
107.0;-389.0;-534.0;?;-15;-3.0
49.0;-836.0;?;?;?;?
24.0;102.0;?;497.0;-11;?
49.0;?;?;480.0;?;-14.0
91.0;1710.0;-849.0;?;-11;-77.0
178.0;2226.0;-631.0;408.0;-9;-95.0
?;-1752.0;?;304.0;?;6.0
103.0;1480.0;-401.0;311.0;-8;231.0
308.0;323.0;-341.0;259.0;-8;258.0
412.0;-1590.0;-341.0;-17.0;-8;181.0
442.0;-718.0;-322.0;-507.0;?;98.0
373.0;?;-368.0;?;-8;-127.0
30.0;126.0;-728.0;-1510.0;-45;181.0
60.0;210.0;-896.0;?;-36;394.0
107.0;477.0;?;?;-27;111.0
80.0;505.0;-498.0;-423.0;-27;197.0
46.0;1116.0;-439.0;319.0;-15;?
220.0;618.0;-330.0;?;-3;253.0
304.0;326.0;-298.0;938.0;0;136.0
433.0;-250.0;-339.0;?;7;66.0
444.0;-38.0;-318.0;990.0;10;-1.0
311.0;?;-365.0;789.0;13;-42.0
250.0;-361.0;-311.0;942.0;12;10.0
201.0;-356.0;-366.0;1232.0;9;92.0
136.0;-417.0;-374.0;1162.0;4;116.0
141.0;-401.0;-524.0;1132.0;0;-8.0
126.0;-408.0;-544.0;1044.0;0;-121.0
90.0;-650.0;-579.0;?;-7;-53.0
44.0;?;-734.0;?;-10;160.0
44.0;1201.0;?;763.0;-9;126.0
60.0;2440.0;-786.0;680.0;-9;178.0
120.0;1418.0;-646.0;609.0;?;?
183.0;?;?;?;-5;-6.0
96.0;-1017.0;-423.0;392.0;-4;144.0
263.0;1012.0;-312.0;?;-4;190.0
414.0;?;?;22.0;-5;53.0
407.0;-793.0;-323.0;?;-4;36.0
344.0;?;-325.0;-945.0;-4;-86.0
369.0;-177.0;-328.0;-1358.0;-4;-193.0
?;-44.0;-285.0;-1447.0;-4;-228.0
184.0;-161.0;-384.0;-1394.0;-4;-223.0
127.0;3.0;?;-1257.0;-4;-153.0
106.0;139.0;-665.0;-1212.0;-4;-174.0
96.0;89.0;-357.0;?;-4;-173.0
84.0;183.0;-735.0;-1145.0;-4;-3.0
60.0;?;-765.0;-999.0;?;97.0
45.0;68.0;?;-759.0;-2;165.0
?;149.0;-1057.0;-478.0;0;515.0
138.0;369.0;-705.0;-166.0;?;448.0
157.0;352.0;?;180.0;13;182.0
96.0;941.0;?;?;17;309.0
367.0;2356.0;-414.0;1060.0;18;153.0
399.0;67.0;-366.0;1416.0;15;9.0
571.0;-395.0;-314.0;?;11;-29.0
428.0;-86.0;-321.0;1001.0;?;-36.0
?;-272.0;?;557.0;?;-75.0
313.0;?;?;616.0;-11;-77.0
259.0;-286.0;-399.0;?;-17;7.0
198.0;-400.0;-376.0;680.0;-19;120.0
154.0;-364.0;-578.0;654.0;?;94.0
152.0;?;?;?;-16;15.0
?;-403.0;-666.0;664.0;?;62.0
?;-702.0;-967.0;623.0;-14;?
?;-19.0;-640.0;540.0;-12;-9.0
111.0;?;?;554.0;-12;50.0
?;3153.0;-601.0;528.0;-11;42.0
?;?;?;437.0;-9;-7.0
65.0;?;?;382.0;-9;90.0
271.0;1782.0;-379.0;379.0;-9;207.0
397.0;718.0;-351.0;283.0;-9;163.0
475.0;-871.0;-342.0;-62.0;-9;69.0
?;?;-372.0;-683.0;-9;-6.0
?;-193.0;?;-1113.0;?;-86.0
269.0;?;-375.0;-1173.0;-8;-144.0
?;-265.0;-363.0;-1192.0;-8;-152.0
146.0;-136.0;-484.0;-1120.0;?;?
125.0;95.0;?;-1155.0;?;?
?;77.0;-400.0;-1162.0;-8;?
?;?;-828.0;?;?;305.0
49.0;264.0;-815.0;-951.0;-7;?
70.0;?;-432.0;-831.0;-5;29.0
84.0;29.0;?;-674.0;-1;275.0
56.0;216.0;-746.0;?;?;299.0
124.0;518.0;-677.0;-156.0;9;60.0
?;868.0;-457.0;?;15;151.0
200.0;1868.0;-408.0;837.0;?;85.0
339.0;237.0;-287.0;1158.0;27;117.0
487.0;-268.0;-275.0;1266.0;35;36.0
456.0;-174.0;-363.0;1136.0;40;-10.0
303.0;-190.0;-337.0;610.0;?;-80.0
289.0;?;-343.0;?;31;?
265.0;?;-405.0;870.0;25;-42.0
138.0;-473.0;-437.0;?;18;?
436.0;-271.0;-381.0;?;17;9.0
520.0;54.0;-378.0;1331.0;14;11.0
?;-216.0;-373.0;838.0;13;-9.0
306.0;-429.0;-343.0;704.0;11;?
343.0;-377.0;?;937.0;?;19.0
?;-388.0;-381.0;968.0;-1;?
165.0;-415.0;?;940.0;-7;145.0
