InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;Accelerometer RKN^ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
-306;2649;-780;-1617;2649;-1075;-496.0;?
-955;2557;-527;-930;?;-504;?;-527
-561;1712;-362;-609;1712;?;-171.0;-362
-636;-2266;1098;1495;?;2417;?;1098
-395;?;1489;127;-2025;1086;-96.0;1489
?;240;856;-3673;240;-2579;-195.0;856
?;-4145;?;?;-4145;1508;-89.0;?
-434;?;?;1100;-3852;?;-30.0;?
?;-391;-1494;-1812;-391;?;?;-1494
-127;-906;-210;-648;-906;216;?;-210
-258;-301;-220;-930;-301;-177;-22.0;?
-25;-23;-92;-970;-23;?;?;-92
3;49;?;-781;?;?;7.0;197
86;381;123;-988;381;-120;72.0;?
46;243;179;?;243;53;?;179
?;?;135;-902;356;?;-186.0;135
89;290;110;-887;290;-5;-162.0;?
83;129;51;-879;129;-6;-393.0;?
56;77;32;-880;77;?;?;32
91;152;?;-937;152;-93;48.0;74
145;?;?;-848;11;?;591.0;14
-64;467;?;-1042;467;-205;49.0;182
-160;-2069;?;-751;?;?;-93.0;-507
308;-383;-494;?;-383;-436;-79.0;-494
-79;-258;59;?;-258;146;34.0;59
17;?;26;-919;129;-85;-59.0;26
72;242;119;-915;242;-48;111.0;119
50;?;?;-857;?;?;-20.0;139
75;149;65;?;149;-48;?;65
23;77;?;-851;?;20;-154.0;75
42;77;4;-856;77;-10;-388.0;4
?;?;51;-868;?;-6;-450.0;51
60;?;60;-882;?;-8;448.0;60
?;-21;?;-874;?;0;397.0;?
-7;132;49;?;132;-55;-6.0;49
11;?;18;-849;?;24;52.0;18
?;175;112;-912;175;-64;?;112
29;?;52;?;48;-19;372.0;52
-99;128;159;-978;128;?;310.0;?
-271;816;794;?;816;-312;312.0;794
-255;180;493;-949;180;354;213.0;493
-621;3371;1344;-1682;3371;-882;-12.0;?
-566;7122;1629;-1878;?;-1678;?;?
-726;5785;-1174;?;5785;?;-229.0;-1174
?;3860;?;-2449;3860;-615;-312.0;-2225
-922;636;-1064;-1344;636;706;31.0;-1064
-726;-513;-6;-286;-513;1451;-664.0;-6
?;1881;265;?;1881;479;-164.0;265
-859;?;-796;-708;?;404;462.0;-796
-733;2932;-2290;-963;2932;?;-900.0;-2290
-292;?;-2853;-1065;4175;-461;-695.0;?
-83;?;-2592;-929;3721;-297;1233.0;-2592
409;5649;?;?;5649;-952;-105.0;-2204
1184;3271;-907;?;3271;-377;-371.0;-907
?;1950;-286;-398;?;-100;?;-286
2532;1575;-255;-431;1575;-8;-486.0;?
-569;-6640;1144;-23;-6640;1294;-118.0;1144
679;?;1113;?;?;-490;?;?
1059;1265;62;-1830;1265;-1440;-104.0;62
-725;-1649;-288;-981;?;154;-42.0;-288
-2;-769;-489;-825;-769;23;-118.0;-489
-84;-315;-153;?;-315;?;25.0;?
?;-174;?;-881;-174;-10;-105.0;-15
-16;?;-53;-895;131;-75;-99.0;-53
-200;-33;38;-879;-33;9;-123.0;38
?;193;4;?;193;-33;-88.0;4
-130;-12;-22;-873;?;?;93.0;-22
-136;-27;-66;-879;-27;?;-26.0;-66
-117;-91;-100;?;-91;-14;-162.0;-100
-98;-163;-87;-859;-163;1;?;-87
-157;-127;-101;-869;-127;32;218.0;-101
-134;?;-44;-904;-23;-35;855.0;-44
-138;?;93;-908;216;-19;415.0;93
-203;224;105;-895;?;?;59.0;105
-159;?;?;-913;64;-16;?;?
-474;789;-489;-1147;789;-63;307.0;-489
-641;2375;-1634;-1441;2375;-352;656.0;-1634
-336;3766;-2915;-1217;3766;-342;520.0;-2915
-417;3853;-3640;-926;?;66;22.0;-3640
-702;?;-3944;-1051;?;?;?;-3944
?;2219;?;-967;2219;241;5.0;-3742
?;1956;?;-820;1956;266;-1586.0;-2567
?;955;-1337;-895;955;45;-144.0;-1337
-117;877;?;-782;877;92;?;-753
-52;?;-317;-764;?;109;51.0;-317
13;954;-95;-761;?;106;303.0;-95
365;1914;-793;-643;1914;81;-523.0;-793
108;522;-1557;?;522;-87;85.0;?
?;2037;-324;-230;2037;505;?;-324
94;-815;322;-652;-815;326;?;322
733;-7531;-552;-1441;?;-728;110.0;?
?;-2947;-192;-336;-2947;-406;-89.0;-192
?;109;-180;?;109;-235;2.0;-180
-652;?;?;-1406;-914;-261;-61.0;?
294;249;107;?;249;2;-30.0;107
-128;?;31;-1000;-72;-99;?;31
-44;146;62;-886;146;-6;10.0;62
-18;231;?;?;231;10;-74.0;44
?;10;-18;-928;10;-17;-36.0;?
-4;62;-17;-847;62;19;-203.0;-17
?;42;-74;-901;42;-4;57.0;-74
-20;101;-22;-882;101;3;-181.0;-22
-51;77;21;-901;77;?;-379.0;?
-47;51;?;-902;?;?;?;-46
?;-28;-78;-902;-28;-19;-192.0;-78
-41;-79;-87;-893;-79;?;566.0;-87
16;-138;-65;-910;?;-40;487.0;-65
-26;-109;-27;-918;-109;?;396.0;-27
-28;-91;-38;-909;?;?;233.0;?
8;-97;?;?;-97;-50;?;-56
?;201;?;-904;201;?;471.0;-3
153;60;-144;-964;60;-125;176.0;?
145;1006;-1321;-941;?;-104;-365.0;-1321
-665;2204;?;?;2204;110;-346.0;-3447
-660;1990;-3244;-915;1990;?;-137.0;-3244
-241;1280;-385;?;1280;121;-163.0;?
-230;252;950;-653;252;315;-557.0;950
?;1951;1386;-933;1951;39;18.0;1386
15;-905;206;-576;?;408;606.0;206
-99;-5398;-1729;-942;?;-210;56.0;-1729
?;-1433;-768;-2111;-1433;-1558;?;?
394;?;-126;?;189;-532;-517.0;?
-87;-394;-218;-745;-394;99;42.0;-218
169;338;?;-1080;338;?;?;67
?;-287;-103;-841;-287;50;58.0;?
1;50;-28;?;50;-36;-71.0;?
15;?;?;-904;15;-34;-249.0;7
-1;?;8;?;?;6;-157.0;?
37;69;?;?;69;-51;1.0;21
-21;?;19;-882;-42;-7;-119.0;19
10;-41;?;?;-41;-33;25.0;36
?;-42;-21;?;-42;-20;6.0;-21
?;2;-23;-893;?;-14;-348.0;-23
8;?;?;?;-6;-23;-90.0;-20
4;-4;-30;-886;?;-17;65.0;-30
?;25;29;?;?;-17;-139.0;29
14;28;15;-890;?;-22;-183.0;15
-13;36;-39;?;36;-26;-81.0;-39
-13;15;-2;?;15;?;?;-2
-22;?;-50;-866;-43;10;-63.0;-50
39;-15;-65;-880;-15;?;-56.0;-65
?;184;100;-873;184;-18;-55.0;?
-37;204;100;-864;204;4;?;?
-14;78;11;-911;78;?;-276.0;11
?;192;81;-903;192;-41;-233.0;81
-34;206;56;-898;206;-17;-24.0;?
-26;?;6;-903;?;?;?;6
29;102;44;-887;102;-16;30.0;44
?;152;40;?;?;-11;-126.0;40
-17;139;61;-897;?;-14;44.0;61
-12;51;40;?;51;?;180.0;?
?;?;-29;?;-27;-19;-48.0;-29
0;-119;?;-892;-119;-17;58.0;-70
?;-138;-77;-894;-138;-20;-56.0;?
23;?;-46;-887;?;-21;113.0;?
?;-89;4;-878;-89;?;26.0;?
24;?;-81;-883;-61;-17;-143.0;-81
9;?;?;-897;?;-27;-1.0;1
-3;-6;16;-903;?;-27;211.0;16
21;-19;-22;-917;?;?;?;-22
?;173;94;-981;173;-200;-9.0;94
664;531;-1321;-1017;531;-366;-50.0;-1321
?;169;81;-904;169;-14;0.0;81
-9;?;?;-911;71;-27;-83.0;63
14;?;60;-897;56;?;-93.0;60
?;109;15;?;109;-9;-28.0;15
-10;84;17;?;84;-27;-272.0;17
16;108;43;-885;108;-13;?;43
?;66;20;-888;?;-18;-176.0;20
?;67;12;?;67;-13;-267.0;12
?;?;?;-896;?;-25;?;-10
3;-5;?;?;-5;-25;-9.0;12
-11;41;?;?;41;?;-181.0;7
-6;38;-18;-889;38;-20;-211.0;-18
4;18;23;-886;18;-21;194.0;23
-2;?;-2;-882;36;?;433.0;?
-3;17;-23;-882;17;?;374.0;-23
-7;20;9;?;20;-21;98.0;?
0;7;-28;-877;7;-16;?;-28
-10;26;14;?;26;?;-39.0;14
-6;?;?;?;25;-19;-203.0;71
?;?;18;-880;41;?;-532.0;18
-4;178;65;-940;178;-3;-585.0;?
61;?;211;-886;225;-37;?;?
?;?;387;-930;?;-38;?;387
77;441;883;-973;441;-62;-13.0;?
-31;377;693;?;?;-15;266.0;693
?;1809;427;-1458;1809;-561;-35.0;427
-74;3946;996;-1371;3946;-1185;?;?
-285;2616;-384;-739;2616;-92;-763.0;-384
83;1922;?;?;?;-401;-145.0;-1230
231;?;-389;-1847;1587;-942;-83.0;?
-189;-1834;?;-730;-1834;?;?;?
312;-1890;-1168;-295;-1890;1100;-532.0;?
393;397;-564;-445;397;651;-882.0;-564
-64;650;?;?;650;?;270.0;-411
-21;?;?;?;443;?;348.0;-350
23;928;-447;-853;928;?;?;-447
-203;1332;-194;-952;1332;-291;-88.0;-194
-250;1327;663;-1212;1327;-603;?;663
-13;1638;1603;-1409;?;?;-403.0;1603
?;1174;1850;-1709;1174;?;?;1850
-689;-360;1821;-492;-360;-225;?;?
293;-410;1967;1746;?;2414;-37.0;1967
80;?;2078;2001;-730;2895;-9.0;2078
300;?;2595;245;-2496;1289;?;?
?;-1231;2627;-1409;?;-846;-41.0;2627
816;209;781;?;209;-311;-47.0;781
-237;?;-609;?;-512;785;-2.0;-609
?;-657;-345;-1029;-657;-196;176.0;-345
219;-657;-258;-1001;?;?;?;-258
-55;-174;-100;?;-174;?;-89.0;-100
-14;186;81;-940;?;-88;101.0;81
-16;95;32;-868;95;?;141.0;32
-32;156;83;-903;156;-28;-20.0;83
-20;38;37;-889;?;-9;-88.0;37
9;56;?;-882;56;-8;-30.0;37
3;106;39;-902;106;-30;-139.0;39
-17;76;32;-871;76;?;-413.0;?
8;62;59;?;?;-52;-735.0;?
5;71;27;-834;?;27;-623.0;27
-18;53;-31;-686;53;202;-36.0;-31
50;71;31;-829;71;59;?;31
29;196;102;-902;196;-49;-94.0;102
?;161;-1;-850;?;?;36.0;-1
?;230;198;?;230;?;?;198
114;277;?;?;277;-57;279.0;108
87;?;164;-1042;488;-87;147.0;164
0;957;?;-1057;?;?;?;?
-80;1052;?;-1008;?;160;?;970
86;1566;1213;-1369;1566;-749;223.0;1213
-264;1830;?;-1537;1830;-775;75.0;?
-409;1187;-629;?;1187;-199;?;?
-302;1647;144;-2029;?;-936;-373.0;144
-869;?;?;?;1079;-316;-391.0;-414
?;-1917;-1641;-806;-1917;856;305.0;-1641
40;-1980;-1639;-272;-1980;?;155.0;-1639
-553;-126;-924;-616;-126;428;?;-924
?;?;?;-746;?;-31;-1627.0;-247
-640;-882;26;-799;-882;-252;317.0;26
-467;-155;-56;-801;-155;-314;313.0;-56
-552;341;?;?;341;?;-616.0;102
-241;?;1845;-1503;1943;-977;161.0;1845
449;2490;1664;-1387;2490;-1004;71.0;1664
1302;?;902;-766;2256;-446;?;902
?;943;533;?;943;1349;?;533
-41;-3349;-2069;?;-3349;2967;-76.0;-2069
-645;-4174;-563;-1259;-4174;?;77.0;?
461;-2457;1598;?;-2457;-206;35.0;?
1188;-3047;1269;2629;-3047;?;9.0;1269
985;-2519;1224;1232;-2519;2226;19.0;?
293;-888;-404;-1253;-888;-522;75.0;-404
?;-443;?;?;-443;-265;72.0;?
74;?;140;?;-181;60;?;?
52;107;?;?;107;-100;?;-100
-13;48;73;-880;48;11;38.0;73
?;161;45;-900;?;-31;65.0;45
27;177;65;?;?;-30;-59.0;65
5;?;35;?;107;2;163.0;35
25;72;7;-908;?;-41;26.0;7
-10;70;19;-846;70;30;-190.0;?
-25;77;18;-848;77;21;-512.0;18
18;4;?;-887;4;-13;?;49
23;12;-11;-887;12;?;?;?
?;33;?;-887;33;-26;149.0;-9
-12;33;21;-872;?;18;352.0;21
-9;-18;?;-866;-18;19;216.0;-45
21;-54;-62;-900;-54;-34;137.0;?
?;-24;?;-893;-24;-24;?;?
15;-28;-35;-896;-28;-21;?;?
-34;36;-24;-921;36;-26;169.0;-24
129;75;59;-871;75;-50;?;59
?;243;153;-962;243;-21;34.0;153
-228;?;281;?;390;10;-15.0;281
-35;581;552;-984;581;-49;?;552
?;851;794;?;?;-66;-306.0;794
?;1554;925;-1275;1554;-617;-312.0;925
-435;3468;?;?;3468;-1384;?;978
?;3387;?;-1283;3387;-148;-431.0;63
?;3209;-1057;-1448;3209;?;156.0;-1057
-1098;?;-1170;?;2875;-881;92.0;-1170
-228;-1216;?;-883;-1216;842;366.0;?
526;-1402;?;-293;?;1268;-49.0;-1111
85;?;-617;-559;1229;708;-541.0;?
?;1270;-532;-797;1270;188;-1071.0;-532
159;1087;-786;?;?;-259;-81.0;-786
198;1635;-1021;-915;1635;-292;359.0;?
?;2060;-1059;-1240;?;-644;2.0;-1059
205;1826;?;-526;1826;?;?;-416
203;3439;394;?;3439;?;?;394
-572;?;1032;514;648;446;80.0;1032
-812;-4146;888;2856;-4146;3504;100.0;?
766;-3871;584;-2796;-3871;-1863;-61.0;584
1536;?;1154;?;-3883;364;-34.0;1154
165;-1137;486;?;-1137;1405;-49.0;486
-424;510;-461;-1864;510;?;21.0;-461
255;-1273;-303;?;-1273;?;?;-303
297;-326;-177;?;-326;-248;-72.0;-177
?;7;23;-980;7;-114;-163.0;23
-7;-113;37;-737;-113;118;59.0;?
16;226;?;-1028;226;-167;-50.0;45
-51;107;?;-816;107;63;31.0;?
-31;110;36;-899;110;-36;23.0;36
40;53;68;-862;53;-3;-133.0;68
-8;53;?;-888;?;-29;?;96
-64;?;14;-880;?;-23;-863.0;?
-51;-114;-64;-863;?;-6;-54.0;-64
-8;-125;-33;-884;-125;?;?;-33
-9;?;6;-879;-7;-34;90.0;6
-34;-9;13;-878;?;?;48.0;13
?;-34;39;?;?;-19;?;39
-68;62;?;-900;62;-31;230.0;41
0;76;?;-939;76;-42;239.0;80
?;265;282;?;?;-46;225.0;282
54;?;564;-897;521;-11;96.0;564
6;707;?;?;?;-48;?;815
-34;628;843;?;628;-13;?;843
?;1007;?;-1398;1007;-327;-166.0;935
-155;?;1228;-1679;2958;-1261;?;1228
-414;2870;313;-1264;2870;-451;265.0;313
-81;?;-964;-1705;2150;48;?;-964
-150;2403;-955;-2079;2403;-726;5.0;-955
?;-575;-1048;?;-575;?;136.0;-1048
-114;-2491;?;-262;-2491;1203;407.0;?
?;-911;-230;-533;?;622;215.0;-230
142;134;194;-645;134;357;-1021.0;194
127;?;?;-791;?;-142;-1150.0;-515
?;699;?;?;699;-148;354.0;-1492
-113;1788;-1823;-782;1788;-227;10.0;-1823
?;?;?;-938;?;-367;-232.0;-444
189;?;?;?;866;?;93.0;988
-50;1127;2270;-1824;1127;-1604;-133.0;2270
-773;977;2687;-560;?;-483;1.0;2687
-442;-3891;?;2784;-3891;?;?;2326
-680;-4866;2592;3756;-4866;4266;?;?
?;-1629;493;-576;-1629;-71;-5.0;493
985;450;-849;-2271;?;-1437;?;-849
?;226;-151;-670;226;327;110.0;-151
138;?;?;-963;?;-41;-118.0;?
?;?;-199;-958;?;?;77.0;?
-7;?;13;?;-68;73;-3.0;13
?;-198;-98;-981;-198;-88;-30.0;-98
52;-7;40;-852;?;40;39.0;40
?;24;-8;-917;24;-15;153.0;-8
33;7;36;-882;7;15;-53.0;36
43;1;?;-870;1;25;-184.0;?
31;-41;-4;-889;-41;?;-463.0;-4
?;?;12;-878;?;9;-658.0;12
?;23;-1;?;23;10;-268.0;-1
23;-61;-20;-894;-61;-9;?;?
60;-27;4;-887;-27;-9;-9.0;?
-1;41;55;-900;41;-7;38.0;55
616;-376;-137;?;-376;158;?;-137
?;31;48;-1149;31;-191;-149.0;48
224;123;52;-772;123;70;?;?
-20;19;19;-926;19;-42;77.0;19
15;23;-7;-902;23;-25;-13.0;-7
85;78;12;-853;78;8;-30.0;12
-7;74;15;-914;74;-31;53.0;15
44;11;?;-862;11;0;37.0;-5
33;-14;16;?;?;-20;?;16
47;-5;?;-883;?;-17;-385.0;?
15;-32;-28;-869;?;-9;?;-28
-10;-80;-62;?;-80;-3;-249.0;-62
?;-125;-152;-877;-125;-13;-441.0;?
58;-73;-94;-870;-73;?;-32.0;-94
46;31;39;-852;31;-22;11.0;39
?;90;64;-859;90;?;148.0;?
25;125;106;-861;125;-27;55.0;?
36;121;?;-861;121;?;-146.0;121
9;167;109;-852;167;-29;-280.0;109
-16;199;129;-843;?;-20;-163.0;?
-9;138;?;-842;138;-8;-114.0;68
?;72;12;-833;72;?;?;?
-10;4;39;-829;?;?;-205.0;39
19;-28;39;-825;?;?;-238.0;39
24;-13;?;-828;-13;-20;-239.0;65
-11;2;57;-841;2;-18;-24.0;57
?;31;19;-832;31;-19;?;19
6;?;22;?;2;-20;-65.0;22
0;-62;10;?;-62;-11;-116.0;?
0;-56;?;-798;-56;-8;?;27
?;-112;-49;?;-112;?;?;-49
?;-144;-81;?;-144;?;-160.0;-81
18;-128;-52;-838;-128;-26;-171.0;-52
18;-146;-89;-833;?;?;-209.0;?
?;-102;?;-837;-102;-21;?;-54
3;-108;?;-830;-108;-15;?;-72
-17;-63;-46;-820;-63;-11;-174.0;?
?;-15;?;-823;?;-18;-99.0;7
-21;-73;-34;-821;-73;-17;?;-34
-25;?;-29;?;-66;-17;-143.0;-29
1;-59;-12;-823;?;-14;?;-12
10;-75;6;-821;-75;?;-120.0;6
5;-69;?;-839;-69;-15;-83.0;-23
37;-58;-23;-845;-58;?;-130.0;?
?;?;60;-831;-42;-17;-81.0;?
-18;-71;17;-864;-71;-14;-94.0;17
-11;?;-23;-887;-95;?;-235.0;?
34;-109;63;?;?;-27;-210.0;63
-15;-174;?;-859;-174;-6;?;-69
19;-86;-86;-889;-86;-45;-156.0;-86
33;-27;-56;-880;-27;-48;-359.0;-56
-55;-249;-137;-890;?;-8;-604.0;-137
48;?;34;-884;-120;-25;?;?
46;302;5;?;302;-53;42.0;5
-26;?;300;-888;28;-8;-126.0;300
-68;244;-146;-903;244;16;-116.0;-146
-53;-105;259;-884;-105;?;-96.0;259
?;-1317;2310;-783;?;-25;-168.0;?
197;?;2485;-778;?;-32;-87.0;2485
63;-1946;?;-771;-1946;2;-212.0;?
-257;-1189;2208;-924;?;17;-199.0;?
-193;-258;-271;-1015;-258;-28;-134.0;-271
?;-1345;?;?;-1345;-52;?;-458
188;-518;?;-908;-518;-70;-375.0;-69
?;?;-108;-950;-154;-83;-146.0;-108
86;-382;?;?;-382;-41;?;-21
-54;10;?;-883;10;-14;-115.0;-102
6;-182;-83;-881;-182;-21;-115.0;-83
-41;-130;-40;-893;-130;-18;?;-40
-42;-97;-43;-896;?;-17;-179.0;-43
8;?;3;?;-31;-24;?;3
-3;57;?;?;57;-20;?;26
-27;?;-49;-894;?;-6;-157.0;-49
-37;-168;-6;-892;-168;-20;-214.0;?
?;?;-96;-897;27;?;-104.0;?
-31;?;25;?;-206;-30;-15.0;25
24;-20;-76;-899;-20;-19;-187.0;-76
33;23;-69;-902;?;?;-250.0;?
?;-150;?;-923;-150;?;-169.0;?
?;2757;-2010;-1009;2757;105;-127.0;-2010
?;2781;-4681;-771;?;248;-84.0;-4681
-749;446;-2864;?;446;293;-47.0;-2864
265;?;-42;?;612;?;-81.0;?
35;-417;204;-839;-417;93;-219.0;204
-208;-480;-72;-889;-480;-5;-209.0;-72
75;210;60;-861;210;22;-170.0;?
?;?;-32;?;-118;?;-184.0;-32
-61;-67;-75;?;-67;14;-139.0;-75
?;-126;-37;-898;-126;?;-81.0;-37
-23;-14;14;-897;-14;-33;?;14
-22;47;29;?;47;?;-4.0;29
?;-8;14;?;-8;-35;?;14
-19;33;32;-889;33;?;?;?
-19;?;44;-890;49;?;-302.0;44
-43;67;?;-892;67;-21;-289.0;20
-36;61;7;-884;61;-13;-203.0;?
?;?;45;-885;52;-16;?;45
-35;59;27;-883;59;?;-75.0;27
?;-11;-42;-892;-11;-17;-161.0;-42
?;-49;-30;-902;-49;-19;-211.0;-30
-27;26;1;-890;?;-16;-68.0;1
-31;41;-17;-891;41;-17;?;?
-36;30;-7;-887;30;-14;-45.0;-7
-22;38;-5;-888;38;-18;-379.0;-5
-9;2;-41;-892;2;-26;?;-41
-12;28;-21;-893;28;-25;-181.0;?
?;?;20;-899;76;-23;?;20
-15;50;?;-890;50;-16;?;?
?;48;35;-896;48;?;-258.0;35
-17;-15;-16;-890;-15;-21;-158.0;-16
?;-84;-49;-878;-84;?;?;-49
40;-9;-15;-884;-9;-23;-72.0;-15
7;73;0;-876;73;-6;?;0
-5;83;?;-872;83;?;-61.0;?
?;63;65;-862;63;-12;-217.0;65
5;?;106;-857;111;-13;-173.0;106
10;135;122;-873;135;-39;-56.0;122
1;142;126;-866;142;-30;?;126
?;?;136;-848;160;-18;-152.0;136
-30;59;?;?;?;-16;-83.0;67
-13;38;46;-841;38;-11;-59.0;46
-8;47;25;-847;47;-21;-90.0;25
?;-5;20;?;?;-28;-140.0;20
-9;18;38;-840;18;-13;-90.0;38
?;?;?;-836;10;-7;-89.0;-24
12;-12;9;?;-12;?;-145.0;9
10;15;39;?;15;-20;-63.0;39
-13;-1;-14;-845;-1;-18;-56.0;?
-7;-43;-29;-850;-43;-22;-40.0;-29
1;-32;-29;-847;-32;?;?;-29
?;2;?;-845;2;-20;-77.0;-28
-5;-6;-56;?;-6;-21;-100.0;?
?;-66;?;?;-66;?;-139.0;-86
-5;-81;-85;-851;-81;-18;?;-85
3;-50;-64;-849;?;?;-138.0;-64
-3;-66;-71;-850;?;?;-54.0;-71
2;-70;-83;-849;?;?;-107.0;-83
6;-40;-50;?;-40;-15;-122.0;-50
-4;-77;-78;?;-77;-21;-88.0;-78
-3;-113;-121;-847;-113;-6;-85.0;-121
9;-117;-134;-850;-117;-4;-78.0;-134
10;-105;-120;-869;-105;-24;-58.0;?
?;?;?;-854;-43;-15;?;?
-13;?;-34;-850;?;-10;-115.0;-34
3;-79;-76;-867;?;-22;-159.0;-76
9;2;?;?;?;-20;-108.0;-22
-8;17;?;-854;17;-14;-99.0;?
-14;-63;?;-865;-63;?;-80.0;-28
12;-50;-30;?;-50;-23;-91.0;-30
?;10;?;-876;?;-24;-89.0;?
-20;-33;-19;-870;-33;-16;-78.0;-19
-3;-100;-99;?;-100;-19;-87.0;-99
18;-76;?;-884;-76;-26;?;-69
15;-44;-20;?;?;-20;-131.0;-20
12;-62;-19;-877;-62;-17;?;-19
12;-56;-11;-887;?;-23;-119.0;?
?;?;-15;-888;-61;?;-184.0;-15
4;-57;?;?;-57;-22;-183.0;-33
?;-21;-28;?;-21;-22;-165.0;?
2;-23;-29;-888;-23;-22;-58.0;-29
1;-26;-26;-887;-26;?;-72.0;-26
?;-19;-1;?;-19;-18;?;?
0;-3;-8;-885;-3;-19;-242.0;-8
2;?;?;-889;?;?;-131.0;-19
7;14;-9;-884;14;-11;-48.0;?
-1;-3;-18;-884;-3;-16;?;-18
-1;-5;-21;-885;-5;-21;-121.0;?
?;1;?;-888;?;-21;-69.0;-14
?;10;-3;-889;10;-20;-55.0;-3
6;4;0;-888;4;-21;-83.0;0
6;8;3;-888;8;-20;-220.0;3
6;?;?;-882;18;?;-124.0;29
3;-3;?;-886;-3;?;-112.0;26
5;?;22;?;20;-23;-111.0;22
9;57;37;?;57;-19;-84.0;37
2;41;25;-890;41;-20;-72.0;25
2;26;-11;?;26;-18;-84.0;-11
7;19;-22;-893;19;-18;-101.0;-22
-1;1;17;-895;1;-23;-71.0;17
?;?;41;-885;-1;-18;-90.0;41
3;32;?;?;32;-17;-98.0;19
-1;28;-1;-893;28;-22;?;-1
?;-14;1;?;?;-15;-110.0;1
6;0;-5;?;0;?;-126.0;-5
1;20;-30;-895;20;-25;?;-30
?;?;-8;?;?;-22;?;-8
?;-4;33;-892;?;-19;-60.0;33
4;10;27;-892;10;-19;?;?
4;6;1;-890;6;-17;-70.0;1
?;-14;-3;-886;?;-16;-48.0;-3
-1;6;25;?;6;-16;-75.0;25
3;?;25;?;19;?;-105.0;25
-1;20;8;-888;20;-17;-57.0;8
-4;39;12;-889;39;?;-57.0;12
3;27;11;-894;27;-21;?;?
?;?;19;-888;?;-20;-70.0;19
6;33;19;-891;33;-18;?;19
?;27;-1;-893;27;-19;-72.0;-1
-2;0;-11;?;0;-19;-94.0;-11
2;?;-22;-890;?;?;-95.0;?
-9;17;-30;-886;17;-14;-77.0;-30
-2;-2;-12;-888;-2;-18;?;?
?;-3;-9;?;-3;-22;?;-9
0;-13;?;-886;-13;-16;-94.0;-9
0;-24;?;-884;-24;-15;-101.0;-29
?;-1;-24;-888;-1;?;-93.0;-24
5;16;10;?;16;-14;-101.0;?
1;12;-16;?;?;-16;-123.0;-16
?;?;1;-881;?;-15;-103.0;1
-5;-13;-5;-879;?;-15;-83.0;-5
-2;-17;-43;-885;-17;-21;-79.0;-43
0;?;-6;-886;0;?;-99.0;-6
-9;44;11;-880;44;-19;-85.0;11
-4;31;?;-878;31;-16;-151.0;?
?;35;7;?;35;?;-100.0;7
0;42;?;-881;42;-16;-88.0;24
3;10;41;-882;10;-17;?;41
5;?;32;-886;29;?;-97.0;32
?;65;?;-884;?;?;?;58
2;68;60;-884;?;-21;-104.0;60
-3;?;?;-886;66;-27;-50.0;45
?;?;53;?;68;?;?;53
-2;67;20;-873;67;-12;-104.0;?
-3;67;?;-876;67;?;-114.0;?
6;?;66;-885;?;?;-123.0;66
2;?;63;-882;78;-19;-120.0;63
-5;101;?;-878;101;-18;-131.0;43
?;83;36;-883;83;-20;-152.0;36
1;?;21;-882;?;-18;?;21
?;?;42;?;66;-16;-124.0;42
?;46;?;?;46;-18;-167.0;23
-7;?;-34;-872;-3;-15;-166.0;-34
-7;-17;?;-868;-17;-13;-104.0;?
-4;?;8;-873;7;-18;-83.0;8
-1;?;14;-874;29;?;-119.0;?
?;46;51;-871;46;-17;-52.0;?
?;65;59;-873;65;-22;-140.0;59
?;64;39;-870;64;-22;-186.0;?
10;80;85;?;80;-22;-151.0;?
12;106;94;-871;106;-13;-152.0;94
-24;144;?;-854;144;-13;-150.0;75
-14;159;?;-866;159;?;-135.0;120
-1;107;?;?;107;?;-100.0;121
-5;96;?;-853;96;-6;-142.0;104
?;79;?;-860;79;-11;?;117
12;?;76;?;40;-28;?;76
?;?;90;-873;70;-30;-125.0;90
-6;50;106;?;50;?;-127.0;?
?;-5;7;-865;-5;-25;-121.0;7
?;19;14;?;19;?;-100.0;14
?;5;40;-847;?;-10;-109.0;40
6;-44;-12;?;-44;-15;-96.0;-12
3;-23;-7;?;-23;-13;-115.0;-7
3;-23;-8;-855;?;-13;-156.0;?
3;?;3;?;-35;-17;-147.0;?
-3;?;18;-852;2;-17;?;18
6;-10;4;-856;?;-16;-181.0;4
10;-19;4;-860;-19;-17;-146.0;?
3;?;24;?;?;-22;-101.0;?
3;57;49;-855;57;?;-142.0;49
-6;27;51;-842;27;-14;-158.0;51
-8;4;21;-839;4;-14;-142.0;?
?;35;?;-853;?;-23;-136.0;12
5;35;?;-849;35;-19;-138.0;6
-26;-39;-42;-832;-39;-17;-145.0;?
-24;-97;-94;-832;-97;-14;?;-94
40;-122;-102;-845;-122;17;-152.0;-102
39;?;-53;-865;-33;-3;?;-53
-1;60;?;?;60;-33;-114.0;7
-5;?;-25;-869;34;-27;-88.0;-25
-9;-5;-38;-866;?;-23;-92.0;-38
-4;-23;?;-866;-23;-17;-94.0;-24
-5;-1;-108;-887;?;-43;-135.0;?
11;25;113;-852;25;13;-178.0;?
-21;?;-199;-906;-8;-75;-114.0;-199
35;?;83;?;-20;?;10.0;83
