InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA magneticZ;Accelerometer RKN^ accZ;InertialMeasurementUnit BACK magneticX;Accelerometer BACK accZ;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LLA magneticY;Accelerometer HIP accZ
304.0;?;-33.0;469.0;?;335.0;661.0;298.0
301.0;?;54.0;468.0;-517.0;334.0;663.0;317.0
286.0;-37.0;59.0;470.0;-540.0;332.0;?;328.0
270.0;-39.0;-1.0;471.0;-529.0;330.0;672.0;331.0
246.0;-39.0;10.0;472.0;-509.0;327.0;?;326.0
231.0;-40.0;8.0;471.0;-509.0;325.0;?;334.0
237.0;-35.0;21.0;471.0;-497.0;320.0;684.0;307.0
242.0;-32.0;-17.0;471.0;-489.0;?;689.0;311.0
242.0;-28.0;-20.0;468.0;-487.0;?;692.0;317.0
234.0;-25.0;-9.0;468.0;-457.0;316.0;693.0;350.0
224.0;-23.0;24.0;464.0;-450.0;316.0;695.0;337.0
221.0;?;40.0;464.0;-420.0;318.0;696.0;?
209.0;-23.0;?;462.0;-452.0;316.0;692.0;365.0
193.0;-22.0;68.0;460.0;-460.0;316.0;?;344.0
178.0;-24.0;37.0;457.0;-453.0;?;688.0;366.0
166.0;?;37.0;455.0;-468.0;316.0;?;370.0
157.0;-18.0;56.0;455.0;-495.0;313.0;688.0;359.0
167.0;-8.0;?;453.0;-493.0;315.0;?;370.0
?;?;49.0;451.0;-480.0;316.0;705.0;358.0
172.0;9.0;25.0;451.0;-510.0;315.0;712.0;?
171.0;15.0;6.0;452.0;-499.0;?;?;342.0
180.0;22.0;?;454.0;-503.0;308.0;738.0;376.0
172.0;29.0;0.0;452.0;-539.0;304.0;746.0;339.0
161.0;40.0;-10.0;455.0;-522.0;302.0;758.0;?
175.0;52.0;0.0;455.0;?;300.0;764.0;?
?;63.0;11.0;456.0;-538.0;301.0;770.0;341.0
185.0;72.0;40.0;457.0;-520.0;300.0;768.0;?
190.0;77.0;29.0;458.0;-492.0;304.0;764.0;311.0
195.0;78.0;45.0;?;-483.0;308.0;747.0;342.0
207.0;71.0;44.0;459.0;-482.0;312.0;718.0;?
199.0;52.0;28.0;458.0;-450.0;324.0;?;307.0
202.0;26.0;52.0;456.0;-459.0;335.0;633.0;353.0
185.0;0.0;50.0;453.0;-443.0;351.0;597.0;321.0
195.0;-33.0;?;450.0;-448.0;?;553.0;326.0
158.0;-70.0;30.0;?;-470.0;390.0;513.0;340.0
170.0;-105.0;11.0;438.0;-472.0;411.0;483.0;336.0
?;?;10.0;?;-512.0;431.0;461.0;347.0
169.0;-169.0;4.0;434.0;-509.0;453.0;?;335.0
143.0;?;4.0;430.0;-527.0;473.0;?;355.0
160.0;-222.0;48.0;426.0;-541.0;493.0;445.0;380.0
183.0;-226.0;2.0;419.0;-555.0;516.0;484.0;362.0
204.0;-211.0;10.0;415.0;?;527.0;512.0;387.0
211.0;-206.0;-12.0;414.0;-528.0;538.0;503.0;?
219.0;-216.0;-21.0;410.0;-529.0;550.0;496.0;394.0
228.0;-230.0;-29.0;410.0;-494.0;559.0;494.0;?
229.0;-241.0;-38.0;408.0;-518.0;?;481.0;405.0
221.0;-247.0;-74.0;407.0;-499.0;569.0;475.0;385.0
220.0;-256.0;-47.0;404.0;-464.0;574.0;480.0;385.0
206.0;-260.0;-43.0;404.0;-442.0;575.0;483.0;401.0
214.0;-267.0;-56.0;404.0;-439.0;?;484.0;?
194.0;-264.0;?;407.0;-450.0;570.0;488.0;405.0
192.0;-265.0;-22.0;404.0;-441.0;568.0;494.0;414.0
166.0;-266.0;-33.0;403.0;-450.0;573.0;508.0;?
146.0;-267.0;?;402.0;-455.0;573.0;518.0;418.0
127.0;-274.0;-23.0;400.0;-499.0;578.0;524.0;?
132.0;-278.0;-11.0;398.0;-469.0;584.0;513.0;398.0
146.0;-278.0;-1.0;397.0;-419.0;586.0;491.0;433.0
165.0;-280.0;0.0;394.0;-427.0;592.0;?;421.0
157.0;-278.0;-9.0;395.0;-449.0;594.0;519.0;413.0
158.0;-286.0;11.0;?;-440.0;?;559.0;423.0
147.0;-306.0;12.0;400.0;-454.0;594.0;592.0;418.0
154.0;-332.0;36.0;402.0;-453.0;598.0;613.0;395.0
136.0;-357.0;39.0;402.0;-457.0;602.0;633.0;425.0
126.0;-373.0;60.0;405.0;-445.0;603.0;647.0;417.0
128.0;-377.0;64.0;405.0;?;608.0;655.0;445.0
133.0;-379.0;65.0;405.0;-440.0;609.0;655.0;434.0
?;-380.0;58.0;404.0;-440.0;614.0;656.0;431.0
128.0;-382.0;52.0;404.0;-440.0;612.0;659.0;415.0
131.0;-383.0;67.0;?;-413.0;618.0;?;?
135.0;-382.0;66.0;402.0;-408.0;614.0;675.0;?
115.0;-382.0;32.0;401.0;-427.0;616.0;?;416.0
?;-380.0;55.0;403.0;-427.0;614.0;684.0;432.0
120.0;-380.0;50.0;400.0;-434.0;615.0;?;441.0
124.0;-377.0;79.0;399.0;-445.0;615.0;684.0;439.0
125.0;-375.0;88.0;400.0;-447.0;615.0;687.0;434.0
?;-375.0;92.0;400.0;?;617.0;684.0;419.0
?;-373.0;109.0;398.0;-405.0;614.0;688.0;445.0
128.0;-373.0;112.0;398.0;-413.0;?;690.0;417.0
128.0;-373.0;133.0;398.0;-414.0;617.0;691.0;425.0
131.0;?;101.0;397.0;?;617.0;693.0;425.0
121.0;-366.0;83.0;398.0;-439.0;615.0;696.0;?
115.0;-361.0;107.0;395.0;-460.0;614.0;695.0;402.0
121.0;-360.0;105.0;398.0;-481.0;617.0;697.0;?
128.0;-352.0;89.0;395.0;-514.0;622.0;693.0;432.0
?;-351.0;107.0;394.0;?;626.0;685.0;441.0
136.0;-347.0;136.0;391.0;-546.0;629.0;671.0;417.0
141.0;-338.0;133.0;389.0;-526.0;635.0;665.0;423.0
150.0;-329.0;110.0;388.0;-537.0;?;661.0;432.0
163.0;-333.0;127.0;387.0;?;?;662.0;388.0
156.0;-348.0;?;?;?;?;668.0;413.0
179.0;-366.0;91.0;387.0;-550.0;659.0;?;413.0
?;-380.0;127.0;384.0;-550.0;662.0;657.0;?
165.0;-382.0;111.0;386.0;-542.0;666.0;?;397.0
?;-383.0;128.0;387.0;-560.0;670.0;583.0;?
?;-376.0;121.0;385.0;-566.0;671.0;?;406.0
221.0;-359.0;?;388.0;?;674.0;486.0;385.0
221.0;-352.0;117.0;388.0;?;673.0;469.0;384.0
206.0;-360.0;137.0;390.0;-590.0;673.0;462.0;?
213.0;-361.0;107.0;390.0;-606.0;672.0;425.0;391.0
240.0;-358.0;116.0;395.0;-550.0;675.0;378.0;392.0
252.0;-365.0;?;396.0;-585.0;671.0;350.0;414.0
?;-367.0;136.0;400.0;-572.0;669.0;349.0;?
266.0;-363.0;153.0;401.0;-539.0;663.0;363.0;398.0
255.0;?;160.0;402.0;-537.0;659.0;389.0;394.0
223.0;?;?;405.0;-544.0;654.0;410.0;422.0
234.0;-325.0;147.0;406.0;-526.0;646.0;440.0;406.0
233.0;-324.0;139.0;408.0;-531.0;641.0;458.0;385.0
226.0;-322.0;118.0;409.0;-521.0;639.0;467.0;384.0
218.0;-321.0;107.0;409.0;-489.0;?;489.0;386.0
208.0;-321.0;115.0;410.0;-508.0;?;?;366.0
211.0;-325.0;141.0;408.0;-492.0;630.0;531.0;392.0
?;-325.0;137.0;408.0;-508.0;626.0;542.0;415.0
196.0;?;117.0;410.0;-482.0;626.0;545.0;373.0
187.0;-329.0;102.0;?;-480.0;623.0;549.0;?
186.0;-329.0;?;408.0;-479.0;626.0;548.0;?
185.0;-338.0;117.0;405.0;-494.0;624.0;546.0;361.0
189.0;-347.0;96.0;407.0;-493.0;?;534.0;373.0
183.0;-355.0;90.0;404.0;-485.0;629.0;518.0;400.0
188.0;-365.0;120.0;405.0;-495.0;629.0;502.0;384.0
189.0;-370.0;93.0;403.0;-483.0;635.0;487.0;377.0
189.0;-375.0;122.0;402.0;-500.0;640.0;?;385.0
191.0;-377.0;131.0;401.0;-484.0;?;465.0;355.0
?;-377.0;99.0;?;-498.0;640.0;457.0;375.0
197.0;-378.0;97.0;400.0;-494.0;645.0;452.0;386.0
199.0;-380.0;80.0;400.0;-493.0;647.0;447.0;400.0
201.0;-378.0;100.0;399.0;-512.0;649.0;?;399.0
?;-381.0;?;398.0;-490.0;647.0;444.0;384.0
197.0;-382.0;90.0;400.0;-509.0;650.0;440.0;425.0
197.0;-385.0;70.0;399.0;?;650.0;438.0;381.0
198.0;-390.0;76.0;399.0;-500.0;652.0;436.0;?
199.0;-391.0;71.0;399.0;-478.0;652.0;435.0;402.0
196.0;-394.0;85.0;400.0;-482.0;651.0;435.0;390.0
196.0;-394.0;93.0;400.0;?;651.0;436.0;412.0
194.0;-396.0;65.0;399.0;-483.0;651.0;438.0;382.0
193.0;-398.0;85.0;400.0;-473.0;650.0;439.0;415.0
195.0;-398.0;90.0;401.0;-496.0;651.0;441.0;386.0
191.0;-400.0;89.0;401.0;-504.0;651.0;441.0;?
?;-399.0;89.0;401.0;-503.0;?;442.0;378.0
191.0;-401.0;89.0;404.0;-478.0;651.0;446.0;396.0
?;-400.0;89.0;404.0;-489.0;650.0;445.0;384.0
191.0;-400.0;91.0;403.0;-493.0;647.0;445.0;402.0
?;-396.0;96.0;404.0;-520.0;648.0;444.0;396.0
193.0;?;79.0;406.0;-485.0;646.0;?;413.0
?;-395.0;?;404.0;-488.0;647.0;443.0;386.0
193.0;-393.0;?;406.0;-500.0;648.0;444.0;386.0
196.0;-393.0;106.0;407.0;?;646.0;444.0;413.0
196.0;-391.0;105.0;406.0;-509.0;?;442.0;393.0
?;-389.0;96.0;410.0;-497.0;645.0;442.0;381.0
202.0;-387.0;107.0;?;?;645.0;443.0;396.0
203.0;-386.0;103.0;410.0;-514.0;644.0;440.0;?
206.0;-386.0;92.0;410.0;-504.0;641.0;442.0;377.0
208.0;-385.0;86.0;412.0;-502.0;643.0;439.0;419.0
208.0;-386.0;?;411.0;-514.0;641.0;442.0;401.0
208.0;-389.0;100.0;413.0;-497.0;641.0;440.0;403.0
208.0;-388.0;109.0;412.0;-493.0;?;440.0;418.0
213.0;?;?;413.0;-508.0;643.0;440.0;379.0
214.0;-391.0;100.0;414.0;-511.0;645.0;440.0;429.0
215.0;?;109.0;413.0;-509.0;646.0;440.0;402.0
?;?;94.0;414.0;-519.0;644.0;438.0;412.0
216.0;-393.0;80.0;414.0;?;646.0;438.0;?
?;-396.0;109.0;413.0;-500.0;644.0;436.0;?
216.0;-397.0;101.0;411.0;-499.0;649.0;439.0;394.0
214.0;-397.0;107.0;413.0;-492.0;648.0;439.0;?
213.0;-400.0;95.0;411.0;-512.0;649.0;437.0;396.0
213.0;-400.0;102.0;412.0;-508.0;646.0;?;405.0
210.0;-401.0;97.0;414.0;-512.0;648.0;435.0;410.0
212.0;-402.0;95.0;413.0;-506.0;648.0;?;?
212.0;-403.0;92.0;414.0;-516.0;647.0;437.0;411.0
214.0;-403.0;97.0;414.0;-493.0;651.0;434.0;417.0
213.0;-402.0;99.0;415.0;-511.0;?;434.0;409.0
?;-405.0;109.0;413.0;-500.0;648.0;435.0;403.0
218.0;?;89.0;415.0;-501.0;645.0;434.0;407.0
220.0;-404.0;99.0;417.0;-505.0;?;437.0;402.0
214.0;?;88.0;417.0;-505.0;646.0;438.0;422.0
220.0;-399.0;89.0;418.0;-521.0;?;439.0;416.0
220.0;-397.0;93.0;419.0;-510.0;642.0;440.0;424.0
224.0;-397.0;108.0;?;-510.0;643.0;442.0;415.0
222.0;-395.0;79.0;419.0;-500.0;638.0;443.0;406.0
223.0;-389.0;88.0;422.0;?;636.0;444.0;424.0
221.0;-387.0;98.0;423.0;-494.0;634.0;447.0;400.0
224.0;?;79.0;422.0;-496.0;?;452.0;399.0
220.0;-378.0;87.0;?;-490.0;624.0;455.0;402.0
222.0;-373.0;87.0;?;-488.0;618.0;?;411.0
221.0;-367.0;98.0;429.0;-488.0;613.0;466.0;?
217.0;-356.0;90.0;429.0;-469.0;?;478.0;343.0
215.0;-344.0;98.0;432.0;-488.0;593.0;488.0;?
210.0;-331.0;90.0;433.0;-496.0;586.0;499.0;?
214.0;-318.0;109.0;435.0;-499.0;572.0;511.0;333.0
216.0;-304.0;108.0;436.0;-515.0;558.0;525.0;342.0
218.0;-285.0;101.0;440.0;-529.0;549.0;540.0;330.0
220.0;-266.0;107.0;442.0;-530.0;532.0;554.0;298.0
228.0;-247.0;84.0;?;-520.0;?;?;283.0
230.0;-228.0;82.0;450.0;?;503.0;?;294.0
239.0;-211.0;112.0;455.0;-528.0;490.0;595.0;304.0
244.0;?;129.0;461.0;-524.0;471.0;610.0;290.0
248.0;-168.0;107.0;469.0;-553.0;455.0;?;263.0
240.0;?;98.0;475.0;-546.0;431.0;634.0;257.0
252.0;-120.0;93.0;485.0;-536.0;410.0;651.0;231.0
257.0;-91.0;?;494.0;-528.0;384.0;667.0;248.0
?;?;26.0;506.0;?;363.0;684.0;258.0
262.0;-30.0;26.0;518.0;-521.0;334.0;699.0;256.0
266.0;2.0;-8.0;525.0;-490.0;308.0;709.0;235.0
253.0;35.0;-1.0;533.0;-476.0;285.0;718.0;?
234.0;?;?;543.0;?;256.0;721.0;217.0
233.0;96.0;?;551.0;-449.0;234.0;725.0;203.0
230.0;124.0;30.0;559.0;-501.0;208.0;723.0;222.0
222.0;152.0;?;?;-539.0;186.0;722.0;253.0
201.0;180.0;-46.0;573.0;-520.0;161.0;719.0;242.0
182.0;204.0;-50.0;582.0;-545.0;142.0;717.0;?
196.0;223.0;-62.0;593.0;-599.0;122.0;711.0;273.0
227.0;234.0;?;606.0;-643.0;107.0;704.0;262.0
236.0;244.0;-32.0;616.0;-749.0;91.0;694.0;268.0
233.0;252.0;-19.0;626.0;-779.0;76.0;686.0;273.0
262.0;260.0;?;634.0;-797.0;64.0;678.0;223.0
313.0;270.0;-23.0;639.0;-669.0;53.0;670.0;322.0
353.0;272.0;-43.0;643.0;-683.0;43.0;656.0;401.0
420.0;276.0;-13.0;?;-622.0;29.0;651.0;?
460.0;280.0;?;653.0;-565.0;17.0;?;362.0
446.0;279.0;-62.0;656.0;-557.0;4.0;650.0;346.0
?;?;-87.0;654.0;-557.0;-7.0;655.0;353.0
?;285.0;-119.0;653.0;-514.0;?;666.0;371.0
344.0;287.0;-99.0;654.0;-519.0;-26.0;681.0;333.0
306.0;297.0;-97.0;654.0;-501.0;-37.0;694.0;328.0
?;304.0;-77.0;654.0;-500.0;-41.0;?;361.0
283.0;316.0;-83.0;654.0;?;-51.0;729.0;?
267.0;326.0;-84.0;657.0;-456.0;-55.0;747.0;364.0
246.0;?;-36.0;?;-445.0;-60.0;758.0;387.0
242.0;342.0;18.0;666.0;-504.0;?;771.0;414.0
219.0;?;50.0;673.0;-522.0;-69.0;784.0;390.0
197.0;343.0;147.0;682.0;-570.0;?;795.0;?
179.0;338.0;302.0;688.0;-583.0;-78.0;802.0;?
188.0;336.0;703.0;698.0;-739.0;-83.0;808.0;430.0
211.0;338.0;800.0;706.0;-910.0;-83.0;814.0;469.0
243.0;338.0;627.0;715.0;-895.0;?;815.0;274.0
259.0;?;?;724.0;-662.0;-82.0;816.0;272.0
277.0;333.0;?;728.0;-695.0;-79.0;816.0;527.0
403.0;329.0;?;?;-686.0;-73.0;814.0;290.0
?;327.0;-72.0;736.0;-648.0;-68.0;808.0;-9.0
552.0;328.0;-30.0;?;-641.0;-58.0;801.0;?
?;323.0;-7.0;755.0;-609.0;-60.0;791.0;312.0
458.0;313.0;5.0;766.0;?;-74.0;781.0;258.0
419.0;313.0;38.0;?;-552.0;-91.0;782.0;144.0
414.0;327.0;101.0;774.0;-545.0;-103.0;782.0;144.0
411.0;354.0;171.0;773.0;-543.0;-115.0;?;206.0
362.0;379.0;176.0;778.0;-525.0;-133.0;?;?
295.0;401.0;255.0;780.0;-476.0;-149.0;754.0;267.0
276.0;409.0;461.0;785.0;?;-170.0;742.0;248.0
272.0;417.0;545.0;789.0;-439.0;-189.0;734.0;287.0
254.0;431.0;785.0;796.0;-443.0;?;?;209.0
236.0;448.0;817.0;799.0;-429.0;-226.0;710.0;244.0
201.0;468.0;853.0;798.0;-423.0;-247.0;696.0;330.0
?;486.0;329.0;799.0;-363.0;-265.0;680.0;290.0
187.0;498.0;1166.0;?;-395.0;?;662.0;246.0
186.0;511.0;-733.0;793.0;-409.0;-298.0;?;337.0
107.0;?;-380.0;789.0;-391.0;-320.0;635.0;378.0
70.0;?;?;782.0;-488.0;-335.0;627.0;359.0
?;554.0;240.0;780.0;-805.0;-347.0;614.0;316.0
47.0;566.0;0.0;777.0;-773.0;-360.0;599.0;389.0
41.0;575.0;34.0;775.0;?;-372.0;584.0;464.0
64.0;580.0;?;773.0;-918.0;-381.0;570.0;21.0
170.0;580.0;74.0;772.0;-768.0;?;?;-101.0
?;585.0;119.0;769.0;-779.0;-395.0;545.0;420.0
474.0;591.0;109.0;769.0;-701.0;-405.0;537.0;254.0
519.0;595.0;101.0;776.0;-689.0;-422.0;538.0;264.0
534.0;595.0;96.0;783.0;-571.0;-436.0;555.0;167.0
478.0;595.0;77.0;782.0;-594.0;?;580.0;?
406.0;593.0;8.0;783.0;-583.0;-438.0;606.0;228.0
352.0;589.0;?;787.0;-518.0;-439.0;631.0;349.0
?;590.0;-77.0;789.0;-492.0;-443.0;656.0;285.0
254.0;?;-79.0;791.0;-452.0;-443.0;687.0;?
261.0;599.0;-63.0;791.0;-460.0;?;713.0;349.0
208.0;603.0;-69.0;796.0;-448.0;-435.0;737.0;?
198.0;604.0;-143.0;800.0;-430.0;-433.0;763.0;376.0
154.0;593.0;-24.0;806.0;-428.0;-429.0;797.0;392.0
121.0;579.0;-17.0;813.0;-471.0;-424.0;833.0;444.0
?;562.0;79.0;819.0;-543.0;?;864.0;478.0
112.0;551.0;329.0;832.0;-598.0;-417.0;885.0;528.0
87.0;542.0;975.0;842.0;-667.0;-412.0;903.0;460.0
69.0;531.0;?;?;-667.0;-409.0;912.0;301.0
114.0;527.0;497.0;865.0;-691.0;-405.0;?;399.0
191.0;526.0;-66.0;878.0;-808.0;-403.0;917.0;620.0
231.0;528.0;-88.0;888.0;-764.0;?;917.0;411.0
297.0;530.0;-184.0;900.0;-597.0;-401.0;914.0;167.0
305.0;534.0;-259.0;909.0;-599.0;-396.0;905.0;254.0
319.0;539.0;-151.0;918.0;-648.0;?;885.0;101.0
398.0;548.0;-99.0;926.0;-650.0;-392.0;849.0;-27.0
399.0;561.0;-91.0;938.0;-607.0;-387.0;809.0;-50.0
?;560.0;?;949.0;-467.0;-384.0;?;40.0
382.0;540.0;-251.0;957.0;-484.0;-390.0;?;187.0
318.0;511.0;-181.0;?;-489.0;-401.0;727.0;104.0
341.0;484.0;-159.0;958.0;-482.0;?;719.0;59.0
349.0;474.0;-10.0;955.0;-423.0;-432.0;703.0;203.0
277.0;473.0;-47.0;954.0;-421.0;-438.0;677.0;188.0
230.0;?;-137.0;?;-366.0;-446.0;619.0;200.0
206.0;485.0;?;956.0;-343.0;-452.0;559.0;219.0
182.0;492.0;1204.0;960.0;-383.0;-455.0;493.0;?
160.0;492.0;?;961.0;-420.0;-457.0;460.0;247.0
106.0;486.0;2091.0;963.0;-402.0;-464.0;443.0;224.0
72.0;480.0;?;961.0;-416.0;-465.0;?;?
67.0;476.0;874.0;960.0;-404.0;-461.0;419.0;134.0
87.0;478.0;829.0;960.0;-382.0;-453.0;403.0;184.0
104.0;477.0;109.0;958.0;-331.0;-448.0;?;361.0
111.0;476.0;-446.0;?;-416.0;-441.0;371.0;395.0
116.0;477.0;-367.0;965.0;-568.0;-431.0;370.0;?
91.0;478.0;66.0;969.0;-597.0;-422.0;383.0;194.0
198.0;217.0;37.0;949.0;-658.0;424.0;?;400.0
201.0;184.0;-133.0;944.0;?;457.0;1243.0;387.0
202.0;134.0;-159.0;936.0;-714.0;484.0;1240.0;314.0
381.0;81.0;-236.0;?;-603.0;509.0;1229.0;95.0
380.0;37.0;-211.0;912.0;-604.0;527.0;1211.0;72.0
421.0;21.0;-132.0;903.0;-531.0;?;1189.0;279.0
412.0;13.0;-98.0;899.0;-480.0;?;1165.0;348.0
385.0;-1.0;-145.0;890.0;-460.0;557.0;1147.0;313.0
368.0;-4.0;-198.0;883.0;-442.0;557.0;1139.0;239.0
321.0;33.0;-187.0;880.0;-454.0;547.0;1145.0;269.0
281.0;68.0;-151.0;877.0;-406.0;538.0;?;348.0
218.0;88.0;-31.0;873.0;-389.0;528.0;1180.0;330.0
206.0;?;628.0;872.0;-366.0;514.0;?;313.0
184.0;137.0;727.0;872.0;-444.0;505.0;1207.0;343.0
145.0;165.0;1610.0;878.0;-468.0;492.0;1210.0;311.0
112.0;182.0;1815.0;881.0;-606.0;479.0;?;243.0
97.0;197.0;45.0;879.0;?;470.0;1216.0;250.0
?;213.0;?;880.0;?;?;1216.0;239.0
102.0;228.0;1110.0;879.0;-752.0;444.0;1212.0;335.0
162.0;245.0;32.0;877.0;-672.0;432.0;1206.0;420.0
?;?;-484.0;874.0;-741.0;419.0;1196.0;288.0
166.0;273.0;?;874.0;-777.0;411.0;1185.0;82.0
163.0;286.0;7.0;873.0;-781.0;?;1165.0;242.0
317.0;307.0;0.0;861.0;-718.0;384.0;?;290.0
394.0;319.0;-49.0;848.0;-652.0;?;1116.0;353.0
385.0;319.0;54.0;836.0;?;374.0;1094.0;402.0
453.0;301.0;122.0;827.0;-529.0;375.0;1091.0;?
456.0;263.0;101.0;818.0;-486.0;387.0;1088.0;198.0
384.0;219.0;76.0;805.0;-525.0;405.0;1091.0;262.0
315.0;161.0;103.0;796.0;?;420.0;1089.0;270.0
264.0;116.0;95.0;781.0;-456.0;437.0;1084.0;364.0
238.0;80.0;-40.0;770.0;-433.0;456.0;1073.0;331.0
223.0;48.0;-41.0;755.0;-423.0;472.0;1059.0;316.0
219.0;31.0;-56.0;744.0;-414.0;490.0;1042.0;344.0
206.0;25.0;-23.0;732.0;?;512.0;1022.0;414.0
162.0;?;99.0;723.0;-639.0;530.0;1002.0;276.0
?;23.0;-5.0;715.0;-486.0;543.0;976.0;207.0
135.0;11.0;?;707.0;-618.0;553.0;945.0;410.0
137.0;0.0;?;698.0;-799.0;557.0;908.0;531.0
?;-12.0;1798.0;682.0;-674.0;560.0;871.0;381.0
?;?;577.0;664.0;-722.0;569.0;842.0;164.0
166.0;-25.0;?;?;-870.0;575.0;822.0;192.0
157.0;-32.0;-154.0;622.0;-576.0;?;813.0;282.0
302.0;-41.0;?;601.0;-597.0;578.0;806.0;156.0
443.0;-48.0;-269.0;579.0;-524.0;569.0;806.0;64.0
434.0;?;-239.0;573.0;-501.0;566.0;802.0;309.0
368.0;-27.0;-207.0;568.0;-495.0;556.0;796.0;245.0
337.0;-11.0;-140.0;560.0;-486.0;531.0;791.0;90.0
329.0;21.0;-118.0;549.0;-491.0;511.0;794.0;107.0
259.0;67.0;-298.0;551.0;-446.0;494.0;807.0;?
211.0;103.0;-377.0;545.0;-431.0;?;821.0;192.0
189.0;132.0;-542.0;539.0;-372.0;464.0;827.0;159.0
179.0;159.0;-90.0;536.0;-413.0;456.0;831.0;184.0
154.0;182.0;414.0;531.0;-501.0;446.0;834.0;209.0
120.0;194.0;1486.0;527.0;-600.0;443.0;?;?
93.0;198.0;1776.0;524.0;-435.0;?;825.0;208.0
88.0;195.0;862.0;?;-742.0;438.0;819.0;231.0
95.0;191.0;-542.0;512.0;-763.0;443.0;809.0;299.0
103.0;186.0;1497.0;505.0;-690.0;?;793.0;313.0
?;173.0;604.0;?;?;448.0;775.0;10.0
73.0;160.0;-611.0;487.0;-783.0;?;754.0;205.0
175.0;?;-409.0;480.0;-668.0;444.0;?;350.0
306.0;136.0;-23.0;470.0;-601.0;443.0;706.0;304.0
349.0;112.0;9.0;459.0;-583.0;447.0;675.0;262.0
421.0;69.0;-134.0;458.0;-494.0;450.0;633.0;266.0
402.0;10.0;-45.0;460.0;?;458.0;583.0;?
331.0;-56.0;90.0;455.0;-485.0;476.0;527.0;232.0
258.0;-135.0;94.0;452.0;-510.0;?;460.0;?
227.0;-198.0;81.0;446.0;-475.0;504.0;398.0;318.0
194.0;-255.0;157.0;441.0;-432.0;522.0;340.0;332.0
168.0;-288.0;121.0;433.0;-451.0;537.0;304.0;325.0
174.0;-309.0;-12.0;427.0;-543.0;549.0;284.0;383.0
168.0;-332.0;7.0;424.0;-605.0;557.0;267.0;443.0
129.0;-353.0;90.0;418.0;-658.0;569.0;254.0;310.0
97.0;-369.0;129.0;415.0;-647.0;571.0;?;310.0
124.0;-384.0;228.0;410.0;-1020.0;576.0;236.0;584.0
174.0;-398.0;750.0;410.0;-758.0;578.0;221.0;565.0
198.0;-407.0;1017.0;405.0;-635.0;579.0;211.0;326.0
262.0;-420.0;572.0;403.0;-886.0;578.0;200.0;162.0
274.0;?;-54.0;395.0;-748.0;579.0;188.0;304.0
349.0;-438.0;-119.0;389.0;-633.0;582.0;177.0;217.0
495.0;-449.0;?;387.0;-637.0;578.0;159.0;?
?;-454.0;-263.0;386.0;-643.0;578.0;140.0;163.0
508.0;-449.0;-230.0;392.0;-531.0;?;127.0;310.0
370.0;-445.0;-242.0;400.0;-483.0;561.0;117.0;194.0
387.0;-440.0;-213.0;408.0;-517.0;555.0;111.0;186.0
325.0;-430.0;-171.0;413.0;-556.0;547.0;114.0;250.0
302.0;-423.0;?;423.0;-438.0;533.0;119.0;?
267.0;-418.0;-462.0;435.0;-479.0;524.0;120.0;327.0
214.0;-420.0;-563.0;446.0;-516.0;512.0;126.0;316.0
206.0;-420.0;-196.0;?;-528.0;501.0;130.0;279.0
151.0;-421.0;905.0;457.0;-584.0;494.0;136.0;318.0
105.0;-420.0;1291.0;467.0;-612.0;486.0;142.0;313.0
118.0;?;?;470.0;-673.0;476.0;140.0;342.0
117.0;-432.0;-386.0;480.0;-928.0;?;134.0;349.0
134.0;-440.0;-776.0;484.0;-669.0;461.0;122.0;514.0
220.0;-450.0;1558.0;490.0;-792.0;455.0;105.0;288.0
?;-459.0;150.0;495.0;-857.0;446.0;87.0;164.0
?;-468.0;-537.0;501.0;-696.0;443.0;?;347.0
?;-476.0;-411.0;?;-652.0;432.0;48.0;312.0
346.0;-486.0;71.0;511.0;-556.0;430.0;18.0;?
447.0;-501.0;-5.0;521.0;-481.0;420.0;-19.0;409.0
436.0;-518.0;-69.0;524.0;-419.0;?;-66.0;307.0
411.0;-535.0;81.0;527.0;-448.0;413.0;?;270.0
272.0;-548.0;121.0;526.0;-488.0;407.0;-151.0;268.0
233.0;-551.0;60.0;?;-482.0;405.0;-158.0;312.0
210.0;-550.0;61.0;525.0;-469.0;396.0;-147.0;377.0
156.0;-551.0;24.0;523.0;-477.0;393.0;-117.0;?
170.0;?;-117.0;525.0;-563.0;382.0;-82.0;482.0
174.0;-559.0;?;521.0;-649.0;375.0;?;486.0
164.0;-563.0;101.0;522.0;-604.0;368.0;6.0;329.0
131.0;-569.0;196.0;519.0;-628.0;358.0;30.0;489.0
158.0;-573.0;169.0;519.0;-940.0;355.0;63.0;683.0
174.0;-575.0;346.0;518.0;-756.0;350.0;?;677.0
249.0;-577.0;1368.0;518.0;-751.0;350.0;110.0;250.0
193.0;-582.0;1452.0;517.0;-874.0;350.0;120.0;324.0
223.0;-592.0;9.0;?;-748.0;352.0;123.0;?
350.0;-603.0;-249.0;519.0;?;351.0;111.0;2.0
437.0;-610.0;-50.0;518.0;-635.0;347.0;?;117.0
?;-619.0;-292.0;521.0;?;346.0;32.0;320.0
504.0;-624.0;-265.0;520.0;-562.0;345.0;-17.0;280.0
486.0;-627.0;-286.0;526.0;-544.0;?;-63.0;200.0
