InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Ay
-15;54;-157;24;196.0;-487.0;35;-112.0;?;693
-43;51;-157;22;?;-678.0;42;-30.0;-10;698
-16;42;-157;12;79.0;?;21;85.0;-50;710
-11;27;-157;16;-474.0;194.0;27;123.0;-14;706
-12;0;-157;19;-891.0;581.0;5;171.0;?;702
25;1;-157;15;-1044.0;681.0;-4;84.0;28;705
-14;?;-157;15;-815.0;585.0;-1;87.0;34;701
-21;-4;-157;?;-261.0;420.0;-10;16.0;2;698
-25;-13;?;20;74.0;504.0;?;42.0;?;697
-28;-5;-157;17;80.0;?;-12;53.0;7;700
4;1;-157;18;-24.0;341.0;-4;85.0;-35;699
-31;-9;-157;?;?;320.0;-19;66.0;-30;692
-15;-13;-157;19;-117.0;149.0;-34;48.0;?;699
-19;-41;-157;17;-144.0;46.0;9;62.0;24;702
-46;-24;-157;19;-123.0;37.0;2;46.0;21;702
8;16;?;16;-127.0;15.0;-22;15.0;28;703
4;-10;-157;18;-117.0;?;-4;36.0;7;702
-27;?;-157;11;-115.0;133.0;-14;52.0;?;712
0;16;-157;9;-51.0;?;11;72.0;?;709
-8;?;-157;15;-28.0;146.0;-1;64.0;36;703
-28;1;-157;17;-83.0;130.0;-22;30.0;43;702
-12;-8;-157;21;-144.0;90.0;?;-24.0;1;697
-15;1;-157;22;-155.0;42.0;-4;-34.0;-2;700
-9;?;-157;15;-157.0;4.0;-22;3.0;33;702
1;13;-157;?;-195.0;-15.0;-24;51.0;41;702
-18;-6;-157;16;-173.0;-36.0;?;104.0;5;704
0;-38;?;19;-186.0;-51.0;-2;129.0;6;698
38;-13;-157;21;-179.0;-116.0;-16;101.0;15;696
16;12;-157;19;-258.0;-130.0;-4;74.0;-22;700
-7;4;-157;20;-253.0;-160.0;40;45.0;-19;?
12;-6;-157;20;-278.0;-185.0;36;53.0;10;693
5;-9;-157;19;-297.0;-168.0;4;48.0;?;698
-22;11;-157;21;-348.0;-202.0;44;95.0;-5;696
?;22;-157;18;-262.0;-198.0;11;155.0;-21;701
5;13;-157;16;-198.0;-207.0;-45;104.0;-12;708
?;7;-157;18;-224.0;-231.0;62;73.0;-47;699
33;-18;-157;20;-270.0;-182.0;68;69.0;-40;698
22;-2;-157;18;-228.0;-162.0;-29;96.0;-14;703
-15;25;-157;17;-192.0;-179.0;-24;79.0;-27;700
-25;-14;-157;23;-183.0;-166.0;-15;98.0;?;697
?;-12;-157;22;-177.0;-161.0;-14;92.0;-21;698
-14;24;-157;?;-247.0;-150.0;-16;77.0;?;701
-2;-2;-157;27;-202.0;-152.0;-41;88.0;-72;697
-37;-29;?;14;?;-129.0;-8;?;-57;708
-24;-34;-157;23;-149.0;-142.0;28;78.0;-88;699
-9;-55;-157;12;-136.0;?;-8;?;-77;712
-62;-73;-157;-6;-119.0;?;-7;54.0;-23;726
-103;-97;-158;32;?;-133.0;5;45.0;?;692
-154;-139;-158;-17;-211.0;-126.0;-27;72.0;?;718
-164;-200;-158;59;-192.0;-114.0;-10;118.0;-47;651
-484;-312;-158;-116;-86.0;-118.0;-28;119.0;-77;801
-769;-180;-158;-257;-55.0;-47.0;-50;131.0;-41;905
209;174;-158;?;26.0;33.0;11;95.0;-32;510
2080;?;-158;195;?;40.0;-15;81.0;-29;429
3442;462;-158;49;1.0;-26.0;-29;100.0;-23;481
3253;-85;-158;50;-51.0;-81.0;26;100.0;-38;484
3672;-410;?;-50;-77.0;-112.0;-9;?;?;606
3718;-1176;-158;-151;-255.0;-166.0;-43;133.0;-13;757
3911;?;-158;-139;-490.0;?;-18;243.0;-20;789
5837;547;-158;297;-689.0;-666.0;-1;440.0;-28;448
1508;717;-158;262;?;-876.0;-9;549.0;-1;633
-2944;883;-158;-270;-620.0;-889.0;-15;618.0;-67;1017
?;1846;-158;-271;-581.0;-871.0;-25;582.0;119;924
-111;139;-158;-41;?;-830.0;-43;512.0;74;842
-33;-151;-158;2;-605.0;-863.0;-125;423.0;73;695
141;161;-158;3;-729.0;-1086.0;-85;323.0;463;648
-94;-47;-157;13;-956.0;-1250.0;?;330.0;-164;694
55;153;-158;9;-1206.0;-1553.0;52;497.0;1988;667
-29;6;-160;12;-1404.0;-1822.0;-898;681.0;5175;687
-16;45;-162;?;-1525.0;?;-1315;781.0;3975;680
-4244;1190;-175;-681;-2331.0;-2295.0;189;?;-318;1480
-1165;-179;-177;-374;-1900.0;?;-232;1061.0;-350;?
5320;-3159;-178;594;-1705.0;-1721.0;-25;708.0;-246;737
5051;?;-178;?;-1951.0;-1372.0;28;426.0;-167;246
3299;-418;-179;10;-1518.0;-1440.0;-89;110.0;-174;712
2530;-1741;-179;184;-1115.0;-1323.0;-62;31.0;-120;696
1034;-1859;-179;426;?;-1229.0;-66;113.0;-83;490
598;-2562;?;252;-204.0;?;-49;131.0;-45;?
850;?;?;197;?;-1199.0;-94;221.0;-36;?
1968;-3242;-180;142;?;-822.0;-75;325.0;-71;911
3233;-2901;-179;-267;-1017.0;-641.0;-90;390.0;-55;1231
3240;-2527;-182;-483;-1083.0;-532.0;-80;424.0;5;1321
?;?;-177;-229;?;-484.0;-131;561.0;13;1046
122;-2089;-183;-248;-1407.0;-342.0;?;577.0;-40;1062
-373;-1877;-179;-201;-1225.0;-239.0;-321;613.0;-74;1087
-465;-1421;-175;122;?;-9.0;-447;?;-50;918
-67;-1072;-192;79;-589.0;12.0;-473;676.0;-19;1107
728;-1272;-155;435;-584.0;-84.0;-429;593.0;-3;1112
1500;-1331;-215;?;-713.0;-140.0;-747;526.0;-150;1423
1799;-405;-123;1158;-697.0;-122.0;-1171;366.0;-370;1100
968;1639;?;1587;-645.0;-63.0;-1951;227.0;-730;343
?;2619;?;-302;-437.0;-31.0;-3302;?;-1409;?
60;1103;151;?;?;-312.0;-4511;-3.0;-1877;1593
210;280;181;207;-287.0;-431.0;-6155;-46.0;-2045;897
60;466;118;-154;?;-248.0;-7048;-29.0;-2073;760
99;41;?;54;-733.0;?;?;47.0;-1443;635
106;53;60;21;?;-760.0;-1883;400.0;96;640
?;97;35;-6;-1029.0;-1097.0;1271;392.0;1605;647
95;?;62;45;177.0;?;?;-111.0;2057;631
?;51;8;-7;197.0;-989.0;2379;-455.0;?;655
131;30;116;35;-262.0;-706.0;3464;-493.0;1495;632
106;60;124;31;-449.0;-508.0;4861;-495.0;1395;625
57;?;-165;35;-432.0;-268.0;5524;-417.0;1410;639
51;59;-191;27;-374.0;194.0;5085;-232.0;1040;643
67;32;-160;32;-474.0;423.0;5137;-53.0;688;629
62;81;-170;16;-342.0;495.0;5415;102.0;62;?
66;103;-192;21;-65.0;432.0;5579;178.0;?;645
11;99;-146;14;20.0;233.0;?;222.0;-68;657
-82;184;158;8;-185.0;29.0;4155;305.0;1168;655
-102;218;210;33;-315.0;?;1458;?;2198;625
-144;543;125;-28;-422.0;18.0;-1978;511.0;1883;664
-112;1206;233;99;-474.0;101.0;-1697;626.0;2046;?
62;2505;90;-22;-530.0;-37.0;-1188;663.0;-731;623
-301;?;-189;63;-437.0;-119.0;-3764;653.0;-3268;567
-1137;5440;-183;103;?;?;-3191;603.0;-300;581
?;7364;-161;-1100;-312.0;-201.0;-586;606.0;489;1967
-1362;?;-185;-1671;?;-241.0;119;610.0;-205;2659
-799;5844;-166;-1497;-783.0;-55.0;22;552.0;211;2637
-735;2858;-179;-476;-389.0;738.0;8;406.0;-287;1659
-1547;?;-174;1109;560.0;1316.0;23;82.0;-147;-15
-1578;-2306;-175;958;1466.0;879.0;?;-459.0;-3;?
-488;-3102;?;621;1783.0;210.0;44;-968.0;-40;510
?;?;-175;625;1672.0;476.0;-19;?;?;414
1657;-4157;-177;91;1586.0;1089.0;-22;-1269.0;-87;832
2161;-4359;-177;-15;1157.0;1407.0;-27;-1316.0;-57;861
2556;-3461;-176;-97;666.0;1071.0;?;-1334.0;-20;898
2728;-3844;-176;-902;259.0;639.0;?;-1296.0;4;1596
1228;-3756;-178;?;37.0;547.0;-136;-1208.0;-82;2030
1258;?;?;-769;38.0;706.0;-162;-1020.0;-71;1634
675;?;-180;-538;254.0;554.0;-225;-845.0;-55;2396
1322;-3476;-172;1311;341.0;167.0;-366;-641.0;-115;2088
1843;-5;-177;2507;390.0;164.0;-353;-463.0;-108;1374
-1386;2469;-181;?;347.0;120.0;-1105;?;-318;1964
?;2938;-157;1130;237.0;204.0;-2743;-170.0;-862;-152
853;3700;-218;753;76.0;257.0;-3848;?;-1404;-190
-1422;2688;-70;-916;113.0;205.0;-5914;301.0;-1631;1698
70;?;214;-390;255.0;28.0;-8219;523.0;-1019;?
-17;?;172;44;234.0;304.0;-7706;?;-276;?
-148;157;25;-25;-81.0;696.0;-4574;?;86;718
?;?;-7;38;-667.0;654.0;-518;866.0;?;576
-19;120;-17;0;-650.0;-120.0;1452;924.0;1895;704
89;24;-46;21;-158.0;-800.0;2029;670.0;1531;642
30;88;-83;22;197.0;-1231.0;3424;82.0;1173;648
43;68;-111;14;-623.0;-1366.0;4334;-49.0;756;656
93;84;-136;10;-1828.0;-1289.0;?;203.0;?;665
95;45;-148;24;-2199.0;-1151.0;5592;417.0;193;654
70;59;-167;2;-1751.0;-988.0;5623;437.0;-158;671
?;84;?;23;-1314.0;-898.0;5812;467.0;142;659
54;99;-180;17;-1325.0;-768.0;5945;565.0;-98;672
-1;134;-180;?;-1287.0;-696.0;5654;573.0;576;667
-49;216;?;43;-943.0;-739.0;3282;667.0;2680;?
17;?;261;-49;-658.0;-623.0;-1406;721.0;2017;?
?;1307;-2;105;-617.0;-462.0;-1604;?;2216;494
-135;2416;-205;?;-799.0;-355.0;-390;896.0;?;664
-407;4513;-163;144;?;-367.0;-2906;937.0;-4085;465
?;6344;-167;144;-769.0;-395.0;-2808;884.0;-1176;474
?;7275;-174;-1274;-534.0;-247.0;-621;883.0;?;2133
-1150;5907;-162;-1212;-561.0;?;-17;855.0;-255;2315
-1069;1820;-172;-594;-421.0;-443.0;17;?;196;2088
-1453;-1120;-166;23;58.0;?;?;499.0;?;1503
-864;-1555;-170;1153;786.0;293.0;-53;176.0;-50;23
-607;-2595;-170;798;1572.0;167.0;-15;-315.0;-2;430
119;-3858;-169;568;?;-193.0;-80;-846.0;-96;548
1450;-4055;-171;508;2095.0;140.0;-89;-1088.0;-9;?
?;-4476;-170;?;1449.0;626.0;-39;-1184.0;-7;938
2442;?;-170;-170;749.0;884.0;-103;-1232.0;-20;1143
2094;?;-170;-593;283.0;690.0;-158;?;-21;1257
1948;-4551;-170;?;54.0;550.0;-187;-1189.0;5;1657
2410;-4364;-171;-1403;0.0;526.0;-189;-1122.0;9;2886
1756;-5804;-168;-1383;39.0;486.0;-398;-972.0;-14;2652
1360;-4543;-172;?;193.0;371.0;-601;-785.0;-122;3268
-1032;-2198;-168;2364;323.0;356.0;-1025;-679.0;-358;1827
-3631;-290;-171;-402;?;339.0;-2074;-467.0;-650;-2295
-1165;4125;-174;2112;158.0;399.0;-3467;-220.0;-1258;?
?;4124;-165;434;62.0;288.0;-5577;?;-1721;1545
-1208;1851;-197;-1425;-60.0;?;?;?;?;1236
-527;1189;-122;255;-166.0;-99.0;-8629;497.0;-773;939
-181;?;2;-214;-168.0;271.0;-6359;836.0;8;709
9;140;-8;-3;-22.0;370.0;-2183;1012.0;1625;671
121;?;-23;71;-46.0;-70.0;1425;1123.0;1798;?
5;-102;-45;-62;-38.0;-479.0;?;1160.0;1456;624
-48;-26;-95;105;173.0;-959.0;3549;603.0;1213;625
?;-7;?;-18;-156.0;-1314.0;4748;355.0;780;639
12;34;-147;46;-972.0;-1501.0;5524;601.0;672;626
35;78;-151;22;-1478.0;-1238.0;6010;738.0;623;640
4;46;-149;?;-1445.0;-1041.0;5849;658.0;415;654
?;85;?;10;-1270.0;-829.0;6564;621.0;-363;?
119;314;?;-32;-1264.0;-737.0;6341;598.0;-1402;653
8;156;-223;?;-1102.0;-648.0;7115;567.0;-1376;653
0;396;-115;3;-811.0;-565.0;4964;488.0;-1076;?
-49;1298;172;19;-639.0;-541.0;-1339;536.0;200;546
-246;2024;-93;92;-667.0;-517.0;-2278;574.0;1360;470
-182;3758;-228;?;-763.0;-432.0;-3129;?;-996;552
-1109;6212;-131;49;-614.0;-492.0;-4906;613.0;-1084;559
-2172;8313;-187;-434;-465.0;-269.0;-2193;512.0;933;1227
-1648;7337;-158;-1508;-402.0;-184.0;-32;503.0;314;2566
?;4743;?;-1083;-691.0;?;-31;641.0;210;2444
-433;3678;?;?;-436.0;-320.0;10;511.0;219;?
-1160;-264;-160;1312;182.0;548.0;-39;299.0;-109;11
-903;-3638;-169;869;1171.0;988.0;-198;-202.0;-19;334
703;-3553;-164;715;2303.0;370.0;-98;-962.0;-60;?
1749;-4242;-166;347;2797.0;176.0;?;-1275.0;-43;?
2184;-4527;?;-136;2390.0;967.0;?;-1254.0;-37;888
2183;?;-165;-505;?;1367.0;-215;?;57;1220
?;-5166;-165;-850;1038.0;1365.0;?;-1292.0;?;1400
2629;-5052;?;-1396;609.0;1227.0;-230;-1281.0;13;2042
2535;-5953;-165;-1775;?;?;-204;-1209.0;7;3159
3180;-5994;-165;?;108.0;948.0;-367;-1124.0;-117;3184
1225;-2792;-165;?;127.0;801.0;-884;-1088.0;-301;1793
-5136;511;?;155;171.0;?;-1518;?;-541;?
?;3901;-166;-2037;193.0;639.0;-3427;-901.0;-823;1444
2228;6336;-164;?;205.0;660.0;-6296;?;-1592;2548
-823;3933;-163;-1751;274.0;500.0;-7738;-610.0;-1127;2120
?;535;-135;-11;209.0;301.0;?;?;?;782
134;160;?;88;171.0;504.0;-7499;?;328;634
?;162;-51;?;412.0;797.0;-943;689.0;1252;721
167;-42;?;150;329.0;518.0;1219;1032.0;2021;629
-119;103;-56;-62;41.0;-2.0;945;?;?;714
80;?;?;40;116.0;-734.0;3150;973.0;745;667
-31;47;?;22;101.0;-1071.0;4049;734.0;465;668
-25;16;?;11;-612.0;-1053.0;5187;858.0;292;676
6;-7;-143;27;-1109.0;-671.0;5824;?;?;669
7;31;-149;12;-1145.0;-490.0;5486;841.0;355;679
-29;62;?;?;-936.0;?;?;735.0;-168;668
12;74;-164;14;?;-488.0;6167;634.0;-881;685
-140;?;-169;16;-982.0;-510.0;5626;591.0;23;?
-257;254;-173;?;-930.0;-589.0;3345;549.0;1620;669
59;644;-179;?;-818.0;-543.0;-1815;463.0;1272;643
-354;2054;-178;92;-859.0;-500.0;-1439;441.0;1334;514
165;3134;-170;-5;-960.0;-475.0;-1652;423.0;873;518
-816;5166;-169;197;-963.0;-516.0;-5009;445.0;-1051;391
-3104;8963;-169;-118;-831.0;?;-2289;309.0;-724;958
-1873;8578;-167;-1638;-634.0;-229.0;-17;283.0;474;2742
-1822;3249;-166;-1131;-639.0;-81.0;-187;345.0;348;2777
?;-760;-167;631;-593.0;-220.0;-33;353.0;19;888
-1467;?;-167;1084;-129.0;475.0;-236;233.0;-5;144
-1507;-2309;-167;?;720.0;720.0;-73;-63.0;-6;643
-4;-3999;-167;102;?;14.0;?;-741.0;-4;930
1819;-5310;-167;-3;2409.0;-64.0;-179;-1231.0;42;956
2619;-5384;-167;-65;2226.0;?;-210;-1174.0;73;1061
2966;-5231;-166;-156;1255.0;807.0;-249;-1068.0;?;1144
2602;-4517;-166;-39;560.0;674.0;-319;-995.0;100;1068
3196;-3158;-165;49;502.0;391.0;-476;-923.0;46;?
2187;-2224;-164;330;676.0;407.0;-514;-891.0;39;1397
1050;?;?;774;539.0;443.0;-627;-838.0;?;1644
2971;239;-163;1060;?;402.0;-959;-823.0;-90;1896
?;1864;-161;?;667.0;402.0;-1546;-843.0;-396;1534
-5952;1697;-161;474;763.0;347.0;-2672;-839.0;-808;781
?;171;-160;127;639.0;343.0;-4668;-763.0;?;?
269;?;-157;42;531.0;344.0;-7049;-551.0;-1967;679
?;-56;-152;9;476.0;340.0;-7496;-337.0;-1420;705
487;-114;-118;16;494.0;508.0;-4544;-66.0;?;648
?;78;-84;12;545.0;569.0;-1374;?;779;650
?;-17;-83;-19;-5.0;-166.0;-92;1311.0;?;714
-104;5;?;16;486.0;?;-235;1281.0;-1150;675
-122;?;-77;26;-155.0;-1010.0;-377;1206.0;-1050;660
16;-43;-78;16;-1170.0;-1520.0;939;1022.0;-308;672
-51;108;-97;31;-1570.0;?;1977;1074.0;467;635
103;211;-123;-9;-1615.0;-1899.0;2703;1187.0;?;691
-22;259;-141;?;-1759.0;-1324.0;3458;1219.0;1190;630
-199;466;-147;?;-1612.0;-570.0;3521;1096.0;1616;551
-90;666;-148;40;-1376.0;-113.0;3470;963.0;2122;688
-21;594;-149;36;-1331.0;-25.0;3666;906.0;?;?
-64;666;-152;-27;-1361.0;?;4334;807.0;?;764
-73;802;-154;82;-1380.0;-512.0;2619;633.0;67;636
17;?;-157;-27;-1146.0;-752.0;3425;370.0;-715;710
51;2649;-163;77;-941.0;-841.0;5603;237.0;-2671;601
-366;4024;-168;182;-715.0;-1168.0;1545;?;?;478
-862;5130;?;-1263;-559.0;?;-97;218.0;502;2076
-1028;3053;-166;-1744;?;-815.0;657;?;-330;2660
-1177;?;-166;?;-343.0;-319.0;-142;182.0;63;1828
?;841;-166;-697;-21.0;526.0;210;228.0;-72;1689
-1857;584;-166;?;832.0;943.0;67;90.0;?;1398
-1250;76;-166;7;1534.0;679.0;-9;-195.0;-57;990
-189;-481;-167;582;2013.0;981.0;54;-832.0;-119;394
?;-986;-167;780;?;660.0;-32;-1245.0;-37;?
890;-1294;-167;809;2088.0;1137.0;106;-1439.0;-64;?
882;?;-168;935;1047.0;1246.0;35;-1310.0;-51;-15
926;-2620;-168;?;?;1326.0;25;-890.0;-34;87
870;-3160;-168;?;143.0;1456.0;16;-663.0;33;135
675;-3322;-168;538;438.0;1317.0;-141;-670.0;73;470
2469;-3084;-168;631;579.0;1235.0;?;-798.0;67;?
2081;-1357;-167;-90;777.0;1094.0;-322;-896.0;49;1878
?;-1161;-166;804;1102.0;826.0;-1037;-986.0;-226;1243
1180;-2111;?;2626;1034.0;?;-1747;-900.0;-773;-1111
11;62;-167;405;1008.0;351.0;-3064;-714.0;-1305;30
-540;586;-168;-502;851.0;339.0;-4568;-350.0;?;?
260;-388;-171;316;478.0;173.0;-5595;?;-1991;489
?;64;-169;-157;?;225.0;-4493;457.0;-127;799
63;-41;-159;53;104.0;407.0;?;926.0;1123;654
23;-27;-149;42;-621.0;-110.0;-1480;1581.0;-129;673
-11;?;-144;-23;-768.0;-777.0;?;1753.0;-817;716
56;-20;-130;60;-289.0;-1190.0;-1835;?;-151;635
-89;199;-117;-23;-481.0;-1476.0;-685;1181.0;281;691
-89;347;-114;35;-717.0;-1457.0;-32;1038.0;716;629
14;663;-115;20;-1466.0;-1079.0;1035;1148.0;1195;?
33;942;-119;8;-1897.0;-403.0;1650;1144.0;1273;718
-41;817;-125;18;-1901.0;-99.0;1983;1169.0;1037;762
?;588;-129;0;-1629.0;-255.0;?;1037.0;744;815
-85;483;-139;39;-1427.0;-607.0;3701;776.0;566;758
-47;140;-150;-12;-1321.0;-868.0;4151;544.0;?;815
-22;178;-157;37;?;-906.0;3560;482.0;581;750
-109;685;-161;325;-767.0;-773.0;2669;409.0;646;337
-55;923;-161;181;-825.0;-473.0;2207;212.0;278;487
-301;2392;?;-95;?;-226.0;825;42.0;-117;823
-564;5097;?;4;-210.0;-35.0;-37;?;-56;?
-542;5058;-167;-789;-162.0;23.0;383;60.0;146;1770
-784;2414;-168;-1238;-87.0;?;305;223.0;103;2227
-718;693;-168;-409;-81.0;215.0;84;334.0;-79;1404
-445;-46;-168;-745;179.0;617.0;46;182.0;-45;1731
-1114;88;-168;-873;770.0;245.0;178;-149.0;2;1847
?;228;-168;-110;1350.0;-80.0;-12;-522.0;-129;1117
?;45;-169;-245;1497.0;-238.0;-97;-896.0;?;1278
-1712;36;-169;-157;1463.0;295.0;-149;-1050.0;?;1184
-1007;-868;-169;406;1567.0;1128.0;-1342;-1030.0;-613;575
223;-1786;-170;585;1448.0;1442.0;-1926;-1014.0;-887;411
1060;-2333;-170;781;1169.0;1481.0;-1457;-976.0;-727;173
1613;?;-174;926;?;1002.0;-1219;-1028.0;-607;78
?;-2372;-171;866;574.0;874.0;-788;-936.0;-270;57
?;-2400;-172;720;284.0;831.0;-117;-796.0;301;367
2965;-2059;?;380;251.0;537.0;32;-648.0;362;969
2467;-2073;-162;341;289.0;284.0;?;-572.0;50;980
741;-12;-187;568;-126.0;186.0;-479;-540.0;-122;1962
-209;-927;-153;1034;-513.0;41.0;?;-662.0;-896;845
-359;?;-191;740;-424.0;-186.0;-3356;-754.0;-1767;-803
-253;-309;-185;-171;-128.0;-158.0;-5308;-645.0;-2231;780
?;0;114;75;84.0;-150.0;?;-328.0;-1960;774
-50;-551;200;179;?;-256.0;-929;98.0;-159;402
21;127;160;-77;243.0;-114.0;?;749.0;236;868
45;-236;166;57;-651.0;?;-2029;1844.0;-313;600
35;?;177;11;-1353.0;-914.0;-1847;2089.0;255;707
63;-144;177;?;-1092.0;-921.0;-1725;1751.0;?;679
66;-129;-100;30;-885.0;-1182.0;-824;1454.0;?;634
23;-32;-203;14;-1117.0;-1406.0;225;?;1534;676
13;-55;-123;21;-1394.0;-1352.0;665;1214.0;?;663
-4;?;-152;27;-1608.0;-1066.0;1812;1117.0;1449;669
-25;-71;-139;17;-1630.0;-770.0;2722;1004.0;1506;675
2;?;-143;0;-1573.0;-585.0;3352;933.0;1486;676
7;-211;-151;61;-1459.0;?;3687;809.0;1775;594
-34;-155;-147;49;-1234.0;-774.0;3469;577.0;2231;620
12;3;-154;30;-998.0;?;3440;462.0;1849;?
56;234;-154;27;-776.0;-982.0;2741;419.0;1153;601
-4;593;-158;11;-598.0;-720.0;1310;423.0;-560;616
-118;893;-162;64;-169.0;-463.0;1475;413.0;-2456;533
41;1447;-168;?;175.0;-459.0;1993;337.0;-1307;558
247;?;-169;26;410.0;-580.0;858;139.0;47;?
-699;5246;-168;-51;536.0;-676.0;-81;21.0;-37;677
-1274;5611;-169;-936;?;-579.0;62;-34.0;20;1673
-1009;4206;-169;-1924;512.0;-264.0;127;4.0;-144;2761
-1604;?;-170;-1600;595.0;614.0;-1;54.0;-119;2516
-1629;1344;-170;-656;1077.0;1120.0;?;-20.0;-54;1630
?;680;-170;-234;?;688.0;24;-338.0;-83;?
748;-630;-164;-937;845.0;?;-2554;-519.0;-1336;2406
-12;-654;-166;122;655.0;356.0;-5552;-274.0;-2231;-77
-372;-19;-168;-18;635.0;391.0;-5544;152.0;-1466;945
?;-35;-165;-14;410.0;477.0;-1835;678.0;751;693
5;-62;-155;40;-8.0;443.0;-2851;1323.0;915;627
-35;-21;?;-20;-991.0;-23.0;-2660;1713.0;695;?
?;?;-128;?;-1144.0;-427.0;-1471;1882.0;689;599
-16;300;-107;?;-1132.0;?;?;1814.0;203;747
70;554;-104;10;-1460.0;-811.0;730;1443.0;?;675
46;768;?;38;?;-957.0;1645;1247.0;1238;705
-15;783;-114;26;-1756.0;-911.0;2036;1270.0;1692;783
-65;608;-120;15;-1776.0;-712.0;3027;1127.0;?;803
-118;?;-129;-11;-1524.0;-458.0;?;942.0;1531;847
-75;88;-135;66;-1415.0;-317.0;4079;760.0;1419;778
-97;214;-140;?;-1347.0;?;4222;?;877;764
-31;916;-149;21;-1192.0;-475.0;3823;291.0;297;662
146;1953;-156;120;-906.0;-859.0;2656;126.0;860;556
-226;3483;-160;-58;-540.0;-1116.0;-191;-41.0;?;795
-632;5093;-161;258;-257.0;-923.0;-528;-100.0;-678;449
-668;4130;-161;-411;-106.0;-364.0;554;-151.0;447;1217
-265;2188;-161;-1227;?;119.0;-152;-23.0;-102;2257
-1302;1581;-161;-492;156.0;308.0;11;198.0;-156;1552
-3762;322;-162;-475;468.0;532.0;40;209.0;-57;1502
-3108;?;-162;-227;1032.0;260.0;-313;88.0;-205;1321
?;-176;?;237;1375.0;94.0;?;-215.0;-54;958
-217;-916;-162;?;1704.0;162.0;-711;-568.0;-326;730
1588;-1651;-162;863;1645.0;579.0;-1343;-637.0;-620;136
1807;-1858;-163;873;1339.0;1208.0;-1413;-578.0;-657;98
1634;-1966;-163;950;1189.0;?;-1531;-369.0;-708;-22
1582;-2481;-164;?;1235.0;1207.0;-966;-193.0;-412;274
1299;-2915;-165;643;1307.0;1080.0;-488;?;-178;179
?;?;-165;257;1083.0;?;-391;-506.0;-80;859
2198;-3478;?;563;?;628.0;-330;-676.0;-150;665
2123;-1844;-165;1481;1052.0;406.0;-597;-819.0;-172;540
?;?;-164;-392;1034.0;260.0;-551;-832.0;35;4430
155;-560;-166;-1368;742.0;76.0;-2050;-737.0;-1234;3641
37;-486;-168;-178;532.0;96.0;-4978;-524.0;-2269;412
-366;-103;-173;91;436.0;179.0;?;-187.0;?;874
-192;-139;-175;58;367.0;165.0;-4795;271.0;-1918;691
-115;-182;-173;-2;44.0;257.0;-3333;684.0;704;653
-153;-141;?;?;-344.0;-15.0;-2097;1033.0;?;783
-5;-140;-129;32;-664.0;-532.0;-2071;1354.0;489;?
177;60;-88;11;-853.0;-651.0;-1662;1101.0;164;687
119;130;-78;27;-1059.0;-1020.0;-71;891.0;?;660
-12;332;?;?;-1803.0;-1402.0;967;1018.0;897;689
108;986;-101;45;-2470.0;-1437.0;?;1097.0;1548;636
-3;1145;-114;35;-2605.0;-1108.0;2791;1049.0;1800;685
-87;?;-125;23;-2403.0;-783.0;?;1019.0;1767;777
-89;835;?;5;-2169.0;-555.0;3625;908.0;1630;828
-90;624;-139;14;-1848.0;-696.0;4201;682.0;2121;815
-35;541;-145;28;-1421.0;-962.0;3890;?;1929;786
-82;942;-149;14;?;-1217.0;2820;440.0;?;?
-49;1683;-152;126;-665.0;-1248.0;3034;428.0;615;523
-416;2774;-159;262;-358.0;-971.0;1393;?;-311;?
-782;5001;-162;29;-183.0;-600.0;-312;169.0;-668;?
-943;4758;-160;-603;-60.0;-149.0;198;94.0;369;1562
-1161;1643;-161;-1388;56.0;?;-8;169.0;-33;2387
-596;1073;-161;-1686;167.0;406.0;59;316.0;-100;2691
-362;1311;-161;-1099;513.0;?;144;?;28;2122
-1400;?;-162;-390;?;519.0;-204;91.0;-246;1428
-1719;-277;-162;-31;1945.0;345.0;-304;-378.0;-96;1104
-815;-797;?;542;2586.0;302.0;-836;-981.0;-184;566
?;-1316;-162;896;2847.0;417.0;-1393;-1348.0;-495;142
686;-1864;?;841;2402.0;1068.0;-1534;-1429.0;-631;135
1396;-2066;-163;1081;?;?;-1381;-1290.0;-507;-84
983;-2277;-163;539;661.0;1044.0;-944;-972.0;-330;352
2258;-2947;-163;?;562.0;937.0;-489;-795.0;-142;1
1508;-3015;-163;444;586.0;844.0;-225;-823.0;-18;508
1819;-3105;-163;364;632.0;711.0;-114;-767.0;-32;918
3345;-2573;?;1960;639.0;680.0;-218;-655.0;15;89
?;483;?;-2870;778.0;734.0;-580;-621.0;-62;4389
-6876;1237;-163;-3601;723.0;597.0;?;-528.0;-869;?
1642;-174;?;823;675.0;364.0;?;-329.0;-1907;432
?;74;-165;-155;577.0;347.0;-4979;-26.0;-2100;993
-209;-57;-165;-116;463.0;372.0;-3882;?;?;811
482;-96;-163;237;?;358.0;?;861.0;?;506
?;58;-158;-174;?;?;-396;1148.0;?;889
