InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
1799;385.0;230;1122.0;43;2201;-2201;1799
1799;491.0;26;1304.0;84;1058;-1058;1799
1087;221.0;186;632.0;-108;-632;632;1087
-1282;270.0;-124;-314.0;38;-1099;1099;-1282
-3886;383.0;-252;-527.0;95;-119;119;-3886
-1068;466.0;?;-191.0;361;3313;-3313;-1068
269;301.0;-1448;266.0;228;3670;-3670;269
-559;3.0;-2114;446.0;813;779;-779;-559
89;-141.0;-1472;352.0;831;-370;370;89
-212;-493.0;-347;229.0;-337;-71;71;-212
-194;-1014.0;114;172.0;-435;6;-6;-194
-123;-815.0;127;?;-400;-353;353;-123
-482;-617.0;480;-93.0;-414;-324;324;-482
-461;-113.0;1340;-78.0;-488;-812;812;-461
-416;103.0;2490;-332.0;?;-568;568;-416
-730;170.0;2114;-319.0;-563;-2253;2253;-730
-518;172.0;1865;-278.0;-746;-3573;3573;-518
-770;101.0;2803;-234.0;-2310;-3742;3742;-770
-2586;-99.0;659;-292.0;-773;-10354;10354;-2586
-1512;-303.0;-278;-211.0;422;-5455;5455;-1512
719;-237.0;699;-126.0;-163;4550;-4550;719
521;34.0;-211;-24.0;366;2888;-2888;?
?;182.0;127;-63.0;26;4140;?;1228
2011;328.0;437;144.0;-147;4044;-4044;2011
1978;449.0;159;847.0;141;2730;-2730;1978
2314;781.0;115;1033.0;-27;3087;-3087;2314
?;603.0;28;1078.0;91;298;-298;3082
-241;460.0;-15;786.0;-142;-2125;2125;-241
-4556;519.0;-415;453.0;-169;-1068;1068;-4556
-1490;512.0;-497;572.0;404;3258;-3258;-1490
103;459.0;-1552;727.0;355;3635;-3635;103
-857;271.0;-2361;?;?;1812;-1812;-857
359;41.0;-1300;266.0;957;1374;-1374;359
-74;-83.0;-426;-42.0;-5;-58;58;-74
-52;-443.0;-172;-211.0;-398;-189;189;-52
2;-628.0;257;-454.0;-200;-87;?;2
-359;-458.0;1002;-700.0;-313;-531;531;-359
-196;-163.0;1950;-565.0;-773;-341;341;-196
-407;125.0;?;-478.0;-604;-1313;1313;-407
-560;198.0;2088;-447.0;-544;-2521;2521;-560
-554;153.0;2023;-182.0;-982;-2389;2389;-554
-1200;-17.0;1683;29.0;976;-5494;5494;-1200
?;-266.0;-65;13.0;2284;-10961;10961;-2827
-1354;-362.0;-1001;-92.0;-325;-7222;7222;-1354
350;-214.0;-163;-149.0;-1558;1553;-1553;350
-722;-43.0;?;-123.0;-199;3938;-3938;-722
370;9.0;341;-270.0;42;4613;-4613;370
1838;9.0;312;-210.0;-70;5442;-5442;1838
2515;-11.0;233;339.0;86;2849;-2849;2515
1906;313.0;258;548.0;-83;1181;-1181;1906
598;304.0;154;490.0;71;2111;?;598
1417;115.0;52;177.0;46;-623;623;1417
1284;253.0;-34;-68.0;-28;-2940;2940;?
-8;427.0;-372;220.0;150;2961;-2961;-8
-935;437.0;?;598.0;58;5716;-5716;-935
-768;260.0;-1435;656.0;585;2698;-2698;-768
-105;114.0;-2058;529.0;1024;1231;-1231;-105
-358;18.0;-607;333.0;21;-224;224;-358
-138;-170.0;132;-10.0;-501;-228;228;-138
?;?;220;-145.0;-166;-126;126;-158
-441;-593.0;1278;?;-381;-396;396;-441
-428;-270.0;2128;-136.0;-537;-651;651;-428
-721;179.0;2333;-92.0;?;-1729;1729;-721
-722;250.0;2294;-129.0;?;-3028;3028;-722
-529;274.0;2161;?;-1132;-4881;4881;-529
?;123.0;1557;-9.0;-903;-5942;5942;-1162
-2831;-136.0;27;101.0;257;-8653;8653;-2831
-593;-323.0;-107;-89.0;11;-4446;4446;-593
1953;-244.0;930;-293.0;-981;4423;-4423;1953
565;-97.0;504;-375.0;-154;4391;-4391;565
1755;-7.0;285;-480.0;114;4314;-4314;1755
1794;20.0;358;-325.0;-132;4207;?;1794
2280;13.0;231;109.0;103;2300;-2300;2280
2974;300.0;222;385.0;?;1500;-1500;2974
1080;285.0;134;441.0;-39;-144;144;1080
102;62.0;115;179.0;-103;-690;690;102
-3615;175.0;-421;-177.0;161;-1121;1121;-3615
-2863;484.0;-665;28.0;805;1871;-1871;-2863
-187;546.0;-1389;377.0;?;4951;-4951;-187
-1586;398.0;-2632;641.0;-352;2404;-2404;-1586
-558;188.0;-1837;499.0;1005;-108;108;-558
77;3.0;-168;206.0;-156;-148;148;77
-215;-205.0;263;107.0;-643;-151;151;-215
2;-610.0;789;225.0;-251;-255;255;2
-429;-454.0;1580;159.0;-231;-482;482;-429
-594;81.0;2778;234.0;?;-1604;1604;-594
-904;290.0;2668;215.0;-861;-3320;3320;-904
-923;289.0;2066;329.0;-768;-4581;4581;-923
-1332;468.0;4270;294.0;-4132;-6749;6749;?
-3551;406.0;2404;286.0;-2872;-9077;9077;-3551
-1117;44.0;-653;286.0;805;-3121;3121;-1117
2129;-170.0;615;-44.0;-256;4807;-4807;2129
888;-108.0;514;-223.0;-365;4725;-4725;888
2176;?;276;-332.0;?;4285;-4285;2176
2390;-43.0;451;-103.0;-155;4269;-4269;2390
1956;28.0;128;284.0;114;2328;-2328;1956
3167;318.0;129;278.0;11;1736;-1736;3167
?;117.0;13;397.0;31;-462;462;1864
50;146.0;142;341.0;-101;-1399;1399;50
-958;351.0;46;304.0;-135;4190;-4190;-958
-737;465.0;-331;512.0;121;7047;-7047;-737
-283;458.0;-921;660.0;163;3273;-3273;-283
-314;300.0;-2085;568.0;181;1136;-1136;-314
-177;?;-2326;292.0;723;821;-821;-177
-257;-350.0;-1119;25.0;779;-272;272;-257
-205;-795.0;-328;-136.0;24;-169;169;-205
-105;-1040.0;74;-363.0;-279;-104;104;-105
-128;-1035.0;117;-598.0;-167;-436;436;-128
-108;-547.0;290;-1083.0;-222;-368;368;-108
-154;-68.0;646;-1859.0;90;-831;831;-154
-113;183.0;834;-2304.0;-87;-887;887;?
-200;79.0;1262;-2538.0;-721;-752;752;-200
-566;2.0;850;-2279.0;-227;-1024;1024;-566
-99;-155.0;1935;-1943.0;-917;-878;878;-99
-335;-342.0;?;-1659.0;-730;?;1556;-335
-320;-457.0;1462;-1287.0;-728;-2346;2346;?
-247;-482.0;5911;-773.0;-2334;-3611;3611;-247
-2443;-460.0;2940;-225.0;284;-8388;8388;-2443
-992;-448.0;-200;231.0;867;-9686;9686;-992
823;-336.0;860;615.0;-775;-2733;2733;823
-560;-147.0;15;970.0;156;2907;-2907;-560
73;227.0;202;1386.0;-38;3393;-3393;73
462;480.0;234;2145.0;-67;?;-4149;462
?;412.0;70;2800.0;?;5156;-5156;218
?;475.0;239;2315.0;-136;4938;-4938;813
1370;?;109;1471.0;60;5587;-5587;1370
1770;898.0;?;1152.0;-44;5870;-5870;1770
2387;871.0;193;1339.0;-32;5410;-5410;?
2297;941.0;149;1287.0;10;5328;-5328;2297
?;897.0;132;1331.0;-5;3618;-3618;986
358;782.0;40;1284.0;-52;826;-826;358
-2361;616.0;-43;1294.0;97;-3227;3227;-2361
-2973;497.0;-107;1311.0;75;-4823;4823;-2973
-131;288.0;-348;1191.0;124;?;3650;-131
-1141;82.0;-537;943.0;363;-4169;4169;-1141
-707;-52.0;?;523.0;79;-1487;1487;-707
671;-94.0;-2172;90.0;644;734;-734;671
-154;-204.0;-2103;-149.0;1158;-261;261;-154
186;-532.0;-960;-822.0;513;108;-108;186
176;-1102.0;-677;-1707.0;324;64;-64;176
55;?;?;-2179.0;243;-41;41;55
165;-1710.0;-412;-2442.0;55;96;-96;?
44;-1722.0;-383;-2618.0;-7;4;-4;44
62;-1712.0;-129;-2821.0;-165;61;-61;62
103;-1708.0;-17;-2960.0;-34;-11;11;103
111;-1710.0;415;-2959.0;-129;-34;34;111
83;-1531.0;732;-2843.0;-256;-95;95;83
109;-1329.0;1226;-2444.0;-104;-116;116;109
58;-947.0;2929;-1963.0;-1267;?;59;58
2;-546.0;2296;-1344.0;-1100;?;213;2
83;?;191;-674.0;355;-617;617;83
146;210.0;388;-65.0;-469;-1231;1231;146
384;494.0;451;555.0;-682;-2638;2638;384
138;781.0;996;1248.0;-126;-5264;5264;138
-1577;995.0;1162;1955.0;-274;-7965;7965;-1577
-1595;1319.0;144;2526.0;-117;-7874;7874;-1595
26;1438.0;186;2993.0;-15;-6588;6588;?
-73;?;141;3336.0;23;-4687;4687;-73
30;1312.0;61;3306.0;51;-23;23;30
1;1241.0;155;2617.0;37;1792;-1792;1
-856;?;86;1781.0;46;1649;-1649;-856
-682;299.0;130;1108.0;49;3575;-3575;-682
-175;218.0;107;582.0;51;?;-4593;-175
281;392.0;?;278.0;65;4807;-4807;281
1086;562.0;74;214.0;71;5292;-5292;1086
1755;618.0;42;221.0;62;5660;-5660;1755
2189;615.0;57;272.0;44;?;-5515;2189
2074;619.0;28;426.0;64;5779;-5779;2074
3224;606.0;30;608.0;38;5944;-5944;3224
4356;675.0;60;630.0;9;2656;-2656;4356
-1255;769.0;-109;504.0;151;-1636;1636;-1255
-7823;1029.0;-158;146.0;143;-2519;2519;-7823
-4303;1257.0;-243;-137.0;69;-3115;3115;-4303
-427;1142.0;-465;257.0;257;-3842;3842;-427
-1657;909.0;-592;594.0;485;-1774;1774;-1657
-106;441.0;-878;514.0;429;-66;66;-106
619;45.0;-920;257.0;109;11;-11;619
?;-254.0;-604;224.0;139;-25;25;-168
248;-584.0;-613;274.0;563;-97;97;248
-11;-828.0;-757;-156.0;616;-85;85;-11
50;-1269.0;-674;-501.0;379;-54;54;50
51;-1670.0;-603;-681.0;261;-99;99;51
-8;?;-434;-946.0;61;-88;88;-8
96;-1740.0;-164;-1291.0;-78;-92;92;96
38;-1681.0;-60;-1552.0;-128;-117;117;38
100;-1614.0;42;-1713.0;-1;-178;178;100
1213;-263.0;?;-1044.0;44;4997;-4997;1213
528;-19.0;-54;-762.0;?;5314;-5314;528
772;185.0;-46;-332.0;45;5734;-5734;772
2253;250.0;-29;58.0;51;3794;-3794;2253
4491;461.0;-25;518.0;55;2562;-2562;4491
5445;?;-30;739.0;66;2728;-2728;5445
1393;582.0;-32;865.0;57;-363;363;1393
-4232;622.0;-44;953.0;36;-1253;1253;-4232
-5891;686.0;-163;927.0;160;784;-784;-5891
-4553;747.0;-249;1023.0;74;-1137;1137;?
-2231;850.0;-448;1177.0;19;-2635;2635;-2231
-280;942.0;-675;1213.0;384;-619;619;-280
282;940.0;-557;1202.0;406;128;-128;282
167;788.0;-737;1322.0;?;-122;122;167
99;475.0;-812;1495.0;322;89;?;99
19;-80.0;-580;1564.0;285;-109;109;19
46;-451.0;-734;606.0;518;-86;86;46
26;-930.0;-796;-275.0;550;-74;74;26
11;?;?;-773.0;453;-145;145;11
31;-1291.0;?;-1191.0;325;-73;73;31
19;-1450.0;-448;-1634.0;298;-131;131;19
42;-1601.0;-321;-1971.0;256;-151;151;42
39;-1644.0;-146;-2178.0;254;-163;?;39
49;-1699.0;18;?;319;-237;237;49
80;-1596.0;887;-2156.0;-134;-237;237;80
31;-1366.0;1557;?;-234;-245;245;31
22;-1113.0;2005;-1678.0;-505;-212;212;22
97;-886.0;1485;-1437.0;-963;-411;411;97
117;-641.0;-586;-1219.0;-274;-949;?;117
264;-349.0;-2;-1042.0;-385;-1686;1686;264
518;-80.0;2535;-788.0;-1278;-3492;?;518
?;218.0;1476;-420.0;-486;-5849;5849;374
-153;664.0;-319;-19.0;258;-7324;7324;-153
557;1018.0;113;464.0;-89;-6347;6347;557
1511;1198.0;-6;1075.0;53;-2984;2984;1511
586;1245.0;-90;1702.0;59;-81;81;?
140;1046.0;56;1987.0;-21;729;-729;140
540;?;-81;?;79;258;?;540
178;280.0;13;959.0;-12;1272;-1272;178
38;27.0;-32;678.0;37;3498;-3498;38
378;81.0;-38;559.0;58;4352;-4352;378
882;?;-20;430.0;43;4833;-4833;882
1410;296.0;-24;327.0;39;4847;-4847;?
976;272.0;-11;252.0;36;4745;-4745;?
1263;313.0;-5;328.0;33;4732;-4732;1263
1024;435.0;-6;429.0;40;4446;-4446;1024
961;580.0;-12;?;48;3700;-3700;961
3079;661.0;2;?;12;1131;-1131;3079
-568;767.0;-9;932.0;44;-629;?;-568
-4512;902.0;-21;843.0;61;-718;718;-4512
-2039;929.0;-52;816.0;37;?;2777;-2039
-825;875.0;-208;763.0;95;-3089;3089;-825
-782;724.0;-239;602.0;76;77;-77;-782
-18;527.0;-218;256.0;154;259;-259;-18
187;421.0;-488;9.0;474;-410;410;187
185;281.0;-251;-132.0;312;251;-251;185
128;-15.0;-239;-182.0;252;-26;26;128
25;-422.0;-798;-144.0;613;28;?;25
14;-831.0;-753;-279.0;507;47;-47;14
55;-1072.0;-812;-434.0;393;-50;50;55
21;-1197.0;-550;-618.0;200;6;?;21
23;-1309.0;-289;-562.0;144;-61;61;23
58;-1391.0;-366;-472.0;119;3;-3;58
107;-1367.0;63;-430.0;-291;46;-46;107
72;-1333.0;22;-468.0;-88;34;-34;72
16;-1225.0;-132;-550.0;159;0;?;16
1;-1056.0;6;?;62;-19;19;1
8;-802.0;-119;-842.0;160;-4;4;8
4;-608.0;-7;-906.0;73;-20;20;4
?;-447.0;368;-797.0;-252;-62;62;5
9;-308.0;445;-643.0;-335;-47;47;9
-9;-174.0;521;-532.0;-362;-42;42;-9
28;?;799;-424.0;-688;-77;77;28
88;252.0;577;-342.0;-372;-101;101;88
39;467.0;623;-274.0;-496;-198;198;39
27;654.0;929;-223.0;-1070;-374;374;27
116;730.0;408;-37.0;-289;-844;?;116
297;704.0;280;55.0;-213;-1821;1821;297
588;639.0;220;209.0;-334;-2734;2734;588
543;506.0;-145;241.0;162;-4837;4837;543
249;320.0;-8;280.0;-44;?;5254;249
731;255.0;-43;466.0;-2;-4112;4112;731
1044;388.0;-83;675.0;54;-4619;4619;1044
-5;595.0;-24;?;?;-1271;1271;?
-325;462.0;-63;-32.0;29;1158;-1158;?
-117;48.0;-38;-273.0;-10;650;-650;-117
-1080;-375.0;-34;50.0;-6;2168;-2168;-1080
-1227;-400.0;-34;692.0;-5;2475;-2475;-1227
-284;-146.0;-34;1128.0;-1;3255;-3255;?
-199;74.0;-31;1228.0;-1;3937;-3937;-199
-116;183.0;-28;1066.0;1;3476;-3476;-116
426;200.0;-21;684.0;-2;4048;-4048;426
75;187.0;-16;373.0;-7;3796;-3796;75
-280;224.0;-26;249.0;12;2709;-2709;-280
1012;388.0;-21;212.0;14;2507;-2507;1012
2809;531.0;?;301.0;2;2328;-2328;2809
2332;684.0;-11;423.0;9;1168;?;?
502;738.0;-6;565.0;7;572;-572;502
-742;678.0;2;594.0;3;-109;109;?
-1528;506.0;-3;502.0;5;-1126;1126;-1528
-1884;347.0;-7;204.0;15;-492;492;-1884
-2136;?;-36;54.0;55;-807;807;-2136
-698;-62.0;-8;-109.0;31;-2550;2550;?
110;-246.0;-99;-229.0;124;-2321;2321;?
-1035;-308.0;-225;-186.0;224;-1058;1058;-1035
?;-256.0;-90;-151.0;70;-451;451;-298
260;-167.0;-87;-91.0;73;-154;154;260
10;-118.0;-208;79.0;?;-30;30;10
224;-189.0;-361;212.0;142;?;40;224
?;-396.0;-482;109.0;195;-35;35;41
63;-668.0;-521;-251.0;239;-72;72;63
74;-777.0;-564;-600.0;441;-59;59;74
10;-788.0;-296;-920.0;197;-15;15;10
42;-715.0;-146;-1088.0;-5;-41;41;42
13;-772.0;-156;-1130.0;38;-34;34;13
-19;-904.0;21;-1010.0;-120;-24;24;-19
-17;-923.0;13;-869.0;-70;-33;33;-17
24;-851.0;-112;?;95;-3;3;24
4;-727.0;-213;-756.0;209;19;-19;4
11;-529.0;-303;-769.0;321;10;-10;11
53;-360.0;-95;-711.0;141;-9;9;?
7;-175.0;162;-588.0;-27;16;-16;7
-27;9.0;365;-330.0;-156;102;-102;-27
7;236.0;515;-63.0;-274;111;-111;7
27;470.0;309;228.0;7;67;-67;27
79;664.0;470;497.0;?;55;-55;79
122;831.0;210;745.0;128;39;-39;122
106;961.0;-442;1043.0;782;4;-4;106
90;1085.0;523;1272.0;-580;-5;5;90
34;1142.0;1382;1484.0;-1296;14;-14;?
-17;1129.0;546;?;-356;-34;34;-17
-73;1041.0;-72;1493.0;93;-73;73;-73
-64;996.0;-8;1301.0;75;-73;73;-64
-83;812.0;-23;1045.0;60;-76;76;-83
-109;636.0;32;888.0;6;-258;258;?
87;560.0;40;571.0;9;-633;633;87
152;?;-16;291.0;51;?;973;152
308;277.0;26;-6.0;21;-1876;1876;308
383;-12.0;14;-303.0;27;-2620;2620;383
836;-274.0;-1;-539.0;50;-2600;2600;836
1406;-442.0;7;-698.0;43;-2072;2072;1406
266;?;6;-745.0;42;-419;419;266
-457;-544.0;2;-879.0;50;797;-797;-457
321;-517.0;-5;-905.0;58;1230;-1230;321
237;-428.0;-6;-889.0;56;1825;-1825;237
618;-283.0;12;-799.0;?;2099;-2099;618
1308;-164.0;5;-592.0;46;1603;-1603;1308
-17;-44.0;-4;-398.0;50;138;-138;-17
-459;82.0;3;-236.0;41;-541;541;-459
93;111.0;3;-152.0;45;-234;234;93
-184;?;-1;-83.0;50;-248;248;-184
-7;96.0;2;49.0;44;-197;197;-7
-25;?;5;171.0;44;-97;97;-25
-9;72.0;-2;119.0;53;-11;11;-9
148;25.0;2;-88.0;48;45;-45;148
29;-107.0;0;-88.0;45;38;-38;29
80;-121.0;-6;-94.0;50;58;-58;80
98;-131.0;2;-182.0;47;65;-65;98
87;?;1;-180.0;?;105;-105;87
?;-345.0;4;-94.0;40;57;-57;72
69;-370.0;3;-222.0;38;-2;2;69
36;-283.0;4;-166.0;35;49;-49;36
-16;-199.0;8;-52.0;30;50;-50;-16
13;-116.0;-2;-47.0;43;-1;?;13
7;-165.0;-1;120.0;46;10;-10;7
-19;-253.0;6;-172.0;28;18;-18;?
21;-268.0;16;-478.0;20;2;-2;21
30;-252.0;10;-394.0;40;26;-26;30
-8;-143.0;-11;-302.0;55;?;-12;-8
2;-156.0;-9;-65.0;?;-15;15;2
36;-112.0;-10;150.0;61;35;-35;36
15;-30.0;-5;388.0;56;42;-42;15
-20;85.0;8;477.0;41;21;-21;-20
-39;123.0;2;?;47;27;-27;?
-33;171.0;-2;533.0;48;5;-5;-33
1;84.0;1;462.0;44;-4;4;1
10;87.0;-5;506.0;47;-1;1;10
-7;16.0;-5;502.0;42;-10;10;-7
-20;?;-6;325.0;46;-14;14;-20
-24;53.0;?;90.0;52;-12;12;-24
-4;85.0;-6;-34.0;46;-4;4;-4
-17;66.0;-9;-85.0;48;-19;19;-17
-54;48.0;-4;-14.0;44;-34;?;-54
-4;62.0;-1;38.0;43;9;-9;-4
-1;46.0;-2;29.0;47;2;-2;-1
-48;15.0;-1;-16.0;43;-22;22;-48
7;36.0;-1;-27.0;44;-4;4;7
8;52.0;?;3.0;45;-14;14;8
-57;72.0;1;79.0;43;11;-11;-57
-19;64.0;-3;80.0;48;-1;1;-19
21;30.0;-4;7.0;51;-22;22;21
1;-24.0;?;-31.0;51;11;-11;1
-5;-34.0;-2;-61.0;48;-4;4;-5
-14;3.0;-2;-61.0;39;-22;22;-14
2;51.0;-2;-39.0;40;-24;24;2
17;104.0;1;22.0;45;-15;15;17
-37;129.0;-4;32.0;?;-2;2;-37
-25;101.0;-5;59.0;50;-16;16;-25
-4;74.0;-1;56.0;46;-4;4;-4
-56;45.0;?;-13.0;48;40;?;-56
5;53.0;-8;-29.0;47;36;-36;5
23;48.0;1;-48.0;41;4;-4;23
-54;95.0;-2;27.0;45;44;?;-54
-1;155.0;-2;81.0;50;11;-11;-1
38;104.0;?;107.0;47;-45;45;38
-30;73.0;?;68.0;45;62;?;-30
-48;69.0;-2;28.0;47;68;-68;-48
7;96.0;3;24.0;44;-29;29;7
27;79.0;-1;86.0;43;-24;24;27
28;98.0;-2;100.0;49;-15;?;28
28;92.0;-2;72.0;49;-14;14;28
?;77.0;-2;30.0;44;-16;16;-1
26;?;3;84.0;46;-41;41;26
109;90.0;2;79.0;56;-8;8;109
123;78.0;-2;74.0;59;28;-28;123
86;70.0;0;54.0;66;-8;8;86
77;54.0;9;56.0;53;-7;7;77
80;45.0;0;33.0;57;5;-5;80
69;?;-26;0.0;96;-27;27;69
39;118.0;2;47.0;9;-10;10;39
-4;119.0;-47;86.0;172;-28;28;-4
-2;131.0;-155;133.0;423;-50;?;-2
?;?;-244;157.0;305;11;-11;16
5;81.0;-393;106.0;?;-15;15;5
20;100.0;-312;66.0;277;-29;29;20
?;100.0;-347;18.0;-84;26;-26;14
-21;74.0;-131;52.0;334;-9;9;-21
8;133.0;-22;?;395;-43;43;?
7;243.0;54;150.0;490;?;18;7
-62;440.0;619;175.0;1255;-1;1;-62
11;549.0;-710;196.0;-1196;-9;9;11
-51;618.0;-1140;281.0;-1824;-15;15;-51
10;582.0;336;331.0;541;-25;25;10
-74;512.0;174;399.0;153;-43;43;-74
-213;423.0;?;293.0;-9;-125;125;-213
56;323.0;50;190.0;247;-85;85;56
-373;330.0;-56;153.0;3;246;-246;-373
1337;497.0;22;76.0;169;52;-52;1337
3425;681.0;-12;-9.0;85;-898;898;3425
2119;781.0;-3;-145.0;104;-1315;1315;2119
-16;1337.0;636;-265.0;1071;189;-189;-16
681;1061.0;1294;-458.0;1112;-232;232;681
193;708.0;620;-720.0;184;-25;?;193
44;426.0;-262;-615.0;-465;28;-28;44
203;110.0;125;-142.0;-226;-89;89;203
47;31.0;555;181.0;174;-62;62;47
156;113.0;613;246.0;392;-66;66;156
107;131.0;907;347.0;606;-49;49;107
122;221.0;1003;355.0;737;-94;94;122
146;325.0;862;262.0;677;-75;75;146
26;390.0;654;?;547;-90;90;26
-26;424.0;298;249.0;333;-80;80;-26
-13;561.0;-81;260.0;7;-131;131;-13
-76;577.0;-292;372.0;-115;-247;247;-76
-39;613.0;-329;440.0;-56;-321;321;-39
30;660.0;-447;434.0;-135;-447;447;30
64;676.0;-718;429.0;-281;-473;473;64
73;593.0;-928;490.0;-466;-429;429;73
228;526.0;-1102;474.0;-494;-747;747;228
243;366.0;-1161;400.0;-648;-1171;1171;243
?;227.0;-1039;263.0;-945;-1951;1951;496
810;115.0;-1086;208.0;-775;-3302;3302;810
?;-3.0;-940;?;-411;-4511;4511;295
547;-46.0;-242;183.0;62;-6155;6155;547
1283;-29.0;101;80.0;230;-7048;7048;1283
3250;47.0;-52;62.0;4;-5365;5365;3250
4614;400.0;-43;24.0;9;-1883;?;4614
1471;?;-21;31.0;37;1271;-1271;1471
-622;-111.0;-44;-37.0;14;2190;-2190;-622
-676;-455.0;-61;-433.0;-3;2379;-2379;-676
-1221;-493.0;-48;-1034.0;8;3464;-3464;-1221
-1596;-495.0;12;-1148.0;77;4861;-4861;-1596
-1424;-417.0;-16;-893.0;57;5524;-5524;-1424
-15;-232.0;-28;-540.0;37;5085;-5085;-15
507;-53.0;-16;-249.0;41;5137;-5137;507
312;102.0;-16;-25.0;47;5415;-5415;?
?;178.0;-13;229.0;53;5579;-5579;348
1064;222.0;-5;371.0;66;5389;-5389;1064
3279;305.0;10;504.0;78;4155;-4155;3279
3096;384.0;3;592.0;52;1458;-1458;3096
-756;511.0;22;713.0;50;-1978;1978;-756
-2998;626.0;57;816.0;15;-1697;1697;-2998
-2983;663.0;40;945.0;-23;-1188;1188;-2983
-1625;653.0;173;1044.0;103;-3764;3764;-1625
563;603.0;257;1070.0;127;-3191;3191;563
408;606.0;116;948.0;-7;-586;586;408
-148;610.0;515;784.0;108;119;-119;-148
293;552.0;1077;922.0;148;22;-22;293
232;406.0;706;982.0;33;8;-8;232
223;82.0;353;853.0;256;?;-23;223
154;-459.0;732;253.0;545;32;-32;154
127;-968.0;754;-411.0;498;44;-44;127
182;?;514;-768.0;298;-19;19;182
115;-1269.0;553;?;205;-22;22;115
104;-1316.0;322;-1392.0;?;-27;27;104
72;-1334.0;168;-1675.0;90;-33;?;72
5;-1296.0;?;-1851.0;430;?;52;5
64;-1208.0;-37;-1863.0;437;-136;136;64
44;-1020.0;-657;-1791.0;-227;-162;?;44
-18;?;-1465;-1620.0;-531;-225;225;-18
-11;?;-1128;-1346.0;-313;-366;366;-11
-11;-463.0;-940;-1026.0;-706;-353;353;-11
35;-354.0;-1058;-673.0;-239;-1105;1105;35
231;-170.0;997;-428.0;1140;-2743;2743;?
?;113.0;-255;-110.0;-560;-3848;3848;408
-472;301.0;-2442;290.0;-2317;-5914;5914;-472
-1534;523.0;-684;?;-830;-8219;8219;-1534
-465;750.0;140;1163.0;142;-7706;7706;-465
1119;792.0;-41;1371.0;-25;-4574;4574;1119
895;866.0;78;1442.0;13;-518;?;895
631;924.0;20;1249.0;45;1452;-1452;631
601;670.0;53;749.0;33;2029;-2029;601
188;82.0;22;473.0;13;3424;-3424;188
?;-49.0;25;176.0;17;4334;-4334;248
478;203.0;29;32.0;26;4944;-4944;478
1093;417.0;25;-51.0;27;5592;-5592;1093
1301;437.0;25;5.0;26;5623;-5623;?
1357;467.0;21;50.0;28;5812;-5812;1357
1392;565.0;?;174.0;46;5945;-5945;1392
2917;573.0;36;411.0;64;5654;-5654;?
3736;667.0;-12;649.0;15;3282;-3282;3736
-1038;721.0;46;789.0;57;-1406;1406;-1038
-1843;771.0;?;826.0;64;-1604;1604;-1843
-339;896.0;?;797.0;-35;-390;390;?
-1173;937.0;227;929.0;148;-2906;2906;-1173
1074;884.0;524;1153.0;378;-2808;2808;1074
636;883.0;406;1173.0;142;-621;621;636
-405;855.0;544;1122.0;27;-17;17;-405
460;733.0;1418;1216.0;478;17;-17;460
108;499.0;1285;1260.0;616;-20;20;108
206;176.0;600;882.0;514;-53;53;206
211;-315.0;906;202.0;691;-15;15;?
128;-846.0;770;-441.0;520;-80;80;128
139;-1088.0;429;-1001.0;223;-89;89;139
59;-1184.0;753;-1548.0;419;-39;39;59
57;-1232.0;458;-1999.0;287;-103;103;57
35;-1244.0;529;-2271.0;?;-158;158;35
2;-1189.0;420;-2348.0;565;-187;187;2
-24;-1122.0;-970;-2293.0;?;-189;189;-24
27;-972.0;-1157;-2067.0;95;-398;398;27
62;-785.0;-2747;-1749.0;-1401;-601;601;?
139;-679.0;-2163;-1305.0;-1795;-1025;1025;139
325;-467.0;944;-888.0;134;-2074;2074;325
482;-220.0;-583;?;-854;?;3467;482
?;-32.0;-961;112.0;-608;-5577;5577;8
-1109;?;-474;643.0;-324;-8078;8078;-1109
-606;497.0;-845;1226.0;-788;-8629;8629;-606
?;836.0;118;1658.0;?;-6359;6359;1396
1471;1012.0;-41;2145.0;-48;-2183;2183;1471
3;1123.0;-54;2339.0;-58;1425;-1425;3
-230;1160.0;135;1750.0;131;2513;-2513;-230
-41;603.0;-31;1170.0;-41;3549;-3549;-41
?;355.0;27;831.0;20;4748;-4748;109
554;601.0;28;611.0;22;5524;-5524;?
1002;738.0;46;452.0;44;6010;-6010;1002
1305;658.0;38;357.0;35;5849;-5849;1305
1144;?;25;296.0;26;6564;-6564;1144
1475;598.0;55;296.0;51;6341;-6341;1475
1106;567.0;45;371.0;51;7115;-7115;1106
1020;488.0;62;472.0;75;?;-4964;1020
1311;536.0;144;490.0;113;-1339;1339;1311
-2117;574.0;62;425.0;15;-2278;2278;-2117
-4332;658.0;125;453.0;82;-3129;3129;-4332
-1434;613.0;560;544.0;476;-4906;4906;-1434
474;512.0;810;559.0;664;-2193;2193;474
33;503.0;577;424.0;130;-32;32;33
403;641.0;838;371.0;70;-31;31;403
500;511.0;1317;538.0;802;10;-10;500
93;299.0;685;543.0;557;-39;39;93
