InertialMeasurementUnit LUA Quaternion1;Accelerometer LWR accX;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RUA Quaternion2;Accelerometer LH accX
353.0;-317.0;-756.0;?;232.0;-80.0;290.0
352.0;-302.0;-754.0;146.0;232.0;-79.0;283.0
351.0;-315.0;-752.0;150.0;232.0;-78.0;?
350.0;?;-754.0;145.0;232.0;-77.0;298.0
348.0;?;-753.0;141.0;231.0;-76.0;276.0
348.0;-319.0;-755.0;144.0;230.0;-76.0;297.0
347.0;-331.0;-754.0;?;230.0;-76.0;306.0
346.0;-321.0;-756.0;140.0;230.0;-75.0;281.0
346.0;-341.0;?;142.0;229.0;-75.0;289.0
347.0;-337.0;?;150.0;229.0;-76.0;291.0
347.0;-333.0;?;151.0;229.0;-77.0;299.0
?;-338.0;-753.0;145.0;229.0;-78.0;302.0
349.0;-332.0;-753.0;145.0;229.0;-78.0;300.0
351.0;?;-752.0;154.0;230.0;?;310.0
352.0;-339.0;-752.0;156.0;231.0;-80.0;311.0
355.0;?;-750.0;150.0;233.0;-82.0;323.0
357.0;-344.0;-750.0;146.0;235.0;-85.0;337.0
359.0;-353.0;-749.0;?;236.0;-87.0;308.0
362.0;-335.0;-750.0;167.0;238.0;-90.0;297.0
364.0;-330.0;-749.0;159.0;240.0;-92.0;279.0
366.0;-324.0;-750.0;153.0;242.0;-94.0;283.0
369.0;-311.0;-753.0;166.0;?;-96.0;282.0
372.0;-321.0;-751.0;170.0;247.0;-100.0;276.0
375.0;-301.0;-750.0;164.0;251.0;-103.0;269.0
379.0;-280.0;-748.0;153.0;256.0;-108.0;?
384.0;-276.0;-749.0;151.0;261.0;-113.0;225.0
389.0;-304.0;-748.0;153.0;267.0;-119.0;216.0
395.0;-282.0;-747.0;139.0;?;-125.0;221.0
403.0;-275.0;-743.0;128.0;282.0;-133.0;225.0
412.0;-279.0;-740.0;121.0;292.0;-142.0;232.0
423.0;-245.0;-735.0;123.0;302.0;-152.0;272.0
433.0;-235.0;-732.0;116.0;313.0;-164.0;271.0
444.0;-247.0;-727.0;101.0;326.0;-176.0;260.0
456.0;-228.0;-722.0;78.0;339.0;-189.0;242.0
468.0;-229.0;-718.0;62.0;353.0;-203.0;?
480.0;-235.0;-712.0;36.0;367.0;-217.0;231.0
493.0;-224.0;-704.0;21.0;381.0;-232.0;218.0
508.0;-232.0;-694.0;24.0;395.0;-247.0;244.0
524.0;-243.0;-685.0;31.0;409.0;-263.0;262.0
540.0;-253.0;-675.0;22.0;423.0;-280.0;285.0
?;-252.0;-665.0;0.0;437.0;-297.0;303.0
570.0;-254.0;-649.0;-32.0;453.0;-313.0;?
584.0;-265.0;?;-48.0;?;-329.0;315.0
597.0;-275.0;-623.0;-44.0;483.0;-343.0;310.0
610.0;-285.0;-610.0;?;496.0;-355.0;295.0
623.0;-294.0;-598.0;-17.0;508.0;-366.0;282.0
634.0;-285.0;-589.0;-15.0;519.0;-377.0;311.0
645.0;-288.0;-582.0;?;530.0;-387.0;322.0
657.0;-287.0;-573.0;-44.0;540.0;-396.0;343.0
668.0;-279.0;-568.0;-47.0;547.0;-405.0;368.0
679.0;-300.0;-560.0;-39.0;554.0;-414.0;422.0
689.0;-338.0;-551.0;-34.0;560.0;-425.0;433.0
697.0;-324.0;-542.0;-22.0;567.0;-437.0;411.0
704.0;-321.0;-531.0;-11.0;574.0;-449.0;406.0
?;-311.0;-515.0;1.0;?;?;384.0
714.0;-363.0;-505.0;16.0;582.0;-465.0;369.0
717.0;-373.0;-497.0;?;583.0;-469.0;371.0
718.0;-357.0;-496.0;153.0;?;-471.0;266.0
718.0;-404.0;-496.0;?;581.0;-471.0;345.0
715.0;-397.0;-493.0;257.0;584.0;-474.0;383.0
710.0;-395.0;-485.0;247.0;589.0;-478.0;353.0
705.0;-399.0;-472.0;240.0;595.0;-477.0;321.0
696.0;-452.0;-467.0;227.0;599.0;-474.0;?
685.0;-467.0;-466.0;216.0;602.0;-471.0;?
676.0;-431.0;-477.0;217.0;606.0;-467.0;379.0
667.0;?;-484.0;211.0;611.0;?;?
658.0;-366.0;-486.0;205.0;615.0;-457.0;282.0
649.0;-294.0;-486.0;208.0;619.0;-453.0;199.0
?;-246.0;-480.0;180.0;622.0;-452.0;173.0
634.0;-234.0;-475.0;151.0;625.0;?;178.0
628.0;-224.0;-475.0;137.0;628.0;-453.0;?
625.0;-233.0;-477.0;147.0;629.0;-454.0;236.0
623.0;-223.0;-477.0;169.0;630.0;?;184.0
?;-241.0;-477.0;?;630.0;-456.0;197.0
625.0;-311.0;?;145.0;630.0;-458.0;298.0
628.0;-353.0;-477.0;144.0;630.0;-462.0;481.0
631.0;-317.0;-477.0;156.0;630.0;-466.0;328.0
636.0;-197.0;-477.0;136.0;627.0;-469.0;?
644.0;-170.0;-479.0;15.0;627.0;-477.0;?
656.0;-230.0;-477.0;40.0;628.0;?;141.0
668.0;-276.0;-464.0;194.0;?;-498.0;215.0
680.0;-336.0;-449.0;188.0;634.0;-505.0;?
?;-340.0;-424.0;-61.0;642.0;-517.0;203.0
705.0;-327.0;-397.0;-166.0;652.0;-530.0;316.0
718.0;-276.0;-371.0;?;?;-535.0;?
728.0;-280.0;-359.0;-153.0;665.0;-537.0;348.0
736.0;-282.0;-347.0;-161.0;666.0;-540.0;361.0
740.0;-254.0;-329.0;?;670.0;-545.0;323.0
744.0;-274.0;-313.0;-96.0;674.0;-551.0;307.0
747.0;-283.0;-299.0;-102.0;676.0;-556.0;357.0
751.0;?;-284.0;-127.0;677.0;?;458.0
754.0;?;-269.0;?;678.0;-566.0;386.0
757.0;-241.0;-260.0;-12.0;679.0;-568.0;416.0
759.0;-255.0;-257.0;10.0;681.0;-569.0;?
?;-334.0;-248.0;5.0;684.0;-571.0;320.0
757.0;-334.0;-241.0;-10.0;686.0;-573.0;318.0
?;-354.0;-239.0;-22.0;687.0;-573.0;380.0
758.0;-338.0;-243.0;-39.0;687.0;-574.0;368.0
759.0;?;-251.0;-7.0;?;-574.0;529.0
759.0;-532.0;?;13.0;687.0;-572.0;684.0
759.0;?;-260.0;10.0;688.0;-571.0;565.0
759.0;-317.0;-254.0;3.0;690.0;-570.0;356.0
757.0;-374.0;-241.0;-26.0;691.0;-569.0;285.0
752.0;-491.0;-217.0;62.0;691.0;-568.0;429.0
748.0;-432.0;-195.0;175.0;690.0;-570.0;477.0
746.0;-523.0;-178.0;249.0;691.0;-574.0;469.0
?;-529.0;-142.0;169.0;696.0;-574.0;418.0
?;-550.0;?;178.0;698.0;-565.0;431.0
730.0;?;-98.0;?;696.0;-548.0;474.0
721.0;-571.0;?;192.0;690.0;-530.0;535.0
711.0;?;-203.0;112.0;?;?;462.0
700.0;-401.0;-270.0;?;682.0;-509.0;400.0
686.0;-283.0;?;136.0;679.0;-502.0;316.0
670.0;-254.0;-331.0;169.0;676.0;-499.0;226.0
654.0;-198.0;-332.0;190.0;675.0;-498.0;114.0
640.0;-142.0;?;200.0;673.0;-499.0;-7.0
630.0;-126.0;-305.0;210.0;671.0;-501.0;-53.0
624.0;?;-298.0;203.0;669.0;-503.0;-75.0
621.0;-167.0;-295.0;?;666.0;-505.0;46.0
623.0;?;-294.0;258.0;662.0;-507.0;-98.0
627.0;-300.0;?;269.0;658.0;-509.0;198.0
632.0;-382.0;-295.0;266.0;654.0;-512.0;525.0
638.0;-369.0;-292.0;255.0;651.0;-517.0;582.0
644.0;-399.0;-284.0;232.0;650.0;?;764.0
652.0;?;-263.0;216.0;649.0;?;791.0
660.0;-265.0;-247.0;?;644.0;-538.0;521.0
672.0;-119.0;-255.0;165.0;637.0;-541.0;181.0
691.0;?;-275.0;115.0;634.0;-542.0;34.0
714.0;-78.0;-296.0;164.0;634.0;-544.0;-39.0
737.0;-267.0;-309.0;129.0;638.0;-545.0;57.0
756.0;-423.0;-305.0;-1.0;647.0;-547.0;226.0
773.0;-448.0;-286.0;?;656.0;-549.0;315.0
789.0;?;-261.0;-98.0;666.0;-550.0;335.0
?;-371.0;-243.0;-32.0;?;-550.0;371.0
807.0;-331.0;-228.0;?;679.0;?;365.0
811.0;-340.0;-219.0;115.0;684.0;-542.0;394.0
813.0;-340.0;-215.0;129.0;690.0;-536.0;479.0
814.0;-356.0;-213.0;105.0;695.0;-532.0;561.0
815.0;-404.0;-215.0;83.0;697.0;-529.0;601.0
816.0;-423.0;-224.0;56.0;697.0;-526.0;571.0
816.0;-356.0;-231.0;?;695.0;?;489.0
816.0;-284.0;-246.0;72.0;692.0;-520.0;376.0
815.0;-277.0;-259.0;81.0;688.0;-518.0;270.0
814.0;-287.0;-267.0;?;683.0;-516.0;249.0
813.0;-366.0;-279.0;121.0;678.0;-515.0;310.0
812.0;-504.0;-288.0;112.0;672.0;-513.0;562.0
487.0;-186.0;-966.0;152.0;348.0;-218.0;552.0
480.0;34.0;-981.0;184.0;334.0;-211.0;198.0
473.0;?;-999.0;174.0;321.0;-204.0;289.0
467.0;118.0;-1018.0;91.0;312.0;-202.0;461.0
467.0;68.0;?;87.0;309.0;-202.0;233.0
474.0;12.0;-1050.0;?;312.0;-203.0;109.0
?;-62.0;-1077.0;185.0;318.0;-203.0;38.0
478.0;-147.0;-1110.0;111.0;331.0;-206.0;19.0
486.0;-220.0;-1141.0;62.0;352.0;-213.0;?
?;-249.0;-1162.0;36.0;375.0;-223.0;139.0
516.0;-259.0;-1168.0;-15.0;396.0;-228.0;159.0
528.0;-280.0;-1171.0;-61.0;408.0;-228.0;225.0
538.0;?;-1191.0;-43.0;416.0;-220.0;286.0
549.0;-262.0;-1215.0;9.0;422.0;-211.0;?
560.0;-272.0;-1231.0;33.0;430.0;?;324.0
570.0;-348.0;-1234.0;34.0;440.0;-208.0;?
581.0;-445.0;-1229.0;40.0;448.0;-213.0;?
594.0;-484.0;-1211.0;20.0;454.0;-220.0;552.0
608.0;-529.0;-1196.0;-26.0;457.0;-225.0;675.0
622.0;-615.0;-1182.0;-60.0;456.0;-229.0;768.0
633.0;-651.0;-1183.0;-63.0;454.0;-232.0;817.0
?;-521.0;-1190.0;-2.0;451.0;-237.0;684.0
652.0;-444.0;-1188.0;73.0;445.0;-245.0;520.0
659.0;?;-1186.0;65.0;439.0;-254.0;446.0
662.0;-444.0;?;152.0;428.0;?;?
662.0;-316.0;-1168.0;273.0;416.0;-266.0;369.0
655.0;?;?;318.0;407.0;?;289.0
?;-318.0;-1163.0;299.0;?;-271.0;226.0
618.0;-277.0;-1158.0;205.0;395.0;-268.0;?
593.0;-302.0;-1165.0;178.0;385.0;-256.0;169.0
567.0;-340.0;-1181.0;?;372.0;-241.0;163.0
541.0;-351.0;-1197.0;127.0;363.0;-229.0;205.0
519.0;-355.0;-1210.0;127.0;?;-219.0;186.0
503.0;-287.0;-1213.0;143.0;354.0;-210.0;111.0
488.0;-233.0;-1219.0;177.0;351.0;-203.0;5.0
?;-252.0;-1218.0;208.0;347.0;-199.0;2.0
460.0;-317.0;-1211.0;202.0;342.0;-196.0;108.0
447.0;-301.0;-1214.0;167.0;334.0;-192.0;242.0
437.0;-305.0;-1216.0;157.0;325.0;-184.0;253.0
428.0;-256.0;-1220.0;175.0;322.0;-177.0;289.0
424.0;-175.0;-1211.0;83.0;328.0;-178.0;277.0
426.0;9.0;-1195.0;54.0;337.0;-181.0;242.0
432.0;?;-1171.0;?;337.0;-179.0;315.0
441.0;-42.0;-1159.0;184.0;331.0;-175.0;283.0
455.0;-172.0;-1143.0;54.0;332.0;?;268.0
477.0;-177.0;-1118.0;103.0;338.0;-185.0;?
493.0;-227.0;-1101.0;185.0;348.0;-189.0;116.0
?;?;-1081.0;103.0;?;-195.0;167.0
531.0;-348.0;-1061.0;54.0;378.0;-203.0;355.0
553.0;-418.0;-1036.0;74.0;392.0;?;476.0
573.0;-400.0;-1016.0;84.0;404.0;-210.0;503.0
590.0;-396.0;-996.0;67.0;412.0;-207.0;498.0
605.0;?;-974.0;30.0;421.0;-202.0;504.0
616.0;-377.0;-948.0;17.0;429.0;-198.0;525.0
623.0;-434.0;-915.0;21.0;437.0;?;?
?;-508.0;?;29.0;?;-196.0;587.0
635.0;-423.0;-864.0;63.0;452.0;-199.0;458.0
641.0;-342.0;-840.0;73.0;454.0;-202.0;412.0
646.0;-497.0;-821.0;47.0;456.0;-205.0;521.0
645.0;-549.0;-806.0;56.0;453.0;-207.0;572.0
?;?;-798.0;124.0;443.0;-210.0;428.0
638.0;-447.0;-798.0;132.0;429.0;?;?
630.0;-413.0;-800.0;60.0;419.0;-223.0;?
618.0;-270.0;?;166.0;408.0;-228.0;300.0
597.0;-212.0;-802.0;333.0;393.0;-230.0;251.0
566.0;?;-793.0;352.0;385.0;-232.0;175.0
529.0;-223.0;-780.0;195.0;373.0;-231.0;98.0
490.0;-229.0;-771.0;?;355.0;-219.0;52.0
456.0;-248.0;-769.0;157.0;332.0;-200.0;30.0
?;-252.0;-767.0;113.0;309.0;?;39.0
402.0;-227.0;-765.0;76.0;289.0;-161.0;57.0
378.0;-235.0;-760.0;90.0;271.0;?;37.0
356.0;-244.0;?;133.0;255.0;-124.0;43.0
335.0;-309.0;-735.0;150.0;241.0;?;85.0
316.0;-351.0;-715.0;164.0;228.0;-99.0;225.0
300.0;-373.0;-697.0;157.0;213.0;?;278.0
289.0;-324.0;-682.0;148.0;197.0;-82.0;299.0
281.0;-226.0;?;144.0;182.0;-74.0;299.0
?;?;-633.0;137.0;171.0;?;131.0
278.0;?;-605.0;177.0;161.0;?;138.0
?;-11.0;-582.0;?;?;-61.0;361.0
290.0;-131.0;-552.0;86.0;133.0;-53.0;447.0
309.0;-177.0;-525.0;?;127.0;?;378.0
330.0;-194.0;-501.0;206.0;126.0;-50.0;129.0
339.0;-172.0;-489.0;?;136.0;-54.0;40.0
353.0;-161.0;-485.0;115.0;149.0;-59.0;82.0
369.0;-255.0;?;142.0;160.0;-62.0;328.0
379.0;-337.0;-499.0;124.0;169.0;-61.0;429.0
386.0;-373.0;-504.0;71.0;181.0;-58.0;440.0
392.0;-350.0;-512.0;46.0;195.0;-55.0;400.0
398.0;-299.0;-510.0;42.0;208.0;-49.0;372.0
404.0;?;-507.0;43.0;220.0;-40.0;400.0
407.0;?;-501.0;58.0;229.0;-32.0;456.0
407.0;-438.0;-496.0;90.0;233.0;-25.0;?
406.0;-440.0;-491.0;99.0;232.0;-22.0;441.0
402.0;-544.0;-480.0;78.0;230.0;-19.0;?
396.0;-623.0;-467.0;69.0;226.0;-17.0;685.0
388.0;?;-450.0;88.0;216.0;?;626.0
?;-521.0;-429.0;146.0;200.0;-16.0;440.0
363.0;-400.0;-401.0;118.0;182.0;-15.0;324.0
341.0;-286.0;-366.0;265.0;?;-14.0;293.0
312.0;-236.0;-331.0;467.0;139.0;-10.0;272.0
268.0;-290.0;?;427.0;126.0;-13.0;?
221.0;-359.0;-269.0;230.0;118.0;-15.0;176.0
181.0;?;-240.0;177.0;100.0;-6.0;172.0
149.0;-367.0;?;249.0;73.0;15.0;181.0
118.0;-336.0;-205.0;229.0;44.0;?;203.0
85.0;-404.0;-193.0;178.0;16.0;59.0;241.0
56.0;-259.0;-177.0;168.0;-9.0;83.0;142.0
29.0;-351.0;-164.0;164.0;-33.0;107.0;125.0
?;-368.0;-145.0;169.0;-54.0;128.0;?
-26.0;-340.0;-124.0;193.0;-74.0;144.0;?
-49.0;-197.0;?;192.0;-94.0;160.0;-79.0
?;-145.0;-69.0;?;-114.0;175.0;?
-81.0;-90.0;?;128.0;?;?;153.0
-90.0;-69.0;6.0;149.0;-145.0;200.0;242.0
-93.0;-133.0;43.0;219.0;-159.0;210.0;434.0
-97.0;?;77.0;206.0;-178.0;224.0;413.0
-91.0;-144.0;110.0;108.0;-193.0;?;368.0
-81.0;-97.0;138.0;138.0;-206.0;248.0;374.0
-81.0;-18.0;151.0;117.0;-211.0;?;149.0
-80.0;-97.0;?;81.0;-208.0;262.0;226.0
-69.0;?;131.0;74.0;-205.0;267.0;243.0
?;-252.0;105.0;87.0;-204.0;273.0;285.0
?;-330.0;70.0;69.0;?;284.0;406.0
-52.0;-271.0;37.0;31.0;-206.0;297.0;340.0
-47.0;-242.0;15.0;-2.0;-209.0;311.0;348.0
-42.0;-250.0;-13.0;-23.0;?;?;369.0
?;-329.0;-39.0;-17.0;-215.0;339.0;445.0
-40.0;-424.0;-59.0;-6.0;-218.0;350.0;520.0
-40.0;-460.0;-74.0;29.0;-223.0;359.0;455.0
-41.0;-391.0;-79.0;68.0;-232.0;367.0;404.0
-43.0;-466.0;-81.0;47.0;-244.0;375.0;534.0
-46.0;-459.0;-76.0;51.0;-258.0;?;520.0
-50.0;-354.0;-59.0;80.0;-275.0;385.0;?
?;-413.0;-34.0;133.0;-295.0;385.0;297.0
-60.0;-447.0;?;132.0;-314.0;384.0;463.0
?;-406.0;40.0;288.0;?;383.0;497.0
-95.0;-397.0;81.0;389.0;-345.0;379.0;427.0
-125.0;-400.0;114.0;294.0;-352.0;374.0;?
-151.0;-362.0;?;198.0;-361.0;?;282.0
-172.0;-340.0;141.0;238.0;-376.0;393.0;265.0
-195.0;-364.0;151.0;259.0;-395.0;407.0;237.0
-223.0;-429.0;156.0;217.0;-411.0;422.0;276.0
-247.0;-447.0;156.0;151.0;-425.0;437.0;248.0
-265.0;-389.0;150.0;115.0;-436.0;453.0;202.0
-279.0;-393.0;149.0;127.0;-443.0;467.0;181.0
-294.0;-406.0;155.0;169.0;-448.0;478.0;241.0
-310.0;?;162.0;191.0;-453.0;?;185.0
-324.0;-253.0;174.0;179.0;-459.0;?;69.0
-336.0;?;197.0;173.0;-464.0;502.0;40.0
-344.0;-151.0;224.0;113.0;-467.0;510.0;213.0
?;-82.0;267.0;105.0;-468.0;517.0;221.0
-355.0;?;314.0;201.0;-471.0;522.0;353.0
-360.0;-203.0;362.0;159.0;-477.0;531.0;224.0
-355.0;-142.0;413.0;52.0;-478.0;537.0;279.0
?;-126.0;?;103.0;-477.0;537.0;386.0
?;?;466.0;?;-472.0;533.0;251.0
-344.0;-288.0;448.0;126.0;-465.0;527.0;210.0
-331.0;-301.0;402.0;133.0;-458.0;521.0;320.0
-317.0;-318.0;341.0;135.0;-455.0;518.0;403.0
-305.0;-350.0;275.0;77.0;-454.0;516.0;?
-293.0;-387.0;209.0;12.0;-453.0;517.0;550.0
-281.0;-340.0;141.0;?;?;519.0;537.0
-271.0;?;76.0;-15.0;-449.0;522.0;?
-263.0;-332.0;26.0;-3.0;?;524.0;470.0
-259.0;-418.0;-12.0;?;-443.0;526.0;463.0
-256.0;-399.0;-35.0;22.0;-443.0;527.0;336.0
-251.0;-440.0;?;21.0;-445.0;528.0;380.0
-247.0;-564.0;-28.0;-9.0;-446.0;528.0;556.0
-241.0;-552.0;4.0;22.0;-450.0;527.0;?
-236.0;-525.0;51.0;?;?;520.0;539.0
-231.0;-487.0;106.0;131.0;?;511.0;416.0
?;-376.0;166.0;148.0;-469.0;501.0;414.0
-237.0;?;?;?;-478.0;494.0;540.0
?;?;?;?;-486.0;484.0;484.0
?;-351.0;?;326.0;-489.0;475.0;410.0
-315.0;-337.0;295.0;220.0;-494.0;?;239.0
-334.0;?;282.0;179.0;-501.0;473.0;96.0
-347.0;-207.0;?;190.0;-510.0;478.0;14.0
-361.0;-185.0;244.0;163.0;-516.0;484.0;-9.0
-372.0;-159.0;226.0;129.0;-519.0;489.0;?
-382.0;-135.0;202.0;133.0;-517.0;494.0;22.0
-392.0;-154.0;?;?;-515.0;?;20.0
-402.0;-265.0;156.0;?;-511.0;500.0;132.0
-411.0;-340.0;137.0;184.0;-506.0;499.0;187.0
-417.0;-265.0;124.0;?;-504.0;497.0;145.0
?;-362.0;111.0;190.0;-504.0;498.0;421.0
-418.0;-496.0;109.0;151.0;-503.0;500.0;591.0
-416.0;-280.0;123.0;141.0;-499.0;500.0;621.0
-412.0;-295.0;?;169.0;-492.0;?;454.0
-401.0;-198.0;169.0;?;-487.0;504.0;255.0
?;-222.0;204.0;90.0;?;506.0;359.0
-387.0;-171.0;?;?;-473.0;497.0;288.0
-382.0;-271.0;193.0;130.0;-461.0;486.0;178.0
-367.0;-294.0;129.0;49.0;-447.0;473.0;230.0
-334.0;-329.0;52.0;30.0;-435.0;462.0;312.0
-304.0;-308.0;-25.0;25.0;-427.0;457.0;354.0
-276.0;-292.0;-94.0;10.0;-420.0;455.0;405.0
-249.0;-308.0;-168.0;-25.0;-414.0;457.0;?
-225.0;-277.0;-222.0;-35.0;-407.0;460.0;423.0
-206.0;-292.0;-263.0;?;-398.0;463.0;445.0
-193.0;-355.0;-304.0;-10.0;?;466.0;479.0
-184.0;?;-338.0;27.0;-381.0;467.0;448.0
?;-370.0;-367.0;72.0;-373.0;?;?
-168.0;-460.0;-391.0;80.0;-367.0;464.0;622.0
-162.0;-634.0;-406.0;83.0;-363.0;459.0;763.0
-156.0;-673.0;-416.0;118.0;?;452.0;?
-149.0;?;-426.0;141.0;-367.0;?;620.0
-147.0;-434.0;-426.0;119.0;-371.0;432.0;489.0
-152.0;-305.0;-409.0;225.0;-373.0;419.0;481.0
-170.0;-214.0;-399.0;367.0;-378.0;410.0;382.0
-203.0;-290.0;-389.0;262.0;-376.0;404.0;319.0
-235.0;-306.0;-375.0;215.0;-369.0;396.0;210.0
-259.0;-345.0;?;210.0;-369.0;392.0;84.0
-275.0;-276.0;-358.0;224.0;-373.0;391.0;-3.0
?;-193.0;-355.0;199.0;-380.0;392.0;-102.0
-302.0;-133.0;-354.0;141.0;-387.0;396.0;-185.0
-311.0;-76.0;-348.0;86.0;-392.0;400.0;?
-320.0;-160.0;-335.0;108.0;?;403.0;-100.0
-333.0;-244.0;-324.0;?;-395.0;403.0;86.0
-345.0;-277.0;-308.0;159.0;-395.0;402.0;71.0
-351.0;-193.0;-295.0;194.0;-396.0;401.0;60.0
-353.0;-335.0;-284.0;192.0;-397.0;401.0;371.0
-350.0;-325.0;-275.0;?;-397.0;402.0;453.0
-345.0;-155.0;-264.0;156.0;-395.0;404.0;426.0
-334.0;-130.0;-261.0;166.0;-392.0;407.0;277.0
-320.0;-111.0;-259.0;88.0;-389.0;413.0;261.0
-304.0;-184.0;-255.0;3.0;-380.0;414.0;349.0
?;-260.0;-274.0;65.0;-370.0;?;308.0
-270.0;-362.0;-308.0;17.0;-353.0;398.0;245.0
-242.0;-368.0;?;-4.0;-333.0;?;214.0
-200.0;-372.0;-401.0;49.0;-319.0;376.0;370.0
-159.0;-323.0;-457.0;38.0;?;372.0;413.0
-126.0;-322.0;-519.0;-7.0;-303.0;367.0;432.0
-100.0;-283.0;-565.0;-65.0;-293.0;360.0;418.0
-78.0;-273.0;-599.0;-104.0;-284.0;359.0;408.0
-58.0;-351.0;-625.0;-87.0;-276.0;360.0;478.0
-44.0;-395.0;-645.0;-58.0;-268.0;?;?
-33.0;-285.0;-653.0;-27.0;?;360.0;367.0
-21.0;-396.0;-651.0;5.0;-255.0;358.0;463.0
-12.0;-525.0;-648.0;9.0;-247.0;353.0;604.0
-5.0;?;?;36.0;-239.0;344.0;604.0
2.0;-499.0;-611.0;118.0;-235.0;330.0;574.0
4.0;-512.0;?;101.0;-234.0;?;517.0
0.0;-472.0;-562.0;107.0;?;?;587.0
-18.0;?;-534.0;308.0;-236.0;294.0;522.0
-52.0;-281.0;-521.0;316.0;-236.0;287.0;395.0
-95.0;-265.0;-511.0;185.0;-230.0;282.0;383.0
-132.0;-261.0;-499.0;150.0;-230.0;284.0;?
-161.0;-298.0;-500.0;181.0;-237.0;291.0;214.0
-181.0;-358.0;-508.0;206.0;-248.0;305.0;157.0
-195.0;-375.0;-514.0;185.0;-258.0;317.0;?
-205.0;-231.0;-516.0;?;-267.0;328.0;-31.0
-209.0;-207.0;-514.0;109.0;-272.0;336.0;-50.0
-211.0;?;-502.0;111.0;-275.0;?;75.0
-222.0;-305.0;-490.0;159.0;-276.0;345.0;194.0
-239.0;-263.0;-476.0;218.0;-279.0;?;96.0
-249.0;?;-468.0;211.0;-284.0;351.0;45.0
-253.0;-267.0;-452.0;161.0;-290.0;356.0;185.0
-251.0;-2.0;-436.0;156.0;-293.0;359.0;204.0
-243.0;-7.0;-415.0;184.0;-294.0;360.0;264.0
-233.0;-193.0;-393.0;186.0;-295.0;363.0;269.0
-214.0;-138.0;-373.0;91.0;-294.0;366.0;279.0
-188.0;-103.0;-353.0;115.0;-285.0;355.0;384.0
-153.0;-107.0;?;90.0;-271.0;345.0;383.0
-127.0;-307.0;-381.0;63.0;-249.0;329.0;395.0
-90.0;-379.0;-419.0;80.0;?;311.0;414.0
-43.0;-419.0;-471.0;91.0;-207.0;297.0;498.0
?;-427.0;-535.0;?;-193.0;289.0;?
14.0;-429.0;-589.0;8.0;?;281.0;679.0
31.0;-412.0;-633.0;-48.0;-160.0;270.0;671.0
45.0;-424.0;-667.0;-57.0;-144.0;265.0;576.0
?;-516.0;-690.0;-68.0;?;264.0;554.0
?;-501.0;-711.0;-43.0;?;261.0;517.0
79.0;-502.0;-714.0;5.0;-99.0;259.0;526.0
85.0;-587.0;-715.0;38.0;-88.0;256.0;?
91.0;-513.0;-709.0;70.0;-74.0;?;596.0
97.0;-506.0;-696.0;123.0;-63.0;230.0;536.0
99.0;-571.0;-682.0;206.0;-62.0;211.0;496.0
96.0;-481.0;-672.0;191.0;-61.0;191.0;474.0
90.0;-355.0;-659.0;243.0;-62.0;173.0;452.0
72.0;-248.0;-645.0;361.0;-67.0;?;393.0
40.0;-272.0;-636.0;263.0;-61.0;150.0;299.0
?;-286.0;-619.0;235.0;-50.0;139.0;99.0
-14.0;-190.0;?;?;-50.0;136.0;-40.0
-28.0;-170.0;-603.0;268.0;-56.0;136.0;-111.0
-39.0;-130.0;-614.0;200.0;-63.0;140.0;?
-51.0;-140.0;-618.0;133.0;-69.0;144.0;28.0
-61.0;-153.0;-626.0;?;?;?;50.0
-75.0;?;-625.0;118.0;-77.0;157.0;75.0
-88.0;-276.0;-616.0;168.0;-81.0;161.0;?
-99.0;-316.0;-616.0;219.0;-85.0;164.0;?
-107.0;-272.0;-616.0;223.0;-90.0;166.0;?
-109.0;-315.0;?;194.0;-94.0;166.0;210.0
-108.0;-458.0;?;145.0;-94.0;164.0;424.0
-99.0;?;-580.0;163.0;-92.0;159.0;506.0
-81.0;-357.0;-559.0;195.0;-94.0;155.0;514.0
-58.0;-318.0;-540.0;139.0;-102.0;156.0;227.0
-30.0;-233.0;-508.0;76.0;-106.0;157.0;291.0
7.0;-176.0;-472.0;129.0;?;144.0;378.0
39.0;-233.0;-444.0;115.0;-76.0;126.0;265.0
59.0;-292.0;-424.0;104.0;-46.0;?;266.0
92.0;-336.0;-412.0;118.0;-19.0;81.0;?
?;-364.0;-411.0;127.0;-2.0;71.0;404.0
166.0;-405.0;-415.0;74.0;12.0;67.0;451.0
199.0;-392.0;-418.0;8.0;27.0;68.0;?
226.0;-354.0;-417.0;-37.0;44.0;71.0;478.0
246.0;-331.0;?;-63.0;?;77.0;521.0
259.0;-392.0;-395.0;-44.0;79.0;82.0;573.0
268.0;-400.0;-382.0;10.0;96.0;84.0;457.0
273.0;-331.0;-371.0;84.0;107.0;88.0;?
276.0;-414.0;-358.0;125.0;112.0;?;482.0
275.0;-511.0;-348.0;121.0;116.0;96.0;507.0
272.0;-543.0;-341.0;171.0;118.0;94.0;539.0
270.0;-584.0;-336.0;192.0;112.0;88.0;475.0
263.0;-514.0;-336.0;116.0;105.0;?;435.0
249.0;-371.0;-331.0;211.0;103.0;56.0;439.0
222.0;-208.0;-317.0;?;93.0;45.0;380.0
178.0;-122.0;-304.0;251.0;78.0;49.0;302.0
121.0;-207.0;-284.0;200.0;70.0;55.0;160.0
