InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Body_Az
-153.0;?;-446.0;325.0;29;-17;942.0;783
-136.0;651.0;-448.0;?;29;?;934.0;806
-123.0;650.0;-452.0;339.0;?;-15;946.0;804
-93.0;648.0;-456.0;350.0;11;6;988.0;803
-58.0;646.0;-462.0;359.0;?;30;962.0;?
-26.0;643.0;-471.0;?;20;-17;924.0;?
-2.0;?;-480.0;379.0;19;0;939.0;796
15.0;642.0;-490.0;386.0;21;-6;957.0;797
19.0;644.0;-500.0;390.0;24;-14;?;797
?;646.0;-509.0;392.0;19;16;990.0;802
-14.0;648.0;?;386.0;?;10;952.0;802
-29.0;651.0;-520.0;?;18;-7;936.0;805
-37.0;653.0;?;370.0;20;-16;965.0;?
?;?;-523.0;368.0;?;-8;956.0;?
-33.0;657.0;-523.0;371.0;16;?;970.0;795
-29.0;659.0;-521.0;378.0;?;-32;?;804
?;661.0;-519.0;382.0;21;?;987.0;?
-19.0;664.0;-516.0;382.0;19;4;?;803
-14.0;667.0;?;?;?;6;?;807
-8.0;671.0;-513.0;386.0;?;-1;966.0;807
?;674.0;?;386.0;17;16;963.0;801
6.0;675.0;-510.0;?;24;?;975.0;804
13.0;673.0;-509.0;385.0;24;-15;987.0;809
21.0;671.0;-508.0;383.0;20;4;979.0;809
30.0;668.0;-509.0;379.0;18;5;967.0;807
40.0;667.0;-511.0;375.0;16;5;972.0;806
50.0;665.0;-513.0;372.0;17;-5;977.0;?
61.0;663.0;-515.0;366.0;18;-16;958.0;803
74.0;662.0;-518.0;361.0;?;?;955.0;805
87.0;662.0;?;358.0;16;?;966.0;?
103.0;662.0;?;356.0;16;-12;956.0;806
122.0;662.0;?;?;?;13;967.0;802
141.0;660.0;-517.0;367.0;25;?;978.0;802
157.0;657.0;-512.0;385.0;20;-22;969.0;?
169.0;?;-504.0;403.0;17;?;958.0;?
181.0;?;-496.0;421.0;21;-6;962.0;809
196.0;656.0;?;?;22;?;?;804
212.0;656.0;-473.0;456.0;10;46;964.0;?
?;656.0;-458.0;475.0;16;48;981.0;808
?;653.0;-441.0;?;26;32;?;807
?;650.0;-424.0;?;15;34;954.0;807
309.0;643.0;?;531.0;13;34;?;?
?;?;?;?;17;47;995.0;803
370.0;627.0;?;559.0;14;18;986.0;800
396.0;625.0;?;575.0;23;?;976.0;801
423.0;630.0;-359.0;593.0;23;-10;995.0;?
450.0;633.0;?;?;?;18;1003.0;800
476.0;630.0;?;627.0;18;43;?;800
496.0;627.0;-356.0;643.0;20;?;957.0;805
511.0;?;-359.0;655.0;18;?;968.0;?
522.0;625.0;-363.0;664.0;24;50;977.0;798
531.0;622.0;-368.0;671.0;18;75;987.0;797
539.0;621.0;-377.0;678.0;13;?;958.0;793
543.0;620.0;-387.0;?;23;60;961.0;803
544.0;?;?;?;21;49;991.0;?
543.0;618.0;-417.0;693.0;12;68;971.0;798
542.0;605.0;-427.0;698.0;15;72;953.0;803
539.0;596.0;?;?;24;13;937.0;804
537.0;?;-426.0;705.0;?;-46;943.0;?
537.0;595.0;-430.0;705.0;?;-13;956.0;?
537.0;592.0;?;704.0;?;-6;938.0;802
540.0;?;-434.0;?;17;-26;?;802
?;593.0;-435.0;702.0;13;?;937.0;801
547.0;589.0;?;702.0;?;-37;956.0;?
551.0;585.0;?;701.0;17;?;955.0;807
555.0;580.0;?;701.0;21;-17;941.0;?
?;576.0;-440.0;702.0;19;-4;929.0;799
561.0;?;-438.0;703.0;13;?;948.0;800
564.0;561.0;-438.0;703.0;?;-3;931.0;805
567.0;?;-437.0;?;23;-4;944.0;802
569.0;537.0;-436.0;706.0;25;4;?;?
?;524.0;-428.0;?;23;-6;968.0;803
574.0;?;-421.0;709.0;18;8;937.0;808
575.0;456.0;?;712.0;18;7;942.0;807
575.0;397.0;-444.0;713.0;22;-26;962.0;807
574.0;329.0;-468.0;714.0;?;?;929.0;806
573.0;266.0;-489.0;713.0;18;14;935.0;799
572.0;206.0;?;713.0;18;-12;937.0;?
571.0;151.0;?;714.0;19;-11;?;805
572.0;108.0;-522.0;715.0;18;-6;916.0;?
574.0;?;-518.0;716.0;18;-1;909.0;808
576.0;56.0;-510.0;718.0;?;?;917.0;812
577.0;41.0;-504.0;720.0;13;5;924.0;803
578.0;30.0;-505.0;721.0;15;3;948.0;801
580.0;22.0;-508.0;722.0;16;8;931.0;805
582.0;?;-509.0;722.0;18;22;944.0;806
?;11.0;?;722.0;?;1;938.0;?
587.0;7.0;?;722.0;11;-37;913.0;802
589.0;?;?;722.0;20;?;910.0;804
?;3.0;-505.0;722.0;21;-12;931.0;808
?;2.0;?;722.0;?;?;944.0;805
590.0;1.0;?;?;24;3;941.0;801
590.0;2.0;-506.0;722.0;17;?;918.0;804
589.0;3.0;-507.0;722.0;?;6;936.0;807
588.0;4.0;-507.0;721.0;20;?;918.0;807
586.0;6.0;?;?;18;-4;919.0;808
584.0;?;-509.0;?;17;9;?;806
?;17.0;-511.0;720.0;?;?;?;804
?;33.0;?;720.0;16;23;?;807
?;?;-514.0;719.0;18;24;?;805
579.0;110.0;?;719.0;23;?;937.0;803
578.0;172.0;-519.0;?;?;-15;929.0;802
578.0;241.0;-525.0;717.0;14;-9;917.0;?
579.0;318.0;-531.0;?;21;-9;935.0;805
580.0;395.0;-540.0;718.0;23;-17;?;808
581.0;467.0;-552.0;719.0;21;-16;965.0;811
584.0;532.0;-559.0;?;?;?;949.0;807
588.0;593.0;-562.0;720.0;19;64;962.0;806
592.0;651.0;-564.0;?;15;?;943.0;806
?;694.0;-569.0;?;16;-2;926.0;?
601.0;725.0;?;721.0;23;19;?;811
607.0;735.0;-589.0;722.0;23;14;?;809
611.0;?;-597.0;723.0;?;-4;?;?
613.0;718.0;?;723.0;26;-12;962.0;?
614.0;?;-604.0;723.0;22;-14;933.0;805
614.0;726.0;-615.0;725.0;38;16;937.0;803
613.0;724.0;-626.0;?;?;?;921.0;801
610.0;716.0;-633.0;?;17;-56;?;809
605.0;707.0;-635.0;727.0;?;-31;951.0;804
600.0;702.0;-635.0;?;22;-33;944.0;803
?;702.0;-631.0;724.0;15;-21;952.0;808
587.0;704.0;?;722.0;?;8;951.0;?
580.0;704.0;?;720.0;17;?;950.0;802
572.0;704.0;-617.0;718.0;25;-27;958.0;801
564.0;702.0;-613.0;716.0;30;-24;969.0;803
558.0;?;?;713.0;23;-29;948.0;805
?;699.0;-608.0;?;16;-18;955.0;802
547.0;698.0;-607.0;?;19;-2;?;800
?;?;-606.0;708.0;21;-8;?;801
537.0;?;-607.0;707.0;17;?;937.0;803
535.0;696.0;-608.0;706.0;16;14;950.0;802
534.0;?;-611.0;706.0;18;1;954.0;802
535.0;700.0;-615.0;706.0;15;-4;958.0;802
537.0;702.0;-619.0;706.0;17;-12;?;?
?;704.0;-623.0;707.0;20;?;?;806
545.0;706.0;-627.0;708.0;?;2;967.0;801
550.0;706.0;-631.0;709.0;25;?;933.0;?
556.0;706.0;-634.0;?;18;-14;?;801
562.0;705.0;-637.0;713.0;14;?;956.0;802
567.0;704.0;-639.0;714.0;14;?;955.0;810
?;704.0;-640.0;716.0;12;-7;956.0;806
577.0;705.0;-640.0;717.0;21;-16;955.0;799
580.0;706.0;-640.0;?;17;-16;?;802
582.0;707.0;-640.0;?;18;-16;937.0;806
583.0;709.0;-639.0;720.0;23;-15;?;802
584.0;710.0;-638.0;721.0;?;-1;964.0;801
584.0;711.0;-638.0;721.0;14;4;957.0;?
?;712.0;-638.0;720.0;14;-6;950.0;806
581.0;?;-638.0;720.0;13;3;939.0;811
579.0;711.0;-639.0;720.0;17;-2;957.0;?
576.0;710.0;-639.0;719.0;19;-2;942.0;799
574.0;709.0;-640.0;?;19;3;?;801
572.0;707.0;-642.0;718.0;17;-6;954.0;803
?;705.0;-643.0;718.0;18;11;957.0;807
568.0;704.0;-645.0;717.0;23;17;?;802
567.0;703.0;-646.0;?;?;?;953.0;802
566.0;701.0;?;717.0;?;11;949.0;807
?;701.0;-648.0;717.0;23;-9;?;806
567.0;700.0;?;717.0;?;?;955.0;807
567.0;699.0;?;717.0;17;5;966.0;?
568.0;699.0;?;?;15;0;956.0;?
569.0;699.0;-650.0;718.0;18;21;957.0;806
?;700.0;-649.0;718.0;18;33;952.0;801
571.0;701.0;-648.0;719.0;?;11;937.0;803
571.0;702.0;-647.0;719.0;14;4;950.0;805
572.0;?;?;?;?;-3;957.0;805
573.0;?;-646.0;719.0;17;?;952.0;800
?;704.0;?;719.0;19;12;961.0;798
572.0;704.0;?;720.0;18;-7;936.0;797
571.0;704.0;-646.0;719.0;20;-25;939.0;800
571.0;?;?;?;19;?;929.0;810
?;?;-647.0;719.0;14;3;930.0;807
?;?;?;719.0;?;8;968.0;802
570.0;?;-649.0;719.0;?;-9;940.0;806
570.0;701.0;-650.0;719.0;?;?;944.0;?
569.0;700.0;-651.0;?;?;-15;?;?
570.0;700.0;-652.0;718.0;23;-15;937.0;807
570.0;699.0;-652.0;?;?;-11;938.0;808
571.0;698.0;-653.0;718.0;17;4;?;808
?;698.0;?;718.0;16;-4;956.0;?
572.0;698.0;?;719.0;?;-34;?;801
572.0;698.0;?;?;42;-23;?;807
573.0;698.0;-654.0;720.0;18;-4;951.0;805
573.0;?;-654.0;720.0;20;?;929.0;801
573.0;699.0;?;721.0;24;-23;925.0;805
572.0;700.0;-653.0;?;16;15;?;806
572.0;701.0;-652.0;722.0;?;-1;954.0;807
572.0;701.0;-652.0;722.0;19;-6;955.0;806
571.0;701.0;-651.0;722.0;17;-14;?;799
570.0;701.0;-651.0;?;20;?;938.0;804
568.0;?;-651.0;722.0;25;?;937.0;812
566.0;701.0;-651.0;722.0;22;-97;928.0;808
565.0;701.0;-651.0;721.0;?;?;927.0;807
562.0;701.0;-650.0;721.0;?;-146;947.0;807
?;701.0;-649.0;721.0;27;-102;?;803
557.0;702.0;?;720.0;?;-82;941.0;805
?;702.0;-646.0;719.0;14;-29;954.0;?
551.0;703.0;-644.0;718.0;?;-9;928.0;809
547.0;703.0;-642.0;716.0;12;?;920.0;807
542.0;?;-639.0;715.0;17;?;948.0;801
537.0;704.0;-635.0;?;18;31;?;?
?;703.0;-631.0;?;11;-12;963.0;?
524.0;703.0;?;706.0;20;-4;958.0;?
516.0;702.0;-622.0;703.0;24;?;963.0;805
505.0;700.0;-617.0;698.0;17;-29;952.0;807
493.0;698.0;-612.0;692.0;20;?;951.0;?
480.0;696.0;-606.0;687.0;18;-19;973.0;?
?;?;-599.0;?;14;-11;993.0;819
449.0;?;-593.0;673.0;17;1;?;772
431.0;691.0;?;665.0;22;-34;994.0;?
414.0;689.0;?;?;24;-9;?;790
396.0;687.0;?;646.0;?;?;?;780
379.0;684.0;-559.0;635.0;18;?;?;866
361.0;?;-547.0;625.0;14;-32;1049.0;804
343.0;?;-534.0;614.0;17;-7;1048.0;663
322.0;666.0;-520.0;602.0;18;-20;1022.0;762
?;?;-505.0;588.0;?;-55;994.0;842
280.0;653.0;-491.0;574.0;14;-18;973.0;?
?;645.0;-477.0;562.0;10;-22;?;799
242.0;638.0;?;549.0;?;-62;995.0;736
225.0;630.0;-452.0;537.0;17;-63;?;526
208.0;?;-440.0;526.0;8;?;1007.0;679
191.0;614.0;-430.0;515.0;?;-41;996.0;409
?;604.0;-419.0;?;?;-94;995.0;304
?;592.0;-410.0;496.0;3;-64;?;1131
148.0;581.0;-403.0;?;20;-23;?;?
138.0;571.0;-398.0;479.0;1;-195;1017.0;336
125.0;561.0;-396.0;470.0;-32;-359;1066.0;1145
113.0;?;-396.0;461.0;-179;-835;1048.0;824
103.0;542.0;?;?;-338;-2345;987.0;784
97.0;533.0;-396.0;?;-296;-3345;?;866
97.0;?;-397.0;?;-278;-1269;1034.0;756
100.0;?;-397.0;?;52;?;1094.0;822
?;521.0;-397.0;459.0;?;4279;?;783
101.0;523.0;-395.0;?;240;3763;909.0;805
95.0;?;?;449.0;227;2936;?;806
89.0;533.0;?;?;317;1615;827.0;799
86.0;540.0;?;446.0;176;778;879.0;803
86.0;546.0;-380.0;445.0;5;1251;?;?
?;552.0;?;444.0;-85;1933;905.0;811
86.0;556.0;-370.0;441.0;-133;2119;935.0;809
84.0;558.0;-364.0;438.0;-325;1793;927.0;?
?;559.0;-360.0;?;?;1443;?;812
?;561.0;-358.0;?;-133;1140;847.0;?
79.0;?;?;428.0;299;?;842.0;?
78.0;562.0;?;425.0;876;685;881.0;801
79.0;563.0;-363.0;422.0;1786;535;928.0;819
80.0;?;?;420.0;781;86;980.0;831
79.0;559.0;-366.0;419.0;?;-804;969.0;?
78.0;?;-366.0;?;-1307;-604;1328.0;1033
77.0;554.0;?;408.0;338;33;?;764
75.0;555.0;?;402.0;-93;-154;1029.0;1094
73.0;556.0;-369.0;395.0;-10;-113;914.0;1969
73.0;555.0;-370.0;382.0;56;61;?;1256
68.0;550.0;-367.0;367.0;-47;-30;878.0;673
52.0;547.0;-362.0;356.0;72;-75;1004.0;?
26.0;?;-358.0;349.0;-24;?;1053.0;?
-3.0;553.0;-353.0;331.0;16;-21;1026.0;372
-29.0;?;-341.0;307.0;24;-28;866.0;176
-49.0;525.0;-323.0;286.0;?;44;?;236
-65.0;509.0;-307.0;?;20;34;945.0;245
-81.0;498.0;?;257.0;21;-13;1062.0;?
-96.0;491.0;-296.0;240.0;21;-16;943.0;345
?;?;?;222.0;26;-52;886.0;408
-123.0;473.0;-297.0;207.0;21;-77;?;544
-136.0;462.0;?;192.0;12;-63;957.0;?
?;450.0;-286.0;181.0;36;-75;936.0;?
-152.0;436.0;-278.0;?;-20;-81;897.0;686
-160.0;423.0;-270.0;?;56;-125;?;?
-171.0;412.0;?;162.0;50;-170;934.0;-168
-179.0;406.0;-255.0;?;3;-186;?;?
?;400.0;-246.0;163.0;104;-249;996.0;1766
-178.0;392.0;-233.0;?;-89;-342;1004.0;2675
-169.0;380.0;-219.0;176.0;304;-727;1030.0;?
-156.0;371.0;-207.0;185.0;-542;-1852;1355.0;999
?;364.0;-199.0;195.0;-2271;-2135;1495.0;1215
-125.0;359.0;-192.0;208.0;-1456;?;1081.0;881
-102.0;354.0;?;?;-284;-3003;811.0;799
-75.0;351.0;-183.0;237.0;370;-1965;839.0;849
-46.0;359.0;-180.0;?;1000;-45;?;?
-25.0;376.0;-179.0;263.0;1102;595;1060.0;825
?;395.0;-177.0;268.0;1243;1205;913.0;814
-17.0;413.0;-171.0;281.0;1179;1034;804.0;811
-7.0;432.0;-162.0;?;1059;812;826.0;817
?;?;-154.0;?;?;1146;?;802
22.0;471.0;?;348.0;?;?;?;817
?;489.0;-140.0;358.0;211;1528;883.0;?
?;506.0;?;366.0;-223;1393;837.0;807
38.0;527.0;?;370.0;-617;1415;?;808
?;554.0;-144.0;371.0;-1257;1011;?;803
34.0;581.0;-153.0;370.0;-1150;-377;888.0;807
36.0;603.0;-162.0;370.0;-2027;501;849.0;817
?;618.0;-166.0;?;871;1334;?;819
43.0;628.0;-168.0;?;3773;-1444;910.0;?
47.0;?;-169.0;378.0;-879;-2914;1038.0;806
52.0;630.0;-171.0;383.0;?;-1969;1155.0;766
55.0;624.0;-172.0;388.0;-496;?;?;772
57.0;614.0;?;389.0;-2139;-922;1372.0;963
54.0;599.0;-185.0;384.0;-361;-310;1534.0;1023
48.0;578.0;-196.0;379.0;?;-33;?;1069
45.0;554.0;-208.0;377.0;-98;?;798.0;1400
?;?;?;377.0;143;87;748.0;1236
55.0;498.0;-232.0;374.0;-75;-36;?;734
50.0;474.0;-237.0;371.0;?;-16;955.0;?
35.0;461.0;-236.0;?;9;-41;1204.0;?
11.0;459.0;-239.0;359.0;24;-47;1117.0;743
-10.0;453.0;-235.0;344.0;?;-52;924.0;671
-25.0;435.0;-217.0;327.0;27;-57;803.0;838
-34.0;402.0;?;311.0;20;?;?;1000
?;?;?;302.0;?;-19;?;1361
-50.0;329.0;-99.0;297.0;30;40;?;1597
?;303.0;-74.0;296.0;12;65;923.0;1453
-69.0;?;-68.0;296.0;19;?;?;787
?;?;-75.0;299.0;37;27;1015.0;-771
-78.0;273.0;-86.0;302.0;?;0;1010.0;-1631
?;?;-95.0;?;39;36;1018.0;-1314
-68.0;?;-102.0;311.0;20;-16;?;-1457
-56.0;249.0;-105.0;318.0;-14;-87;?;-1484
-39.0;245.0;-108.0;326.0;83;-44;?;?
?;248.0;-113.0;336.0;?;-309;1088.0;856
2.0;?;-119.0;347.0;127;-890;1122.0;961
?;?;-371.0;?;-221;?;1186.0;738
507.0;663.0;-402.0;683.0;-54;-93;972.0;?
?;658.0;-432.0;685.0;?;-156;?;968
512.0;654.0;-461.0;683.0;0;173;?;470
511.0;653.0;?;677.0;18;?;1128.0;1083
507.0;?;-509.0;670.0;27;91;1057.0;1024
499.0;660.0;-521.0;663.0;7;144;868.0;?
484.0;665.0;?;654.0;8;75;765.0;784
461.0;665.0;-524.0;643.0;44;12;821.0;?
437.0;661.0;?;630.0;24;-62;886.0;835
415.0;657.0;-498.0;?;27;?;950.0;1004
405.0;652.0;-481.0;606.0;20;11;950.0;1240
405.0;647.0;-464.0;596.0;13;22;903.0;1675
406.0;641.0;-449.0;589.0;-4;-35;869.0;1268
405.0;638.0;-438.0;582.0;?;?;889.0;-314
?;635.0;-431.0;577.0;?;-137;936.0;?
?;632.0;-428.0;575.0;7;-87;1058.0;?
375.0;627.0;-427.0;575.0;105;-75;1115.0;2611
370.0;619.0;-428.0;576.0;?;-506;?;?
373.0;608.0;-429.0;578.0;338;-20;1251.0;?
?;595.0;-431.0;?;-379;-1042;1360.0;180
391.0;?;-433.0;?;-1523;-2887;1296.0;885
402.0;569.0;?;593.0;-453;?;761.0;839
414.0;?;-438.0;600.0;114;-1178;623.0;882
425.0;542.0;-444.0;608.0;594;-571;1067.0;?
437.0;543.0;-451.0;?;1052;309;1185.0;822
447.0;554.0;-463.0;629.0;531;474;1026.0;809
450.0;572.0;-478.0;636.0;477;1235;810.0;?
?;589.0;-492.0;643.0;197;1535;733.0;?
?;?;-502.0;652.0;-176;1419;806.0;814
465.0;628.0;-506.0;?;-179;1545;889.0;757
472.0;?;-506.0;669.0;-938;1834;896.0;769
?;664.0;-503.0;672.0;-1290;2601;875.0;781
?;673.0;-496.0;?;-999;?;817.0;773
480.0;677.0;?;?;477;3616;800.0;794
482.0;679.0;-481.0;673.0;2669;?;853.0;717
?;680.0;-474.0;675.0;486;-2942;1100.0;?
?;683.0;-471.0;678.0;-231;-2355;?;810
495.0;686.0;-471.0;681.0;1437;609;1083.0;?
501.0;688.0;-472.0;682.0;-405;-514;1322.0;753
506.0;686.0;-475.0;677.0;-542;?;1744.0;?
508.0;682.0;-480.0;671.0;80;?;1090.0;1299
512.0;677.0;-489.0;670.0;?;?;?;865
521.0;?;?;670.0;126;145;?;482
531.0;669.0;?;667.0;-32;118;1160.0;826
532.0;667.0;-511.0;?;14;35;1096.0;1008
525.0;666.0;-510.0;661.0;?;73;814.0;772
508.0;668.0;-507.0;656.0;0;126;726.0;?
489.0;664.0;-499.0;647.0;?;94;838.0;812
472.0;655.0;-487.0;638.0;10;52;962.0;859
457.0;648.0;-472.0;631.0;24;1;948.0;1353
442.0;642.0;?;626.0;?;-83;912.0;1699
428.0;635.0;-442.0;619.0;?;-119;878.0;1520
414.0;627.0;-429.0;?;?;-150;932.0;-13
402.0;623.0;-421.0;605.0;-54;12;987.0;-3514
?;?;-419.0;598.0;103;-49;1022.0;?
381.0;620.0;-419.0;592.0;-16;-105;1109.0;?
375.0;616.0;?;?;54;-821;1108.0;1686
374.0;?;?;588.0;364;-2184;1195.0;838
378.0;607.0;-424.0;590.0;-1386;-1468;1390.0;1217
388.0;?;-429.0;?;-1087;-1206;1040.0;630
401.0;610.0;-437.0;606.0;?;-2010;745.0;911
418.0;609.0;-446.0;612.0;1152;-1638;?;810
439.0;610.0;-455.0;618.0;1055;-1136;1270.0;?
?;?;-469.0;?;923;255;1066.0;861
477.0;639.0;-491.0;?;388;1423;867.0;?
489.0;659.0;-514.0;647.0;37;?;?;?
505.0;679.0;?;661.0;-28;1387;667.0;800
527.0;697.0;-547.0;678.0;-443;1161;774.0;804
550.0;?;-557.0;692.0;-1083;1467;872.0;807
570.0;712.0;-563.0;703.0;-1341;1652;844.0;774
585.0;714.0;-567.0;711.0;-1463;?;791.0;823
599.0;716.0;-570.0;718.0;?;1539;817.0;774
610.0;?;-572.0;723.0;?;-1481;960.0;829
620.0;719.0;-573.0;?;590;-682;1247.0;812
630.0;722.0;-575.0;?;1581;-752;1177.0;645
639.0;723.0;-580.0;734.0;510;-812;1268.0;781
647.0;724.0;-586.0;?;-923;-441;?;858
655.0;723.0;-594.0;736.0;253;-571;1380.0;1772
660.0;721.0;-605.0;?;-193;?;645.0;?
666.0;718.0;-618.0;?;43;-27;607.0;227
672.0;715.0;?;?;86;56;1065.0;640
679.0;712.0;-640.0;729.0;-76;?;?;?
683.0;711.0;-645.0;729.0;?;-15;922.0;?
679.0;714.0;?;727.0;?;19;?;?
?;720.0;-639.0;724.0;20;27;?;863
668.0;723.0;-632.0;723.0;27;45;980.0;866
664.0;727.0;-625.0;?;15;6;948.0;?
660.0;735.0;-616.0;?;?;-54;?;1690
655.0;743.0;-608.0;724.0;7;-12;871.0;992
651.0;747.0;-600.0;723.0;?;-159;864.0;355
646.0;748.0;-593.0;723.0;17;-107;901.0;-2093
643.0;750.0;-589.0;724.0;16;-30;?;-1834
641.0;754.0;-588.0;726.0;?;-283;1056.0;?
?;757.0;-589.0;728.0;46;?;?;3880
642.0;760.0;-591.0;731.0;-125;-2546;?;1540
644.0;760.0;-595.0;?;-1566;-2716;1403.0;2251
650.0;761.0;-599.0;735.0;?;-1478;1090.0;968
?;761.0;-604.0;740.0;288;-2484;572.0;1246
670.0;759.0;-613.0;743.0;1541;-2688;1000.0;1087
?;757.0;-623.0;744.0;1255;-992;1312.0;624
700.0;757.0;-633.0;748.0;?;1242;1123.0;?
712.0;755.0;?;753.0;297;2729;834.0;762
720.0;750.0;?;755.0;-26;2193;736.0;816
731.0;741.0;-663.0;758.0;-323;1300;614.0;802
?;728.0;-671.0;763.0;?;890;647.0;792
763.0;710.0;-681.0;766.0;-1091;?;?;?
778.0;690.0;-691.0;?;?;?;833.0;801
790.0;670.0;-699.0;767.0;?;2008;827.0;?
799.0;651.0;-704.0;?;1320;?;?;740
?;635.0;-707.0;?;2045;351;?;856
813.0;622.0;-707.0;762.0;-1669;?;1268.0;824
817.0;612.0;-706.0;758.0;?;-735;1207.0;814
820.0;?;?;754.0;-429;1164;?;?
?;?;?;747.0;-1270;-833;1457.0;1073
822.0;600.0;-706.0;740.0;?;-225;1012.0;1323
822.0;?;-709.0;733.0;94;-31;819.0;?
820.0;605.0;?;723.0;-48;-114;1035.0;1188
820.0;615.0;-711.0;715.0;80;192;1158.0;1001
?;621.0;-709.0;?;-21;-58;?;865
825.0;?;-704.0;708.0;?;31;825.0;?
828.0;640.0;?;710.0;23;-39;706.0;684
832.0;650.0;-683.0;712.0;?;-24;?;742
838.0;658.0;-674.0;714.0;19;?;?;789
844.0;665.0;-665.0;?;?;-19;906.0;1202
?;674.0;-654.0;716.0;?;4;914.0;1672
855.0;683.0;-648.0;717.0;28;-32;?;1382
859.0;692.0;?;?;-15;?;801.0;-201
863.0;699.0;-640.0;718.0;-31;-58;919.0;?
?;?;-636.0;718.0;83;35;1035.0;-3389
869.0;709.0;?;717.0;-83;-154;1052.0;-1987
871.0;?;-630.0;715.0;223;?;1201.0;-29
871.0;711.0;-630.0;712.0;-189;-2084;1315.0;?
870.0;711.0;-631.0;?;-1723;-2390;1452.0;1004
869.0;708.0;-632.0;702.0;-1598;-957;1020.0;?
866.0;703.0;?;?;-457;-1833;470.0;?
862.0;697.0;-639.0;687.0;667;-2205;?;820
857.0;687.0;?;?;1185;-736;1251.0;823
?;671.0;-646.0;674.0;?;112;1038.0;814
853.0;?;-646.0;673.0;382;1519;880.0;776
854.0;634.0;-647.0;670.0;8;2065;?;779
855.0;615.0;?;663.0;-70;1357;599.0;804
857.0;593.0;-655.0;653.0;-669;?;680.0;779
?;569.0;-660.0;644.0;-940;1104;821.0;795
859.0;541.0;-666.0;?;-1514;2294;879.0;?
859.0;?;-674.0;626.0;-673;?;806.0;818
858.0;491.0;?;619.0;?;9;752.0;845
?;470.0;-694.0;612.0;2671;-885;?;767
854.0;451.0;-702.0;?;155;-954;1164.0;734
851.0;435.0;-707.0;600.0;-543;-1084;?;740
847.0;422.0;-709.0;593.0;-1732;413;?;810
841.0;?;-710.0;586.0;-1104;-249;1586.0;558
833.0;?;-711.0;580.0;-235;-530;1237.0;?
?;415.0;-710.0;574.0;-159;-2;659.0;?
817.0;420.0;-704.0;563.0;40;-91;1027.0;2201
808.0;?;?;?;-15;130;1228.0;333
806.0;449.0;-686.0;555.0;25;85;998.0;?
809.0;465.0;-679.0;562.0;21;23;789.0;719
815.0;?;-666.0;571.0;6;25;692.0;632
825.0;500.0;?;?;20;-3;?;868
835.0;519.0;-638.0;586.0;1;-61;935.0;806
845.0;?;-631.0;?;14;-153;?;1549
853.0;559.0;-623.0;?;29;-113;921.0;1588
860.0;?;-617.0;599.0;13;?;828.0;?
865.0;597.0;-610.0;604.0;63;?;824.0;?
870.0;615.0;-601.0;608.0;?;-42;926.0;-3045
873.0;631.0;-591.0;611.0;102;-31;?;-101
875.0;?;-582.0;612.0;84;?;1174.0;3481
873.0;648.0;-577.0;611.0;29;?;1251.0;1263
?;?;-577.0;608.0;-557;-2776;1350.0;1250
864.0;653.0;?;606.0;-1633;?;1366.0;?
857.0;652.0;-589.0;602.0;0;-1079;743.0;594
849.0;648.0;-598.0;597.0;1499;?;644.0;878
840.0;641.0;-607.0;?;881;-1061;1092.0;?
834.0;630.0;-614.0;588.0;1024;?;?;804
830.0;611.0;-615.0;586.0;?;689;1040.0;?
829.0;583.0;-612.0;?;396;?;811.0;786
?;551.0;-606.0;588.0;175;1968;627.0;?
834.0;518.0;?;?;-120;1943;606.0;793
836.0;484.0;-617.0;578.0;?;1438;794.0;808
838.0;449.0;?;572.0;-1042;?;926.0;814
838.0;?;?;569.0;-1565;2141;?;757
?;370.0;-681.0;568.0;?;2877;756.0;?
?;334.0;-696.0;567.0;2402;2443;797.0;705
837.0;304.0;-705.0;?;2880;-817;968.0;?
836.0;?;-707.0;568.0;233;-2508;1259.0;765
835.0;269.0;-704.0;567.0;1164;-460;1287.0;729
833.0;265.0;-698.0;?;?;142;1287.0;1375
829.0;278.0;?;563.0;-688;-339;1793.0;640
824.0;306.0;-687.0;562.0;?;-124;1033.0;?
818.0;?;?;561.0;-161;-93;558.0;3017
?;383.0;-660.0;558.0;?;?;1093.0;1664
804.0;434.0;-639.0;558.0;?;66;1170.0;647
804.0;472.0;-619.0;563.0;-25;4;959.0;848
808.0;502.0;-600.0;575.0;43;?;805.0;668
?;528.0;-580.0;589.0;?;?;743.0;787
826.0;553.0;?;602.0;?;31;860.0;614
835.0;578.0;-577.0;610.0;36;46;839.0;?
843.0;601.0;-588.0;617.0;33;29;?;1614
850.0;?;-598.0;624.0;31;4;932.0;1100
857.0;637.0;-606.0;631.0;20;13;859.0;1284
?;650.0;-610.0;639.0;32;23;847.0;-2604
?;663.0;?;647.0;57;98;943.0;-2188
874.0;673.0;-604.0;?;70;-21;1144.0;2243
877.0;?;-601.0;?;?;-621;1288.0;-1148
879.0;687.0;-599.0;?;-745;?;1306.0;-641
?;692.0;-597.0;672.0;-1845;-2112;1302.0;1652
