InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit L-SHOE Nav_Ax
-199;-199;4;479.0;-180
-199;-199;-244;447.0;-234
84;84;26;421.0;-390
1086;1086;963;464.0;-575
1655;1655;370;460.0;-290
-121;-121;22;-127.0;130
?;-44;85;121.0;122
?;-97;-21;256.0;138
?;-58;48;325.0;133
?;-127;18;323.0;121
?;-158;-8;350.0;82
?;-205;20;329.0;85
?;-213;79;311.0;57
?;-269;20;300.0;18
?;-252;31;293.0;-143
?;-512;53;257.0;-190
?;-326;130;182.0;-303
?;1204;501;182.0;-293
?;1739;644;237.0;-238
?;298;529;215.0;-1713
?;-1141;?;293.0;?
-1872;-1872;?;198.0;?
-1429;-1429;589;142.0;?
-38;-38;745;39.0;?
196;196;360;-144.0;?
-210;-210;265;-226.0;?
-476;-476;226;-147.0;?
0;0;592;-262.0;272
824;824;711;-299.0;936
-176;-176;-291;-220.0;2083
-1132;-1132;-153;-147.0;2742
193;193;-630;-23.0;2429
4346;4346;1155;-15.0;1506
5091;5091;431;-11.0;473
1264;1264;-2914;-88.0;867
1152;1152;1758;-167.0;1996
1504;1504;2187;-233.0;953
185;185;-863;-362.0;-61
159;159;394;-383.0;213
-45;-45;-86;-383.0;63
-84;-84;-54;-323.0;91
-23;-23;145;100.0;135
-105;-105;-94;313.0;74
-108;-108;86;343.0;130
-85;-85;6;319.0;97
51;51;47;392.0;116
25;25;3;368.0;87
-171;-171;29;350.0;40
-236;-236;-70;360.0;55
?;-290;50;313.0;-159
-394;-394;149;292.0;-27
-214;-214;241;283.0;-192
1184;1184;567;246.0;-244
2400;2400;?;237.0;386
249;249;?;201.0;?
-2089;-2089;?;237.0;?
-2215;-2215;?;206.0;?
-2071;-2071;?;116.0;?
-1306;-1306;?;1.0;?
-1106;-1106;?;-268.0;?
-1925;-1925;?;-199.0;?
-1752;-1752;?;-164.0;?
-1866;-1866;-56;-219.0;?
-1487;-1487;34;-323.0;398
-427;-427;-316;-312.0;1789
-3016;-3016;-1429;-308.0;2933
-591;-591;625;-171.0;305
-1173;-1173;105;-246.0;113
939;939;370;-263.0;1525
1108;?;475;-179.0;2888
-8858;?;-3879;-96.0;313
-1475;?;-1103;-79.0;2642
6798;6798;2578;-109.0;?
-950;-950;-1267;-123.0;-1925
200;200;-2173;-156.0;-635
1693;1693;-1287;-263.0;80
192;192;-336;-346.0;-69
464;464;314;-359.0;452
?;-200;-153;-376.0;-29
?;8;52;-342.0;218
?;-52;32;34.0;155
?;-120;-30;343.0;104
?;-48;19;312.0;167
?;-34;18;397.0;132
?;-41;9;480.0;156
?;-72;-1;412.0;109
?;-48;-17;387.0;90
-41;-41;-6;359.0;57
-231;-231;54;328.0;-43
-94;-94;74;363.0;31
-327;-327;69;355.0;-139
165;165;-36;292.0;-367
1886;1886;-381;254.0;94
1443;1443;-195;251.0;-285
-513;-513;709;274.0;-1724
-1643;-1643;702;140.0;-1301
-1957;-1957;439;40.0;-222
-1889;-1889;457;75.0;-429
-1557;-1557;-72;-293.0;-390
-1394;-1394;-167;-354.0;-357
-2214;-2214;-242;-253.0;-278
-1306;-1306;34;-268.0;73
-1987;-1987;-82;-324.0;480
359;359;-94;-384.0;1922
2661;2661;6;-387.0;3922
-5327;-5327;-1120;-375.0;2914
-3645;-3645;-535;-350.0;-1999
2268;2268;-2233;-354.0;-3434
107;107;-1328;-366.0;849
971;971;2861;-494.0;2606
753;753;242;-581.0;378
56;56;-694;-631.0;-146
378;378;459;-564.0;250
-189;-189;-282;-400.0;39
-40;-40;165;-90.0;166
-79;-79;7;148.0;112
-78;-78;-41;208.0;103
-68;-68;65;339.0;120
-82;-82;-30;405.0;100
-193;-193;32;379.0;87
-78;-78;31;370.0;71
-95;-95;52;312.0;52
-398;-398;-5;282.0;-67
-417;-417;5;293.0;-57
-1035;-1035;101;299.0;-362
-220;-220;58;366.0;-381
1152;1152;334;336.0;-225
332;332;?;308.0;-778
-691;-691;?;460.0;-1004
-1784;-1784;?;390.0;-716
-2021;-2021;?;147.0;-596
-2251;-2251;?;99.0;-668
-1819;-1819;?;-141.0;-588
-650;-650;?;-185.0;-284
?;-1366;?;-179.0;-256
?;?;?;-200.0;-98
?;?;?;-258.0;299
?;?;?;-278.0;929
?;?;?;-239.0;759
?;?;-2318;-233.0;2434
?;?;658;-186.0;4291
?;?;1315;-199.0;-963
?;?;-1726;-154.0;-3001
?;?;-1914;-167.0;97
?;?;-660;-278.0;-298
?;?;223;-375.0;-76
?;?;62;-378.0;137
?;?;-108;-336.0;-231
-114;?;9;411.0;58
-113;?;-6;402.0;83
-91;?;22;370.0;0
-15;?;45;302.0;108
-484;?;31;293.0;-179
-347;?;-22;319.0;-88
-314;?;71;321.0;-299
-933;?;118;344.0;-1056
910;?;70;289.0;-22
879;?;347;214.0;-1614
-1189;?;158;304.0;-1987
-1031;?;126;285.0;-901
-1537;?;802;15.0;-3385
-2126;?;614;0.0;-1730
-1650;?;416;-275.0;-136
-990;-990;396;-341.0;-948
-1186;-1186;-119;-306.0;-295
-1690;-1690;65;-311.0;-299
-1407;-1407;191;-381.0;-142
-856;-856;-134;-440.0;805
528;528;175;-397.0;3399
-1556;-1556;-746;-345.0;3339
-7606;-7606;-1534;-294.0;1748
-5890;-5890;-1527;-261.0;1899
1472;1472;-1177;-274.0;1058
1691;1691;1601;-280.0;1341
?;312;1544;-394.0;1119
?;1056;-329;-470.0;-71
?;231;124;-436.0;118
?;71;-11;-359.0;63
?;-5;-51;-223.0;39
?;-115;101;111.0;99
?;17;-10;314.0;33
?;-85;68;331.0;67
?;-40;32;396.0;58
?;-96;7;421.0;57
?;-49;?;366.0;42
?;-35;?;385.0;47
?;-166;?;326.0;?
?;-443;?;365.0;?
?;-478;?;338.0;?
?;-494;?;347.0;?
?;149;?;368.0;?
?;1366;?;370.0;?
?;-293;?;338.0;?
-1970;-1970;393;413.0;?
-663;-663;564;268.0;?
-442;-442;285;154.0;-567
-1128;-1128;442;95.0;-513
-853;-853;469;-201.0;-584
206;206;559;-215.0;-263
-743;-744;38;-148.0;-385
-545;-545;547;-174.0;64
490;490;756;-211.0;595
-75;-75;-475;-224.0;1316
1333;1333;455;-224.0;3314
-5931;-5931;-3693;-173.0;3417
-6758;-6758;-2431;-133.0;831
3884;3884;1954;-167.0;-550
1930;1930;-3538;-199.0;515
346;346;-880;-248.0;1824
1471;1471;1481;-338.0;951
?;-296;-1213;-414.0;0
?;292;341;-362.0;202
?;-112;-79;-413.0;93
?;-203;-72;-128.0;99
?;-58;172;233.0;155
?;-161;-167;252.0;68
?;-134;9;291.0;66
?;-257;-14;409.0;110
?;-202;24;369.0;102
?;-109;28;?;85
?;-68;101;?;86
?;-111;-148;?;-122
-70;-70;181;?;51
-163;-163;320;?;275
-161;-161;-64;?;-513
945;945;873;?;-705
1630;1630;1364;?;-259
-37;-37;531;?;-1571
-1650;-1650;148;321.0;-1796
-1707;-1707;487;88.0;-443
-1465;-1465;644;18.0;-489
-799;-799;313;-217.0;-393
-519;-519;174;-306.0;-16
-1709;-1709;-138;-213.0;-76
-703;-703;310;-213.0;521
-985;-985;101;-307.0;735
-15;-15;-92;-273.0;1837
1518;1518;166;-260.0;3272
-6742;-6742;-2326;-242.0;1926
63;63;55;340.0;128
-109;-109;13;306.0;3
-509;-509;-82;302.0;-118
-4;-4;-2;301.0;-103
-708;-708;169;287.0;-416
526;526;92;322.0;-165
1991;1991;-294;234.0;-186
-1014;-1014;32;261.0;-2180
-1537;-1537;979;275.0;-3001
-629;-629;663;105.0;-1164
-1439;-1439;301;94.0;-205
-936;-936;558;-121.0;-482
-208;-208;288;-252.0;-249
-857;-857;38;-230.0;-161
-1469;-1469;-54;-280.0;-197
-503;-503;224;-362.0;324
-1209;-1209;-146;-435.0;721
6;6;141;-367.0;1692
-599;-599;-724;-333.0;2732
-3958;-3958;-1886;-325.0;1894
2079;2079;354;-321.0;?
4239;4239;-1400;-287.0;?
-396;-396;-1144;-274.0;?
92;92;2448;-278.0;?
569;569;458;-268.0;?
377;377;-230;-372.0;?
213;213;275;-371.0;?
-167;-167;-160;-212.0;?
18;18;152;72.0;?
-10;-10;14;370.0;?
-36;-36;48;404.0;170
-23;-23;43;428.0;181
40;40;59;458.0;178
-56;-56;35;382.0;128
67;67;-4;338.0;81
-127;-127;-81;301.0;11
-311;-311;-65;316.0;-87
-258;-258;151;342.0;-95
-703;-703;89;344.0;-157
807;807;398;320.0;115
1983;1983;496;315.0;225
-134;-134;243;276.0;-1329
-1488;-1488;623;274.0;-2305
-1429;-1429;607;149.0;-895
-1426;-1426;484;92.0;-239
-1353;-1353;503;-24.0;-508
-525;-525;438;-254.0;-98
-1054;-1054;-28;-252.0;-230
-1483;-1483;-1;-245.0;20
-716;-716;421;-322.0;623
-1640;-1640;-446;-411.0;587
1096;1096;663;-410.0;2827
-3331;-3331;-2178;-335.0;1378
-7326;-7326;-3409;-345.0;277
4988;4988;2860;-302.0;3582
7139;7139;1800;-295.0;307
81;81;228;-260.0;-33
474;474;369;-336.0;1873
994;994;-1649;-415.0;-343
339;339;37;-515.0;342
47;47;200;-451.0;397
-73;-73;-194;-389.0;74
-73;-73;230;-155.0;437
-67;-67;-41;284.0;188
-104;-103;101;355.0;318
-65;-65;62;440.0;284
-85;-85;18;447.0;238
-99;-99;61;428.0;263
-92;-92;82;378.0;226
-131;-131;58;323.0;198
-308;-308;70;283.0;79
-478;-478;-104;310.0;-223
-517;-517;-80;319.0;-256
-407;-407;548;308.0;-268
590;590;518;287.0;-347
1564;1564;40;280.0;630
305;305;468;388.0;-261
-1270;-1270;771;309.0;-2116
-1390;-1390;449;3.0;-682
-1480;-1480;566;72.0;-84
-82;?;662;-140.0;-365
-3442;?;-250;-192.0;769
4214;?;425;?;-290
798;?;-2464;?;277
1089;1089;-2015;-194.0;-291
1251;1251;-581;-228.0;-352
-129;-129;-248;-277.0;347
395;395;81;-251.0;158
-185;-185;-45;-340.0;229
-90;-90;91;-21.0;262
36;36;55;308.0;202
-92;-92;-25;346.0;201
-35;-35;42;379.0;181
-69;-69;-1;415.0;212
-48;-48;65;359.0;217
1;1;81;274.0;213
-99;-99;24;227.0;161
-508;-508;-19;267.0;-25
-342;-342;-169;274.0;3
-365;-365;395;304.0;-379
539;539;1087;304.0;108
1474;1474;598;240.0;742
-375;-375;234;222.0;-1078
?;-785;492;259.0;-1641
?;-381;355;193.0;-542
?;-1091;258;131.0;-354
?;-872;369;37.0;-224
?;-637;285;-219.0;-119
?;-935;194;-220.0;-63
?;-1868;-14;?;130
?;-1015;563;?;617
?;-1087;73;?;981
?;53;-172;?;1993
?;778;-215;?;2893
?;-4182;-1741;?;1471
?;-606;525;-219.0;-120
3908;3908;-472;-212.0;-710
1447;1447;-1110;-225.0;1683
1847;1847;3676;-331.0;4271
899;899;1996;-416.0;1903
-42;-42;-217;-444.0;162
230;230;286;-331.0;363
-215;-215;-147;-273.0;126
11;11;128;-51.0;269
-52;-52;18;331.0;203
-94;-94;17;?;192
-74;-74;68;?;223
-12;-12;?;?;188
-114;-114;?;?;176
9;9;55;?;142
-79;-79;-18;?;-3
-374;-374;-99;?;-108
-220;-220;167;?;-11
-921;-921;184;?;-191
510;510;?;?;26
2187;2187;?;?;223
30;?;?;?;-822
-1054;?;?;?;-1324
-1121;?;?;195.0;-495
-1899;?;?;77.0;-62
-1198;?;664;9.0;-40
118;?;443;-250.0;93
-645;?;29;-280.0;-93
-1547;?;9;-213.0;52
-260;?;455;-303.0;562
-611;-611;165;-350.0;771
1282;1282;271;-335.0;1547
-1846;-1846;-546;-295.0;1864
-6902;-6902;-2368;-306.0;378
2460;2460;-1108;-233.0;-487
4956;4956;-392;-244.0;-74
-999;-999;-1339;-295.0;-253
48;48;-634;-317.0;-33
735;735;32;-338.0;492
367;367;-97;-387.0;93
120;120;-16;-328.0;54
-169;-169;40;?;201
-29;-29;26;?;119
-70;-70;80;?;200
-55;-55;28;472.0;141
-49;-49;31;481.0;145
-37;-37;45;509.0;162
-77;-77;8;-239.0;85
-10;-10;23;-91.0;178
-89;-89;46;242.0;124
-87;-87;23;442.0;143
-57;-57;48;389.0;143
-42;-42;44;410.0;136
-115;-115;42;412.0;116
-28;-28;60;406.0;134
1;1;64;381.0;79
-55;-55;6;370.0;45
-134;-134;85;359.0;72
-319;-319;-10;347.0;-59
-211;-211;?;336.0;-54
588;588;?;347.0;449
1922;1922;692;343.0;838
1674;1674;161;353.0;292
7;7;757;378.0;-202
-456;-456;529;258.0;75
-483;-483;349;151.0;231
-247;-247;739;114.0;482
553;553;568;-31.0;603
747;747;388;-117.0;467
-47;-47;389;-155.0;612
-262;-262;498;-164.0;759
712;712;881;-221.0;1121
536;536;456;-218.0;865
-129;-129;-257;-131.0;-188
-2674;-2674;-1496;-130.0;-1331
-774;-774;-511;-90.0;-74
7142;7142;1084;-85.0;826
5182;5182;-1839;-92.0;-1857
359;359;22;-152.0;408
1053;1053;2946;-188.0;3017
412;412;238;-243.0;368
67;67;-127;-312.0;-15
36;36;178;-299.0;265
-126;-126;?;-236.0;30
-32;-32;?;-24.0;226
-122;-122;?;262.0;66
-79;-79;?;323.0;165
-104;-104;?;319.0;119
-121;-121;?;346.0;102
-108;-108;?;319.0;123
-179;-179;?;325.0;98
-223;-223;93;293.0;123
-313;-313;175;199.0;162
-255;-255;-35;248.0;-44
-222;-222;-202;246.0;-188
-368;-368;238;225.0;147
1124;1124;218;306.0;317
2330;2330;103;258.0;549
1716;1716;432;133.0;935
783;783;264;126.0;619
-1290;-1290;305;-43.0;?
-2085;-2085;706;-74.0;?
-728;-728;547;-159.0;?
-302;-302;270;-265.0;?
-1282;-1282;86;-255.0;?
-1800;-1800;161;-231.0;?
-1200;-1200;490;-252.0;?
-480;-480;380;-236.0;?
-176;-176;795;-213.0;?
-114;-114;-166;-144.0;?
-2101;-2101;-1476;-108.0;?
-1268;-1268;-115;-62.0;?
4311;4311;-403;-40.0;?
3053;3053;-1893;-8.0;?
161;161;-1790;-43.0;?
1707;1707;-1233;-140.0;-1140
799;799;-487;-188.0;-391
76;76;-112;-212.0;-12
123;123;6;-219.0;117
-195;-195;74;-198.0;171
?;-3;27;114.0;130
?;-80;31;444.0;129
?;-55;36;359.0;133
?;-12;36;445.0;130
?;-8;37;412.0;128
?;-132;14;395.0;105
?;-32;64;410.0;145
-226;-226;13;393.0;92
-285;-285;-88;378.0;-22
-28;-28;-2;173.0;?
1;1;?;215.0;?
16;16;?;252.0;?
69;69;?;297.0;?
90;90;?;326.0;?
32;32;?;410.0;-82
47;47;?;446.0;-80
-46;-46;?;474.0;-85
52;52;?;527.0;-78
75;75;?;556.0;-40
-254;-254;?;586.0;93
-205;-205;?;635.0;251
-818;-818;?;659.0;460
133;133;?;685.0;277
?;2319;?;759.0;216
?;2165;-163;754.0;617
?;2698;1283;788.0;414
?;3437;935;642.0;359
?;2506;-377;479.0;698
?;2610;206;310.0;597
?;2337;-4;?;615
?;749;-107;?;346
?;1117;763;?;-689
?;2845;?;?;-1285
?;4192;1248;?;-1572
?;5014;885;?;-1338
?;5159;1013;?;-1496
?;5229;1113;?;-1710
?;3593;-17;?;742
309;309;-626;?;1735
-991;-991;-309;?;695
-804;-804;-463;?;1131
-818;-818;-414;?;1000
-214;-214;-91;?;245
30;30;41;?;62
-132;-132;98;38.0;24
29;29;79;61.0;38
-44;-44;50;89.0;71
-61;-61;79;-51.0;43
10;10;49;-168.0;70
-46;-46;40;-137.0;83
-33;-33;59;-66.0;54
-155;-155;63;?;46
-391;-391;79;?;46
-333;-333;108;?;19
-93;-93;165;?;-65
194;194;112;?;13
304;304;63;?;70
182;182;83;?;28
124;124;58;?;53
117;117;39;?;45
60;60;32;?;37
-25;-25;37;?;31
-48;-48;38;?;?
-35;-35;65;?;?
-26;-26;84;?;?
-8;-8;54;?;?
-11;-11;72;?;?
25;25;62;133.0;?
65;65;32;119.0;?
47;47;?;101.0;?
46;46;?;104.0;?
80;?;?;159.0;?
80;?;?;155.0;?
37;?;44;181.0;?
113;?;38;213.0;?
99;?;30;208.0;-3
80;?;25;229.0;8
135;?;22;191.0;3
31;?;36;192.0;-33
374;?;30;178.0;-3
359;?;21;163.0;22
1230;?;169;140.0;-145
2266;?;427;137.0;?
2631;?;421;182.0;?
4576;4576;216;198.0;?
2781;2781;183;199.0;?
-332;-332;97;173.0;?
360;360;-103;154.0;?
?;173;-80;146.0;?
?;-233;?;105.0;?
?;285;?;122.0;-289
?;400;?;150.0;-323
?;350;?;141.0;-247
?;353;?;147.0;-180
360;360;?;108.0;-156
648;648;?;147.0;-27
1063;1063;?;115.0;-72
94;94;?;74.0;154
-662;-662;?;44.0;362
-603;-603;?;-1.0;428
-894;-894;?;?;698
-856;-856;?;?;697
-1147;-1147;-531;?;847
-189;-189;-161;?;632
1366;1366;301;?;111
967;967;176;?;248
448;448;-67;?;344
266;266;-139;?;222
120;120;-13;?;155
99;99;97;-378.0;113
18;18;60;-395.0;132
37;37;60;-331.0;146
3;3;64;-111.0;128
-38;-38;55;35.0;122
14;14;47;113.0;123
5;5;47;95.0;120
?;-41;63;13.0;107
?;-5;66;-29.0;81
?;-10;46;12.0;70
?;-46;37;32.0;51
?;-37;53;-56.0;32
?;-47;41;-142.0;32
?;-71;36;-114.0;29
?;-78;46;-141.0;26
?;-87;37;-132.0;21
?;-65;61;-135.0;7
-28;-28;72;-154.0;4
-52;-52;75;-114.0;-1
-50;-50;100;?;-18
-17;-17;73;?;-3
-43;-43;51;?;15
-37;-37;63;?;3
-26;-26;48;?;11
-38;?;51;?;9
-10;?;66;114.0;-2
13;13;47;186.0;17
16;16;47;233.0;15
-1;-1;54;251.0;10
1;1;60;223.0;9
35;35;83;237.0;-12
43;43;90;236.0;-36
53;53;103;245.0;-27
64;64;112;263.0;-18
-29;-29;56;260.0;-77
-103;-103;0;325.0;-123
199;199;35;344.0;-124
644;644;171;312.0;-219
1024;1024;253;263.0;-209
1152;1152;237;254.0;-147
624;624;382;252.0;-473
387;387;539;248.0;-676
-119;-119;68;-132.0;43
-28;-28;48;-108.0;39
-22;-22;33;-195.0;30
-6;-6;78;-222.0;57
-33;?;27;-215.0;24
-16;?;61;-233.0;45
-11;?;33;-171.0;17
-38;?;49;-188.0;34
-47;?;51;-171.0;34
-52;?;57;-91.0;33
-23;?;61;-90.0;31
-14;?;59;-84.0;32
-52;?;58;-94.0;33
-27;?;52;-90.0;23
3;?;64;-83.0;29
4;?;69;-108.0;31
42;?;49;-97.0;11
91;91;44;-18.0;11
106;106;53;-9.0;20
105;105;52;48.0;20
105;105;53;59.0;20
106;106;50;113.0;18
104;104;58;86.0;23
102;102;41;180.0;12
54;54;17;249.0;-4
24;24;29;252.0;9
70;70;23;360.0;7
51;51;18;428.0;-1
42;42;25;538.0;8
89;89;3;619.0;-3
95;95;-12;674.0;-15
103;103;-2;723.0;-2
142;142;-7;794.0;-1
174;174;-15;859.0;0
209;209;-10;861.0;9
115;115;-40;783.0;-22
190;190;-48;703.0;-6
191;191;-33;608.0;20
70;70;-66;574.0;-11
458;458;-40;540.0;46
-224;-224;-82;473.0;-53
826;826;93;474.0;238
1737;1737;484;406.0;813
2475;2475;1155;354.0;1438
7819;7819;1702;289.0;1967
6942;6942;526;162.0;574
2607;2607;-420;245.0;-457
2366;2366;-80;305.0;102
1252;1252;-204;321.0;105
956;956;-73;349.0;226
580;580;422;368.0;458
19;19;461;356.0;412
343;343;549;399.0;463
-95;-95;544;384.0;330
-388;-388;128;319.0;65
-202;-202;-93;228.0;-148
-366;-366;-50;227.0;-274
-740;-740;-51;141.0;-338
-354;-354;-116;106.0;-351
-496;-496;-623;38.0;-778
-513;-513;-725;-1.0;-797
959;959;?;-73.0;-930
1326;1326;?;-89.0;-1599
1232;1232;?;-119.0;440
1449;1449;?;-111.0;1273
1222;1222;?;-171.0;-720
1039;1039;?;-212.0;-580
358;358;?;-321.0;-95
24;24;?;-393.0;-130
43;43;?;-324.0;84
-96;-96;?;-283.0;-6
-24;-24;?;-133.0;39
-24;?;?;54.0;42
12;?;?;272.0;37
71;?;?;239.0;46
71;?;?;245.0;51
24;24;?;204.0;46
60;60;?;168.0;44
101;101;?;178.0;41
39;39;?;82.0;25
166;166;?;63.0;72
-106;-106;?;27.0;64
35;35;?;49.0;152
199;199;61;79.0;366
392;392;101;30.0;404
1535;1535;215;10.0;541
408;408;225;-50.0;998
-730;-730;98;-118.0;1393
-494;-494;257;-86.0;1115
-1036;-1036;953;-65.0;681
-1028;-1028;1003;33.0;685
-1506;-1506;-141;-157.0;578
-2085;-2085;-538;-270.0;505
-1891;-1891;-346;-296.0;714
-2679;-2679;-860;-253.0;390
-2609;-2609;-664;-250.0;491
-1944;-1944;-427;-278.0;479
-2390;-2390;-672;-270.0;-380
-1536;-1536;67;-287.0;-255
-3088;-3088;-1792;-309.0;-2979
-2353;-2353;-2799;-285.0;-3838
3311;3311;520;-301.0;571
2766;2766;439;-322.0;444
431;431;-1680;-322.0;-1300
518;518;-1745;-410.0;-977
294;294;-2071;-444.0;-1466
377;377;-1602;-463.0;-983
30;30;-51;-516.0;221
-82;-82;?;-452.0;336
6;6;?;-280.0;?
-86;-86;?;-166.0;?
-33;-33;?;58.0;?
-15;-15;?;122.0;?
-84;-84;?;207.0;?
-59;-59;?;201.0;?
-88;-88;?;218.0;?
-78;-78;?;181.0;?
-110;-110;?;209.0;?
-62;-62;?;233.0;?
0;0;?;305.0;?
-46;-46;?;265.0;243
-59;-59;?;273.0;274
-759;-759;?;243.0;273
123;123;158;213.0;414
612;612;419;174.0;802
-2008;-2008;-6;230.0;1440
-2610;-2610;-141;175.0;1690
-1447;-1447;248;48.0;799
-754;-754;527;18.0;522
34;34;353;?;731
-234;-234;46;?;393
-829;-829;-155;?;322
-1153;-1153;-375;?;151
-1610;-1610;-63;?;244
-1846;-1846;-56;?;15
-211;-211;113;?;-86
929;929;387;?;?
939;939;-28;?;?
1857;1857;169;?;?
509;509;-155;?;?
1298;1298;39;?;?
2197;2197;460;?;?
664;664;703;?;?
2446;2446;1942;?;?
1316;1316;852;-391.0;?
-495;-495;-285;-321.0;?
325;325;139;-428.0;?
-102;-102;-52;-393.0;?
69;69;43;-215.0;?
123;123;25;-87.0;100
-69;-69;-37;-25.0;64
59;59;33;-22.0;108
3;3;-20;-42.0;80
-11;-11;10;-111.0;86
24;24;-5;-33.0;71
15;15;-21;14.0;54
-25;-25;-18;-9.0;53
-20;-20;-10;-6.0;44
-33;-33;2;-12.0;32
-31;-31;5;32.0;27
3;3;9;67.0;26
8;8;9;99.0;26
-4;-4;-3;91.0;17
-3;-3;-3;38.0;12
7;7;0;-19.0;12
-11;-11;-11;-33.0;-1
-44;-44;-10;-87.0;-3
-39;-39;1;-102.0;8
-44;-44;2;-153.0;4
-62;-62;0;-193.0;-1
-52;-52;1;-91.0;1
-58;-58;0;-76.0;0
-58;-58;0;-18.0;0
-37;-37;6;58.0;3
-44;-44;9;143.0;9
-37;-37;15;117.0;10
-13;-13;24;108.0;7
-28;-28;30;144.0;12
-20;-20;28;187.0;9
0;0;22;158.0;2
-26;-26;30;225.0;9
-10;-10;27;172.0;5
15;15;13;195.0;-7
4;4;15;148.0;-4
14;14;16;136.0;-4
1;1;14;123.0;-6
-10;-10;18;54.0;-3
-27;-27;16;57.0;-5
-31;-31;16;36.0;-5
-6;-6;17;21.0;-5
-39;-39;11;24.0;-11
-49;-49;19;55.0;-3
-16;-16;33;32.0;9
-5;-5;33;17.0;?
-7;-7;34;27.0;?
-16;-16;30;-8.0;?
-32;-32;22;-30.0;?
-43;-43;34;-30.0;?
-14;-14;?;-35.0;?
4;4;?;-10.0;?
-19;-19;?;-22.0;?
-7;-7;?;-1.0;1
16;16;?;-33.0;2
-6;-6;?;-11.0;-4
-14;-14;?;-5.0;-6
-4;-4;?;27.0;1
-18;-18;?;16.0;4
-8;?;32;2.0;3
9;?;27;-14.0;-3
-17;?;19;12.0;-8
-6;?;44;-2.0;14
-14;?;15;-19.0;-9
-3;-3;13;16.0;-9
-47;-47;-10;14.0;-31
-215;-215;-123;2.0;-138
-374;-374;-199;8.0;-237
-989;-989;-574;-18.0;-581
-1626;-1626;-305;-27.0;-353
-402;-402;435;-80.0;246
1237;1237;231;-93.0;119
1127;1127;20;-75.0;64
941;941;32;-119.0;60
1046;1046;20;-164.0;117
1534;1534;-173;-213.0;-70
1225;1225;-43;-188.0;86
-829;-829;769;-239.0;944
-963;-963;653;-216.0;483
-59;-59;148;-179.0;-2
-232;-232;115;-183.0;200
-170;-170;48;-141.0;50
-47;-47;76;-133.0;98
-53;-53;82;-143.0;109
21;21;32;-185.0;43
41;41;6;-182.0;38
-44;-44;6;-145.0;24
-45;-45;20;-140.0;41
-17;-17;?;-151.0;35
-48;-48;?;-100.0;43
-8;-8;?;-130.0;40
-3;-3;?;-85.0;38
-7;-7;15;-62.0;26
42;42;13;-57.0;18
35;35;19;-17.0;25
9;9;9;-12.0;15
-13;-13;27;-12.0;24
1;1;4;-54.0;10
47;47;-13;-58.0;-3
14;14;15;-88.0;15
-26;-26;7;?;10
1;1;13;?;17
-8;-8;19;?;19
-10;-10;15;?;14
3;3;16;?;14
-17;?;9;?;5
-7;?;18;?;14
-2;?;22;?;18
-19;?;13;?;6
-30;?;18;?;11
-22;?;24;?;17
-17;?;21;?;9
-17;?;21;191.0;9
1;?;22;221.0;9
-2;?;18;212.0;4
-1;?;13;236.0;-1
16;?;14;211.0;0
-9;?;19;204.0;7
-27;?;18;180.0;3
-22;?;15;135.0;-1
-39;?;16;124.0;-1
-21;-21;19;90.0;1
6;6;25;107.0;6
-18;-18;28;58.0;8
-19;-19;28;83.0;8
-11;-11;27;60.0;8
-27;-27;28;53.0;6
-21;-21;27;36.0;3
-33;-33;28;27.0;5
-56;-56;30;23.0;4
-55;-55;29;33.0;4
-65;-65;31;27.0;5
-14;-14;26;27.0;2
30;30;29;54.0;4
-3;-3;33;49.0;5
4;4;21;56.0;-6
10;10;20;83.0;-8
-19;-19;26;46.0;-1
6;6;21;32.0;-3
24;24;17;41.0;-4
1;1;20;16.0;0
4;4;19;14.0;-1
22;22;19;27.0;-1
28;28;20;18.0;0
12;12;17;20.0;-3
?;-13;22;18.0;4
?;-17;25;1.0;6
?;-35;19;-1.0;-2
?;-37;25;24.0;3
?;13;22;15.0;0
17;17;21;20.0;1
5;5;26;35.0;7
13;13;23;18.0;2
-14;-14;23;27.0;3
-25;-25;?;-3.0;-1
-39;-39;?;2.0;-4
-40;-40;?;8.0;-2
-8;-8;20;?;-3
-20;-20;24;?;0
-37;-37;23;?;1
-6;-6;24;?;1
10;10;23;?;0
-3;?;26;?;3
-4;?;27;?;4
16;?;28;?;5
17;?;30;?;6
-7;?;22;?;0
9;?;24;-17.0;1
5;?;17;-9.0;-6
-19;?;10;-51.0;-12
-16;?;28;-46.0;4
6;?;28;-72.0;3
56;?;10;-109.0;-15
20;20;4;-138.0;-16
4;4;19;-199.0;1
65;65;27;-290.0;8
54;54;28;-367.0;8
27;27;23;-410.0;6
7;7;-2;-481.0;-16
-16;-16;16;-517.0;2
11;11;26;-558.0;11
50;50;11;-621.0;-4
45;45;25;-565.0;12
19;19;7;-547.0;-3
12;12;-8;-488.0;-14
19;19;9;-428.0;2
6;6;7;-368.0;1
-18;-18;-5;-320.0;-8
-16;-16;-4;-247.0;-8
17;17;2;-151.0;-1
25;25;-1;-103.0;-5
-31;-31;-1;-6.0;-6
-36;-36;15;44.0;11
-7;-7;12;83.0;8
-53;-53;-1;104.0;-8
-58;-58;10;188.0;5
