InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
15;-211;-177;591;211;15
7;-926;46;649;926;7
?;-1260;98;765;1260;-14
?;-1243;137;821;1243;-15
?;-1472;268;1023;1472;-15
?;-1288;225;1041;1288;-53
?;-2068;520;1041;2068;-1
?;26;654;759;-26;153
?;3409;732;207;-3409;104
?;2484;608;406;-2484;161
250;897;-144;893;-897;250
168;428;-175;806;-428;168
540;244;65;649;-244;540
562;254;8;659;-254;562
866;175;69;647;-175;866
2085;141;14;695;-141;2085
2252;95;14;687;-95;2252
1684;78;40;668;-78;1684
1171;72;21;687;-72;1171
520;39;25;690;-39;520
1023;7;18;692;-7;1023
?;12;12;692;-12;1416
?;4;18;691;-4;126
?;-2;20;684;2;-690
?;7;13;687;-7;-1130
?;-10;22;683;10;-1602
?;-36;13;688;36;-1455
-1837;-54;11;692;54;-1837
-1938;-57;28;674;57;-1938
-883;-15;10;678;15;-883
-384;14;23;670;-14;-384
-309;13;9;677;-13;-309
149;26;-21;690;-26;149
290;12;20;669;-12;290
328;-10;19;677;10;328
443;2;11;677;-2;443
668;-10;20;673;10;668
550;1;13;678;-1;550
841;22;17;671;-22;841
1145;2;15;682;-2;1145
688;9;19;679;-9;688
1009;15;24;673;-15;1009
465;32;14;681;-32;465
1011;-24;12;674;24;1011
1906;39;19;651;-39;1906
254;124;10;669;-124;254
189;65;7;681;-65;189
328;561;19;618;-561;328
-206;1224;32;603;-1224;-206
?;1804;17;640;-1804;115
20;2148;-59;736;-2148;20
33;2507;-303;1058;-2507;33
72;2805;-411;1176;-2805;72
10;1137;75;693;-1137;10
36;-449;451;344;449;36
-25;-55;35;624;55;-25
-133;4;10;667;-4;-133
-161;-23;2;680;23;-161
-136;?;19;652;15;-136
-155;?;-5;684;5;-155
?;?;20;656;38;-223
?;?;21;653;35;-179
?;?;21;660;64;-103
?;?;10;667;47;-111
-7;?;5;666;38;-7
33;?;14;655;41;33
50;-32;29;648;32;50
131;-59;27;655;59;131
148;-31;20;656;31;148
91;32;25;649;-32;91
-236;3;23;645;-3;-236
-467;0;16;649;0;-467
-163;28;16;655;-28;-163
-200;9;17;655;-9;-200
-155;12;17;656;-12;-155
702;14;17;655;-14;702
1136;10;16;?;-10;1136
1404;15;17;654;-15;1404
1202;10;16;657;-10;1202
43;14;16;660;-14;43
81;23;17;663;-23;81
1251;23;18;665;-23;1251
1523;24;?;655;-24;1523
1375;22;?;663;-22;1375
1294;22;?;671;-22;1294
1182;-18;?;663;18;1182
1107;-73;15;665;73;1107
963;-74;7;669;74;963
1361;-98;10;665;98;1361
1451;-128;20;658;128;1451
1499;-120;23;629;120;1499
2023;-170;-22;682;170;2023
2044;-196;-9;682;196;2044
2236;-221;6;635;221;2236
2543;-318;-59;748;318;2543
2826;-305;125;485;305;2826
2725;-575;-208;909;575;2725
1666;?;-874;1471;1790;1666
672;?;-443;1269;2460;672
210;?;278;1878;1730;210
187;?;402;1558;1187;187
98;?;121;761;152;98
-62;?;-79;850;-613;-62
28;?;57;523;-57;28
64;?;76;466;130;64
131;-384;4;613;384;131
191;-449;16;573;449;191
142;-676;3;619;676;142
155;-1111;56;564;1111;155
338;-743;-98;645;743;338
441;-759;-378;918;759;441
208;-1038;-376;1007;1038;208
97;-1110;-471;1098;1110;97
108;-1145;-190;948;1145;108
-59;-1720;304;975;1720;-59
?;-1471;251;1038;1471;13
?;-184;823;954;184;172
?;-291;1343;1290;291;86
?;1259;176;87;-1259;389
?;3897;-499;-321;-3897;460
?;3268;-517;1448;-3268;346
?;1383;-950;1641;-1383;342
?;335;-337;957;-335;791
?;25;70;775;-25;2093
?;79;-84;669;-79;864
?;94;59;685;-94;-971
-192;34;2;678;?;-192
-291;1;13;670;?;-291
-947;37;35;661;?;-947
-245;-31;20;655;?;-245
304;-47;31;652;?;304
709;-55;27;651;?;709
358;52;32;652;-52;358
-188;122;17;667;-122;-188
263;27;19;662;-27;263
-244;329;7;655;-329;-244
715;124;66;587;-124;715
556;1805;21;612;-1805;556
-1473;2453;17;532;-2453;-1473
-507;2626;40;504;-2626;-507
-938;7117;-321;1100;-7117;-938
-1780;6982;-1039;2095;-6982;-1780
-741;6598;-2039;3169;-6598;-741
-244;4958;-1014;2163;-4958;-244
82;-1262;1524;-59;1262;82
89;-1276;1576;?;1276;89
-30;-1595;617;?;1595;-30
-40;-2794;791;?;2794;-40
16;-2423;316;?;2423;16
29;-3502;365;309;3502;29
-44;-3511;120;401;3511;-44
-44;-3664;-686;881;3664;-44
-112;-4026;-855;1617;4026;-112
-3;-4142;-3046;2729;4142;-3
-93;-3805;1135;2213;3805;-93
86;-1304;2637;1857;1304;86
135;1842;-1968;1234;-1842;135
89;3178;?;-1086;-3178;89
627;3366;?;189;-3366;?
-1510;3007;?;1595;-3007;?
-3246;3526;?;945;-3526;?
-1276;2780;?;1158;-2780;?
-286;119;?;?;-119;?
-898;-102;?;?;102;?
-1182;169;?;?;-169;-1182
-1376;-168;?;?;168;-1376
-1233;36;-10;?;-36;-1233
-877;-28;90;?;28;-877
-14;70;51;?;-70;-14
869;85;30;?;-85;869
499;-80;69;?;80;499
576;269;59;?;-269;576
436;81;31;?;-81;436
2938;331;42;657;-331;2938
4918;411;54;649;-411;4918
-2309;-45;51;666;45;-2309
-6536;2030;86;552;-2030;-6536
-2166;1977;155;453;-1977;-2166
196;4479;155;538;-4479;?
-68;7609;-3;?;-7609;-68
246;5026;-935;2290;-5026;246
213;5168;-1414;2854;-5168;213
86;1185;460;787;-1185;86
133;-3302;1433;-199;3302;133
-28;-2616;794;424;2616;-28
35;-4017;647;339;4017;35
63;-4529;219;604;4529;63
54;-4736;12;787;4736;54
89;-4516;-326;899;4516;89
-4;-3460;-830;1630;3460;-4
-42;-4201;-1226;1832;4201;-42
17;-4560;-755;1948;4560;17
18;-4520;-283;1980;4520;18
10;-4649;-254;1608;4649;10
40;-1084;2401;1985;1084;40
122;3493;1198;393;-3493;?
25;4787;-1675;-1587;-4787;?
-335;5924;-662;1262;-5924;?
-1157;5356;-1408;3673;-5356;?
-1692;1238;-718;1694;-1238;?
-79;-435;443;454;435;-79
1478;259;-220;826;-259;1478
1874;-46;102;630;46;1874
?;36;27;674;-36;2165
?;63;-16;702;-63;1981
?;1;56;657;-1;2107
?;91;?;709;-91;1676
?;-10;?;?;10;2334
?;17;?;685;-17;2813
?;-19;?;689;19;740
?;-50;?;682;50;444
?;-13;?;658;13;1564
?;15;?;660;-15;1812
?;47;?;680;-47;1036
?;37;?;685;-37;-2
?;-8;?;687;8;-71
-189;32;?;679;-32;-189
-351;46;?;675;-46;-351
-161;-4;23;677;4;-161
-280;-1;24;677;1;-280
-535;26;20;681;-26;-535
-594;34;16;683;-34;-594
-635;21;11;684;-21;-635
-625;-11;13;684;11;-625
-664;-21;17;682;21;-664
-603;-22;16;683;22;-603
-660;-19;16;683;19;-660
-670;-18;16;683;18;-670
57;-43;14;677;43;57
374;-19;13;666;19;374
190;-25;25;658;?;190
218;-71;33;658;?;218
138;-26;21;666;26;138
102;13;13;671;-13;102
115;-1;17;666;1;115
93;14;16;668;-14;93
97;?;16;669;3;97
80;?;26;659;16;80
65;?;24;662;-24;65
72;?;12;670;-8;72
105;?;23;660;22;105
125;-8;27;660;8;125
95;7;11;676;-7;95
32;12;11;677;-12;32
24;1;18;667;-1;24
29;-9;17;666;9;29
-26;-2;23;661;2;-26
-24;0;23;659;0;-24
11;-14;18;659;14;11
0;-6;20;660;6;0
3;-9;22;667;9;3
3;-24;16;672;24;3
4;7;15;675;-7;4
-12;2;23;665;-2;-12
-50;-7;23;663;7;-50
-28;-2;20;673;2;-28
32;-31;26;664;31;32
17;8;28;656;-8;17
-35;51;21;669;-51;-35
-21;36;19;678;-36;-21
-11;56;23;675;-56;-11
-39;35;20;677;-35;-39
-29;-19;17;677;19;-29
-1;-1;17;672;1;-1
6;-2;14;679;2;6
-4;8;18;675;-8;-4
-4;-52;12;687;52;-4
15;-123;10;696;123;15
14;-241;-13;712;241;14
-15;-656;-45;721;656;-15
-41;-798;37;617;798;-41
3;-457;90;559;457;3
38;-241;141;459;241;38
47;478;251;235;-478;47
74;961;158;?;-961;74
37;38;-60;?;-38;37
25;-256;-147;?;256;25
54;-264;-27;?;264;54
37;-286;145;?;286;37
23;-391;98;?;391;23
15;-1071;-109;?;1071;15
11;-337;-172;?;337;11
10;39;-42;?;-39;10
-27;-191;44;?;191;-27
-48;194;27;591;-194;-48
-48;59;9;674;-59;-48
-98;44;9;688;-44;-98
-141;55;?;641;-55;-141
-179;-39;?;695;39;-179
-252;29;?;654;-29;-252
-198;17;?;670;-17;-198
-220;12;?;661;-12;-220
-289;4;?;654;-4;-289
158;7;?;660;-7;158
603;19;?;659;-19;603
434;25;?;666;-25;434
697;21;?;?;?;697
773;12;?;?;?;773
-73;13;?;?;-13;-73
-230;4;?;?;-4;-230
-269;6;?;?;-6;-269
66;14;?;?;-14;66
791;13;?;?;-13;791
504;23;?;?;-23;504
326;33;?;?;-33;326
242;28;?;?;-28;242
55;-12;?;?;12;55
94;-11;24;?;11;94
11;11;20;?;-11;11
-17;-18;18;?;18;-17
-19;-23;18;?;23;-19
18;-16;18;662;16;18
26;6;19;663;-6;26
1;25;19;665;-25;1
-11;24;19;663;-24;-11
-38;25;19;663;-25;-38
23;-6;20;663;6;23
10;-1;19;666;1;10
-21;-12;10;671;12;-21
-9;-30;10;670;?;-9
-39;-9;16;669;?;-39
-21;-19;18;664;?;-21
-12;-11;23;659;?;-12
-22;-22;19;663;?;-22
-36;-26;17;663;?;-36
-47;-8;24;659;?;-47
-38;-21;20;664;?;-38
-40;-21;20;664;?;-40
11;-23;21;663;?;11
54;-6;19;663;?;?
26;-1;21;663;?;?
16;9;19;663;?;?
44;46;15;664;?;?
46;46;15;664;-46;?
43;50;16;661;-50;?
85;21;14;670;-21;?
102;1;15;673;-1;?
67;12;19;661;-12;?
64;-10;20;660;10;?
69;-11;20;660;11;?
21;-11;20;658;11;21
-2;1;18;663;-1;-2
21;10;19;667;-10;21
7;-13;24;665;13;7
-27;-10;24;665;10;-27
-22;-7;17;669;7;-22
-7;-15;16;666;15;-7
-12;5;21;659;?;-12
-17;6;25;661;?;-17
-19;-22;19;668;?;-19
-28;-1;14;666;?;-28
-22;12;20;660;?;-22
-13;-33;20;659;?;-13
-24;-3;18;663;?;-24
-5;21;21;661;?;-5
36;3;23;658;?;36
17;32;19;663;?;17
-24;20;12;666;?;-24
-33;9;14;?;?;-33
-63;6;16;?;?;-63
-25;-10;18;?;?;-25
10;28;19;?;?;10
-45;37;13;?;-37;-45
-11;5;18;663;-5;-11
8;4;24;659;-4;8
15;-9;19;663;9;?
30;-19;21;663;19;?
-8;-10;18;666;10;?
17;-20;10;669;20;?
36;2;15;668;-2;?
36;18;19;663;-18;?
42;10;19;660;-10;?
14;11;20;662;-11;?
1;-11;14;664;11;?
-29;-22;15;659;22;?
-89;-10;?;654;10;?
-71;-13;?;661;13;?
4;-1;?;662;1;4
-1;13;?;657;-13;-1
9;12;?;658;-12;9
98;22;?;664;-22;98
131;16;?;672;-16;131
158;16;?;664;-16;158
85;23;?;656;-23;85
3;11;?;663;-11;3
-15;34;18;662;-34;-15
-165;59;22;661;-59;-165
-278;19;18;664;-19;-278
-407;-3;17;662;3;-407
-461;24;17;666;-24;-461
-324;48;17;672;-48;-324
-340;46;17;672;-46;-340
-373;24;12;673;-24;-373
-98;34;?;668;-34;-98
189;19;?;660;-19;189
-24;2;16;670;-2;-24
171;11;15;674;-11;171
729;-18;20;664;18;729
719;-25;18;672;25;719
1061;-16;15;675;16;1061
1090;-25;20;666;25;1090
539;-16;19;666;16;539
534;-10;16;665;10;534
433;-20;16;662;20;433
241;-22;13;660;22;241
313;-15;19;658;15;313
215;-4;23;657;4;215
150;1;18;658;-1;150
246;2;17;658;-2;246
162;11;18;658;-11;162
74;13;21;658;-13;74
72;12;24;657;-12;72
59;11;22;658;-11;?
60;14;24;657;-14;?
9;11;22;658;-11;?
-10;-8;15;665;8;?
1;-11;14;666;11;?
-39;-10;14;665;10;?
-39;-7;16;665;7;?
-17;3;21;663;-3;?
4;1;20;664;-1;?
43;1;20;663;?;?
2;2;21;663;?;?
14;1;20;663;?;?
37;1;20;663;?;?
-32;2;20;663;?;?
-38;1;20;664;?;?
-34;1;20;663;?;-34
-50;3;20;663;?;-50
-8;-2;21;663;?;-8
6;8;20;662;?;6
-37;25;18;659;?;-37
-40;23;18;660;?;-40
-19;23;18;660;?;-19
-31;24;18;659;-24;-31
-39;23;18;659;-23;-39
14;24;18;659;-24;14
38;23;18;660;-23;38
-16;23;18;660;-23;-16
-26;23;18;659;-23;-26
-1;23;18;659;-23;-1
-1;23;18;659;-23;-1
4;23;18;659;-23;4
-3;23;18;660;-23;-3
-29;23;18;660;-23;-29
-3;23;18;659;-23;-3
27;23;18;659;-23;27
-20;23;18;659;-23;-20
-33;23;18;659;-23;-33
-9;23;18;660;-23;-9
-19;23;18;660;-23;-19
12;23;18;659;-23;12
14;23;18;659;-23;14
-21;23;19;659;-23;-21
19;24;18;660;-24;19
52;23;15;660;-23;52
17;23;15;660;-23;17
-3;24;17;658;-24;-3
11;23;12;663;-23;11
7;24;20;653;-24;7
0;23;11;666;-23;0
0;23;17;658;-23;0
0;24;20;653;-24;0
5;12;-3;680;-12;5
-6;127;63;649;-127;-6
14;385;29;850;-385;14
15;170;106;612;-170;15
-19;-346;248;132;346;-19
-33;-268;34;518;268;-33
-108;63;-22;719;-63;-108
-158;167;49;610;-167;-158
-137;82;2;692;-82;-137
-217;-18;21;657;18;-217
-306;1;19;656;-1;-306
-304;-3;20;656;3;-304
-317;-21;23;656;21;-317
-241;-21;15;668;21;-241
-116;-15;18;660;15;-116
31;4;18;663;-4;31
140;12;20;660;-12;140
120;14;15;667;-14;120
182;7;21;662;-7;182
149;29;24;656;-29;149
289;22;20;661;-22;289
633;-23;25;659;23;633
600;9;21;661;-9;600
508;47;14;664;-47;508
443;29;19;660;-29;?
278;157;41;618;-157;?
-1327;671;12;604;-671;?
-396;1118;-8;604;-1118;?
2331;1303;0;658;-1303;?
952;1793;-67;721;?;?
312;1788;-12;600;?;?
690;2183;-386;1162;?;?
44;2155;-1011;1927;?;?
237;392;-259;1183;?;?
84;-675;?;315;?;84
54;-750;?;673;?;54
129;-1418;?;663;?;129
20;-2034;?;376;?;20
84;-2467;?;660;?;84
57;-3093;?;654;3093;57
42;-3105;-27;618;3105;42
22;-2459;-381;866;2459;22
-17;-1921;-307;792;1921;-17
-44;-2105;-666;1289;2105;-44
-79;?;-457;1720;1683;-79
-65;?;-735;1695;2018;-65
-629;?;-1398;2227;-7997;-629
354;?;-1073;2053;-3365;354
117;?;479;642;-331;117
112;?;340;770;-450;112
79;?;684;389;1315;79
18;-3153;872;109;3153;18
90;-3247;498;464;3247;90
34;-3408;790;157;?;34
84;-3287;540;416;?;?
94;-3905;-340;1042;?;?
79;-4426;-507;1046;?;?
48;-1153;119;1319;?;?
30;1124;23;1819;?;30
20;820;-513;2391;-820;20
-70;896;-332;2035;-896;-70
-64;171;-3;582;-171;-64
-30;0;20;380;0;-30
-128;207;4;593;?;-128
200;45;13;433;?;200
756;147;8;532;?;756
580;103;10;490;?;?
254;105;10;492;?;?
100;119;9;508;?;?
-511;107;11;487;-107;?
-621;111;10;503;-111;?
-623;109;10;493;-109;?
-503;109;10;498;-109;?
458;109;11;499;-109;?
634;113;7;492;-113;?
541;103;15;507;-103;?
451;121;1;?;-121;?
159;92;26;?;-92;?
187;22;98;?;-22;?
-72;23;100;650;-23;?
-15;-11;83;648;11;?
?;-49;77;673;49;?
?;-35;60;675;35;-5
?;-31;64;681;31;17
?;-20;65;673;20;59
?;-10;50;680;10;-93
?;-10;46;685;10;-156
?;-9;49;681;9;-82
-174;-10;47;684;10;-174
?;-9;48;681;9;-50
?;-10;45;675;10;379
?;-19;40;674;19;412
354;-21;38;675;21;354
597;-21;40;673;21;597
618;-19;37;676;19;618
715;-23;40;673;23;715
974;-42;45;665;42;974
976;-29;27;673;29;976
1348;-4;18;678;4;1348
1736;-57;27;670;57;1736
1703;-50;35;660;50;1703
2054;-64;16;665;64;2054
2196;-59;0;675;59;2196
1648;-9;6;677;9;1648
1487;-212;-5;664;212;1487
1579;-132;41;655;132;1579
1633;-378;-33;682;378;1633
1260;-327;18;678;327;1260
43;11;12;682;-11;43
42;-19;16;668;19;42
36;3;24;664;-3;36
71;8;24;669;-8;71
77;-22;22;668;22;77
59;4;17;674;-4;59
61;22;13;676;-22;61
16;-7;19;668;7;16
-38;-24;18;668;24;-38
-13;-8;14;670;8;-13
26;-23;19;669;23;26
14;-26;18;669;26;14
2;3;18;665;-3;2
19;12;25;665;-12;19
17;23;21;668;-23;17
0;15;20;664;-15;0
8;19;22;660;-19;?
25;17;22;662;-17;?
32;-22;24;664;22;?
23;-22;23;664;22;?
10;-19;25;662;19;?
28;-13;19;667;13;?
43;12;21;668;-12;?
11;7;27;662;-7;?
2;-10;20;664;10;?
-3;-2;16;669;2;?
-47;18;16;672;-18;?
-31;30;14;669;-30;?
-28;36;19;671;-36;?
-48;32;21;672;-32;?
-19;12;16;664;-12;-19
38;-4148;59;810;4148;38
26;-2832;-1344;3001;2832;26
44;-1493;-740;3082;1493;44
-4;-125;1080;2551;125;-4
-71;870;731;3446;-870;-71
-123;484;?;1139;-484;-123
-187;104;?;349;-104;-187
73;128;?;965;-128;73
409;-15;?;526;15;409
937;-54;?;775;54;937
1594;-20;?;672;20;1594
1617;-46;?;645;46;1617
1543;-63;?;704;63;1543
1691;-20;?;651;20;1691
1854;-18;?;690;18;1854
1724;-43;?;674;43;1724
1274;-20;?;681;20;1274
972;-1;?;681;1;972
655;-1;?;682;1;655
598;-27;?;691;27;598
836;-24;24;678;24;836
721;-11;26;668;11;721
462;-20;27;677;20;462
396;-2;29;669;2;396
310;1;27;?;-1;310
170;3;21;?;-3;170
30;-58;94;?;58;30
7;-705;183;548;705;7
-43;-1584;-189;874;1584;-43
4;-1338;74;809;1338;4
30;-864;317;?;864;30
-100;-735;64;?;735;-100
-120;-20;1101;?;20;-120
-186;1670;1100;?;-1670;-186
-69;2706;-648;480;-2706;-69
-809;1667;-639;1397;-1667;-809
-2310;273;207;624;-273;-2310
-31;100;11;720;?;-31
-28;68;2;708;-68;-28
-23;9;4;670;-9;-23
-36;40;24;697;-40;-36
-17;-37;5;?;37;-17
27;272;-109;?;-272;27
14;-457;7;?;457;14
42;-1233;201;?;1233;42
18;-891;328;?;891;18
6;-85;375;?;85;6
16;125;413;?;-125;16
4;54;371;?;-54;4
-28;86;416;?;-86;-28
-40;75;391;493;-75;-40
-2;24;56;590;-24;-2
-33;53;-17;657;-53;-33
-79;71;56;662;-71;-79
-39;67;13;663;-67;-39
-24;-16;23;666;16;-24
39;-23;20;668;23;39
42;-20;21;667;20;42
31;-1;22;664;1;31
-49;3;22;663;-3;-49
?;0;21;663;0;-35
?;2;23;663;-2;-52
?;1;21;664;-1;-171
?;1;13;666;-1;-184
?;2;12;666;-2;-188
?;1;13;665;-1;-211
?;3;12;666;-3;-311
?;215;12;477;-215;2628
635;111;116;703;-111;635
?;202;-42;654;-202;-502
?;177;40;672;-177;-395
?;152;23;687;-152;-759
?;159;2;676;-159;-288
541;141;27;696;-141;541
223;168;-6;710;-168;223
762;136;19;694;-136;762
1000;91;12;689;-91;1000
968;184;25;676;-184;968
2240;283;72;636;-283;2240
2864;491;16;674;-491;2864
6083;1350;63;593;-1350;6083
2053;2354;-1;676;-2354;2053
-4142;4002;128;527;-4002;-4142
629;5793;253;476;-5793;629
-316;6421;-933;1915;-6421;-316
-1852;6493;-1810;2907;-6493;-1852
876;2829;-765;2167;-2829;876
-97;-1782;735;857;1782;-97
119;-2270;1093;179;2270;119
146;-2866;822;432;2866;146
-73;-4085;809;475;4085;-73
133;-4400;458;632;4400;133
-53;-4767;319;625;4767;-53
30;-4601;127;855;4601;30
?;-3869;-736;1397;3869;21
?;-3799;-785;1356;3799;13
?;-4387;-976;1953;4387;-25
?;-4668;-1232;2275;4668;9
48;-3861;1640;2496;3861;48
-85;-729;1602;1307;729;-85
-73;3407;-1619;-1140;-3407;-73
119;4433;-174;-431;-4433;119
-477;3685;448;705;?;-477
-1270;4389;-456;606;?;-1270
204;2785;115;757;-2785;204
2193;-67;-69;692;67;2193
2181;64;12;697;-64;2181
1697;182;56;705;-182;1697
903;-47;-35;680;47;903
-259;160;42;699;-160;-259
-60;19;-5;689;-19;-60
700;83;12;693;-83;700
487;72;11;693;-72;487
?;54;10;693;-54;-53
?;76;10;692;-76;-161
?;59;10;692;-59;45
?;67;10;692;-67;-230
?;67;10;693;-67;-623
?;67;10;693;-67;-393
?;68;10;692;-68;-333
?;63;10;692;-63;-480
?;74;9;693;-74;-747
-515;56;11;692;-56;-515
352;23;19;693;-23;352
392;?;19;693;-23;392
232;?;16;691;-20;232
713;?;26;693;-23;713
682;?;17;678;20;682
163;?;29;693;-24;163
12;?;20;682;9;12
62;?;16;675;32;62
157;?;?;838;-522;157
138;?;?;934;-878;138
42;?;?;845;-524;42
60;?;?;748;-223;60
50;?;?;739;-360;50
47;?;?;747;-399;47
61;-161;68;609;161;61
13;-610;-142;517;610;13
-30;-625;-24;591;625;-30
-17;-689;-13;634;689;-17
25;-89;18;677;89;25
8;-78;23;661;78;8
-18;6;20;673;-6;-18
-55;-5;17;683;5;-55
-100;-77;12;684;77;-100
-90;-51;17;692;51;-90
-87;-56;14;680;56;-87
-125;-137;21;658;137;-125
-142;-212;54;644;212;-142
-147;-100;31;647;100;-147
-112;207;-6;657;-207;-112
-38;87;-9;653;-87;-38
-10;441;-55;699;-441;-10
-20;1427;-156;720;-1427;-20
-20;1103;-79;463;-1103;-20
-14;-179;149;166;179;-14
-9;-935;174;167;935;-9
-24;-1003;186;258;1003;-24
33;-1477;-77;644;1477;33
92;-1988;-270;1093;1988;92
86;-1061;270;907;1061;86
175;-508;416;902;508;175
213;-1113;243;1235;1113;213
208;-27;384;761;27;208
143;1200;260;307;-1200;143
-51;558;17;581;-558;-51
-67;349;3;666;-349;-67
4;304;-2;688;-304;4
2;14;-5;730;-14;2
-53;80;24;660;-80;-53
-60;28;8;688;-28;-60
21;-10;16;670;10;21
28;-33;23;664;33;28
16;-44;20;668;44;16
26;-21;23;659;21;26
20;-18;17;668;18;20
23;5;20;658;-5;23
22;13;20;658;-13;22
22;-7;20;667;7;22
22;-4;21;663;4;22
23;-2;24;656;2;23
20;-9;22;659;9;20
23;16;19;662;-16;23
23;34;18;662;-34;23
-11;26;15;665;-26;-11
-26;13;17;662;-13;-26
-6;-7;19;663;7;-6
32;12;21;661;-12;32
26;20;26;654;-20;26
-17;-27;25;657;27;-17
-17;-35;25;658;35;-17
-42;-27;21;660;27;-42
-36;-7;19;661;7;-36
5;13;19;660;-13;5
-23;1;14;666;-1;-23
-41;10;20;661;-10;-41
-42;14;28;656;-14;-42
-22;16;22;661;-16;-22
33;26;16;664;-26;33
18;22;18;663;-22;18
-19;23;17;664;-23;-19
7;24;17;664;-24;7
-12;22;17;663;-22;-12
-51;25;17;663;-25;-51
-48;21;17;663;-21;-48
-53;25;17;664;-25;-53
-51;23;17;664;-23;-51
-25;-5;19;664;5;?
-2;-13;19;663;13;?
-8;-8;19;663;8;-8
-25;-11;19;663;11;-25
-19;-9;19;664;9;-19
-40;-10;19;664;10;-40
-51;-10;19;663;10;-51
11;-10;19;663;10;11
-1;-8;19;663;8;-1
-13;-12;19;664;12;-13
21;-7;19;663;7;21
0;12;22;660;-12;0
9;14;22;659;-14;9
-3;12;22;659;-12;-3
-3;13;21;659;-13;-3
-10;402;-48;604;-402;-10
-20;87;-29;643;-87;-20
-19;-58;29;659;58;-19
-23;-70;100;624;70;-23
-13;6;82;618;-6;-13
-29;-143;163;608;143;-29
-39;-99;163;579;99;-39
?;346;-224;863;-346;-16
?;-58;-449;1286;58;-79
?;-94;-174;918;94;-78
?;324;0;632;-324;-98
-68;117;-35;822;-117;-68
-146;46;16;669;-46;-146
-313;19;33;626;-19;-313
-217;-7;15;681;7;-217
-687;55;17;653;-55;-687
-1045;14;12;676;-14;-1045
-435;21;20;658;-21;-435
-246;45;25;659;-45;-246
-522;0;26;658;0;-522
-1277;-1;18;663;1;-1277
-2541;48;15;666;-48;-2541
-895;36;11;664;-36;-895
1309;38;13;667;-38;1309
359;46;29;662;-46;359
108;14;26;664;-14;108
545;32;16;666;-32;545
-218;48;19;667;-48;-218
-819;47;16;675;-47;-819
-880;41;14;672;-41;-880
-855;3;18;669;-3;-855
-905;?;22;668;-16;-905
-564;?;27;664;-24;-564
-282;2;16;673;-2;-282
-426;7;13;672;-7;-426
-528;37;22;664;-37;-528
-527;38;8;679;-38;-527
-523;-21;7;681;21;-523
-531;-20;20;668;20;-531
-518;10;13;672;-10;-518
-534;-3;24;665;3;-534
-521;15;36;658;-15;?
-518;26;18;669;-26;-518
-557;?;23;664;24;-557
-458;?;26;666;56;-458
-687;?;20;667;21;-687
-727;?;22;664;-3;-727
25;1;16;673;-1;25
538;-6;14;672;6;538
704;-31;13;671;31;704
796;-17;22;668;17;796
679;-15;?;665;15;679
450;-35;?;673;35;450
503;-66;?;677;66;503
542;-117;?;672;?;542
462;-93;?;652;?;462
1140;-101;?;649;?;1140
714;-118;?;662;118;714
1457;-129;?;654;129;1457
3324;-185;?;639;185;3324
3380;-144;22;633;144;3380
4779;-127;22;652;127;4779
3695;-219;-34;694;219;3695
2074;-403;10;667;403;2074
2557;-551;-108;776;551;2557
680;-935;-270;913;935;680
24;-1717;-74;834;1717;24
286;-2193;-28;980;2193;286
19;-2312;108;1175;2312;19
215;-1830;363;1191;1830;215
3;-1978;580;1364;1978;3
20;-1930;561;1346;1930;20
165;117;-113;917;-117;165
125;540;-253;564;-540;125
126;-227;54;399;227;126
187;-345;-77;466;345;187
105;-873;-58;578;873;105
38;-885;42;582;885;38
116;-535;-87;775;535;116
43;-372;-79;846;372;43
-21;-566;-147;821;566;-21
-125;-323;-37;815;323;-125
-142;-532;-138;834;532;-142
74;-578;-162;841;?;74
166;1746;1039;500;?;166
419;2622;1493;361;?;419
402;2256;1308;423;?;402
171;2350;1347;404;?;171
470;2380;1372;402;?;470
486;2448;1413;394;?;486
294;700;378;615;-700;294
1274;-236;?;720;236;1274
2597;214;137;653;-214;2597
1746;-20;1;683;20;1746
717;31;40;668;-31;717
1791;37;49;668;-37;1791
2132;-37;20;669;37;2132
2136;87;52;656;-87;2136
3294;28;17;671;-28;3294
2394;100;43;657;-100;?
970;63;32;665;-63;?
1696;15;17;674;-15;?
1988;217;75;633;-217;?
2504;-249;-48;722;249;?
1211;770;150;574;-770;?
-850;2382;106;556;-2382;?
-193;3168;78;524;-3168;?
-300;5287;133;768;-5287;-300
-302;5471;-1016;2094;-5471;-302
235;2962;-218;1486;-2962;235
53;?;1405;-2;-362;53
123;?;1006;210;1760;123
17;?;800;369;2134;17
-1;?;726;471;2201;?
30;-3598;726;348;3598;?
10;-4064;632;346;4064;?
42;-4105;710;304;4105;?
6;-3813;-771;1535;3813;?
18;-1806;-2903;3544;1806;?
42;-317;-1673;3368;317;?
33;384;-403;2782;-384;?
31;200;546;592;-200;?
8;-328;943;-579;328;?
-56;-60;-506;1440;60;?
-55;-75;-459;1373;75;?
138;23;68;635;-23;?
391;110;-5;741;-110;?
614;-5;71;622;5;?
1223;58;23;688;-58;1223
1823;17;30;670;-17;1823
