InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit R-SHOE Compass
156.0;966.0;-204;267.0;-716.0;-158;153;842.0;-4
156.0;971.0;-244;252.0;-711.0;-144;153;863.0;-4
150.0;972.0;-186;240.0;-712.0;-136;152;887.0;-3
149.0;977.0;-175;?;-717.0;-135;151;921.0;-3
155.0;979.0;-87;?;-723.0;-126;152;945.0;-2
162.0;986.0;33;?;-730.0;-117;148;973.0;0
174.0;988.0;-189;?;-735.0;-116;147;999.0;2
197.0;989.0;-678;?;-740.0;-119;137;1022.0;6
224.0;993.0;-720;?;-743.0;-118;106;1050.0;13
267.0;999.0;-769;?;-752.0;-118;82;1070.0;17
314.0;1007.0;-1477;?;-763.0;-118;61;?;?
362.0;1009.0;-951;225.0;-776.0;-118;58;?;?
413.0;1016.0;102;248.0;-782.0;-119;61;?;?
454.0;1024.0;-131;261.0;-795.0;-119;69;1129.0;?
466.0;1041.0;-370;267.0;-810.0;-119;88;1130.0;?
448.0;1061.0;-459;268.0;-820.0;-119;99;1124.0;?
402.0;1088.0;-538;278.0;-838.0;-118;131;1110.0;-56
341.0;1110.0;-604;285.0;-865.0;-119;133;1093.0;-88
275.0;1124.0;-1088;284.0;-895.0;-118;174;1070.0;-99
209.0;1145.0;-991;281.0;-927.0;-118;158;1050.0;-101
141.0;1164.0;91;281.0;-958.0;-118;-130;1021.0;-94
76.0;1187.0;1158;278.0;-996.0;-118;-253;989.0;-87
26.0;1206.0;1117;273.0;-1023.0;-117;36;955.0;-83
-12.0;1227.0;-872;274.0;-1043.0;-116;206;919.0;-92
-35.0;1243.0;-792;278.0;-1064.0;-114;161;890.0;-109
-42.0;1255.0;-45;283.0;-1087.0;-112;171;868.0;-107
-28.0;1266.0;-2553;293.0;-1107.0;-110;174;859.0;-94
4.0;1273.0;-2051;305.0;-1128.0;-111;165;863.0;-91
51.0;1278.0;-21;326.0;-1146.0;-107;172;882.0;-93
106.0;1266.0;-214;342.0;-1156.0;-99;165;?;-93
166.0;1257.0;-119;353.0;-1158.0;-93;168;?;-94
235.0;1244.0;-201;367.0;-1147.0;-82;168;?;-94
277.0;1234.0;-266;383.0;-1127.0;-71;167;?;-94
297.0;1234.0;-174;383.0;-1095.0;-65;168;?;-94
295.0;1237.0;-230;383.0;-1049.0;-58;167;?;-94
282.0;1245.0;-189;384.0;-1000.0;-47;167;?;-94
264.0;1246.0;-198;386.0;-954.0;-38;167;?;-95
244.0;1251.0;-210;389.0;-927.0;-31;167;?;-96
226.0;1254.0;?;?;-915.0;-25;167;?;-97
202.0;1265.0;?;?;-913.0;-30;167;1585.0;-98
181.0;1273.0;?;?;-914.0;-38;167;1618.0;-99
156.0;1288.0;?;?;-914.0;-53;166;1628.0;-98
137.0;1299.0;?;?;-906.0;-52;166;1626.0;-97
124.0;1306.0;?;?;-901.0;-23;163;1620.0;-93
111.0;1313.0;?;?;-904.0;-14;155;1610.0;-81
109.0;1316.0;?;?;-908.0;-17;133;1604.0;-69
123.0;1323.0;?;?;-926.0;-14;93;1614.0;-60
145.0;1331.0;?;?;-942.0;-16;65;1624.0;-63
169.0;1344.0;-395;511.0;-954.0;-15;66;1630.0;-70
204.0;1353.0;-19;525.0;-967.0;-16;76;1630.0;-67
?;1365.0;-290;552.0;-986.0;-16;86;1617.0;-63
?;1375.0;-472;574.0;-1005.0;-16;100;1604.0;-57
?;1390.0;-405;588.0;-1023.0;-16;109;1568.0;-53
?;1399.0;-413;598.0;-1048.0;-16;145;1535.0;-43
?;1410.0;-564;623.0;-1086.0;-16;150;1502.0;-26
?;1423.0;-846;637.0;-1123.0;-17;161;1483.0;-24
?;1439.0;-206;644.0;-1150.0;-16;208;1453.0;-24
?;1455.0;730;652.0;-1179.0;-16;0;?;-22
?;1463.0;918;658.0;-1204.0;-17;-262;?;-22
?;1475.0;666;664.0;-1218.0;-18;-90;?;?
?;1487.0;573;663.0;-1226.0;-21;185;?;?
?;1494.0;1515;661.0;-1227.0;-27;185;?;?
?;1500.0;3109;656.0;-1234.0;-31;168;?;?
?;1498.0;3137;655.0;-1242.0;-43;185;?;?
-416.0;1500.0;858;653.0;-1238.0;-48;168;?;?
-426.0;1494.0;-562;650.0;-1227.0;-57;174;?;?
-426.0;1480.0;-123;640.0;-1204.0;-54;172;?;?
-409.0;1472.0;-108;629.0;-1174.0;-42;171;?;-16
?;1466.0;-233;630.0;-1144.0;-48;173;?;-15
?;1459.0;-125;625.0;-1102.0;-25;171;?;-15
?;1451.0;-178;625.0;-1058.0;-62;173;?;-15
?;1444.0;-158;627.0;-1002.0;-23;172;?;-15
?;1435.0;-165;625.0;-956.0;160;172;?;-15
?;1430.0;-144;625.0;-922.0;180;172;?;-16
?;1422.0;-140;628.0;-897.0;153;?;?;-16
?;?;-147;627.0;-884.0;200;?;?;?
?;?;-102;627.0;-880.0;154;169;?;?
?;?;-8;624.0;-864.0;199;169;?;?
?;?;-133;625.0;-839.0;181;167;?;?
?;?;-360;626.0;-826.0;-124;162;?;?
?;?;-346;628.0;-811.0;-215;155;?;?
-275.0;?;-711;635.0;-791.0;-155;117;?;?
-264.0;?;-856;643.0;-784.0;?;76;?;?
-261.0;?;-1123;651.0;-787.0;?;63;?;?
?;?;-1396;662.0;-791.0;?;62;?;?
?;1369.0;-288;667.0;-797.0;?;73;?;?
?;1365.0;81;671.0;-814.0;?;74;?;?
?;1365.0;-175;675.0;-828.0;?;94;?;?
?;1357.0;21;669.0;-847.0;?;125;?;?
-401.0;1357.0;-205;667.0;-867.0;?;135;?;-8
-457.0;1352.0;-538;669.0;-883.0;?;149;?;-61
-519.0;1350.0;-624;666.0;?;?;161;1256.0;-91
-565.0;1346.0;-107;663.0;?;?;168;1233.0;-83
-599.0;1345.0;45;663.0;?;?;172;1217.0;-65
-625.0;1344.0;1793;658.0;?;?;173;1200.0;-52
-645.0;1344.0;765;652.0;?;?;172;1179.0;-52
-653.0;1346.0;-231;642.0;?;-175;166;1160.0;-57
-651.0;1342.0;4113;636.0;?;-172;167;1145.0;-64
-648.0;1343.0;-35;626.0;?;-166;166;1139.0;-64
-630.0;1341.0;-2927;616.0;-992.0;-157;162;1129.0;-65
-611.0;1343.0;1019;611.0;-991.0;-150;161;1123.0;-71
-592.0;1338.0;-123;596.0;-972.0;-142;160;1114.0;-71
-562.0;1340.0;-238;580.0;-961.0;-133;160;1117.0;?
-534.0;?;171;568.0;-953.0;-125;160;1121.0;?
-521.0;?;-356;552.0;-939.0;-112;160;1128.0;?
-511.0;?;25;533.0;-924.0;-120;160;1142.0;?
-499.0;?;-178;524.0;-903.0;-113;160;1151.0;?
-500.0;?;-141;517.0;-868.0;-124;160;1176.0;?
-508.0;?;-135;509.0;-825.0;-135;160;1202.0;?
?;?;-153;511.0;-788.0;-124;159;1229.0;?
?;?;-57;504.0;?;-213;159;1246.0;?
?;?;-35;504.0;?;-52;159;1240.0;?
?;1332.0;18;503.0;?;210;157;1218.0;-71
?;1332.0;43;502.0;?;174;157;1184.0;-71
?;1331.0;-38;497.0;?;166;156;1124.0;-67
-468.0;1331.0;?;500.0;?;178;149;1058.0;-56
-452.0;1334.0;?;501.0;-630.0;155;137;990.0;-48
-436.0;1331.0;?;508.0;-617.0;171;95;947.0;-38
-415.0;1332.0;?;518.0;-617.0;162;52;926.0;-24
-393.0;1327.0;?;524.0;-626.0;163;51;923.0;-24
-373.0;1323.0;?;542.0;-637.0;164;62;937.0;-34
-353.0;1315.0;?;555.0;-662.0;162;76;985.0;-54
-362.0;1311.0;?;567.0;-666.0;164;91;1019.0;-73
-381.0;1307.0;-33;569.0;-655.0;164;110;1046.0;-63
-419.0;?;-61;571.0;-658.0;163;131;1080.0;-37
-471.0;?;-251;570.0;-650.0;163;140;1108.0;?
-535.0;?;-724;561.0;-641.0;164;148;1137.0;?
-589.0;?;-430;555.0;-640.0;160;158;1152.0;?
-633.0;?;-276;548.0;-636.0;163;162;1152.0;?
-667.0;?;322;543.0;-642.0;157;164;1152.0;?
-690.0;?;163;531.0;-646.0;165;163;1150.0;?
-711.0;?;-301;522.0;-653.0;165;161;1141.0;?
-714.0;?;390;510.0;-655.0;157;159;1132.0;?
-715.0;?;-1509;500.0;-656.0;190;161;1122.0;?
-709.0;?;-708;490.0;-657.0;40;?;1121.0;?
-696.0;?;1229;484.0;-648.0;-226;?;1115.0;?
-682.0;?;-415;476.0;-635.0;-113;?;1103.0;?
-672.0;1175.0;-105;467.0;-610.0;159;?;1102.0;?
-659.0;1178.0;143;464.0;-583.0;154;?;1102.0;?
-645.0;1176.0;-246;460.0;-558.0;111;?;1091.0;?
-636.0;1165.0;35;457.0;-536.0;140;?;1076.0;?
-619.0;1154.0;-119;455.0;-518.0;131;?;1045.0;?
-601.0;1140.0;-48;459.0;?;?;158;1006.0;?
-603.0;1135.0;-71;461.0;?;?;158;974.0;?
-614.0;1127.0;-80;464.0;?;?;158;919.0;?
-618.0;1121.0;-70;464.0;?;?;158;855.0;?
-626.0;1114.0;-34;468.0;?;?;158;769.0;?
-625.0;1103.0;-12;471.0;?;?;157;697.0;?
-616.0;?;54;471.0;?;?;156;638.0;?
-616.0;1082.0;89;472.0;?;?;156;581.0;?
-616.0;1076.0;-130;473.0;?;?;155;540.0;?
-607.0;1063.0;-77;473.0;?;?;?;513.0;?
-597.0;1051.0;-108;478.0;-423.0;?;?;504.0;?
-580.0;1036.0;205;484.0;-434.0;159;?;494.0;?
-559.0;1022.0;937;489.0;-442.0;159;?;504.0;?
-540.0;1007.0;710;494.0;-452.0;159;?;523.0;?
-508.0;987.0;291;504.0;-466.0;159;?;564.0;?
-472.0;971.0;129;506.0;-485.0;159;?;593.0;?
-444.0;955.0;-132;507.0;-494.0;159;?;601.0;?
-424.0;943.0;-226;504.0;-510.0;159;?;620.0;?
-412.0;931.0;-264;497.0;?;159;?;625.0;?
-411.0;925.0;-359;489.0;?;159;?;632.0;9
-415.0;920.0;-737;481.0;?;160;?;628.0;-22
-418.0;911.0;-1053;475.0;?;159;?;620.0;-80
-417.0;905.0;-224;467.0;?;162;?;613.0;-116
-410.0;897.0;-319;462.0;?;159;?;604.0;-119
?;893.0;-705;455.0;?;161;168;593.0;-123
?;886.0;1053;446.0;?;165;166;?;-127
?;881.0;1439;439.0;?;154;165;?;-127
?;880.0;794;432.0;?;179;167;?;-121
?;883.0;537;422.0;?;148;167;?;-117
?;886.0;-232;412.0;?;184;164;?;-118
?;894.0;-277;410.0;?;183;163;508.0;-118
?;909.0;-90;400.0;?;-106;162;503.0;-119
?;919.0;-126;392.0;?;-189;162;498.0;-120
?;931.0;-113;390.0;?;-109;163;504.0;-119
?;940.0;-106;386.0;?;-128;163;511.0;-120
?;951.0;-55;383.0;?;-99;163;539.0;-120
-259.0;957.0;-79;384.0;?;-92;163;585.0;-120
-243.0;967.0;-85;384.0;-593.0;-90;163;648.0;-119
-227.0;976.0;-50;378.0;-584.0;-86;163;730.0;-119
-211.0;?;43;380.0;-582.0;-85;163;816.0;-119
-193.0;?;-49;378.0;-584.0;-95;?;899.0;-119
-172.0;?;-12;377.0;-586.0;-127;?;973.0;-119
-139.0;?;55;373.0;-592.0;-134;163;1037.0;-119
-102.0;1017.0;-157;369.0;-599.0;-132;?;1081.0;-118
-64.0;1028.0;110;368.0;-600.0;-114;161;1120.0;-113
-24.0;1035.0;-69;367.0;-606.0;-109;158;?;-109
11.0;1047.0;-282;371.0;-616.0;-121;134;?;-95
56.0;1059.0;-218;375.0;-624.0;-114;81;?;-94
97.0;1072.0;-667;382.0;-640.0;-108;42;?;-115
137.0;1084.0;-165;390.0;-656.0;-107;45;?;-119
175.0;1097.0;255;400.0;-673.0;-106;61;?;?
199.0;1117.0;-31;418.0;-694.0;-107;72;?;?
195.0;1133.0;36;?;-707.0;-107;93;?;?
166.0;1158.0;33;?;-729.0;-107;120;?;-124
112.0;1184.0;11;438.0;-762.0;-107;137;?;-124
43.0;1204.0;-11;445.0;-788.0;-107;145;?;-123
-25.0;1220.0;-370;447.0;-807.0;-105;?;?;-105
?;1238.0;-521;452.0;-833.0;-104;?;?;?
?;1255.0;-656;454.0;-859.0;-103;?;?;?
?;1276.0;-78;454.0;-881.0;-102;?;?;?
?;1297.0;-503;455.0;-906.0;-102;?;1155.0;?
?;1309.0;-2266;449.0;-932.0;-103;?;1138.0;?
?;1322.0;854;445.0;-958.0;-96;?;1128.0;?
?;1332.0;3308;440.0;-975.0;-87;?;1125.0;?
?;1342.0;1007;438.0;-987.0;-82;?;1123.0;?
?;1347.0;306;441.0;-990.0;-79;?;1122.0;?
?;1358.0;95;443.0;-989.0;-70;?;1123.0;-33
?;1364.0;-185;438.0;-969.0;-51;?;1131.0;-32
-342.0;1368.0;27;440.0;-934.0;-36;?;1143.0;-32
-329.0;1369.0;?;439.0;-887.0;-26;?;1176.0;-31
?;1374.0;?;438.0;-848.0;-9;?;1232.0;-31
?;1379.0;?;437.0;-812.0;11;156;1303.0;-32
?;1380.0;?;439.0;-772.0;30;155;1366.0;-32
?;1381.0;?;440.0;-737.0;41;155;1416.0;-32
?;1380.0;?;442.0;-710.0;61;154;1434.0;-33
?;1379.0;-75;?;-698.0;96;155;1425.0;-33
?;1383.0;8;?;-687.0;123;154;1400.0;-33
?;1383.0;45;?;-678.0;135;153;1341.0;-34
?;1388.0;123;?;-665.0;143;154;1277.0;-32
?;1391.0;-92;?;-657.0;139;148;1212.0;-28
-264.0;1391.0;-303;456.0;-646.0;127;153;1174.0;-25
-251.0;1392.0;-140;459.0;-633.0;123;128;1153.0;-16
-232.0;?;-10;468.0;-628.0;123;92;1161.0;-12
-203.0;1394.0;-64;475.0;-631.0;120;85;1193.0;-14
-179.0;1392.0;-40;483.0;-650.0;119;58;1257.0;-5
-159.0;1393.0;86;491.0;-657.0;119;51;1313.0;?
-139.0;1389.0;?;502.0;-663.0;119;67;1342.0;?
-126.0;1390.0;?;511.0;-680.0;119;79;1373.0;?
-123.0;1388.0;?;512.0;-701.0;120;102;1386.0;?
-132.0;1388.0;?;515.0;-734.0;120;118;1385.0;?
-159.0;1387.0;?;513.0;-766.0;120;136;1374.0;?
-201.0;1382.0;?;513.0;-795.0;121;150;1360.0;?
-250.0;1381.0;?;510.0;-820.0;120;157;1349.0;?
-295.0;1375.0;?;?;-838.0;123;166;1332.0;?
-350.0;1374.0;?;?;-851.0;?;168;1315.0;?
-383.0;1368.0;?;?;-862.0;?;165;1300.0;?
-399.0;1364.0;?;?;-873.0;?;162;1290.0;?
-417.0;1360.0;?;?;-878.0;?;159;1277.0;-28
-426.0;1357.0;?;?;-884.0;?;160;1271.0;-29
-430.0;1352.0;-1490;?;-895.0;?;161;1266.0;?
?;1348.0;2396;?;-895.0;?;159;1261.0;?
?;1349.0;1091;?;-884.0;?;158;1263.0;?
?;1350.0;-318;?;-865.0;?;157;1258.0;?
?;1353.0;242;?;-841.0;?;156;1255.0;?
?;1350.0;-263;?;-799.0;?;156;1249.0;?
?;1353.0;15;?;-758.0;?;156;1246.0;?
?;1351.0;-74;?;-728.0;?;156;1253.0;-24
?;?;-91;?;-688.0;-93;156;1261.0;-23
?;?;-29;?;-651.0;-204;156;1267.0;-23
?;?;-98;?;-613.0;2;156;1256.0;?
?;?;-69;?;-590.0;214;155;?;?
?;?;-90;?;-581.0;158;155;?;?
?;1343.0;?;428.0;-576.0;172;155;?;?
?;1340.0;?;428.0;-579.0;180;154;?;?
-341.0;1339.0;?;429.0;-578.0;166;154;?;-20
-315.0;1338.0;?;431.0;-575.0;177;152;?;-18
-291.0;1337.0;?;433.0;?;166;152;?;-12
-269.0;1337.0;?;437.0;?;172;139;?;-3
-248.0;1333.0;?;443.0;?;170;94;?;4
-223.0;1331.0;?;450.0;?;169;50;?;12
-201.0;1327.0;?;465.0;?;170;39;?;17
-185.0;1326.0;?;476.0;?;169;49;?;16
-169.0;1320.0;?;485.0;?;170;63;?;14
-167.0;1320.0;-49;496.0;-656.0;170;81;?;6
-180.0;1323.0;-21;499.0;-667.0;170;102;?;-2
-208.0;1321.0;21;498.0;-687.0;172;124;1229.0;-14
-244.0;1319.0;-173;502.0;?;167;140;1208.0;-32
-299.0;1315.0;-422;502.0;?;176;146;1192.0;-40
-353.0;1317.0;-727;500.0;?;164;152;1175.0;-37
-413.0;1315.0;-603;502.0;?;175;161;1148.0;-35
-454.0;1314.0;-257;501.0;?;175;163;1134.0;-32
-475.0;1309.0;-996;495.0;?;154;163;1123.0;-26
-486.0;1306.0;-799;487.0;-801.0;223;162;1111.0;-24
-493.0;1302.0;2055;478.0;-808.0;29;161;1104.0;-26
-494.0;1297.0;2169;473.0;-808.0;-212;161;1092.0;-23
-488.0;1293.0;21;462.0;-809.0;-152;159;1094.0;-18
-486.0;1292.0;463;456.0;-810.0;-139;156;1099.0;-18
-484.0;1295.0;308;450.0;-801.0;-131;?;1099.0;-19
-478.0;1295.0;?;440.0;-784.0;-124;?;1097.0;?
-461.0;1291.0;?;433.0;-772.0;-85;?;1096.0;?
-444.0;1289.0;?;423.0;-749.0;-127;?;1096.0;?
-437.0;1289.0;-36;422.0;-721.0;-118;?;1106.0;?
-423.0;1288.0;-31;419.0;-695.0;144;?;1116.0;?
-414.0;1284.0;-12;421.0;-669.0;187;?;1123.0;?
-411.0;1283.0;?;420.0;-649.0;158;?;1123.0;?
-413.0;1280.0;?;422.0;-631.0;162;?;1122.0;?
-411.0;1280.0;?;423.0;-618.0;190;?;1129.0;?
-404.0;1277.0;?;424.0;?;169;?;1114.0;?
-393.0;1277.0;?;428.0;?;-130;?;1094.0;-15
-377.0;1271.0;?;431.0;?;-208;?;1058.0;-13
-356.0;1271.0;?;434.0;?;-144;?;1030.0;-8
-339.0;1268.0;?;438.0;?;?;?;1008.0;-3
-317.0;1264.0;?;444.0;?;?;134;990.0;13
-291.0;1264.0;?;454.0;?;?;85;986.0;35
-261.0;1257.0;?;470.0;?;?;52;1005.0;44
-232.0;1255.0;?;479.0;?;?;41;1032.0;46
-198.0;1251.0;?;495.0;?;?;44;1052.0;42
-166.0;1249.0;?;504.0;-669.0;?;58;1089.0;32
-142.0;1248.0;?;510.0;-679.0;?;75;1112.0;21
-142.0;1252.0;203;?;-675.0;?;92;1140.0;10
-159.0;1255.0;158;?;-685.0;?;112;1147.0;-4
-193.0;1252.0;-53;?;-695.0;?;131;1136.0;-36
-239.0;1260.0;-236;?;-705.0;?;141;1132.0;-76
-287.0;1263.0;-763;?;-718.0;?;149;1122.0;-92
-341.0;1269.0;-966;?;-736.0;?;157;1110.0;-98
-375.0;1270.0;-964;?;-752.0;?;158;1098.0;-94
-398.0;1275.0;-553;?;-767.0;?;162;1091.0;-61
-412.0;1276.0;1797;?;-780.0;?;161;1079.0;-53
-420.0;1278.0;1994;?;-793.0;?;156;1069.0;-77
-424.0;1281.0;-596;?;-804.0;?;157;1058.0;-83
-429.0;1281.0;-603;?;-813.0;?;157;1052.0;-80
-427.0;1286.0;522;?;?;?;155;1050.0;-88
-432.0;1287.0;50;?;?;?;153;1045.0;-95
-440.0;1295.0;-225;?;?;-110;152;1051.0;-96
-436.0;1295.0;0;?;?;-106;152;1055.0;-96
-435.0;1299.0;-79;?;?;-81;152;1069.0;-96
-445.0;1304.0;?;?;?;?;152;1093.0;-95
-456.0;1302.0;?;?;?;?;152;1124.0;-95
-472.0;1305.0;?;?;?;?;152;1158.0;-95
-498.0;1303.0;?;?;?;?;151;1191.0;-95
-521.0;1307.0;?;?;?;?;151;1226.0;-95
-539.0;1307.0;?;410.0;-627.0;199;151;1255.0;-96
-549.0;1310.0;?;412.0;?;152;151;1272.0;-97
-545.0;1308.0;?;411.0;?;152;150;1269.0;-98
-536.0;1310.0;-22;414.0;?;168;149;1242.0;-98
-521.0;1311.0;198;412.0;?;151;150;1212.0;-99
-504.0;1313.0;-101;416.0;?;161;148;1179.0;-94
-486.0;1317.0;183;418.0;?;143;148;1146.0;-90
-460.0;1318.0;-55;422.0;?;141;141;1118.0;-78
-417.0;1320.0;-417;430.0;-587.0;140;87;1106.0;-69
-369.0;1320.0;1629;?;-592.0;136;19;1116.0;-78
-324.0;1324.0;1058;?;-599.0;134;3;1124.0;-93
-283.0;1321.0;-532;458.0;-614.0;132;0;1146.0;-170
-255.0;1318.0;248;468.0;-623.0;132;15;1171.0;-120
-234.0;1313.0;163;484.0;-633.0;132;50;1203.0;62
-225.0;1312.0;108;491.0;-631.0;132;60;1217.0;59
-224.0;1307.0;117;487.0;-638.0;132;99;1214.0;?
-239.0;1300.0;-26;490.0;-643.0;133;?;1207.0;?
-271.0;1297.0;-288;488.0;-650.0;133;?;?;?
-320.0;1291.0;-927;476.0;-662.0;133;?;?;?
-368.0;1286.0;-1120;470.0;-669.0;134;?;?;?
-406.0;1275.0;-951;464.0;-674.0;?;150;?;?
-439.0;1264.0;-982;454.0;-682.0;?;152;?;?
-461.0;1251.0;-975;445.0;-686.0;?;147;?;-17
-468.0;1240.0;1569;434.0;-693.0;?;147;?;-16
-472.0;1229.0;-36;422.0;-698.0;?;147;?;-15
-473.0;1213.0;-4448;416.0;-704.0;?;147;?;-12
-467.0;1202.0;-1394;404.0;-705.0;?;145;?;-11
-462.0;1193.0;584;397.0;-696.0;?;143;?;-11
-464.0;1186.0;-270;385.0;-684.0;?;142;?;-11
-470.0;1185.0;324;379.0;-662.0;?;142;1121.0;-11
-477.0;1188.0;-85;373.0;-636.0;?;143;1116.0;-11
-488.0;1185.0;15;370.0;-615.0;?;143;1113.0;-10
-493.0;1178.0;74;370.0;-597.0;?;142;1109.0;-10
-497.0;1172.0;-90;367.0;-577.0;?;142;1104.0;-10
-506.0;?;29;370.0;-559.0;?;142;1098.0;-10
-517.0;?;-51;370.0;-543.0;83;142;1107.0;-10
-515.0;?;-47;375.0;-534.0;-176;141;1096.0;-9
-506.0;?;-15;379.0;-527.0;-161;140;1079.0;-9
-483.0;?;27;379.0;-527.0;-145;141;1037.0;-9
-452.0;?;109;382.0;-528.0;-170;138;1000.0;-7
-416.0;?;161;382.0;-523.0;-153;142;971.0;-6
-381.0;?;-57;385.0;-524.0;-160;134;?;-1
-344.0;?;-265;388.0;-523.0;-136;136;?;3
-300.0;?;-105;392.0;-527.0;-130;136;?;3
-256.0;?;620;401.0;-533.0;-126;61;?;12
-215.0;1154.0;1600;410.0;-545.0;-115;18;?;?
-172.0;1153.0;1295;420.0;-563.0;-114;?;?;?
-127.0;1150.0;434;425.0;-583.0;-112;46;1000.0;?
-92.0;1145.0;414;435.0;-601.0;-116;67;1059.0;?
-72.0;1145.0;306;440.0;-608.0;-117;86;1087.0;?
-71.0;1141.0;175;441.0;-628.0;-116;107;1092.0;?
-92.0;1139.0;126;443.0;-636.0;-117;122;1094.0;?
-132.0;1137.0;-519;446.0;-643.0;-118;127;1085.0;?
-179.0;1139.0;-882;444.0;-657.0;-116;134;1075.0;-83
-221.0;1138.0;-1139;440.0;-675.0;-118;140;1060.0;-88
-250.0;1136.0;-1300;439.0;-690.0;-119;144;1052.0;-75
-278.0;1130.0;-417;438.0;-708.0;-118;147;1040.0;?
-307.0;1127.0;-187;429.0;-721.0;-120;147;1029.0;?
-330.0;1128.0;-131;424.0;-726.0;-111;145;1017.0;?
-348.0;1122.0;-870;418.0;-733.0;-98;146;1001.0;?
-365.0;1117.0;-2189;412.0;-743.0;-94;145;995.0;?
-388.0;1115.0;-879;405.0;-738.0;-80;144;989.0;?
-421.0;1115.0;97;399.0;-733.0;-65;143;986.0;?
-455.0;?;-117;391.0;-710.0;-62;142;986.0;?
-475.0;?;83;389.0;-681.0;-40;142;998.0;?
-486.0;?;13;385.0;-657.0;-46;142;1016.0;?
-497.0;?;-13;386.0;-625.0;-39;142;1043.0;?
-498.0;?;-2;389.0;?;-27;142;1073.0;?
-490.0;?;-4;396.0;?;-79;142;1083.0;-115
-497.0;?;-2;398.0;?;43;142;1091.0;-116
-508.0;?;-52;402.0;?;184;142;1088.0;-116
-513.0;?;-34;404.0;?;148;142;1054.0;-117
-507.0;?;-20;411.0;?;153;142;992.0;-118
-495.0;1097.0;34;415.0;?;157;141;901.0;-118
-480.0;1095.0;195;420.0;?;146;141;821.0;-125
-465.0;1094.0;95;427.0;?;154;139;755.0;-117
-450.0;?;175;435.0;?;145;141;691.0;-127
-440.0;?;62;442.0;-499.0;144;139;643.0;-122
-428.0;?;86;455.0;-496.0;141;140;621.0;-123
?;?;549;467.0;-501.0;139;128;617.0;-155
?;?;-408;483.0;-512.0;?;66;623.0;-139
?;?;-432;494.0;-522.0;?;35;654.0;-215
?;?;585;504.0;-532.0;?;54;696.0;-93
?;?;201;519.0;-536.0;?;69;762.0;180
?;?;55;525.0;-547.0;?;91;795.0;131
-451.0;?;130;530.0;-562.0;?;106;799.0;64
-488.0;972.0;15;529.0;-578.0;?;118;797.0;53
-530.0;949.0;-143;528.0;-575.0;?;131;?;10
-574.0;925.0;-320;525.0;-567.0;?;134;?;18
-609.0;901.0;-790;519.0;-550.0;?;140;?;5
-630.0;872.0;-1085;512.0;-528.0;137;144;?;0
-638.0;?;-762;507.0;-503.0;137;144;?;1
-635.0;?;-1502;497.0;-476.0;138;142;?;-2
-628.0;?;-1118;488.0;-455.0;138;139;?;0
-615.0;?;1043;476.0;-434.0;140;140;?;1
-603.0;?;2401;469.0;-411.0;140;142;?;4
-591.0;?;2462;455.0;-390.0;138;142;?;4
-580.0;?;916;447.0;-370.0;141;141;?;7
-572.0;620.0;-154;436.0;?;144;140;?;9
-569.0;604.0;-30;418.0;-323.0;145;140;?;8
-563.0;593.0;-81;414.0;-293.0;145;140;565.0;8
-556.0;582.0;-72;?;-272.0;144;140;525.0;8
-552.0;566.0;-57;?;-264.0;145;140;480.0;8
-543.0;549.0;-28;?;-273.0;145;140;417.0;9
-533.0;536.0;-16;?;-286.0;153;139;356.0;9
-528.0;531.0;-81;?;-292.0;154;139;310.0;9
-524.0;522.0;-54;?;-296.0;165;139;257.0;9
-519.0;516.0;-2;?;-300.0;166;138;214.0;9
-512.0;505.0;-24;416.0;-305.0;163;138;?;9
-504.0;494.0;-7;419.0;-309.0;182;138;?;10
-490.0;480.0;111;420.0;-310.0;147;137;?;10
-480.0;466.0;128;419.0;-311.0;210;138;?;13
-468.0;451.0;77;418.0;-311.0;130;137;?;14
-453.0;432.0;-98;415.0;-305.0;-168;138;?;17
-439.0;414.0;-262;416.0;-304.0;-185;132;?;28
-424.0;394.0;373;419.0;?;-145;97;?;38
-406.0;376.0;1262;421.0;?;-179;51;?;36
-385.0;354.0;981;420.0;?;-156;36;?;33
-358.0;333.0;283;424.0;?;-167;51;?;30
-331.0;318.0;214;424.0;?;-164;68;75.0;25
-308.0;?;206;425.0;-357.0;-162;74;55.0;24
-289.0;?;83;423.0;-366.0;-165;93;46.0;16
-272.0;?;64;?;-374.0;-162;115;32.0;2
-256.0;?;-151;?;-378.0;-163;124;27.0;-11
-233.0;?;-399;?;-380.0;-162;130;12.0;-29
-207.0;?;-978;?;-387.0;-161;136;7.0;-54
-186.0;?;-1430;?;-387.0;-159;141;-5.0;?
-169.0;?;-808;?;?;-158;143;-12.0;?
-154.0;?;-1059;?;?;-156;142;-22.0;?
-147.0;?;-1629;?;?;-154;139;-31.0;?
-140.0;?;898;?;?;-151;138;-36.0;?
-131.0;?;2064;?;?;-147;140;-43.0;?
-119.0;?;-564;?;?;-146;140;-44.0;?
-101.0;?;-388;394.0;-432.0;-146;138;?;?
-92.0;348.0;602;387.0;-444.0;-143;137;?;?
