NMHC(GT);CO(GT);NO2(GT);NOx(GT);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);PT08.S3(NOx)
-200.0;?;-200.0;?;44.8;?;17.9;0.9104;947.0;752.0;1434.0;620.0;1068.0
-200.0;?;-200.0;-200.0;49.5;4.5;17.8;?;977.0;737.0;1450.0;686.0;1025.0
-200.0;-200.0;-200.0;?;?;4.9;?;0.9968;1025.0;761.0;?;700.0;1008.0
-200.0;-200.0;?;?;44.0;5.8;19.3;?;1040.0;804.0;1502.0;?;940.0
?;-200.0;-200.0;-200.0;68.4;?;14.7;1.1405;1013.0;?;1492.0;558.0;1041.0
?;-200.0;-200.0;-200.0;?;?;15.6;1.1577;1035.0;755.0;1521.0;608.0;997.0
-200.0;?;?;-200.0;54.0;7.0;17.7;?;1086.0;859.0;1595.0;?;?
-200.0;-200.0;-200.0;?;?;4.8;17.8;0.9466;967.0;753.0;?;?;1048.0
-200.0;?;-200.0;-200.0;44.4;5.4;17.8;0.8967;968.0;785.0;?;550.0;1011.0
?;-200.0;-200.0;?;44.3;?;17.8;0.8929;1004.0;827.0;?;?;972.0
-200.0;-200.0;?;-200.0;47.8;10.1;16.4;?;1132.0;981.0;1614.0;877.0;850.0
-200.0;?;-200.0;-200.0;51.6;10.2;15.6;?;1121.0;?;?;981.0;833.0
?;-200.0;-200.0;?;55.0;8.4;?;0.9228;1068.0;917.0;1570.0;832.0;889.0
-200.0;?;?;-200.0;?;8.9;13.8;0.9398;1123.0;937.0;1606.0;941.0;?
-200.0;-200.0;?;-200.0;62.1;8.8;13.8;?;1101.0;?;?;1022.0;845.0
?;?;-200.0;?;61.1;?;13.9;0.9656;997.0;835.0;1501.0;888.0;951.0
-200.0;-200.0;-200.0;-200.0;57.6;3.0;?;0.9684;875.0;654.0;1375.0;683.0;1172.0
-200.0;-200.0;-200.0;-200.0;60.1;1.8;14.4;?;815.0;569.0;1344.0;534.0;1361.0
-200.0;?;?;-200.0;63.2;1.3;13.8;0.9952;803.0;531.0;?;489.0;1462.0
-200.0;-200.0;-200.0;-200.0;62.9;1.8;14.2;1.0136;829.0;?;1357.0;?;1304.0
-200.0;-200.0;-200.0;-200.0;63.8;2.6;14.0;?;867.0;625.0;?;652.0;1213.0
-200.0;-200.0;-200.0;-200.0;67.4;9.8;?;?;1118.0;970.0;?;?;837.0
-200.0;-200.0;-200.0;-200.0;62.3;31.5;14.7;1.0351;?;1587.0;?;1678.0;523.0
-200.0;?;?;-200.0;?;35.2;16.0;1.0342;1598.0;1668.0;2617.0;1749.0;?
-200.0;4.4;117.0;257.0;51.1;?;17.8;1.0362;?;?;2051.0;1494.0;?
-200.0;2.5;107.0;178.0;?;13.4;?;1.0379;1132.0;1096.0;1808.0;1186.0;731.0
-200.0;2.1;95.0;?;44.1;11.7;?;1.0392;1108.0;1040.0;1748.0;1051.0;767.0
-200.0;2.4;93.0;137.0;42.4;13.4;20.7;?;1131.0;1097.0;1797.0;?;735.0
-200.0;2.2;104.0;139.0;40.6;12.9;?;0.9888;1105.0;?;1758.0;981.0;751.0
-200.0;2.2;?;130.0;39.7;13.4;?;1.0042;1120.0;1096.0;?;976.0;753.0
?;2.3;109.0;148.0;30.1;13.7;25.0;0.9394;?;1108.0;1731.0;932.0;800.0
-200.0;?;?;120.0;29.7;14.2;25.2;0.9371;1098.0;1124.0;1716.0;871.0;810.0
-200.0;?;?;132.0;32.0;17.8;?;0.91;1137.0;1234.0;?;990.0;749.0
-200.0;3.6;124.0;188.0;37.8;22.0;21.0;0.9298;1267.0;1352.0;1961.0;1196.0;651.0
-200.0;?;135.0;204.0;45.7;24.4;19.2;?;1319.0;1413.0;?;?;597.0
?;3.0;122.0;167.0;50.9;16.3;17.7;1.0232;1160.0;1189.0;1824.0;1151.0;698.0
-200.0;?;?;128.0;?;?;?;1.0167;?;1063.0;1703.0;1031.0;?
-200.0;1.7;?;?;56.2;9.6;15.8;1.0033;1025.0;963.0;1621.0;917.0;842.0
-200.0;1.1;86.0;88.0;56.5;6.4;?;?;953.0;830.0;1521.0;?;?
-200.0;0.9;?;77.0;?;?;?;?;959.0;812.0;1518.0;?;961.0
-200.0;0.4;53.0;36.0;59.8;2.8;?;1.0142;834.0;637.0;1362.0;699.0;?
-200.0;?;?;28.0;?;1.6;14.3;1.0031;787.0;549.0;1317.0;596.0;1366.0
-200.0;0.2;-200.0;-200.0;66.0;?;?;?;799.0;555.0;?;643.0;1327.0
-200.0;-200.0;53.0;46.0;70.5;1.8;11.4;0.9484;?;571.0;1335.0;704.0;1305.0
-200.0;?;48.0;55.0;68.0;3.6;?;0.9547;866.0;686.0;?;741.0;?
-200.0;?;64.0;135.0;70.4;?;?;0.9443;1035.0;917.0;1606.0;968.0;882.0
?;4.6;95.0;327.0;?;27.5;12.7;?;1469.0;1491.0;?;1561.0;?
-200.0;5.5;120.0;383.0;59.8;31.0;14.5;0.9795;1553.0;1575.0;?;1779.0;508.0
-200.0;?;153.0;?;?;26.0;?;?;1513.0;1455.0;2182.0;1822.0;554.0
-200.0;4.5;163.0;322.0;35.2;22.6;?;?;1395.0;?;2032.0;1675.0;605.0
-200.0;3.0;119.0;188.0;?;?;23.5;0.8435;1209.0;1248.0;1891.0;1295.0;712.0
-200.0;2.5;96.0;144.0;29.8;13.9;24.3;?;?;1115.0;1735.0;1091.0;?
?;2.3;?;132.0;?;14.4;23.8;0.9212;1140.0;?;1728.0;1023.0;765.0
-200.0;2.0;?;?;31.2;11.6;24.2;0.9257;?;1035.0;1643.0;877.0;826.0
-200.0;?;91.0;121.0;27.2;12.2;26.5;0.9282;1131.0;1058.0;1664.0;?;824.0
?;1.9;97.0;124.0;28.4;12.4;25.7;0.9248;?;?;1675.0;913.0;832.0
-200.0;?;125.0;188.0;27.5;21.1;26.3;?;1336.0;1326.0;1923.0;1255.0;674.0
-200.0;4.6;140.0;226.0;31.6;?;24.4;0.9545;?;1549.0;2233.0;?;?
?;6.3;?;266.0;35.3;34.3;23.1;0.9845;1650.0;1649.0;2345.0;1779.0;528.0
-200.0;5.0;159.0;269.0;?;26.1;21.1;?;1535.0;1458.0;2120.0;1735.0;568.0
-200.0;3.3;128.0;183.0;?;18.1;19.2;1.1516;1382.0;1243.0;1941.0;1511.0;?
-200.0;2.7;114.0;167.0;?;?;18.1;1.2072;1335.0;1122.0;?;?;673.0
?;2.2;100.0;?;58.8;12.4;17.3;?;1267.0;1064.0;1766.0;1348.0;706.0
-200.0;1.7;88.0;105.0;58.8;8.7;16.9;?;1122.0;?;?;1174.0;805.0
-200.0;0.8;67.0;54.0;57.6;?;17.6;?;986.0;771.0;1518.0;?;964.0
-200.0;0.8;65.0;58.0;63.9;4.6;15.6;?;966.0;?;1511.0;935.0;967.0
-200.0;0.6;-200.0;-200.0;?;?;14.9;1.1073;919.0;661.0;1468.0;838.0;1089.0
-200.0;-200.0;47.0;37.0;62.2;2.7;15.6;1.0961;?;632.0;1403.0;768.0;1132.0
-200.0;0.8;57.0;84.0;68.3;4.7;?;1.0884;967.0;749.0;?;881.0;996.0
-200.0;1.5;73.0;134.0;65.7;9.6;?;1.0804;1152.0;964.0;1705.0;1096.0;800.0
-200.0;4.1;95.0;279.0;62.2;23.6;?;1.0875;1500.0;1393.0;2163.0;1495.0;560.0
-200.0;?;?;333.0;56.8;37.4;17.0;1.0909;1754.0;1716.0;2667.0;1895.0;?
-200.0;?;121.0;?;52.4;26.6;18.8;1.1285;1558.0;1469.0;2281.0;1758.0;525.0
?;3.9;108.0;280.0;51.9;22.0;19.7;?;1446.0;1350.0;2140.0;?;?
-200.0;3.4;125.0;275.0;44.6;17.9;?;1.0872;1349.0;?;1964.0;1530.0;627.0
?;3.3;117.0;?;?;22.7;21.9;1.1265;1452.0;1371.0;2138.0;1622.0;?
-200.0;5.1;?;?;?;29.3;20.4;1.3205;?;1534.0;2413.0;1828.0;496.0
-200.0;3.1;126.0;236.0;67.0;14.7;17.4;1.325;?;1139.0;1894.0;1323.0;658.0
-200.0;2.5;114.0;183.0;64.0;12.6;17.1;1.2413;?;?;1797.0;1188.0;?
-200.0;2.4;123.0;162.0;61.1;12.7;?;?;1250.0;1074.0;1806.0;1166.0;724.0
-200.0;?;116.0;157.0;56.3;13.0;17.7;1.13;1222.0;1084.0;1797.0;1108.0;727.0
-200.0;2.9;107.0;136.0;48.6;?;17.4;0.9559;1159.0;1097.0;1709.0;995.0;?
-200.0;3.4;123.0;166.0;43.7;14.8;17.6;0.8698;1192.0;1143.0;1767.0;1108.0;?
-200.0;2.2;112.0;136.0;47.2;9.4;16.7;0.892;1074.0;954.0;1570.0;956.0;846.0
?;1.6;101.0;112.0;45.6;6.9;16.8;0.8636;984.0;?;1452.0;817.0;959.0
-200.0;?;?;87.0;?;5.2;16.1;0.946;970.0;773.0;?;658.0;1026.0
?;1.3;88.0;86.0;57.1;5.7;?;0.996;987.0;800.0;1462.0;658.0;989.0
-200.0;?;96.0;98.0;50.2;6.5;16.2;0.9156;1003.0;836.0;1455.0;?;?
-200.0;1.2;75.0;?;50.5;4.7;?;0.938;933.0;747.0;1405.0;569.0;1045.0
-200.0;0.6;47.0;?;52.8;?;16.2;0.9626;859.0;620.0;?;?;1201.0
-200.0;0.4;-200.0;-200.0;53.7;1.4;16.0;0.9723;815.0;538.0;1272.0;?;1412.0
-200.0;-200.0;25.0;?;53.0;1.0;16.2;0.9672;792.0;501.0;1252.0;354.0;1554.0
-200.0;0.4;49.0;?;?;?;16.2;0.9799;835.0;560.0;?;407.0;1409.0
-200.0;?;?;86.0;55.3;4.5;15.9;?;975.0;736.0;?;611.0;1069.0
-200.0;2.0;106.0;?;55.6;9.4;16.2;1.0151;1133.0;957.0;1652.0;944.0;?
-200.0;3.6;?;264.0;59.3;17.9;16.0;1.0711;1347.0;1237.0;?;1328.0;645.0
-200.0;2.4;119.0;211.0;55.6;10.6;?;1.042;1122.0;1000.0;?;?;783.0
-200.0;2.4;?;?;51.8;11.0;17.4;1.022;1152.0;?;1714.0;?;774.0
-200.0;?;?;139.0;49.7;7.2;?;0.9944;1020.0;866.0;1554.0;799.0;907.0
?;1.9;?;138.0;52.8;8.7;17.2;1.0236;1066.0;927.0;1608.0;804.0;846.0
?;?;?;142.0;?;11.1;?;1.0268;?;1016.0;?;?;789.0
-200.0;1.7;93.0;131.0;45.0;7.9;19.5;1.0114;1056.0;894.0;1576.0;771.0;891.0
-200.0;2.1;98.0;132.0;45.5;9.8;?;1.0189;1084.0;970.0;1626.0;845.0;?
-200.0;3.1;123.0;?;44.3;?;19.8;?;1288.0;1191.0;1910.0;1192.0;?
-200.0;4.6;?;228.0;43.1;22.6;20.3;?;?;?;?;?;?
-200.0;4.5;148.0;?;44.4;20.2;?;1.0457;1374.0;1303.0;2036.0;?;?
-200.0;3.9;133.0;204.0;47.9;?;19.8;1.092;1378.0;1342.0;?;1489.0;612.0
-200.0;4.6;141.0;?;52.3;21.2;?;1.1486;1428.0;?;2102.0;1602.0;?
-200.0;3.3;131.0;208.0;54.7;?;?;1.1336;?;1176.0;?;?;656.0
-200.0;?;121.0;158.0;55.0;12.0;?;1.1097;?;1049.0;?;1274.0;746.0
?;3.3;123.0;?;56.4;?;?;?;1300.0;1221.0;1946.0;1401.0;?
?;2.5;107.0;152.0;57.8;15.0;17.3;?;1246.0;1150.0;1873.0;1354.0;654.0
-200.0;2.1;104.0;?;57.5;11.1;16.8;1.0912;1141.0;1017.0;1690.0;1188.0;740.0
-200.0;1.3;91.0;75.0;57.0;6.9;16.3;1.0484;?;853.0;1538.0;975.0;883.0
-200.0;1.0;-200.0;-200.0;56.3;5.1;?;?;938.0;769.0;?;?;978.0
?;?;87.0;74.0;59.9;6.1;?;1.0498;988.0;814.0;1512.0;?;?
-200.0;?;?;116.0;58.3;6.5;16.0;?;983.0;833.0;1524.0;?;894.0
-200.0;1.5;95.0;118.0;52.3;8.4;17.2;1.0169;1033.0;917.0;?;905.0;882.0
-200.0;3.7;140.0;272.0;49.4;22.8;?;?;1388.0;1372.0;2105.0;1449.0;601.0
-200.0;-200.0;?;-200.0;45.6;?;20.0;1.0524;1512.0;?;?;1725.0;527.0
-200.0;?;?;258.0;37.9;13.6;?;?;1148.0;1104.0;1713.0;1301.0;723.0
-200.0;2.5;113.0;186.0;32.4;11.1;?;0.887;?;1019.0;1618.0;?;?
?;1.9;101.0;?;25.6;10.0;25.5;0.8218;987.0;979.0;1515.0;962.0;923.0
-200.0;2.0;97.0;?;23.6;10.5;?;?;?;998.0;1523.0;862.0;905.0
-200.0;?;114.0;148.0;20.8;13.0;27.7;?;1072.0;1084.0;1622.0;?;843.0
-200.0;2.1;110.0;147.0;21.6;12.5;27.1;0.7618;?;1068.0;1573.0;993.0;?
-200.0;2.1;?;123.0;20.2;11.4;28.4;0.7697;?;1029.0;1540.0;?;907.0
-200.0;2.3;119.0;138.0;?;13.1;28.1;0.8184;?;1086.0;1584.0;?;882.0
-200.0;?;?;162.0;22.3;14.9;27.6;0.8116;?;1145.0;1647.0;1011.0;836.0
-200.0;4.1;144.0;214.0;?;19.1;25.2;?;1239.0;1272.0;?;1380.0;748.0
-200.0;?;?;230.0;25.1;21.8;?;0.7636;1302.0;1346.0;?;1698.0;706.0
?;3.5;148.0;?;?;16.1;23.1;0.7575;1181.0;1183.0;1711.0;1432.0;792.0
-200.0;?;119.0;128.0;28.6;11.6;22.0;0.7483;1068.0;1037.0;1567.0;1217.0;869.0
-200.0;?;111.0;138.0;34.5;12.4;20.8;0.8365;1135.0;1065.0;1630.0;?;?
-200.0;1.9;115.0;126.0;35.3;?;20.4;0.8352;1121.0;?;1505.0;1255.0;?
-200.0;1.9;103.0;?;38.3;9.7;?;?;1131.0;965.0;1520.0;?;843.0
-200.0;1.2;81.0;?;40.5;5.7;18.0;0.8271;947.0;798.0;?;?;?
-200.0;1.0;71.0;55.0;43.4;5.4;17.4;0.8553;935.0;786.0;1389.0;954.0;964.0
-200.0;1.1;-200.0;-200.0;50.6;5.6;14.8;0.8489;941.0;792.0;1397.0;889.0;975.0
-200.0;?;58.0;48.0;51.4;4.4;14.6;0.8489;?;?;1324.0;808.0;1043.0
-200.0;0.5;44.0;33.0;46.9;2.8;?;0.8329;839.0;638.0;?;643.0;1171.0
-200.0;0.6;?;?;49.7;3.9;?;0.8552;873.0;?;?;756.0;1091.0
-200.0;1.4;68.0;106.0;?;9.1;?;0.8564;?;942.0;?;1067.0;890.0
-200.0;2.6;108.0;208.0;?;13.6;17.6;0.8647;1187.0;1104.0;1721.0;1391.0;727.0
-200.0;?;117.0;193.0;37.4;15.8;?;0.8807;1249.0;1174.0;?;1486.0;712.0
-200.0;2.6;127.0;191.0;30.3;12.7;23.1;0.8425;1157.0;1072.0;1653.0;1327.0;?
-200.0;1.6;93.0;113.0;24.2;?;?;0.7568;988.0;924.0;1463.0;835.0;1015.0
-200.0;1.7;94.0;111.0;23.5;9.4;25.6;0.7611;1025.0;955.0;1457.0;?;997.0
-200.0;1.7;87.0;106.0;22.6;?;25.5;0.7288;?;947.0;1460.0;815.0;998.0
-200.0;?;75.0;82.0;21.1;6.4;?;0.7023;916.0;829.0;1333.0;621.0;?
-200.0;1.4;81.0;79.0;19.4;8.3;28.2;0.7303;965.0;910.0;1389.0;?;1056.0
-200.0;1.4;86.0;?;?;8.1;?;?;985.0;?;1437.0;712.0;1059.0
-200.0;1.7;?;104.0;22.7;?;26.0;?;1026.0;920.0;1455.0;746.0;1037.0
-200.0;2.3;117.0;148.0;?;11.0;23.8;0.7858;1125.0;1016.0;1564.0;991.0;910.0
-200.0;2.5;120.0;158.0;28.7;12.1;23.0;?;1159.0;1054.0;1603.0;?;878.0
-200.0;3.3;149.0;234.0;31.8;15.0;?;0.8191;?;1149.0;?;1304.0;780.0
?;2.2;124.0;163.0;33.2;10.2;20.9;0.8098;1101.0;986.0;1574.0;1100.0;852.0
-200.0;1.6;97.0;95.0;34.3;9.9;20.2;0.8017;1101.0;?;1552.0;1001.0;879.0
-200.0;2.6;112.0;146.0;37.0;12.0;19.6;0.8325;1183.0;1049.0;1594.0;?;762.0
-200.0;2.3;95.0;102.0;40.9;10.5;18.1;0.8441;?;?;?;?;822.0
-200.0;1.5;88.0;?;43.3;7.1;17.0;0.8341;998.0;859.0;?;1045.0;919.0
?;?;54.0;?;?;4.6;16.7;0.8193;911.0;743.0;1370.0;?;1052.0
?;0.8;-200.0;-200.0;?;4.2;15.9;0.8009;875.0;721.0;1328.0;683.0;1083.0
-200.0;-200.0;43.0;30.0;45.5;2.6;15.2;0.783;808.0;630.0;1256.0;?;1234.0
-200.0;0.4;45.0;32.0;50.1;2.2;?;?;?;599.0;1235.0;564.0;?
-200.0;0.4;47.0;34.0;?;2.0;14.2;0.8025;?;581.0;1256.0;602.0;1326.0
?;0.8;58.0;57.0;51.4;4.2;13.8;0.8059;?;721.0;1353.0;785.0;1069.0
-200.0;0.9;69.0;73.0;45.1;5.2;16.3;?;975.0;774.0;1393.0;878.0;1001.0
-200.0;?;89.0;119.0;35.4;8.2;19.2;0.7812;1047.0;908.0;1458.0;981.0;913.0
-200.0;?;105.0;?;21.1;9.8;25.5;0.677;1053.0;970.0;1473.0;?;930.0
?;1.6;92.0;96.0;?;7.9;28.2;0.7164;?;897.0;1400.0;780.0;1013.0
-200.0;1.4;82.0;80.0;19.8;7.7;29.5;0.8013;?;889.0;1405.0;684.0;?
-200.0;?;56.0;45.0;19.4;?;30.6;0.8348;941.0;753.0;1311.0;?;1173.0
-200.0;0.9;60.0;45.0;22.0;5.3;29.9;0.9181;991.0;776.0;1375.0;468.0;1122.0
-200.0;1.2;64.0;?;21.9;7.1;31.5;0.997;1117.0;862.0;1476.0;530.0;995.0
-200.0;1.4;85.0;66.0;?;9.2;31.2;1.0987;1217.0;947.0;1566.0;?;887.0
-200.0;?;107.0;95.0;26.5;10.1;30.4;1.1347;1248.0;982.0;1617.0;746.0;880.0
-200.0;1.8;?;99.0;33.5;9.9;?;1.1602;1242.0;973.0;1632.0;819.0;856.0
-200.0;?;125.0;147.0;37.4;?;?;?;1403.0;1151.0;1820.0;1125.0;747.0
-200.0;?;118.0;129.0;39.4;?;23.7;1.1381;1238.0;?;1648.0;1013.0;833.0
-200.0;1.6;95.0;96.0;37.0;?;22.9;1.0197;1093.0;858.0;1495.0;816.0;975.0
-200.0;1.4;97.0;?;36.3;?;20.8;0.8775;1034.0;805.0;?;750.0;?
-200.0;1.4;?;88.0;28.5;5.6;?;0.6686;934.0;795.0;1328.0;673.0;?
-200.0;1.4;85.0;89.0;?;?;19.6;0.5974;913.0;785.0;?;692.0;1110.0
?;0.9;67.0;?;25.9;3.7;19.1;0.5673;835.0;691.0;1182.0;517.0;1265.0
-200.0;0.5;?;25.0;27.6;1.8;18.4;0.5799;773.0;568.0;1113.0;392.0;1474.0
?;0.4;?;-200.0;?;1.4;17.4;?;771.0;?;1110.0;360.0;?
-200.0;?;40.0;28.0;34.1;?;16.3;0.6257;805.0;?;?;409.0;?
-200.0;0.5;75.0;65.0;36.5;3.5;15.8;0.6535;930.0;684.0;1220.0;?;1059.0
-200.0;1.3;102.0;132.0;38.1;7.0;16.0;0.6879;1009.0;859.0;1420.0;1016.0;944.0
-200.0;2.6;113.0;216.0;?;14.4;17.6;0.6965;1196.0;?;?;?;?
-200.0;?;142.0;?;31.2;8.9;18.5;0.6611;1010.0;937.0;1444.0;949.0;?
-200.0;1.8;?;140.0;28.5;?;19.8;0.652;990.0;924.0;1404.0;861.0;974.0
-200.0;1.7;94.0;141.0;24.1;8.5;22.3;0.6394;988.0;918.0;?;850.0;1007.0
-200.0;1.5;?;123.0;21.7;8.3;24.2;0.6451;?;?;1396.0;788.0;1028.0
-200.0;1.9;97.0;129.0;?;?;?;0.6516;1029.0;983.0;1470.0;879.0;950.0
-200.0;1.7;88.0;115.0;19.5;9.1;25.8;0.6392;984.0;945.0;1423.0;747.0;990.0
-200.0;1.5;86.0;104.0;18.9;8.5;26.3;0.6344;985.0;919.0;1387.0;?;1028.0
-200.0;1.7;99.0;?;18.6;7.7;?;0.608;?;?;1363.0;695.0;1054.0
-200.0;1.7;95.0;138.0;19.4;9.0;25.7;0.6304;1020.0;941.0;1425.0;756.0;1016.0
-200.0;2.4;105.0;135.0;?;13.4;?;0.5909;1106.0;1097.0;1552.0;941.0;902.0
-200.0;3.1;121.0;163.0;19.8;?;24.3;0.5933;?;1168.0;1644.0;1021.0;?
-200.0;3.4;125.0;180.0;?;17.8;23.5;0.5937;1215.0;1234.0;1735.0;1167.0;796.0
-200.0;3.0;122.0;170.0;24.0;12.7;22.0;0.6263;1094.0;1072.0;1545.0;1105.0;?
?;1.2;81.0;?;26.2;6.4;21.1;?;?;?;1350.0;712.0;?
-200.0;?;73.0;?;28.8;?;20.9;0.7014;964.0;?;1398.0;735.0;1014.0
-200.0;1.3;?;79.0;31.2;7.4;20.2;0.7304;1003.0;872.0;?;851.0;988.0
-200.0;1.0;?;53.0;?;5.2;20.0;0.7262;?;774.0;1323.0;706.0;?
-200.0;0.4;59.0;?;32.3;2.4;20.8;0.7813;?;609.0;1286.0;643.0;1276.0
-200.0;0.3;50.0;30.0;34.5;2.0;?;0.7954;?;582.0;1264.0;608.0;1310.0
-200.0;0.2;?;-200.0;32.9;?;?;?;812.0;?;1233.0;469.0;?
-200.0;-200.0;?;15.0;?;1.5;18.3;?;832.0;?;1254.0;469.0;1320.0
-200.0;0.5;37.0;38.0;44.6;3.1;17.0;0.8593;?;?;1361.0;?;1155.0
-200.0;0.9;54.0;68.0;45.3;6.3;17.1;0.8784;1022.0;825.0;1487.0;931.0;931.0
?;2.7;94.0;192.0;46.5;19.3;?;0.901;?;?;1970.0;?;628.0
?;6.5;139.0;?;39.7;38.9;18.8;0.8547;1745.0;?;?;?;484.0
-200.0;3.2;115.0;225.0;38.1;14.6;20.3;0.8946;1326.0;1137.0;1760.0;1550.0;?
-200.0;?;119.0;?;27.0;12.3;25.3;0.8565;1215.0;1062.0;1650.0;?;794.0
-200.0;1.9;103.0;140.0;22.8;11.0;27.4;0.8219;1138.0;?;?;1115.0;854.0
-200.0;2.7;123.0;162.0;20.0;15.4;30.0;0.8338;1244.0;?;?;1189.0;?
-200.0;2.9;126.0;173.0;19.1;17.0;30.9;?;1261.0;1210.0;1769.0;1200.0;736.0
-200.0;2.0;106.0;121.0;20.2;12.5;30.6;0.8719;?;?;1663.0;965.0;?
-200.0;2.3;127.0;133.0;18.9;13.8;32.2;0.8964;1208.0;1111.0;1653.0;1018.0;783.0
-200.0;?;?;96.0;?;10.1;31.7;?;?;981.0;?;775.0;862.0
-200.0;3.0;130.0;141.0;20.5;?;30.9;0.8996;?;1278.0;?;1193.0;?
-200.0;4.4;160.0;221.0;?;22.7;?;?;?;1371.0;1988.0;?;664.0
?;4.7;162.0;232.0;27.0;?;25.8;0.8821;1440.0;?;2068.0;?;635.0
-200.0;3.4;135.0;174.0;30.0;15.8;?;0.8633;1232.0;1173.0;1750.0;1284.0;751.0
?;2.4;?;138.0;?;?;?;0.8806;1159.0;1061.0;1648.0;?;812.0
-200.0;1.2;75.0;65.0;36.5;8.7;21.1;0.9019;1081.0;929.0;1518.0;?;910.0
-200.0;1.7;96.0;?;?;?;20.2;0.9016;1083.0;911.0;1507.0;?;883.0
?;1.2;84.0;70.0;43.0;7.7;19.3;0.9535;1069.0;887.0;1542.0;?;859.0
-200.0;?;68.0;44.0;43.6;4.2;?;0.9591;940.0;724.0;?;867.0;1012.0
-200.0;0.5;?;?;?;3.0;18.4;0.9599;901.0;653.0;1367.0;822.0;1094.0
?;0.3;?;-200.0;44.3;1.8;18.7;0.9453;848.0;571.0;1297.0;624.0;1224.0
?;-200.0;52.0;33.0;51.4;2.2;16.3;0.9468;846.0;598.0;?;669.0;1211.0
-200.0;0.3;46.0;32.0;49.2;2.2;17.0;0.9459;848.0;598.0;?;628.0;1219.0
-200.0;?;54.0;46.0;?;5.7;?;0.9612;980.0;?;1462.0;810.0;983.0
?;?;94.0;173.0;53.4;20.9;16.4;0.9863;?;1321.0;2044.0;?;618.0
-200.0;6.2;155.0;320.0;46.8;36.7;?;0.99;?;1701.0;2545.0;2018.0;?
-200.0;?;165.0;294.0;41.1;22.0;21.0;1.0104;1475.0;1351.0;?;1696.0;625.0
-200.0;2.6;134.0;182.0;?;13.4;26.4;0.9785;?;?;1711.0;1340.0;772.0
-200.0;2.1;122.0;?;?;11.5;27.7;?;1156.0;1034.0;1640.0;1123.0;?
-200.0;?;113.0;?;22.1;13.4;30.1;?;?;1097.0;1688.0;971.0;796.0
-200.0;?;115.0;116.0;?;15.2;31.0;1.0144;1233.0;1154.0;?;1000.0;746.0
-200.0;2.1;118.0;121.0;22.6;13.0;?;1.0012;?;1083.0;1702.0;891.0;792.0
-200.0;2.3;125.0;116.0;21.0;?;?;0.959;1215.0;?;1715.0;?;784.0
?;2.5;135.0;144.0;24.7;?;30.4;1.0526;?;1165.0;1774.0;975.0;747.0
?;3.4;149.0;?;26.3;?;28.8;1.0271;1358.0;1278.0;1899.0;1192.0;689.0
?;4.3;162.0;214.0;30.1;21.9;26.4;1.0204;1379.0;1349.0;1961.0;1373.0;645.0
-200.0;3.8;?;191.0;31.5;21.1;24.7;0.9672;1379.0;1326.0;1961.0;1307.0;659.0
-200.0;?;154.0;205.0;36.5;18.4;22.9;1.0083;1373.0;?;1889.0;1325.0;670.0
-200.0;2.0;?;110.0;?;9.3;20.8;1.0155;?;950.0;1592.0;918.0;823.0
-200.0;1.7;?;95.0;47.1;9.0;19.7;1.0666;?;940.0;1622.0;877.0;?
?;?;122.0;126.0;?;?;18.9;1.1313;1255.0;963.0;1665.0;1024.0;781.0
?;1.5;102.0;90.0;50.1;8.2;18.5;1.0539;1164.0;908.0;1574.0;1019.0;821.0
-200.0;0.8;73.0;48.0;53.0;5.8;18.0;1.0832;1046.0;803.0;1490.0;823.0;900.0
-200.0;0.5;?;38.0;?;?;18.4;1.0819;956.0;661.0;1398.0;701.0;1043.0
-200.0;0.3;-200.0;-200.0;46.2;1.7;19.8;1.056;885.0;565.0;1329.0;542.0;1217.0
-200.0;?;26.0;14.0;47.7;1.6;?;?;877.0;549.0;1317.0;463.0;?
-200.0;?;35.0;26.0;54.1;?;17.3;1.0582;?;609.0;1363.0;533.0;?
-200.0;?;?;?;59.0;6.6;?;1.0495;1086.0;837.0;1553.0;906.0;885.0
?;2.8;97.0;?;55.9;19.6;16.6;1.0486;?;1286.0;2053.0;1447.0;593.0
-200.0;5.4;146.0;?;52.8;32.9;18.7;1.1279;1763.0;1617.0;2503.0;1835.0;489.0
-200.0;4.0;83.0;149.0;46.4;18.1;20.7;1.1227;1462.0;1242.0;1961.0;?;637.0
-200.0;?;?;155.0;30.0;?;?;0.9972;?;1062.0;1707.0;1092.0;787.0
-200.0;2.2;?;?;25.8;12.5;28.6;0.9989;1239.0;1067.0;?;?;779.0
-200.0;2.0;?;121.0;23.3;12.0;30.3;0.9869;?;1051.0;1689.0;881.0;796.0
-200.0;?;107.0;111.0;22.3;13.3;?;?;?;1094.0;1729.0;?;756.0
-200.0;1.9;?;116.0;?;?;31.1;0.9888;1196.0;1061.0;?;899.0;?
-200.0;2.7;?;167.0;20.4;16.0;32.4;?;1288.0;1179.0;?;?;717.0
-200.0;2.2;138.0;145.0;19.3;13.7;32.6;?;1248.0;1108.0;1701.0;969.0;?
-200.0;3.5;?;?;20.3;21.7;?;0.9064;1401.0;1342.0;1959.0;1267.0;663.0
-200.0;4.1;168.0;?;24.8;23.7;?;0.9106;1401.0;?;2009.0;1402.0;645.0
-200.0;4.4;172.0;248.0;27.9;22.1;25.7;0.908;?;1354.0;1956.0;1437.0;?
